year,doc_id,status,path,present
2014,9105797,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105797.pdf,True
2014,8214395,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8214395.pdf,True
2014,8215241,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8215241.pdf,True
2014,9105491,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105491.pdf,True
2014,9105624,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105624.pdf,True
2014,20002132,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20002132.pdf,True
2014,8213782,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8213782.pdf,True
2014,20000317,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000317.pdf,True
2014,20000621,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000621.pdf,True
2014,20001081,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001081.pdf,True
2014,20001407,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001407.pdf,True
2014,20001539,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001539.pdf,True
2014,20001614,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001614.pdf,True
2014,20001785,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001785.pdf,True
2014,20001994,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001994.pdf,True
2014,8213809,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8213809.pdf,True
2014,20000790,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000790.pdf,True
2014,20001352,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001352.pdf,True
2014,20001925,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001925.pdf,True
2014,20001402,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001402.pdf,True
2014,9105683,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105683.pdf,True
2014,9105796,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105796.pdf,True
2014,9105823,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105823.pdf,True
2014,8213810,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8213810.pdf,True
2014,8213811,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8213811.pdf,True
2014,9105037,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105037.pdf,True
2014,8213917,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8213917.pdf,True
2014,8214024,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8214024.pdf,True
2014,9105105,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105105.pdf,True
2014,8214328,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8214328.pdf,True
2014,8214461,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8214461.pdf,True
2014,8214583,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8214583.pdf,True
2014,8214713,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8214713.pdf,True
2014,8215242,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8215242.pdf,True
2014,8215707,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8215707.pdf,True
2014,8216099,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8216099.pdf,True
2014,8216428,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8216428.pdf,True
2014,8216520,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8216520.pdf,True
2014,9105522,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105522.pdf,True
2014,9105623,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105623.pdf,True
2014,20002136,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20002136.pdf,True
2014,8213783,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8213783.pdf,True
2014,8214103,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8214103.pdf,True
2014,9105133,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105133.pdf,True
2014,8214462,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8214462.pdf,True
2014,8214811,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8214811.pdf,True
2014,20001077,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001077.pdf,True
2014,20001223,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001223.pdf,True
2014,20001466,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001466.pdf,True
2014,20001619,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001619.pdf,True
2014,20001809,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001809.pdf,True
2014,20001988,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001988.pdf,True
2014,20002239,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20002239.pdf,True
2014,8213812,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8213812.pdf,True
2014,8213883,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8213883.pdf,True
2014,8213949,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8213949.pdf,True
2014,8214219,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8214219.pdf,True
2014,8214329,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8214329.pdf,True
2014,8214463,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8214463.pdf,True
2014,8215695,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8215695.pdf,True
2014,8215900,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8215900.pdf,True
2014,8216102,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8216102.pdf,True
2014,20001781,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001781.pdf,True
2014,20002126,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20002126.pdf,True
2014,8213784,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8213784.pdf,True
2014,9105065,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105065.pdf,True
2014,20000629,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000629.pdf,True
2014,20001114,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001114.pdf,True
2014,20001612,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001612.pdf,True
2014,20001837,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001837.pdf,True
2014,20000923,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000923.pdf,True
2014,20001671,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001671.pdf,True
2014,8213813,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8213813.pdf,True
2014,8214330,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8214330.pdf,True
2014,8215712,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8215712.pdf,True
2014,9105835,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105835.pdf,True
2014,20001219,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001219.pdf,True
2014,20000082,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000082.pdf,True
2014,20000318,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000318.pdf,True
2014,20000420,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000420.pdf,True
2014,20000599,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000599.pdf,True
2014,20001271,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001271.pdf,True
2014,20001644,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001644.pdf,True
2014,20001844,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001844.pdf,True
2014,20002034,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20002034.pdf,True
2014,9105890,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105890.pdf,True
2014,8216260,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8216260.pdf,True
2014,8216522,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/8216522.pdf,True
2014,9105493,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105493.pdf,True
2014,9105641,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/9105641.pdf,True
2014,20002146,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20002146.pdf,True
2014,20000036,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000036.pdf,True
2014,20000313,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000313.pdf,True
2014,20000471,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000471.pdf,True
2014,20000628,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000628.pdf,True
2014,20000909,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000909.pdf,True
2014,20000910,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20000910.pdf,True
2014,20001276,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001276.pdf,True
2014,20001516,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001516.pdf,True
2014,20001653,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001653.pdf,True
2014,20001820,exists,/Users/lemairealice/Downloads/Jupiter/semaine 1/data/raw/house/ptr_pdfs/2014/20001820.pdf,True
