asset_type,exact_match,date_mismatch,no_match,non_equity,total,quiver_has_pct
(inconnu),75,8,18,212,313,82.2
AB,1,0,0,0,1,100.0
CS,0,0,0,35,35,
CT,1,0,0,4,5,100.0
Gov Security,0,0,0,292,292,
HN,0,0,0,20,20,
Mutual Fund,13,0,47,44,104,21.7
OL,0,0,0,2,2,
Option,12,0,0,0,12,100.0
Other,5,0,1,56,62,83.3
Other Investment,1,0,0,30,31,100.0
PS,2,0,0,5,7,100.0
RS,1,1,0,0,2,100.0
Stock,4315,425,348,197,5285,93.2
VA,0,0,0,6,6,
