bioguide,ticker,date,sense
B000574,PART INTEREST,2013-11-01,Purchase
D000617,4491235,2014-05-13,Purchase
D000617,4824778,2014-05-13,Purchase
D000617,5522714,2014-05-13,Purchase
D000617,6320058,2014-05-14,Purchase
D000617,6320058,2014-09-22,Sale
D000617,6897143,2014-05-13,Purchase
D000617,B0T4J94,2014-05-13,Purchase
D000617,B13WZ26,2014-05-13,Purchase
D000617,B13WZ26,2014-10-17,Sale
D000617,B13WZ26,2014-10-20,Sale
D000617,B13WZ26,2014-10-21,Sale
D000617,B5NC0D0,2014-05-13,Purchase
D000617,BN7Q3G8,2014-09-22,Purchase
D000617,OSRN DE,2014-08-11,Purchase
L000579,EP$C,2012-02-27,Sale
L000579,EP$C,2012-03-20,Sale
M001157,AAIN,2014-10-23,Purchase
M001157,ABT,2014-05-05,Purchase
M001157,ACC,2014-11-10,Purchase
M001157,ACC,2014-11-11,Purchase
M001157,ACC,2014-11-12,Purchase
M001157,ACC,2014-11-14,Purchase
M001157,ACC,2014-11-17,Purchase
M001157,ACC,2014-11-18,Purchase
M001157,ACC,2014-11-19,Purchase
M001157,ACC,2014-11-20,Purchase
M001157,ACC,2014-11-21,Purchase
M001157,ACC,2014-11-25,Purchase
M001157,ACTV1,2014-05-14,Sale
M001157,ACTV1,2014-05-20,Sale
M001157,ADT1,2014-05-20,Purchase
M001157,AEF,2013-12-18,Sale
M001157,AGN1,2014-08-25,Purchase
M001157,AGN1,2014-08-28,Purchase
M001157,AGN1,2014-09-26,Purchase
M001157,AGN1,2014-09-29,Purchase
M001157,AGN1,2014-09-30,Purchase
M001157,AGN1,2014-11-26,Sale
M001157,AGS,2014-03-19,Sale
M001157,AIDA1,2014-05-07,Sale
M001157,AIDA1,2014-11-06,Purchase
M001157,AIDA1,2014-11-12,Sale
M001157,AIZ,2014-07-01,Sale
M001157,AIZ,2014-09-01,Sale
M001157,ALCO,2014-04-09,Sale
M001157,ALCO,2014-05-28,Sale
M001157,ALCO,2014-07-01,Sale
M001157,ALGN,2014-05-01,Purchase
M001157,ALTR1,2014-03-25,Sale
M001157,AMD,2014-03-25,Sale
M001157,AMH1,2014-10-21,Sale
M001157,AMH1,2014-10-27,Sale
M001157,AMH1,2014-10-28,Sale
M001157,AMH1,2014-10-29,Sale
M001157,AMKR,2014-02-04,Sale
M001157,ANR,2014-03-18,Purchase
M001157,ANR,2014-03-25,Sale
M001157,ANRO,2014-03-19,Purchase
M001157,ANTE,2014-11-20,Purchase
M001157,AONC,2014-09-04,Purchase
M001157,APCX,2014-03-11,Purchase
M001157,APCX,2014-10-03,Purchase
M001157,APCX,2014-10-06,Purchase
M001157,AREX,2014-07-03,Sale
M001157,ASNS,2014-03-12,Purchase
M001157,ASNS,2014-03-13,Purchase
M001157,ASNS,2014-03-14,Purchase
M001157,ASNS,2014-03-17,Purchase
M001157,ASNS,2014-03-18,Purchase
M001157,ASNS,2014-03-19,Purchase
M001157,ASNS,2014-03-24,Purchase
M001157,ASNS,2014-06-09,Purchase
M001157,ASNS,2014-06-10,Purchase
M001157,ASNS,2014-06-11,Purchase
M001157,ASNS,2014-06-12,Purchase
M001157,ASNS,2014-06-13,Purchase
M001157,ASNS,2014-06-16,Purchase
M001157,ASNS,2014-06-17,Purchase
M001157,ASNS,2014-06-18,Purchase
M001157,ASNS,2014-06-19,Purchase
M001157,ASNS,2014-06-20,Purchase
M001157,ASNS,2014-06-25,Purchase
M001157,ASNS,2014-06-26,Purchase
M001157,ASNS,2014-06-27,Purchase
M001157,ATHL,2014-03-20,Sale
M001157,ATHL,2014-04-17,Purchase
M001157,ATHL,2014-10-28,Sale
M001157,ATW,2014-03-20,Sale
M001157,AUMA,2014-06-03,Purchase
M001157,AVP,2014-01-28,Purchase
M001157,AVP,2014-02-12,Purchase
M001157,AVP,2014-04-24,Purchase
M001157,AVP,2014-05-01,Purchase
M001157,AVP,2014-10-01,Purchase
M001157,AXR,2013-12-18,Purchase
M001157,AZTA,2014-03-01,Sale
M001157,BCML,2014-05-01,Sale
M001157,BCS,2014-09-04,Purchase
M001157,BDC,2014-04-01,Sale
M001157,BEAV,2014-04-01,Sale
M001157,BRK_A,2014-11-26,Sale
M001157,BT,2014-02-07,Sale
M001157,BZH,2014-02-27,Sale
M001157,C,2014-07-03,Purchase
M001157,CAAP,2014-03-19,Sale
M001157,CAJ,2014-03-27,Purchase
M001157,CAJ,2014-11-11,Sale
M001157,CAN,2013-12-17,Purchase
M001157,CARM,2014-02-12,Sale
M001157,CARM,2014-11-13,Purchase
M001157,CARM,2014-11-24,Purchase
M001157,CAUD,2013-12-23,Sale
M001157,CAUD,2014-02-11,Sale
M001157,CAUD,2014-02-12,Sale
M001157,CAUD,2014-02-13,Sale
M001157,CION,2014-06-01,Purchase
M001157,CISS,2014-06-16,Sale
M001157,CLW,2014-05-01,Purchase
M001157,CLW,2014-08-01,Purchase
M001157,CLW,2014-09-01,Purchase
M001157,CLW,2014-10-01,Purchase
M001157,CMCSA,2014-05-05,Purchase
M001157,CNK,2014-05-05,Sale
M001157,CNP,2014-07-03,Purchase
M001157,COG,2014-07-03,Sale
M001157,CRH,2014-09-01,Purchase
M001157,CRHC,2014-03-19,Sale
M001157,CRVO,2014-05-23,Purchase
M001157,CTCT,2013-12-23,Sale
M001157,CTCT,2014-07-30,Sale
M001157,CTCT,2014-09-30,Sale
M001157,CTS,2014-09-01,Purchase
M001157,CTS,2014-09-04,Purchase
M001157,CTSH,2014-06-01,Purchase
M001157,CTSH,2014-09-04,Purchase
M001157,CYBX,2014-09-01,Sale
M001157,DCBO,2014-03-19,Sale
M001157,DD1,2014-07-17,Purchase
M001157,DEO,2014-09-01,Purchase
M001157,DEST,2013-12-02,Purchase
M001157,DEST,2013-12-03,Purchase
M001157,DEST,2013-12-05,Purchase
M001157,DEST,2013-12-09,Purchase
M001157,DEST,2014-01-29,Purchase
M001157,DEST,2014-01-30,Purchase
M001157,DEST,2014-03-11,Purchase
M001157,DEST,2014-03-12,Purchase
M001157,DEST,2014-03-13,Purchase
M001157,DEST,2014-03-17,Purchase
M001157,DEST,2014-03-19,Purchase
M001157,DEST,2014-03-20,Purchase
M001157,DEST,2014-06-18,Purchase
M001157,DEST,2014-06-19,Purchase
M001157,DEST,2014-06-30,Purchase
M001157,DG1,2013-12-10,Purchase
M001157,DG1,2013-12-23,Sale
M001157,DG1,2014-03-18,Purchase
M001157,DG1,2014-05-23,Sale
M001157,DG1,2014-06-12,Sale
M001157,DG1,2014-06-23,Sale
M001157,DGI,2014-02-26,Purchase
M001157,DGI,2014-02-28,Purchase
M001157,DGI,2014-03-26,Purchase
M001157,DGX,2014-03-01,Purchase
M001157,DGX,2014-05-01,Purchase
M001157,DGX,2014-07-01,Purchase
M001157,DHI,2014-04-01,Sale
M001157,DHOM,2014-07-11,Sale
M001157,DNB1,2014-03-01,Purchase
M001157,DNB1,2014-06-05,Purchase
M001157,DNB1,2014-06-06,Purchase
M001157,DNB1,2014-07-01,Purchase
M001157,DNOW,2014-07-03,Sale
M001157,DST,2014-03-04,Sale
M001157,DST,2014-03-21,Sale
M001157,DST,2014-03-28,Sale
M001157,DST,2014-05-05,Sale
M001157,DST,2014-05-06,Sale
M001157,EA,2014-10-01,Sale
M001157,EBAY,2014-01-06,Sale
M001157,EDAC,2014-07-16,Purchase
M001157,EFTD,2014-03-27,Sale
M001157,EIS,2013-12-18,Sale
M001157,ELA,2014-03-25,Sale
M001157,ELN,2013-12-23,Sale
M001157,ELN,2014-01-06,Sale
M001157,ELN,2014-07-21,Purchase
M001157,ELNK,2014-03-27,Sale
M001157,ENERQ,2014-03-28,Sale
M001157,ENZY,2014-05-01,Sale
M001157,ENZY,2014-09-04,Sale
M001157,ERA,2013-12-16,Purchase
M001157,ERA,2014-03-25,Sale
M001157,ERKA,2014-01-03,Sale
M001157,ETP,2014-05-01,Sale
M001157,EURO,2013-12-23,Sale
M001157,EURO,2014-01-07,Purchase
M001157,EURO,2014-03-11,Purchase
M001157,EURO,2014-10-09,Purchase
M001157,EURO,2014-10-09,Sale
M001157,EURO,2014-10-10,Purchase
M001157,EURO,2014-10-14,Purchase
M001157,EURO,2014-10-15,Purchase
M001157,EURO,2014-10-17,Purchase
M001157,EVRI,2014-03-27,Purchase
M001157,FDX,2014-01-06,Sale
M001157,FES,2014-03-24,Sale
M001157,FFIV,2014-05-01,Purchase
M001157,FFKT,2014-06-24,Purchase
M001157,FFKT,2014-06-25,Purchase
M001157,FFKT,2014-06-27,Purchase
M001157,FLR,2014-06-01,Sale
M001157,FSCI,2013-12-17,Purchase
M001157,FSCI,2013-12-23,Sale
M001157,FSCI,2013-12-27,Purchase
M001157,FSCI,2014-01-06,Purchase
M001157,FSCI,2014-01-13,Sale
M001157,FSCI,2014-03-18,Purchase
M001157,FSCI,2014-03-26,Purchase
M001157,FSCI,2014-04-07,Purchase
M001157,FSCI,2014-04-08,Purchase
M001157,FSCI,2014-05-06,Purchase
M001157,FSCI,2014-05-14,Sale
M001157,FSCI,2014-07-25,Purchase
M001157,FSCI,2014-08-21,Sale
M001157,FSCI,2014-08-26,Purchase
M001157,FSCI,2014-10-02,Purchase
M001157,FTI,2014-02-11,Purchase
M001157,FTI,2014-02-12,Purchase
M001157,FTI,2014-11-17,Purchase
M001157,FTI1,2013-12-19,Sale
M001157,FTI1,2014-01-30,Purchase
M001157,FTI1,2014-08-01,Purchase
M001157,GES,2014-05-05,Sale
M001157,GE_W,2014-10-29,Purchase
M001157,GFIG,2014-03-24,Sale
M001157,GLNG,2014-01-15,Sale
M001157,GLNG,2014-01-22,Sale
M001157,GOGO,2013-12-19,Sale
M001157,GOGO,2013-12-23,Sale
M001157,GOGO,2014-02-04,Sale
M001157,GOGO,2014-09-10,Sale
M001157,GOGO,2014-09-11,Purchase
M001157,GOGO,2014-10-20,Sale
M001157,GOGO,2014-10-23,Sale
M001157,GTLS,2014-04-01,Sale
M001157,HACH,2014-03-25,Sale
M001157,HDNG,2013-12-18,Sale
M001157,HDNG,2013-12-23,Purchase
M001157,HFWA,2014-10-28,Sale
M001157,HPE,2014-06-05,Sale
M001157,HSKA,2014-03-27,Sale
M001157,HTEI,2014-06-16,Sale
M001157,INTU,2014-10-27,Purchase
M001157,INZ,2014-09-04,Purchase
M001157,ISRG,2014-05-05,Sale
M001157,IVZ,2014-01-27,Sale
M001157,IVZ,2014-11-17,Purchase
M001157,IXHL,2014-03-28,Purchase
M001157,JET,2014-06-03,Purchase
M001157,JET,2014-07-03,Purchase
M001157,KEN,2013-12-23,Sale
M001157,KEN,2014-01-09,Sale
M001157,KEN,2014-01-10,Sale
M001157,KEN,2014-01-15,Sale
M001157,KEN,2014-02-07,Sale
M001157,KEN,2014-03-18,Sale
