doc_id,extrait
20018152,"Filing ID #20018152 P t r erioDic ranSaction ePort Clerk of the House of Representatives • legislative Resource Center • 135 Cannon Building • Washington, DC 20515 filer information name: Hon. Scott H. Peters Status: Member State/District: CA52 tranSactionS iD owner asset transaction Date notificati"
20019320,"Filing ID #20019320 P t r erioDic ranSaction ePort Clerk of the House of Representatives • Legislative Resource Center • 135 Cannon building • Washington, DC 20515 filer information name: Hon. Jamie Raskin Status: Member State/District: MD08 tranSactionS iD owner asset transaction Date notification "
