last,first,filing_type,state_dist,filing_date,doc_id,year
Allen,Richard W.,P,GA12,7/20/2020,20016985,2020
Allen,Richard W.,P,GA12,8/18/2020,20017164,2020
Allen,Richard W.,P,GA12,10/6/2020,20017470,2020
Amash,Justin,P,MI03,4/15/2020,20016417,2020
Banks,James E.,P,IN03,7/20/2020,20016981,2020
Banks,James E.,P,IN03,8/12/2020,20017133,2020
Banks,James E.,P,IN03,8/17/2020,20017201,2020
Banks,James E.,P,IN03,9/15/2020,20017359,2020
Banks,James E.,P,IN03,10/6/2020,20017471,2020
Banks,James E.,P,IN03,12/17/2020,20017843,2020
Beyer,Donald Sternoff,P,VA08,1/2/2020,20013832,2020
Beyer,Donald Sternoff,P,VA08,2/22/2020,20016099,2020
Beyer,Donald Sternoff,P,VA08,2/22/2020,20016101,2020
Beyer,Donald Sternoff,P,VA08,4/7/2020,20016371,2020
Beyer,Donald Sternoff,P,VA08,5/9/2020,20016572,2020
Beyer,Donald Sternoff,P,VA08,5/12/2020,20016587,2020
Beyer,Donald Sternoff,P,VA08,5/31/2020,20016686,2020
Beyer,Donald Sternoff,P,VA08,7/3/2020,20016885,2020
Beyer,Donald Sternoff,P,VA08,8/9/2020,20017058,2020
Beyer,Donald Sternoff,P,VA08,9/6/2020,20017313,2020
Beyer,Donald Sternoff,P,VA08,10/1/2020,20017435,2020
Beyer,Donald Sternoff,P,VA08,11/5/2020,20017648,2020
Beyer,Donald Sternoff,P,VA08,12/1/2020,20017748,2020
Bilirakis,Gus M.,P,FL12,8/20/2020,8217571,2020
Bilirakis,Gus M.,P,FL12,12/9/2020,8217762,2020
Blumenauer,Earl,P,OR03,1/10/2020,20013901,2020
Blumenauer,Earl,P,OR03,2/27/2020,20016125,2020
Blumenauer,Earl,P,OR03,4/16/2020,20016347,2020
Blumenauer,Earl,P,OR03,5/20/2020,20016588,2020
Blumenauer,Earl,P,OR03,6/3/2020,20016707,2020
Blumenauer,Earl,P,OR03,6/15/2020,20016784,2020
Blumenauer,Earl,P,OR03,7/17/2020,20016979,2020
Blumenauer,Earl,P,OR03,8/10/2020,20017141,2020
Blumenauer,Earl,P,OR03,8/24/2020,20017242,2020
Blumenauer,Earl,P,OR03,9/10/2020,20017336,2020
Blumenauer,Earl,P,OR03,10/7/2020,20017489,2020
Blumenauer,Earl,P,OR03,11/3/2020,20017631,2020
Blumenauer,Earl,P,OR03,12/7/2020,20017821,2020
Brooks,Mo,P,AL05,1/20/2020,20014938,2020
Brooks,Mo,P,AL05,3/24/2020,20016288,2020
Brooks,Mo,P,AL05,5/22/2020,20016653,2020
Brooks,Mo,P,AL05,7/11/2020,20016939,2020
Brooks,Mo,P,AL05,11/8/2020,20017659,2020
Brooks,Susan W.,P,IN05,2/27/2020,20016088,2020
Brooks,Susan W.,P,IN05,4/27/2020,20016445,2020
Buchanan,Vern,P,FL16,2/17/2020,20016069,2020
Buchanan,Vern,P,FL16,3/31/2020,20016326,2020
