last,first,filing_type,state_dist,filing_date,doc_id,year
Abraham,Ralph Lee,P,LA05,8/1/2019,9115214,2019
Amash,Justin,P,MI03,1/29/2019,20011070,2019
Amash,Justin,P,MI03,5/14/2019,20011679,2019
Beatty,Joyce,P,OH03,2/21/2019,9114410,2019
Beatty,Joyce,P,OH03,6/12/2019,9115041,2019
Beyer,Donald Sternoff,P,VA08,12/7/2019,20012722,2019
Beyer,Donald Sternoff,P,VA08,12/14/2019,20012723,2019
Bilirakis,Gus M.,P,FL12,10/17/2019,9115481,2019
Bilirakis,Gus M.,P,FL12,1/9/2020,8216873,2019
Blum,Rodney Leland,P,IA01,1/8/2019,20010974,2019
Blumenauer,Earl,P,OR03,1/16/2019,20011017,2019
Blumenauer,Earl,P,OR03,2/11/2019,20011134,2019
Blumenauer,Earl,P,OR03,3/4/2019,20011241,2019
Blumenauer,Earl,P,OR03,3/7/2019,9114448,2019
Blumenauer,Earl,P,OR03,3/18/2019,20011312,2019
Blumenauer,Earl,P,OR03,4/11/2019,20011455,2019
Blumenauer,Earl,P,OR03,5/8/2019,20011632,2019
Blumenauer,Earl,P,OR03,6/4/2019,20011790,2019
Blumenauer,Earl,P,OR03,6/4/2019,20011791,2019
Blumenauer,Earl,P,OR03,7/3/2019,20011929,2019
Blumenauer,Earl,P,OR03,8/6/2019,20012114,2019
Blumenauer,Earl,P,OR03,9/4/2019,20012263,2019
Blumenauer,Earl,P,OR03,10/16/2019,20012474,2019
Blumenauer,Earl,P,OR03,11/13/2019,20012604,2019
Blumenauer,Earl,P,OR03,11/25/2019,20012670,2019
Blumenauer,Earl,P,OR03,12/6/2019,20012709,2019
Blunt Rochester,Lisa,P,DE00,2/19/2019,20011115,2019
Blunt Rochester,Lisa,P,DE00,4/26/2019,20011543,2019
Brooks,Mo,P,AL05,3/4/2019,20011243,2019
Brooks,Mo,P,AL05,4/1/2019,20011369,2019
Brooks,Mo,P,AL05,5/11/2019,20011659,2019
Brooks,Mo,P,AL05,5/20/2019,20011708,2019
Brooks,Mo,P,AL05,8/6/2019,20012115,2019
Brooks,Mo,P,AL05,9/20/2019,20012346,2019
Brooks,Mo,P,AL05,10/30/2019,20012524,2019
Brooks,Susan W.,P,IN05,6/25/2019,20011878,2019
Brooks,Susan W.,P,IN05,10/21/2019,20012473,2019
Buchanan,Vern,P,FL16,2/26/2019,20011201,2019
Buchanan,Vern,P,FL16,3/28/2019,20011352,2019
Buchanan,Vern,P,FL16,4/11/2019,20011446,2019
Buchanan,Vern,P,FL16,5/23/2019,20011739,2019
Buchanan,Vern,P,FL16,8/8/2019,20012125,2019
Buchanan,Vern,P,FL16,10/7/2019,20012441,2019
Buchanan,Vern,P,FL16,12/29/2019,20013825,2019
Bustos,Cheri,P,IL17,4/25/2019,20011505,2019
Bustos,Cheri,P,IL17,5/3/2019,20011589,2019
Bustos,Cheri,P,IL17,11/8/2019,20012561,2019
Carter,Earl Leroy,P,GA01,6/5/2019,20011796,2019
Carter,Earl Leroy,P,GA01,7/19/2019,20012028,2019
Carter,Earl Leroy,P,GA01,8/5/2019,20012110,2019
Carter,Earl Leroy,P,GA01,9/18/2019,20012340,2019
Carter,Earl Leroy,P,GA01,11/4/2019,20012553,2019
Castor,Kathy,P,FL14,1/29/2019,20011059,2019
Castor,Kathy,P,FL14,8/6/2019,20012112,2019
Castor,Kathy,P,FL14,8/21/2019,20012202,2019
Chu,Judy,P,CA27,1/21/2019,20011005,2019
Chu,Judy,P,CA27,2/24/2019,20011135,2019
