last,first,filing_type,state_dist,filing_date,doc_id,year
Banks,James E.,P,IN03,7/6/2017,20007551,2017
Barletta,Lou,P,PA11,3/1/2017,20006832,2017
Bilirakis,Gus M.,P,FL12,9/26/2017,9111826,2017
Bilirakis,Gus M.,P,FL12,1/9/2018,9112243,2017
Black,Diane,P,TN06,2/7/2017,9110430,2017
Black,Diane,P,TN06,3/28/2017,9110596,2017
Black,Diane,P,TN06,5/5/2017,9110713,2017
Black,Diane,P,TN06,5/23/2017,9110837,2017
Black,Diane,P,TN06,7/17/2017,9111448,2017
Black,Diane,P,TN06,10/2/2017,9111848,2017
Black,Diane,P,TN06,10/11/2017,9111877,2017
Black,Diane,P,TN06,11/8/2017,9112023,2017
Blum,Rodney Leland,P,IA01,8/31/2017,20007916,2017
Blumenauer,Earl,P,OR03,1/6/2017,20006495,2017
Blumenauer,Earl,P,OR03,2/8/2017,20006724,2017
Blumenauer,Earl,P,OR03,2/23/2017,20006801,2017
Blumenauer,Earl,P,OR03,3/20/2017,20006949,2017
Blumenauer,Earl,P,OR03,5/2/2017,20007179,2017
Blumenauer,Earl,P,OR03,5/23/2017,20007349,2017
Blumenauer,Earl,P,OR03,6/1/2017,20007383,2017
Blumenauer,Earl,P,OR03,8/22/2017,20007881,2017
Blumenauer,Earl,P,OR03,9/12/2017,20007945,2017
Blumenauer,Earl,P,OR03,11/20/2017,20008424,2017
Blumenauer,Earl,P,OR03,11/28/2017,20008454,2017
Blunt Rochester,Lisa,P,DE00,5/5/2017,20007207,2017
Blunt Rochester,Lisa,P,DE00,7/5/2017,20007570,2017
Blunt Rochester,Lisa,P,DE00,8/3/2017,20007733,2017
Blunt Rochester,Lisa,P,DE00,9/12/2017,20007972,2017
Blunt Rochester,Lisa,P,DE00,12/7/2017,20008520,2017
Brooks,Mo,P,AL05,1/31/2017,20006641,2017
Brooks,Mo,P,AL05,2/16/2017,20006768,2017
Brooks,Mo,P,AL05,4/3/2017,20006992,2017
Brooks,Mo,P,AL05,5/13/2017,20007279,2017
Brooks,Mo,P,AL05,6/5/2017,20007410,2017
Brooks,Mo,P,AL05,7/16/2017,20007636,2017
Brooks,Mo,P,AL05,8/17/2017,20007835,2017
Brooks,Mo,P,AL05,10/30/2017,20008301,2017
Brooks,Mo,P,AL05,12/21/2017,20008596,2017
Brooks,Susan W.,P,IN05,5/3/2017,20007073,2017
Brooks,Susan W.,P,IN05,7/17/2017,20007640,2017
Buchanan,Vern,P,FL16,1/23/2017,20006600,2017
Buchanan,Vern,P,FL16,2/23/2017,20006797,2017
Buchanan,Vern,P,FL16,4/21/2017,20007101,2017
Buchanan,Vern,P,FL16,6/5/2017,20007407,2017
Buchanan,Vern,P,FL16,10/20/2017,20008250,2017
Buchanan,Vern,P,FL16,11/28/2017,20008451,2017
Buchanan,Vern,P,FL16,12/20/2017,20008588,2017
Buck,Kenneth R.,P,CO04,6/23/2017,20007519,2017
Buck,Kenneth R.,P,CO04,11/2/2017,20008310,2017
Buck,Kenneth R.,P,CO04,12/11/2017,20008536,2017
Bustos,Cheri,P,IL17,2/9/2017,20005631,2017
Bustos,Cheri,P,IL17,5/15/2017,20007260,2017
Castor,Kathy,P,FL14,1/11/2017,20006540,2017
Castor,Kathy,P,FL14,2/15/2017,20006751,2017
