last,first,filing_type,state_dist,filing_date,doc_id,year
Aderholt,Robert B.,P,AL04,9/23/2022,20021740,2022
Aderholt,Robert B.,P,AL04,12/13/2022,20022132,2022
Allen,Richard W.,P,GA12,2/13/2022,20020448,2022
Allen,Richard W.,P,GA12,3/9/2022,20020585,2022
Allen,Richard W.,P,GA12,9/10/2022,20021681,2022
Auchincloss,Jake,P,MA04,4/10/2022,20020708,2022
Axne,Cindy,P,IA03,2/8/2022,20020367,2022
Axne,Cindy,P,IA03,3/7/2022,20020474,2022
Axne,Cindy,P,IA03,6/3/2022,20021134,2022
Axne,Cindy,P,IA03,7/2/2022,20021236,2022
Axne,Cindy,P,IA03,8/15/2022,20021555,2022
Axne,Cindy,P,IA03,9/16/2022,20021705,2022
Axne,Cindy,P,IA03,11/15/2022,20021951,2022
Axne,Cindy,P,IA03,12/7/2022,20022042,2022
Bentz,Cliff,P,OR02,12/7/2022,20022097,2022
Beyer,Donald Sternoff,P,VA08,1/1/2022,20020047,2022
Beyer,Donald Sternoff,P,VA08,2/1/2022,20020251,2022
Beyer,Donald Sternoff,P,VA08,3/3/2022,20020354,2022
Beyer,Donald Sternoff,P,VA08,4/1/2022,20020618,2022
Beyer,Donald Sternoff,P,VA08,5/1/2022,20020868,2022
Beyer,Donald Sternoff,P,VA08,6/1/2022,20021091,2022
Beyer,Donald Sternoff,P,VA08,7/3/2022,20021193,2022
Beyer,Donald Sternoff,P,VA08,7/29/2022,20021447,2022
Beyer,Donald Sternoff,P,VA08,12/1/2022,20022048,2022
Bishop,Dan Daniel,P,NC09,12/1/2022,20022070,2022
Blumenauer,Earl,P,OR03,1/6/2022,20020168,2022
Blumenauer,Earl,P,OR03,2/7/2022,20020399,2022
Blumenauer,Earl,P,OR03,3/7/2022,20020574,2022
Blumenauer,Earl,P,OR03,3/22/2022,20020670,2022
Blumenauer,Earl,P,OR03,4/1/2022,20020675,2022
Blumenauer,Earl,P,OR03,4/13/2022,20020783,2022
Blumenauer,Earl,P,OR03,5/5/2022,20020943,2022
Blumenauer,Earl,P,OR03,6/5/2022,20021152,2022
Blumenauer,Earl,P,OR03,6/7/2022,20021169,2022
Blumenauer,Earl,P,OR03,7/6/2022,20021335,2022
Blumenauer,Earl,P,OR03,8/8/2022,20021504,2022
Blumenauer,Earl,P,OR03,9/5/2022,20021651,2022
Blumenauer,Earl,P,OR03,10/5/2022,20021808,2022
Blumenauer,Earl,P,OR03,11/10/2022,20021970,2022
Blumenauer,Earl,P,OR03,12/4/2022,20022078,2022
Brooks,Mo,P,AL05,3/21/2022,20020661,2022
Brooks,Mo,P,AL05,4/26/2022,20020873,2022
Brooks,Mo,P,AL05,5/11/2022,20020998,2022
Brooks,Mo,P,AL05,6/12/2022,20021197,2022
Brooks,Mo,P,AL05,7/19/2022,20021403,2022
Brooks,Mo,P,AL05,8/17/2022,20021568,2022
Brooks,Mo,P,AL05,12/31/2022,20022197,2022
Buchanan,Vern,P,FL16,1/17/2022,20020238,2022
Buchanan,Vern,P,FL16,3/24/2022,20020684,2022
Burgess,Michael C.,P,TX26,1/27/2022,20020305,2022
Burgess,Michael C.,P,TX26,2/10/2022,20020315,2022
Burgess,Michael C.,P,TX26,3/3/2022,20020545,2022
Burgess,Michael C.,P,TX26,3/23/2022,20020632,2022
Burgess,Michael C.,P,TX26,4/15/2022,20020798,2022
Burgess,Michael C.,P,TX26,4/29/2022,20020895,2022
Burgess,Michael C.,P,TX26,6/3/2022,20021120,2022
Burgess,Michael C.,P,TX26,6/27/2022,20021277,2022
Burgess,Michael C.,P,TX26,6/27/2022,20021279,2022
Burgess,Michael C.,P,TX26,8/5/2022,20021443,2022
Burgess,Michael C.,P,TX26,9/20/2022,20021716,2022
Burgess,Michael C.,P,TX26,11/2/2022,20021890,2022
Burgess,Michael C.,P,TX26,11/15/2022,20021932,2022
Burgess,Michael C.,P,TX26,11/29/2022,20022051,2022
Burgess,Michael C.,P,TX26,12/8/2022,20022087,2022
Carter,Earl Leroy,P,GA01,2/9/2022,20020422,2022
Cawthorn,David Madison,P,NC11,5/27/2022,20020894,2022
Cawthorn,David Madison,P,NC11,6/8/2022,20021112,2022
Cawthorn,David Madison,P,NC11,6/8/2022,20021170,2022
Cawthorn,David Madison,P,NC11,12/14/2022,20022136,2022
Chu,Judy,P,CA27,1/29/2022,20020330,2022
Clark,Katherine M.,P,MA05,4/12/2022,20020731,2022
Clark,Katherine M.,P,MA05,5/2/2022,20020917,2022
Clark,Katherine M.,P,MA05,8/16/2022,20021441,2022
Clark,Katherine M.,P,MA05,10/5/2022,20021793,2022
Cohen,Steve,P,TN09,2/15/2022,20020462,2022
Cohen,Steve,P,TN09,8/2/2022,20021467,2022
Cohen,Steve,P,TN09,8/5/2022,20021491,2022
Cohen,Steve,P,TN09,8/8/2022,20021502,2022
Cohen,Steve,P,TN09,8/10/2022,20021517,2022
Cohen,Steve,P,TN09,8/15/2022,20021560,2022
Cohen,Steve,P,TN09,8/23/2022,20021583,2022
Cohen,Steve,P,TN09,8/29/2022,20021606,2022
Cohen,Steve,P,TN09,9/12/2022,20021694,2022
Cole,Tom,P,OK04,1/19/2022,8218534,2022
Cole,Tom,P,OK04,4/26/2022,8218659,2022
Cole,Tom,P,OK04,6/7/2022,8218938,2022
Connolly,Gerald E.,P,VA11,9/1/2022,20021626,2022
Costa,James M.,P,CA16,3/30/2022,8218624,2022
Courtney,Joe,P,CT02,4/12/2022,20020780,2022
Crenshaw,Daniel,P,TX02,1/10/2022,20020189,2022
Crenshaw,Daniel,P,TX02,1/10/2022,20020197,2022
Crenshaw,Daniel,P,TX02,2/2/2022,20020310,2022
Crenshaw,Daniel,P,TX02,12/1/2022,20021255,2022
Curtis,John,P,UT03,2/2/2022,20020133,2022
Curtis,John,P,UT03,3/23/2022,20020679,2022
Curtis,John,P,UT03,7/8/2022,20021342,2022
Curtis,John,P,UT03,8/15/2022,20021486,2022
Curtis,John,P,UT03,8/15/2022,20021554,2022
Curtis,John,P,UT03,9/20/2022,20021733,2022
Curtis,John,P,UT03,11/9/2022,20021965,2022
Davids,Sharice,P,KS03,6/30/2022,8219054,2022
DelBene,Suzan K.,P,WA01,1/9/2022,20020134,2022
DelBene,Suzan K.,P,WA01,1/20/2022,20020243,2022
DelBene,Suzan K.,P,WA01,2/9/2022,20020358,2022
DelBene,Suzan K.,P,WA01,2/25/2022,20020478,2022
DelBene,Suzan K.,P,WA01,3/9/2022,20020572,2022
DelBene,Suzan K.,P,WA01,3/22/2022,20020642,2022
DelBene,Suzan K.,P,WA01,4/7/2022,20020725,2022
DelBene,Suzan K.,P,WA01,4/20/2022,20020815,2022
DelBene,Suzan K.,P,WA01,5/8/2022,20020937,2022
DelBene,Suzan K.,P,WA01,5/23/2022,20021082,2022
DelBene,Suzan K.,P,WA01,6/11/2022,20021144,2022
DelBene,Suzan K.,P,WA01,6/23/2022,20021227,2022
DelBene,Suzan K.,P,WA01,7/8/2022,20021329,2022
DelBene,Suzan K.,P,WA01,7/25/2022,20021406,2022
DelBene,Suzan K.,P,WA01,8/8/2022,20021465,2022
DelBene,Suzan K.,P,WA01,8/26/2022,20021579,2022
DelBene,Suzan K.,P,WA01,9/12/2022,20021660,2022
DelBene,Suzan K.,P,WA01,10/10/2022,20021795,2022
DelBene,Suzan K.,P,WA01,10/28/2022,20021864,2022
DelBene,Suzan K.,P,WA01,11/14/2022,20021931,2022
DelBene,Suzan K.,P,WA01,11/28/2022,20022031,2022
DelBene,Suzan K.,P,WA01,12/13/2022,20022099,2022
Dingell,Debbie,P,MI12,4/26/2022,20020866,2022
Dingell,Debbie,P,MI12,5/19/2022,20021083,2022
Dingell,Debbie,P,MI12,6/12/2022,20021166,2022
Dingell,Debbie,P,MI12,8/15/2022,20021536,2022
Doggett,Lloyd,P,TX35,1/10/2022,20020191,2022
Doggett,Lloyd,P,TX35,3/7/2022,20020576,2022
Doggett,Lloyd,P,TX35,4/8/2022,20020754,2022
Doggett,Lloyd,P,TX35,5/9/2022,20020959,2022
Doggett,Lloyd,P,TX35,6/6/2022,20021153,2022
Doggett,Lloyd,P,TX35,7/11/2022,20021362,2022
Doggett,Lloyd,P,TX35,8/5/2022,20021487,2022
Doggett,Lloyd,P,TX35,9/6/2022,20021654,2022
Doggett,Lloyd,P,TX35,11/1/2022,20021924,2022
Doggett,Lloyd,P,TX35,12/6/2022,20022088,2022
Dunn,"Neal Patrick MD, Facs",P,FL02,9/9/2022,20021600,2022
Estes,Ron,P,KS04,3/9/2022,20020587,2022
Estes,Ron,P,KS04,6/3/2022,20021149,2022
Estes,Ron,P,KS04,7/18/2022,20021397,2022
Estes,Ron,P,KS04,8/1/2022,20021461,2022
Estes,Ron,P,KS04,9/30/2022,20021779,2022
Evans,Dwight,P,PA03,4/25/2022,20020865,2022
Evans,Dwight,P,PA03,8/19/2022,20021576,2022
Evans,Dwight,P,PA03,11/21/2022,20022027,2022
Fallon,Patrick,P,TX04,1/28/2022,20020143,2022
Fallon,Patrick,P,TX04,2/8/2022,20020374,2022
Fallon,Patrick,P,TX04,5/14/2022,20020983,2022
Fallon,Patrick,P,TX04,12/1/2022,20021950,2022
Fleischmann,"Charles J. ""Chuck""",P,TN03,1/19/2022,8218535,2022
Fleischmann,"Charles J. ""Chuck""",P,TN03,2/11/2022,8218565,2022
Fleischmann,"Charles J. ""Chuck""",P,TN03,5/16/2022,8218753,2022
Fleischmann,"Charles J. ""Chuck""",P,TN03,8/12/2022,8219165,2022
Fleischmann,"Charles J. ""Chuck""",P,TN03,11/14/2022,8219277,2022
Fleischmann,"Charles J. ""Chuck""",P,TN03,12/12/2022,8219298,2022
Fleischmann,"Charles J. ""Chuck""",P,TN03,1/17/2023,8219328,2022
Foxx,Virginia,P,NC05,1/5/2022,20020153,2022
Foxx,Virginia,P,NC05,2/4/2022,20020355,2022
Foxx,Virginia,P,NC05,3/7/2022,20020543,2022
Foxx,Virginia,P,NC05,4/5/2022,20020718,2022
Foxx,Virginia,P,NC05,5/4/2022,20020914,2022
Foxx,Virginia,P,NC05,6/4/2022,20021127,2022
Foxx,Virginia,P,NC05,7/5/2022,20021315,2022
Foxx,Virginia,P,NC05,8/5/2022,20021466,2022
Foxx,Virginia,P,NC05,9/8/2022,20021630,2022
Foxx,Virginia,P,NC05,10/12/2022,20021790,2022
Foxx,Virginia,P,NC05,11/3/2022,20021919,2022
Foxx,Virginia,P,NC05,12/6/2022,20022068,2022
Frankel,Lois,P,FL21,1/16/2022,20020235,2022
Frankel,Lois,P,FL21,2/16/2022,20020401,2022
Frankel,Lois,P,FL21,2/27/2022,20020470,2022
Frankel,Lois,P,FL21,4/6/2022,20020648,2022
Frankel,Lois,P,FL21,5/3/2022,20020919,2022
Frankel,Lois,P,FL21,6/9/2022,20020929,2022
Frankel,Lois,P,FL21,6/16/2022,20021233,2022
Frankel,Lois,P,FL21,7/22/2022,20021425,2022
Frankel,Lois,P,FL21,8/31/2022,20021618,2022
Frankel,Lois,P,FL21,9/20/2022,20021732,2022
Frankel,Lois,P,FL21,10/24/2022,20021881,2022
Frankel,Lois,P,FL21,11/18/2022,20022017,2022
Franklin,Scott,P,FL15,3/3/2022,20020544,2022
Franklin,Scott,P,FL15,4/8/2022,8218641,2022
Franklin,Scott,P,FL15,10/11/2022,20021836,2022
Garamendi,John,P,CA03,1/21/2022,20020278,2022
Garbarino,Andrew,P,NY02,1/14/2022,20020231,2022
Garcia,Michael,P,CA25,2/23/2022,20020121,2022
Garcia,Michael,P,CA25,8/23/2022,20021522,2022
Garcia,Michael,P,CA25,8/23/2022,20021587,2022
Garcia,Michael,P,CA25,10/25/2022,20021895,2022
Gibbs,Bob,P,OH07,1/6/2022,20020166,2022
Gibbs,Bob,P,OH07,2/6/2022,20020386,2022
Gibbs,Bob,P,OH07,5/16/2022,20021044,2022
Gibbs,Bob,P,OH07,6/27/2022,20021275,2022
Gibbs,Bob,P,OH07,8/5/2022,20021492,2022
Gibbs,Bob,P,OH07,9/6/2022,20021661,2022
Gibbs,Bob,P,OH07,10/31/2022,20021911,2022
Gibbs,Bob,P,OH07,12/22/2022,20022166,2022
Gonzalez,Anthony E.,P,OH16,7/23/2022,20021290,2022
Gonzalez,Anthony E.,P,OH16,1/20/2023,8219336,2022
Gonzalez,Vicente,P,TX15,6/27/2022,8219043,2022
Gottheimer,Josh,P,NJ05,1/10/2022,20020154,2022
Gottheimer,Josh,P,NJ05,2/18/2022,20020393,2022
Gottheimer,Josh,P,NJ05,3/18/2022,20020573,2022
Gottheimer,Josh,P,NJ05,4/17/2022,20020786,2022
Gottheimer,Josh,P,NJ05,5/16/2022,20020956,2022
Gottheimer,Josh,P,NJ05,6/16/2022,20021174,2022
Gottheimer,Josh,P,NJ05,7/22/2022,20021351,2022
Gottheimer,Josh,P,NJ05,8/13/2022,20021518,2022
Gottheimer,Josh,P,NJ05,8/29/2022,20021563,2022
Gottheimer,Josh,P,NJ05,9/16/2022,20021676,2022
Gottheimer,Josh,P,NJ05,9/19/2022,20021727,2022
Gottheimer,Josh,P,NJ05,10/16/2022,20021821,2022
Gottheimer,Josh,P,NJ05,11/10/2022,20021933,2022
Gottheimer,Josh,P,NJ05,12/17/2022,20022098,2022
Graves,Garret,P,LA06,10/18/2022,20021868,2022
Green,Mark Dr,P,TN07,1/3/2022,20019881,2022
Green,Mark Dr,P,TN07,1/18/2022,20020188,2022
Green,Mark Dr,P,TN07,2/8/2022,20020362,2022
Green,Mark Dr,P,TN07,2/14/2022,20020442,2022
Green,Mark Dr,P,TN07,3/3/2022,20020501,2022
Green,Mark Dr,P,TN07,3/8/2022,20020569,2022
Green,Mark Dr,P,TN07,4/13/2022,20020773,2022
Green,Mark Dr,P,TN07,4/20/2022,20020830,2022
Green,Mark Dr,P,TN07,5/31/2022,20021121,2022
Green,Mark Dr,P,TN07,8/1/2022,20021154,2022
Green,Mark Dr,P,TN07,8/18/2022,20021571,2022
Green,Mark Dr,P,TN07,9/1/2022,20021614,2022
Green,Mark Dr,P,TN07,10/3/2022,20021778,2022
Green,Mark Dr,P,TN07,10/24/2022,20021887,2022
Greene,Marjorie Taylor,P,GA14,1/20/2022,20020263,2022
Greene,Marjorie Taylor,P,GA14,3/7/2022,20020568,2022
Greene,Marjorie Taylor,P,GA14,6/20/2022,20021248,2022
Guest,Michael Patrick,P,MS03,3/18/2022,20020644,2022
Guest,Michael Patrick,P,MS03,5/2/2022,20020792,2022
Guest,Michael Patrick,P,MS03,5/22/2022,20021007,2022
Guest,Michael Patrick,P,MS03,6/22/2022,20021172,2022
Guest,Michael Patrick,P,MS03,7/26/2022,20021434,2022
Guest,Michael Patrick,P,MS03,9/14/2022,20021691,2022
Harshbarger,Diana,P,TN01,1/24/2022,8218540,2022
Harshbarger,Diana,P,TN01,2/28/2022,8218580,2022
Harshbarger,Diana,P,TN01,3/29/2022,8218621,2022
Harshbarger,Diana,P,TN01,4/25/2022,8218662,2022
Harshbarger,Diana,P,TN01,5/26/2022,8218894,2022
Harshbarger,Diana,P,TN01,6/29/2022,8219056,2022
Harshbarger,Diana,P,TN01,7/28/2022,8219131,2022
Harshbarger,Diana,P,TN01,8/31/2022,8219202,2022
Harshbarger,Diana,P,TN01,9/27/2022,8219228,2022
Harshbarger,Diana,P,TN01,10/28/2022,8219266,2022
Harshbarger,Diana,P,TN01,11/29/2022,8219281,2022
Harshbarger,Diana,P,TN01,1/3/2023,8219315,2022
Harshbarger,Diana,P,TN01,1/30/2023,8219343,2022
Hern,Kevin,P,OK01,1/11/2022,20020202,2022
Hern,Kevin,P,OK01,2/2/2022,20020359,2022
Hern,Kevin,P,OK01,3/7/2022,20020571,2022
Hern,Kevin,P,OK01,4/12/2022,20020789,2022
Hern,Kevin,P,OK01,5/12/2022,20020995,2022
Hern,Kevin,P,OK01,6/14/2022,20021223,2022
Hern,Kevin,P,OK01,7/15/2022,20021388,2022
Hern,Kevin,P,OK01,8/15/2022,20021553,2022
Hern,Kevin,P,OK01,9/15/2022,20021704,2022
Hern,Kevin,P,OK01,10/10/2022,20021828,2022
Hern,Kevin,P,OK01,11/9/2022,20021964,2022
Hern,Kevin,P,OK01,12/8/2022,20022102,2022
Hollingsworth,Trey,P,IN09,4/27/2022,8218661,2022
Hollingsworth,Trey,P,IN09,6/10/2022,8218937,2022
Hollingsworth,Trey,P,IN09,6/23/2022,8219044,2022
Hollingsworth,Trey,P,IN09,9/9/2022,8219209,2022
Hollingsworth,Trey,P,IN09,10/19/2022,8219258,2022
Hollingsworth,Trey,P,IN09,11/16/2022,8219272,2022
Jacobs,Christopher L.,P,NY27,2/18/2022,20020479,2022
Jacobs,Christopher L.,P,NY27,3/18/2022,20020654,2022
Jacobs,Christopher L.,P,NY27,5/19/2022,20020793,2022
Jacobs,Christopher L.,P,NY27,6/23/2022,20021201,2022
Jacobs,Christopher L.,P,NY27,7/28/2022,20021398,2022
Jacobs,Christopher L.,P,NY27,9/9/2022,20021667,2022
Jacobs,Christopher L.,P,NY27,9/26/2022,20021696,2022
Jacobs,Christopher L.,P,NY27,10/18/2022,20021857,2022
Jacobs,Christopher L.,P,NY27,11/16/2022,20021989,2022
Jacobs,Christopher L.,P,NY27,12/12/2022,20022108,2022
Jacobs,Sara,P,CA53,6/21/2022,20021179,2022
Joyce,David P.,P,OH14,6/9/2022,20021183,2022
Joyce,David P.,P,OH14,6/9/2022,20021184,2022
Keating,William R.,P,MA09,2/28/2022,20020504,2022
Keating,William R.,P,MA09,5/5/2022,20020915,2022
Keating,William R.,P,MA09,6/17/2022,20021222,2022
Keating,William R.,P,MA09,10/30/2022,20021629,2022
Keating,William R.,P,MA09,11/4/2022,20021937,2022
Keating,William R.,P,MA09,11/21/2022,20022024,2022
Keating,William R.,P,MA09,12/21/2022,20022156,2022
Kelly,Mike,P,PA16,3/10/2022,8218604,2022
Kelly,Mike,P,PA16,5/25/2022,8218856,2022
Kelly,Mike,P,PA16,6/9/2022,8218936,2022
Kelly,Mike,P,PA16,7/13/2022,8219082,2022
Kelly,Mike,P,PA16,8/10/2022,8219156,2022
Kelly,Mike,P,PA16,1/11/2023,8219317,2022
Khanna,Rohit,P,CA17,1/7/2022,8218518,2022
Khanna,Rohit,P,CA17,2/8/2022,8218560,2022
Khanna,Rohit,P,CA17,3/8/2022,8218597,2022
Khanna,Rohit,P,CA17,4/7/2022,8218637,2022
Khanna,Rohit,P,CA17,5/6/2022,8218730,2022
Khanna,Rohit,P,CA17,6/10/2022,8218940,2022
Khanna,Rohit,P,CA17,7/7/2022,8219068,2022
Khanna,Rohit,P,CA17,8/9/2022,8219155,2022
Khanna,Rohit,P,CA17,9/8/2022,8219207,2022
Khanna,Rohit,P,CA17,10/7/2022,8219242,2022
Khanna,Rohit,P,CA17,11/10/2022,8219275,2022
Khanna,Rohit,P,CA17,12/6/2022,8219288,2022
Khanna,Rohit,P,CA17,1/6/2023,8219318,2022
Kustoff,David,P,TN08,1/10/2022,8218527,2022
Kustoff,David,P,TN08,2/9/2022,8218561,2022
Kustoff,David,P,TN08,5/2/2022,20020875,2022
Kustoff,David,P,TN08,10/19/2022,8219259,2022
Lamborn,Doug,P,CO05,2/3/2022,8218548,2022
