last,first,filing_type,state_dist,filing_date,doc_id,year
Amash,Justin,P,MI03,5/16/2016,20005183,2016
Ashford,Brad,P,NE02,1/15/2016,20004419,2016
Ashford,Brad,P,NE02,1/15/2016,20004420,2016
Ashford,Brad,P,NE02,2/1/2016,20004485,2016
Ashford,Brad,P,NE02,4/12/2016,20004894,2016
Ashford,Brad,P,NE02,6/27/2016,20005414,2016
Ashford,Brad,P,NE02,12/5/2016,20006308,2016
Ashford,Brad,P,NE02,12/5/2016,20006309,2016
Ashford,Brad,P,NE02,12/20/2016,20006390,2016
Ashford,Brad,P,NE02,12/20/2016,20006391,2016
Babin,Brian,P,TX36,5/13/2016,20005154,2016
Babin,Brian,P,TX36,7/14/2016,20005532,2016
Babin,Brian,P,TX36,8/5/2016,9109787,2016
Barletta,Lou,P,PA11,2/1/2016,20004487,2016
Barletta,Lou,P,PA11,2/22/2016,20004642,2016
Barletta,Lou,P,PA11,3/9/2016,20004720,2016
Barletta,Lou,P,PA11,4/15/2016,20004906,2016
Barletta,Lou,P,PA11,5/23/2016,20005220,2016
Barletta,Lou,P,PA11,9/16/2016,20005897,2016
Barletta,Lou,P,PA11,10/28/2016,20006116,2016
Benishek,Dan,P,MI01,7/13/2016,9109663,2016
Bilirakis,Gus M.,P,FL12,2/11/2016,9108317,2016
Bilirakis,Gus M.,P,FL12,5/24/2016,9109045,2016
Black,Diane,P,TN06,1/28/2016,9108217,2016
Black,Diane,P,TN06,2/19/2016,9108341,2016
Black,Diane,P,TN06,3/8/2016,9108425,2016
Black,Diane,P,TN06,4/27/2016,9108648,2016
Black,Diane,P,TN06,4/27/2016,9108649,2016
Black,Diane,P,TN06,5/10/2016,9108765,2016
Black,Diane,P,TN06,7/15/2016,9109671,2016
Black,Diane,P,TN06,8/29/2016,9109963,2016
Black,Diane,P,TN06,10/25/2016,9110164,2016
Black,Diane,P,TN06,12/14/2016,9110290,2016
Black,Diane,P,TN06,1/18/2017,9110368,2016
Blum,Rodney Leland,P,IA01,10/14/2016,20006055,2016
Blumenauer,Earl,P,OR03,2/19/2016,20004637,2016
Blumenauer,Earl,P,OR03,5/19/2016,20005200,2016
Blumenauer,Earl,P,OR03,8/18/2016,20005741,2016
Blumenauer,Earl,P,OR03,11/21/2016,20006238,2016
Blumenauer,Earl,P,OR03,12/9/2016,20006337,2016
Brooks,Mo,P,AL05,1/12/2016,20004382,2016
Brooks,Mo,P,AL05,2/22/2016,20004644,2016
Brooks,Mo,P,AL05,3/8/2016,20004717,2016
Brooks,Mo,P,AL05,5/2/2016,20005019,2016
Brooks,Mo,P,AL05,7/13/2016,20005526,2016
Brooks,Mo,P,AL05,8/25/2016,20005765,2016
Brooks,Mo,P,AL05,10/10/2016,20006030,2016
Brooks,Mo,P,AL05,11/2/2016,20006139,2016
Brooks,Mo,P,AL05,12/20/2016,20006400,2016
Brooks,Susan W.,P,IN05,1/11/2016,20004306,2016
Buchanan,Vern,P,FL16,1/19/2016,20004436,2016
Buchanan,Vern,P,FL16,2/22/2016,20004643,2016
Buchanan,Vern,P,FL16,3/14/2016,20004746,2016
Buchanan,Vern,P,FL16,4/22/2016,20004969,2016
Buchanan,Vern,P,FL16,5/20/2016,20005203,2016
Buchanan,Vern,P,FL16,6/17/2016,20005362,2016
Buchanan,Vern,P,FL16,7/28/2016,20005603,2016
Buchanan,Vern,P,FL16,8/12/2016,20005702,2016
Buchanan,Vern,P,FL16,10/19/2016,20006079,2016
Buchanan,Vern,P,FL16,11/29/2016,20006274,2016
Buck,Kenneth R.,P,CO04,12/20/2016,20006384,2016
Bustos,Cheri,P,IL17,6/30/2016,20005430,2016
Carter,Earl Leroy,P,GA01,4/5/2016,20004867,2016
Carter,Earl Leroy,P,GA01,8/9/2016,20005685,2016
Carter,Earl Leroy,P,GA01,8/10/2016,20005693,2016
Castor,Kathy,P,FL14,3/18/2016,20004787,2016
Castor,Kathy,P,FL14,5/3/2016,20005028,2016
Castor,Kathy,P,FL14,6/6/2016,20005285,2016
Chu,Judy,P,CA27,2/24/2016,9108369,2016
Chu,Judy,P,CA27,3/14/2016,9108453,2016
Chu,Judy,P,CA27,4/14/2016,9108556,2016
Chu,Judy,P,CA27,5/11/2016,20005065,2016
