last,first,filing_type,state_dist,filing_date,doc_id,year
Allen,Richard W.,P,GA12,6/2/2023,20022986,2023
Allen,Richard W.,P,GA12,8/10/2023,20023082,2023
Allen,Richard W.,P,GA12,9/8/2023,20023622,2023
Allen,Richard W.,P,GA12,10/5/2023,20023812,2023
Allen,Richard W.,P,GA12,11/16/2023,20024001,2023
Allen,Richard W.,P,GA12,12/19/2023,20024101,2023
Axne,Cindy,P,IA03,1/2/2023,20022202,2023
Babin,Brian,P,TX36,6/9/2023,20005641,2023
Banks,James E Hon,P,IN03,6/21/2023,20023168,2023
Bentz,Cliff,P,OR02,5/3/2023,20022850,2023
Beyer,Donald Sternoff,P,VA08,3/3/2023,20022418,2023
Beyer,Donald Sternoff,P,VA08,4/5/2023,20022603,2023
Beyer,Donald Sternoff,P,VA08,4/29/2023,20022807,2023
Beyer,Donald Sternoff,P,VA08,7/1/2023,20023129,2023
Beyer,Donald Sternoff,P,VA08,10/1/2023,20023758,2023
Bice,Stephanie,P,OK05,8/12/2023,20023437,2023
Bishop,Dan Daniel,P,NC08,5/4/2023,20022126,2023
Bishop,Dan Daniel,P,NC08,5/7/2023,20022876,2023
Bishop,Dan Daniel,P,NC08,9/15/2023,20023712,2023
Bishop,Dan Daniel,P,NC08,10/27/2023,20023903,2023
Blumenauer,Earl,P,OR03,1/4/2023,20022225,2023
Blumenauer,Earl,P,OR03,1/12/2023,20022271,2023
Blumenauer,Earl,P,OR03,3/6/2023,20022521,2023
Blumenauer,Earl,P,OR03,3/9/2023,20022546,2023
Blumenauer,Earl,P,OR03,4/5/2023,20022667,2023
Blumenauer,Earl,P,OR03,6/8/2023,20023073,2023
Blumenauer,Earl,P,OR03,7/12/2023,20023218,2023
Blumenauer,Earl,P,OR03,8/4/2023,20023435,2023
Blumenauer,Earl,P,OR03,9/6/2023,20023615,2023
Blumenauer,Earl,P,OR03,11/7/2023,20023955,2023
Blumenauer,Earl,P,OR03,12/4/2023,20024076,2023
Burgess,Michael C.,P,TX26,1/25/2023,20022259,2023
Burgess,Michael C.,P,TX26,2/9/2023,20022391,2023
Burgess,Michael C.,P,TX26,3/3/2023,20022499,2023
Burgess,Michael C.,P,TX26,3/14/2023,20022541,2023
Burgess,Michael C.,P,TX26,4/14/2023,20022685,2023
Burgess,Michael C.,P,TX26,6/15/2023,20023153,2023
Burgess,Michael C.,P,TX26,7/18/2023,20023340,2023
Burgess,Michael C.,P,TX26,8/8/2023,20023382,2023
Burgess,Michael C.,P,TX26,9/5/2023,20023612,2023
Burgess,Michael C.,P,TX26,9/6/2023,20023623,2023
Burgess,Michael C.,P,TX26,10/3/2023,20023786,2023
Burgess,Michael C.,P,TX26,12/18/2023,20024169,2023
Burlison,Eric,P,MO07,3/1/2023,8219414,2023
Carter,Earl Leroy,P,GA01,5/9/2023,20022894,2023
Clark,Katherine M.,P,MA05,3/6/2023,20022509,2023
Clark,Katherine M.,P,MA05,6/8/2023,20022917,2023
Clark,Katherine M.,P,MA05,11/6/2023,20023950,2023
Cohen,Steve,P,TN09,2/4/2023,20022368,2023
Cohen,Steve,P,TN09,2/13/2023,20022428,2023
Cohen,Steve,P,TN09,6/26/2023,20023162,2023
Cohen,Steve,P,TN09,7/28/2023,20023392,2023
Cole,Tom,P,OK04,3/7/2023,8219430,2023
Cole,Tom,P,OK04,8/10/2023,8219893,2023
Collins,Michael A.,P,GA10,12/22/2023,20024042,2023
Connolly,Gerald E.,P,VA11,1/24/2023,20022309,2023
Connolly,Gerald E.,P,VA11,4/4/2023,20022660,2023
Connolly,Gerald E.,P,VA11,8/25/2023,20023575,2023
Connolly,Gerald E.,P,VA11,11/14/2023,20024004,2023
Crenshaw,Daniel,P,TX02,4/20/2023,20022770,2023
Curtis,John,P,UT03,1/10/2023,20022249,2023
Curtis,John,P,UT03,2/13/2023,20022423,2023
Curtis,John,P,UT03,3/13/2023,20022561,2023
Curtis,John,P,UT03,3/27/2023,20022624,2023
Curtis,John,P,UT03,5/10/2023,20022721,2023
Curtis,John,P,UT03,6/2/2023,20023061,2023
Curtis,John,P,UT03,8/7/2023,20023444,2023
Curtis,John,P,UT03,10/4/2023,20023799,2023
Curtis,John,P,UT03,11/16/2023,20023867,2023
Curtis,John,P,UT03,12/15/2023,20024152,2023
DelBene,Suzan K.,P,WA01,1/2/2023,20022183,2023
DelBene,Suzan K.,P,WA01,1/21/2023,20022288,2023
DelBene,Suzan K.,P,WA01,2/6/2023,20022355,2023
DelBene,Suzan K.,P,WA01,2/19/2023,20022453,2023
DelBene,Suzan K.,P,WA01,3/7/2023,20022498,2023
DelBene,Suzan K.,P,WA01,3/20/2023,20022589,2023
DelBene,Suzan K.,P,WA01,4/10/2023,20022655,2023
DelBene,Suzan K.,P,WA01,5/6/2023,20022828,2023
DelBene,Suzan K.,P,WA01,5/25/2023,20022975,2023
DelBene,Suzan K.,P,WA01,6/7/2023,20023052,2023
DelBene,Suzan K.,P,WA01,6/14/2023,20023100,2023
DelBene,Suzan K.,P,WA01,6/23/2023,20023183,2023
DelBene,Suzan K.,P,WA01,7/7/2023,20023238,2023
DelBene,Suzan K.,P,WA01,7/25/2023,20023349,2023
DelBene,Suzan K.,P,WA01,8/8/2023,20023421,2023
DelBene,Suzan K.,P,WA01,9/11/2023,20023610,2023
DelBene,Suzan K.,P,WA01,9/25/2023,20023721,2023
DelBene,Suzan K.,P,WA01,10/10/2023,20023788,2023
DelBene,Suzan K.,P,WA01,11/8/2023,20023930,2023
DelBene,Suzan K.,P,WA01,11/26/2023,20024016,2023
DelBene,Suzan K.,P,WA01,12/13/2023,20024080,2023
DelBene,Suzan K.,P,WA01,12/23/2023,20024173,2023
Dingell,Debbie,P,MI06,3/8/2023,20022528,2023
Dingell,Debbie,P,MI06,3/15/2023,20022585,2023
Dingell,Debbie,P,MI06,4/19/2023,20022749,2023
Dingell,Debbie,P,MI06,5/15/2023,20022957,2023
Dingell,Debbie,P,MI06,12/14/2023,20024143,2023
Dingell,Debbie,P,MI12,1/1/2023,20022184,2023
Dingell,Debbie,P,MI12,1/19/2023,20022293,2023
Doggett,Lloyd,P,TX35,1/5/2023,20022228,2023
Doggett,Lloyd,P,TX37,3/6/2023,20022517,2023
Doggett,Lloyd,P,TX37,4/10/2023,20022697,2023
Doggett,Lloyd,P,TX37,5/4/2023,20022859,2023
Doggett,Lloyd,P,TX37,6/7/2023,20023097,2023
Doggett,Lloyd,P,TX37,7/10/2023,20023279,2023
Doggett,Lloyd,P,TX37,8/7/2023,20023456,2023
Doggett,Lloyd,P,TX37,9/8/2023,20023652,2023
Doggett,Lloyd,P,TX37,10/5/2023,20023810,2023
Doggett,Lloyd,P,TX37,11/6/2023,20023962,2023
Doggett,Lloyd,P,TX37,12/18/2023,20024166,2023
Dunn,"Neal Patrick MD, Facs",P,FL02,2/17/2023,20022361,2023
Dunn,"Neal Patrick MD, Facs",P,FL02,5/26/2023,20023022,2023
Estes,Ron,P,KS04,9/30/2023,20023779,2023
Evans,Dwight,P,PA03,3/9/2023,20022547,2023
Evans,Dwight,P,PA03,7/5/2023,20023246,2023
Fleischmann,"Charles J. ""Chuck""",P,TN03,2/13/2023,8219359,2023
Fleischmann,"Charles J. ""Chuck""",P,TN03,5/9/2023,8219527,2023
Fleischmann,"Charles J. ""Chuck""",P,TN03,8/14/2023,8219919,2023
Fleischmann,"Charles J. ""Chuck""",P,TN03,11/17/2023,8220049,2023
Flood,Mike,P,NE01,5/4/2023,20022861,2023
Foxx,Virginia,P,NC05,1/3/2023,20022211,2023
Foxx,Virginia,P,NC05,1/3/2023,20022213,2023
Foxx,Virginia,P,NC05,2/3/2023,20022352,2023
Foxx,Virginia,P,NC05,3/3/2023,20022504,2023
Foxx,Virginia,P,NC05,4/4/2023,20022646,2023
Foxx,Virginia,P,NC05,5/1/2023,20022822,2023
Foxx,Virginia,P,NC05,6/2/2023,20023059,2023
Foxx,Virginia,P,NC05,7/7/2023,20023237,2023
Foxx,Virginia,P,NC05,7/28/2023,20023393,2023
Foxx,Virginia,P,NC05,9/5/2023,20023613,2023
Foxx,Virginia,P,NC05,10/6/2023,20023809,2023
Foxx,Virginia,P,NC05,11/7/2023,20023946,2023
Foxx,Virginia,P,NC05,12/5/2023,20024072,2023
Frankel,Lois,P,FL21,1/6/2023,20022218,2023
Frankel,Lois,P,FL22,2/3/2023,20022357,2023
Frankel,Lois,P,FL22,3/13/2023,20022557,2023
Frankel,Lois,P,FL22,4/3/2023,20022571,2023
Frankel,Lois,P,FL22,4/28/2023,20022805,2023
Frankel,Lois,P,FL22,5/19/2023,20022974,2023
Frankel,Lois,P,FL22,6/24/2023,20023194,2023
Frankel,Lois,P,FL22,7/28/2023,20023369,2023
Frankel,Lois,P,FL22,8/26/2023,20023573,2023
Frankel,Lois,P,FL22,10/10/2023,20023816,2023
Franklin,C. Scott,P,FL18,10/12/2023,20023847,2023
Franklin,Scott Mr,P,FL18,3/7/2023,20022530,2023
Franklin,Scott Mr,P,FL18,5/23/2023,20022987,2023
Fulcher,Russ,P,ID01,5/12/2023,20022919,2023
Garcia,Michael,P,CA27,1/26/2023,20022325,2023
Garcia,Michael,P,CA27,6/20/2023,20023182,2023
Garcia,Michael,P,CA27,8/17/2023,20023553,2023
Garcia,Michael,P,CA27,12/7/2023,20024110,2023
Goldman,Daniel,P,NY10,2/24/2023,20022407,2023
Goldman,Daniel,P,NY10,3/20/2023,20022480,2023
Goldman,Daniel,P,NY10,4/17/2023,20022653,2023
Goldman,Daniel,P,NY10,5/19/2023,20022948,2023
Goldman,Daniel,P,NY10,6/15/2023,20023065,2023
Goldman,Daniel,P,NY10,7/24/2023,20023253,2023
Goldman,Daniel,P,NY10,8/13/2023,20023404,2023
Goldman,Daniel,P,NY10,9/17/2023,20023677,2023
Gottheimer,Josh,P,NJ05,1/13/2023,20022219,2023
Gottheimer,Josh,P,NJ05,2/17/2023,20022412,2023
Gottheimer,Josh,P,NJ05,3/17/2023,20022531,2023
Gottheimer,Josh,P,NJ05,4/20/2023,20022683,2023
Gottheimer,Josh,P,NJ05,5/19/2023,20022877,2023
Gottheimer,Josh,P,NJ05,6/11/2023,20023087,2023
Gottheimer,Josh,P,NJ05,7/11/2023,20023257,2023
Gottheimer,Josh,P,NJ05,8/21/2023,20023500,2023
Gottheimer,Josh,P,NJ05,9/16/2023,20023651,2023
Gottheimer,Josh,P,NJ05,10/15/2023,20023833,2023
Gottheimer,Josh,P,NJ05,11/11/2023,20023973,2023
Gottheimer,Josh,P,NJ05,12/8/2023,20024097,2023
Green,Mark Dr,P,TN07,1/9/2023,20022193,2023
Green,Mark Dr,P,TN07,1/30/2023,20022322,2023
Green,Mark Dr,P,TN07,2/5/2023,20022337,2023
Green,Mark Dr,P,TN07,2/27/2023,20022463,2023
Green,Mark Dr,P,TN07,4/1/2023,20022626,2023
Green,Mark Dr,P,TN07,4/16/2023,20022725,2023
Green,Mark Dr,P,TN07,5/26/2023,20022998,2023
Green,Mark Dr,P,TN07,6/2/2023,20023055,2023
Green,Mark Dr,P,TN07,6/5/2023,20023075,2023
Green,Mark Dr,P,TN07,6/12/2023,20023119,2023
Green,Mark Dr,P,TN07,6/30/2023,20023220,2023
Green,Mark Dr,P,TN07,7/18/2023,20023329,2023
Green,Mark Dr,P,TN07,7/24/2023,20023358,2023
Green,Mark Dr,P,TN07,8/8/2023,20023441,2023
Green,Mark Dr,P,TN07,8/14/2023,20023526,2023
Grothman,Glenn S.,P,WI06,6/27/2023,20023104,2023
Guest,Michael Patrick,P,MS03,1/19/2023,20022270,2023
Guest,Michael Patrick,P,MS03,2/24/2023,20022392,2023
Guest,Michael Patrick,P,MS03,4/14/2023,20022701,2023
Guest,Michael Patrick,P,MS03,7/14/2023,20023247,2023
Guest,Michael Patrick,P,MS03,8/23/2023,20023442,2023
Guest,Michael Patrick,P,MS03,11/20/2023,20023951,2023
Guest,Michael Patrick,P,MS03,12/11/2023,20024107,2023
Harshbarger,Diana,P,TN01,3/2/2023,8219412,2023
Harshbarger,Diana,P,TN01,3/27/2023,20016496,2023
Henriquez,Ada Norah,P,PR00,5/2/2023,8219483,2023
Hern,Kevin,P,OK01,1/13/2023,20022285,2023
Hern,Kevin,P,OK01,2/14/2023,20022430,2023
Hern,Kevin,P,OK01,3/15/2023,20022580,2023
Hern,Kevin,P,OK01,4/10/2023,20022699,2023
Hern,Kevin,P,OK01,5/11/2023,20022908,2023
Hern,Kevin,P,OK01,6/13/2023,20023136,2023
Hern,Kevin,P,OK01,7/12/2023,20023303,2023
Hern,Kevin,P,OK01,8/16/2023,20023532,2023
Hern,Kevin,P,OK01,9/7/2023,20023641,2023
Hern,Kevin,P,OK01,10/13/2023,20023848,2023
Hern,Kevin,P,OK01,11/17/2023,20024020,2023
Hern,Kevin,P,OK01,12/7/2023,20024104,2023
Hill,James French,P,AR02,3/14/2023,20022189,2023
Hill,James French,P,AR02,3/16/2023,20022579,2023
Hill,James French,P,AR02,3/23/2023,20022591,2023
Hill,James French,P,AR02,12/13/2023,20023412,2023
Himes,James A.,P,CT04,3/5/2023,20022515,2023
Jackson,Jeff,P,NC14,2/17/2023,20022431,2023
Jackson,Jonathan,P,IL01,5/12/2023,20022795,2023
Jackson,Jonathan,P,IL01,6/6/2023,20023077,2023
Jackson,Jonathan,P,IL01,7/7/2023,20023262,2023
Jackson,Jonathan,P,IL01,8/9/2023,20023443,2023
Jackson,Jonathan,P,IL01,9/11/2023,20023636,2023
Jackson,Jonathan,P,IL01,11/1/2023,20023804,2023
Jackson,Jonathan,P,IL01,11/16/2023,20023965,2023
Jackson,Jonathan,P,IL01,12/4/2023,20024078,2023
Jacobs,Christopher L.,P,NY27,1/20/2023,20022265,2023
Kaptur,Marcy,P,OH09,5/15/2023,20022886,2023
Kean,Thomas H.,P,NJ07,2/11/2023,20022373,2023
Kean,Thomas H.,P,NJ07,3/11/2023,20022550,2023
Kean,Thomas H.,P,NJ07,4/13/2023,20022704,2023
Kean,Thomas H.,P,NJ07,8/13/2023,20023455,2023
Kean,Thomas H.,P,NJ07,9/15/2023,20023671,2023
