last,first,filing_type,state_dist,filing_date,doc_id,year
Andrews,Robert E.,P,NJ01,1/13/2014,20000077,2014
Barletta,Lou,P,PA11,5/22/2014,20000998,2014
Barletta,Lou,P,PA11,10/3/2014,20001787,2014
Barletta,Lou,P,PA11,10/22/2014,20001934,2014
Barr,"Garland ""Andy""",P,KY06,3/5/2014,8214211,2014
Bilirakis,Gus M.,P,FL12,1/31/2014,8213944,2014
Bilirakis,Gus M.,P,FL12,10/27/2014,9105569,2014
Black,Diane,P,TN06,12/8/2014,9105721,2014
Black,Diane,P,TN06,12/10/2014,9105722,2014
Black,Diane,P,TN06,12/22/2014,9105778,2014
Black,Diane,P,TN06,1/5/2015,9105798,2014
Black,Diane,P,TN06,1/8/2014,8213778,2014
Black,Diane,P,TN06,1/13/2014,8213806,2014
Black,Diane,P,TN06,1/22/2014,8213900,2014
Black,Diane,P,TN06,2/7/2014,8214020,2014
Black,Diane,P,TN06,2/20/2014,8214152,2014
Black,Diane,P,TN06,3/5/2014,8214213,2014
Black,Diane,P,TN06,3/12/2014,9105101,2014
Black,Diane,P,TN06,3/28/2014,8214362,2014
Black,Diane,P,TN06,4/17/2014,8214530,2014
Black,Diane,P,TN06,7/14/2014,8215964,2014
Black,Diane,P,TN06,9/4/2014,8216477,2014
Black,Diane,P,TN06,9/4/2014,8216478,2014
Black,Diane,P,TN06,9/15/2014,8216515,2014
Black,Diane,P,TN06,9/29/2014,9105442,2014
Black,Diane,P,TN06,10/22/2014,9105543,2014
Black,Diane,P,TN06,11/13/2014,9105658,2014
Blumenauer,Earl,P,OR03,2/26/2014,8214151,2014
Blumenauer,Earl,P,OR03,4/14/2014,20000710,2014
Blumenauer,Earl,P,OR03,5/6/2014,20000800,2014
Blumenauer,Earl,P,OR03,5/20/2014,20000987,2014
Blumenauer,Earl,P,OR03,8/21/2014,20001572,2014
Blumenauer,Earl,P,OR03,11/19/2014,20002073,2014
Boehner,John A.,P,OH08,2/7/2014,20000284,2014
Boehner,John A.,P,OH08,3/4/2014,20000404,2014
Boehner,John A.,P,OH08,6/10/2014,20001087,2014
Boehner,John A.,P,OH08,7/9/2014,20001259,2014
Boehner,John A.,P,OH08,8/28/2014,20001575,2014
Boehner,John A.,P,OH08,9/24/2014,20001747,2014
Boehner,John A.,P,OH08,10/10/2014,20001843,2014
Boehner,John A.,P,OH08,11/21/2014,20002095,2014
Brooks,Mo,P,AL05,7/9/2014,20000606,2014
Brooks,Mo,P,AL05,9/2/2014,20001609,2014
Brooks,Mo,P,AL05,9/26/2014,20001769,2014
Brooks,Mo,P,AL05,10/30/2014,20001977,2014
Brooks,Mo,P,AL05,11/11/2014,20002031,2014
Brooks,Susan W.,P,IN05,4/28/2014,20000780,2014
Brooks,Susan W.,P,IN05,8/4/2014,20001428,2014
Buchanan,Vern,P,FL16,12/10/2014,20002180,2014
Buchanan,Vern,P,FL16,2/28/2014,8214214,2014
Buchanan,Vern,P,FL16,4/25/2014,8214582,2014
Buchanan,Vern,P,FL16,5/13/2014,20000933,2014
Buchanan,Vern,P,FL16,6/12/2014,20001090,2014
Buchanan,Vern,P,FL16,7/14/2014,20001312,2014
Buchanan,Vern,P,FL16,9/15/2014,20001674,2014
Buchanan,Vern,P,FL16,10/15/2014,20001885,2014
Buchanan,Vern,P,FL16,11/13/2014,20002042,2014
Burgess,Michael C.,P,TX26,4/14/2014,20000708,2014
Burgess,Michael C.,P,TX26,8/1/2014,20000868,2014
Camp,Dave,P,MI04,2/6/2015,9106006,2014
Camp,Dave,P,MI04,2/11/2014,8214023,2014
Camp,Dave,P,MI04,2/14/2014,8214104,2014
Camp,Dave,P,MI04,3/20/2014,9105131,2014
Camp,Dave,P,MI04,4/21/2014,8214531,2014
Camp,Dave,P,MI04,6/19/2014,8215761,2014
Camp,Dave,P,MI04,7/16/2014,8216015,2014
Camp,Dave,P,MI04,8/19/2014,8216364,2014
Camp,Dave,P,MI04,10/1/2014,9105443,2014
Camp,Dave,P,MI04,10/15/2014,9105521,2014
Camp,Dave,P,MI04,11/18/2014,9105642,2014
Cantor,Eric,P,VA07,1/24/2014,20000165,2014
Cantor,Eric,P,VA07,2/3/2014,20000228,2014
Capito,Shelley Moore,P,WV02,8/12/2014,8216259,2014
Capito,Shelley Moore,P,WV02,11/14/2014,9105657,2014
Capito,Shelley Moore,P,WV02,1/29/2015,9105891,2014
Capito,Shelley Moore,P,WV02,2/4/2014,8213946,2014
Capito,Shelley Moore,P,WV02,2/4/2014,8213947,2014
Capito,Shelley Moore,P,WV02,3/5/2014,8214215,2014
Cartwright,Matt,P,PA17,1/8/2014,8213779,2014
Cassidy,William M.,P,LA06,12/11/2014,20002184,2014
Castor,Kathy,P,FL14,2/28/2014,8214216,2014
Castor,Kathy,P,FL14,3/4/2014,8214217,2014
Castor,Kathy,P,FL14,3/25/2014,8214327,2014
Castor,Kathy,P,FL14,5/23/2014,20001015,2014
Castor,Kathy,P,FL14,8/18/2014,20001540,2014
Castor,Kathy,P,FL14,9/29/2014,20001777,2014
Clark,Katherine M.,P,MA05,12/19/2014,20002231,2014
Clark,Katherine M.,P,MA05,12/19/2014,20002247,2014
Clawson,Curtis J.,P,FL19,7/24/2014,8216098,2014
Clawson,Curtis J.,P,FL19,8/13/2014,8216365,2014
Clawson,Curtis J.,P,FL19,9/11/2014,8216519,2014
Clawson,Curtis J.,P,FL19,1/7/2015,9105822,2014
Coble,Howard,P,NC06,6/11/2014,8215696,2014
Coble,Howard,P,NC06,6/23/2014,8215815,2014
Coble,Howard,P,NC06,7/7/2014,8215898,2014
Coble,Howard,P,NC06,7/11/2014,8215965,2014
Coble,Howard,P,NC06,7/30/2014,8216123,2014
Coble,Howard,P,NC06,9/2/2014,8216480,2014
Coble,Howard,P,NC06,10/17/2014,9105544,2014
Cohen,Steve,P,TN09,12/22/2014,9105776,2014
Cohen,Steve,P,TN09,1/6/2015,9105804,2014
Cohen,Steve,P,TN09,1/13/2014,8213807,2014
Collins,Chris,P,NY27,1/6/2015,9105797,2014
Collins,Chris,P,NY27,4/7/2014,8214395,2014
Collins,Chris,P,NY27,5/19/2014,8215241,2014
Collins,Chris,P,NY27,10/8/2014,9105491,2014
Collins,Chris,P,NY27,11/12/2014,9105624,2014
Conaway,K. Michael,P,TX11,12/2/2014,20002132,2014
Conaway,K. Michael,P,TX11,1/8/2014,8213782,2014
Conaway,K. Michael,P,TX11,2/12/2014,20000317,2014
Conaway,K. Michael,P,TX11,4/9/2014,20000621,2014
Conaway,K. Michael,P,TX11,6/4/2014,20001081,2014
Conaway,K. Michael,P,TX11,7/26/2014,20001407,2014
Conaway,K. Michael,P,TX11,8/18/2014,20001539,2014
Conaway,K. Michael,P,TX11,9/2/2014,20001614,2014
Conaway,K. Michael,P,TX11,10/2/2014,20001785,2014
Conaway,K. Michael,P,TX11,11/6/2014,20001994,2014
Connolly,Gerald E.,P,VA11,1/14/2014,8213809,2014
Connolly,Gerald E.,P,VA11,4/29/2014,20000790,2014
Connolly,Gerald E.,P,VA11,7/18/2014,20001352,2014
Connolly,Gerald E.,P,VA11,10/20/2014,20001925,2014
Davis,Susan A.,P,CA53,7/24/2014,20001402,2014
Delaney,John K.,P,MD06,11/20/2014,9105683,2014
Delaney,John K.,P,MD06,1/5/2015,9105796,2014
Delaney,John K.,P,MD06,1/8/2015,9105823,2014
Delaney,John K.,P,MD06,1/9/2014,8213810,2014
Delaney,John K.,P,MD06,1/9/2014,8213811,2014
Delaney,John K.,P,MD06,1/22/2014,9105037,2014
Delaney,John K.,P,MD06,1/29/2014,8213917,2014
Delaney,John K.,P,MD06,2/10/2014,8214024,2014
Delaney,John K.,P,MD06,3/11/2014,9105105,2014
Delaney,John K.,P,MD06,3/25/2014,8214328,2014
Delaney,John K.,P,MD06,4/9/2014,8214461,2014
Delaney,John K.,P,MD06,4/29/2014,8214583,2014
Delaney,John K.,P,MD06,5/7/2014,8214713,2014
Delaney,John K.,P,MD06,5/21/2014,8215242,2014
Delaney,John K.,P,MD06,6/10/2014,8215707,2014
Delaney,John K.,P,MD06,7/23/2014,8216099,2014
Delaney,John K.,P,MD06,8/20/2014,8216428,2014
Delaney,John K.,P,MD06,9/9/2014,8216520,2014
Delaney,John K.,P,MD06,10/16/2014,9105522,2014
Delaney,John K.,P,MD06,11/12/2014,9105623,2014
DelBene,Suzan K.,P,WA01,12/11/2014,20002136,2014
DelBene,Suzan K.,P,WA01,1/8/2014,8213783,2014
DelBene,Suzan K.,P,WA01,2/14/2014,8214103,2014
DelBene,Suzan K.,P,WA01,3/14/2014,9105133,2014
DelBene,Suzan K.,P,WA01,4/10/2014,8214462,2014
DelBene,Suzan K.,P,WA01,5/12/2014,8214811,2014
DelBene,Suzan K.,P,WA01,6/12/2014,20001077,2014
DelBene,Suzan K.,P,WA01,7/9/2014,20001223,2014
DelBene,Suzan K.,P,WA01,8/17/2014,20001466,2014
DelBene,Suzan K.,P,WA01,9/21/2014,20001619,2014
DelBene,Suzan K.,P,WA01,10/20/2014,20001809,2014
DelBene,Suzan K.,P,WA01,11/20/2014,20001988,2014
Dingell,John D.,P,MI12,12/18/2014,20002239,2014
Dingell,John D.,P,MI12,1/9/2014,8213812,2014
Dingell,John D.,P,MI12,1/16/2014,8213883,2014
Dingell,John D.,P,MI12,2/6/2014,8213949,2014
Dingell,John D.,P,MI12,3/5/2014,8214219,2014
Dingell,John D.,P,MI12,3/26/2014,8214329,2014
Dingell,John D.,P,MI12,4/10/2014,8214463,2014
Dingell,John D.,P,MI12,6/11/2014,8215695,2014
Dingell,John D.,P,MI12,7/10/2014,8215900,2014
Dingell,John D.,P,MI12,7/24/2014,8216102,2014
Dingell,John D.,P,MI12,10/1/2014,20001781,2014
Doggett,Lloyd,P,TX35,12/1/2014,20002126,2014
Doggett,Lloyd,P,TX35,1/6/2014,8213784,2014
Doggett,Lloyd,P,TX35,3/7/2014,9105065,2014
Doggett,Lloyd,P,TX35,4/10/2014,20000629,2014
Doggett,Lloyd,P,TX35,6/11/2014,20001114,2014
Doggett,Lloyd,P,TX35,9/2/2014,20001612,2014
Doggett,Lloyd,P,TX35,10/8/2014,20001837,2014
Duckworth,Tammy,P,IL08,7/8/2014,20000923,2014
