last,first,filing_type,state_dist,filing_date,doc_id,year
Alford,Mark,P,MO04,3/31/2026,20034201,2026
Allen,Richard W.,P,GA12,1/15/2026,20033751,2026
Allen,Richard W.,P,GA12,2/17/2026,20033945,2026
Allen,Richard W.,P,GA12,3/11/2026,20034133,2026
Allen,Richard W.,P,GA12,5/4/2026,20034315,2026
Allen,Richard W.,P,GA12,6/5/2026,20034473,2026
Allen,Richard W.,P,GA12,6/16/2026,20034740,2026
Auchincloss,Jake,P,MA04,2/19/2026,20034024,2026
Auchincloss,Jake,P,MA04,5/22/2026,20034622,2026
Babin,Brian,P,TX36,5/18/2026,20034522,2026
Begich,Nicholas,P,AK00,6/12/2026,20020055,2026
Bentz,Cliff,P,OR02,5/9/2026,20034524,2026
Beyer,Donald Sternoff,P,VA08,1/2/2026,20033714,2026
Beyer,Donald Sternoff,P,VA08,1/31/2026,20033903,2026
Beyer,Donald Sternoff,P,VA08,3/1/2026,20034085,2026
Biggs,Sheri,P,SC03,1/14/2026,20033800,2026
Biggs,Sheri,P,SC03,2/5/2026,20033927,2026
Biggs,Sheri,P,SC03,2/17/2026,20034013,2026
Biggs,Sheri,P,SC03,3/21/2026,20034195,2026
Biggs,Sheri,P,SC03,4/16/2026,20034346,2026
Biggs,Sheri,P,SC03,6/9/2026,20034496,2026
Bresnahan,Rob,P,PA08,2/22/2026,20034044,2026
Bresnahan,Rob,P,PA08,3/18/2026,20034202,2026
Carter,Earl Leroy,P,GA01,5/8/2026,20034502,2026
Case,Ed,P,HI01,3/14/2026,20034176,2026
Case,Ed,P,HI01,4/6/2026,20034221,2026
Case,Ed,P,HI01,5/31/2026,20034668,2026
Cisneros,Gilbert,P,CA31,1/12/2026,20033762,2026
Cisneros,Gilbert,P,CA31,2/13/2026,20033983,2026
Cisneros,Gilbert,P,CA31,3/9/2026,20034144,2026
Cisneros,Gilbert,P,CA31,4/7/2026,20034285,2026
Cisneros,Gilbert,P,CA31,5/8/2026,20034500,2026
Cisneros,Gilbert,P,CA31,6/8/2026,20034713,2026
Cohen,Steve,P,TN09,1/14/2026,20033754,2026
Cohen,Steve,P,TN09,1/26/2026,20033813,2026
Cohen,Steve,P,TN09,2/9/2026,20033889,2026
Cohen,Steve,P,TN09,3/5/2026,20034119,2026
Cohen,Steve,P,TN09,3/26/2026,20034167,2026
Cohen,Steve,P,TN09,4/28/2026,20034368,2026
Cohen,Steve,P,TN09,5/15/2026,20034452,2026
Cohen,Steve,P,TN09,5/20/2026,20034589,2026
Cohen,Steve,P,TN09,6/17/2026,20034796,2026
Collins,Michael A.,P,GA10,1/20/2026,20033840,2026
Davidson,Warren,P,OH08,3/25/2026,20034223,2026
Delaney,April McClain,P,MD06,1/5/2026,20033737,2026
Delaney,April McClain,P,MD06,2/2/2026,20033921,2026
Delaney,April McClain,P,MD06,3/10/2026,20034159,2026
Delaney,April McClain,P,MD06,4/6/2026,20034299,2026
Delaney,April McClain,P,MD06,5/6/2026,20034487,2026
Delaney,April McClain,P,MD06,6/5/2026,20034718,2026
DelBene,Suzan K.,P,WA01,1/12/2026,20033766,2026
DelBene,Suzan K.,P,WA01,1/23/2026,20033835,2026
DelBene,Suzan K.,P,WA01,3/12/2026,20034155,2026
DelBene,Suzan K.,P,WA01,4/28/2026,20034400,2026
DelBene,Suzan K.,P,WA01,5/8/2026,20034466,2026
DelBene,Suzan K.,P,WA01,5/26/2026,20034615,2026
DelBene,Suzan K.,P,WA01,6/11/2026,20034727,2026
Dingell,Debbie,P,MI06,1/12/2026,20033744,2026
Dingell,Debbie,P,MI06,2/23/2026,20034035,2026
Dingell,Debbie,P,MI06,4/28/2026,20034416,2026
Dingell,Debbie,P,MI06,6/5/2026,20034702,2026
Doggett,Lloyd,P,TX37,1/2/2026,20033713,2026
Doggett,Lloyd,P,TX37,3/5/2026,20034132,2026
Doggett,Lloyd,P,TX37,4/6/2026,20034292,2026
Doggett,Lloyd,P,TX37,5/6/2026,20034486,2026
Doggett,Lloyd,P,TX37,6/4/2026,20034712,2026
Donalds,Byron,P,FL19,1/7/2026,20033747,2026
Donalds,Byron,P,FL19,1/9/2026,20033780,2026
Donalds,Byron,P,FL19,2/12/2026,20033981,2026
Donalds,Byron,P,FL19,3/6/2026,20034134,2026
Donalds,Byron,P,FL19,4/8/2026,20034297,2026
Donalds,Byron,P,FL19,5/13/2026,20034478,2026
Dunn,"Neal Patrick MD, Facs",P,FL02,3/17/2026,20034114,2026
Evans,Dwight,P,PA03,4/20/2026,20034379,2026
Evans,Dwight,P,PA03,5/15/2026,20034556,2026
Fields,Cleo,P,LA06,1/16/2026,20033732,2026
Fields,Cleo,P,LA06,2/3/2026,20033858,2026
Fields,Cleo,P,LA06,2/24/2026,20034018,2026
Fields,Cleo,P,LA06,3/17/2026,20034179,2026
Fields,Cleo,P,LA06,4/7/2026,20034295,2026
Fields,Cleo,P,LA06,4/20/2026,20034357,2026
