doc_id,http_status,bytes
20016985,200,57395
20017164,200,58162
20017470,200,56608
20016417,200,58149
20016981,200,58415
20017133,200,57402
20017201,200,57400
20017359,200,59630
20017471,200,63114
20017843,200,56949
20013832,200,80259
20016099,200,101308
20016101,200,83947
20016371,200,67282
20016572,200,84226
20016587,200,60844
20016686,200,98944
20016885,200,62841
20017058,200,90496
20017313,200,70130
20017435,200,63854
20017648,200,70535
20017748,200,90775
8217571,cache,32403
8217762,cache,38995
20013901,200,57815
20016125,200,55886
20016347,200,73163
20016588,200,62509
20016707,200,61594
20016784,200,57159
20016979,200,58959
20017141,200,59608
20017242,200,56667
20017336,200,61717
20017489,200,57371
20017631,200,58037
20017821,200,57315
20014938,200,60904
20016288,200,59433
20016653,200,57768
20016939,200,59299
20017659,200,57580
20016088,200,57647
20016445,200,62447
20016069,200,65354
20016326,200,56424
20016651,200,58742
20017118,200,59224
20016116,200,55101
20016150,200,57450
20016614,200,58185
20016752,200,58342
20017188,200,57732
20017327,200,57125
20013869,200,57152
20016355,200,60455
20016456,200,56133
20016569,200,58607
20016973,200,57615
20017104,200,56918
20017492,200,58798
20017786,200,57270
20017944,200,57165
20013867,200,111182
20015011,200,101203
20016182,200,108856
20016402,200,187003
20016567,200,122948
20016758,200,92543
20016915,200,93869
20017157,200,101117
20017355,200,92647
20017505,200,106955
20017632,200,103506
20017860,200,103273
20015009,200,56305
20016438,200,61222
20016678,200,65701
20017166,200,57938
20017449,200,57539
20017628,200,58070
20017790,200,82643
20017829,200,57382
20017924,200,93673
8217474,cache,31220
20016457,200,67360
20016655,200,61088
20016656,200,61559
20016657,200,60548
20016812,200,61143
8216957,cache,30327
8217113,cache,61380
20017245,200,57280
20017880,200,57047
20014994,200,67821
20015025,200,60946
20016198,200,69864
20016346,200,89399
20016520,200,76570
20016729,200,74874
20016929,200,66795
20017070,200,63067
20017309,200,65792
20017475,200,69963
20017610,200,88035
20017831,200,60066
20014965,200,56790
20016799,200,58642
20016811,200,57475
20017629,200,58787
20017036,200,80301
20017260,200,90724
20017600,200,77865
20017685,200,70899
20017403,200,57041
20016299,200,85853
20016416,200,63479
20016532,200,61965
20016613,200,57259
20016693,200,60516
20016872,200,59821
20017225,200,57419
20017519,200,58983
20016106,200,57919
20016363,200,58625
20016579,200,55895
20017575,200,57501
20017741,200,57822
20013841,200,57922
20014990,200,56660
20016165,200,57962
20016353,200,60956
20016546,200,56889
20016710,200,61896
20016890,200,59773
20017080,200,60182
20017285,200,58533
20017625,200,62557
20017771,200,58060
20013817,200,56180
20016401,200,57834
20017265,200,58774
20017566,200,58748
20017750,200,56783
20013886,200,58442
20016163,200,56635
20016383,200,58634
20016706,200,56390
20016889,200,57986
20017091,200,57163
20017318,200,57636
20017540,200,58009
20017652,200,56634
20017815,200,57341
20014934,200,58725
20014974,200,58213
20016121,200,55893
20016504,200,56664
20016690,200,60329
20016943,200,58743
20017240,200,60064
20017498,200,57900
20017740,200,61631
20016466,200,65456
20016992,200,57287
20017404,200,61962
20017791,200,65009
8216969,cache,53968
8217280,cache,174665
8217559,cache,86731
8217737,cache,84243
8217763,cache,51238
8217821,cache,52235
20013885,200,57665
20013849,200,55210
20014989,200,57521
20016147,200,56917
20016334,200,58405
20016533,200,59254
20016695,200,57575
20016869,200,58128
20017127,200,57659
20017289,200,58572
20017465,200,59666
20017642,200,57968
20017785,200,57742
20014949,200,62129
20016100,200,61911
20016258,200,66963
20016444,200,63765
20016661,200,63380
20016827,200,69426
20017016,200,63579
20017216,200,64001
20017402,200,60580
20017556,200,64036
20017716,200,62236
20017911,200,64130
20013811,200,55312
20013884,200,58587
20015036,200,72001
20016805,200,60414
20017738,200,66476
20017779,200,56702
20017894,200,59939
20015005,200,63779
20015023,200,62270
20015054,200,84452
20015064,200,64314
20016073,200,59521
20016104,200,61318
20016265,200,58830
20016366,200,120909
20016403,200,72933
20016459,200,64209
20016565,200,60929
20016583,200,59090
20016675,200,59366
20016834,200,62969
20016854,200,60779
20016905,200,60219
20016986,200,59394
20017029,200,57431
20017068,200,59728
20017218,200,68810
20017284,200,62430
20017373,200,62740
20017555,200,61386
20017587,200,58237
20017668,200,68169
20017780,200,113713
20017789,200,61621
20017905,200,67770
20017928,200,57050
20013862,200,54197
20013906,200,59448
20014982,200,56344
20016722,200,56091
20017077,200,56773
20017247,200,57407
20017330,200,56467
20017441,200,57256
20017734,200,57514
20017910,200,56659
20017428,200,57867
20013859,200,70920
20015007,200,76520
20016181,200,84064
20016373,200,92089
20016556,200,71791
20016732,200,76143
20016893,200,78294
20017128,200,67467
20017335,200,71728
20017476,200,87378
20017634,200,82780
20017827,200,89769
20016856,200,56936
20016874,200,81313
20016957,200,79677
20017031,200,77050
20017203,200,69439
20017223,200,78721
20017388,200,63164
20017413,200,61014
20017507,200,79577
20017703,200,66897
20017736,200,70105
20017816,200,61955
20016360,200,57491
8219906,cache,48509
8217738,cache,36386
20013916,200,59348
20015066,200,59459
20016254,200,64507
20016419,200,64599
20016607,200,87666
20016796,200,60331
20016983,200,91284
20017192,200,111541
20017380,200,60048
20017527,200,85585
20017687,200,85293
20017853,200,86021
20005968,200,97528
20017855,200,61623
8217083,cache,63766
8217594,cache,57311
8217671,cache,59701
8217739,cache,60761
8217232,cache,52450
8217322,cache,53860
8217352,cache,53513
8217447,cache,87304
8217634,cache,98398
8217678,cache,29705
8217764,cache,29531
20017620,200,92299
20017915,200,58193
20014973,200,74344
8217005,cache,36032
8217163,cache,33782
8217198,cache,34741
8217253,cache,33622
8217402,cache,47635
8216878,cache,46287
8217403,cache,46640
8217660,cache,55588
8216879,cache,189974
8216965,cache,508381
8217060,cache,715208
8217164,cache,1065965
8217213,cache,538376
8217329,cache,587706
8217394,cache,426702
8217557,cache,398756
8217653,cache,214033
8217686,cache,544004
8217740,cache,187941
8217777,cache,346801
8217812,cache,223976
20016564,200,61435
20016742,200,56256
20016743,200,56272
20017001,200,58998
20017861,200,56772
8217045,cache,53690
8217640,cache,87621
8217726,cache,59576
8217760,cache,85491
8217785,cache,62948
20014978,200,62051
20016151,200,65189
20016320,200,60753
20016547,200,59073
20016548,200,56396
20016705,200,57847
20016934,200,62331
20017186,200,57716
20017238,200,57295
20017266,200,57190
20017387,200,56763
20017595,200,67007
20017615,200,57396
20017626,200,58853
20013919,200,76332
20016256,200,56000
20012719,200,114351
20015037,200,89951
20016193,200,96821
20016555,200,136588
20016887,200,103723
20017160,200,88121
20017317,200,92403
20017502,200,88414
20017660,200,111200
20016162,200,58303
20016393,200,87813
20016906,200,60464
20017173,200,57806
8217165,cache,93215
8217353,cache,44841
8217850,cache,79231
20013837,200,54485
20013913,200,56930
20013914,200,58032
20013915,200,58674
20014935,200,56884
20014936,200,56933
20014937,200,58768
20014984,200,56670
20014985,200,56915
20014986,200,56591
20015060,200,57192
20015061,200,56300
20015067,200,57589
20015068,200,58203
20015069,200,57345
20016066,200,56411
20016067,200,56450
20016094,200,57246
20016095,200,57241
20016096,200,56898
20016213,200,58873
20016214,200,61863
20016215,200,56492
20016216,200,56217
20016217,200,56204
20016218,200,57022
20016219,200,56217
20016220,200,56575
20016221,200,56586
20016222,200,56845
20016223,200,56488
20016224,200,56226
20016225,200,56859
20016229,200,65864
20016246,200,56232
20016247,200,56583
20016259,200,57058
20016260,200,57536
20016261,200,59620
20016280,200,57230
20016281,200,59062
20016282,200,58144
20016296,200,59229
20016297,200,59256
20016327,200,57734
20016328,200,58129
20016329,200,56643
20016408,200,57078
20016428,200,57952
20016429,200,57059
20016430,200,56877
20016431,200,58531
20016432,200,58547
20016462,200,58904
20016463,200,58539
20016464,200,57569
20016500,200,56710
20016501,200,57673
20016522,200,59969
20016523,200,59386
20016524,200,59967
20016551,200,58394
20016552,200,58789
20016553,200,58412
20016672,200,58382
20016673,200,56675
20016674,200,58627
20016716,200,56979
20016717,200,58884
20016718,200,59227
20016764,200,60496
20016765,200,60528
20016766,200,57037
20016767,200,58355
20016819,200,58078
20016839,200,58187
20016840,200,63306
20016841,200,58673
20016852,200,59420
20016853,200,59403
20016875,200,59213
20016876,200,59240
20016912,200,62284
20016913,200,58419
20016914,200,61963
20016958,200,60732
20016959,200,60701
20016994,200,60997
20016995,200,60067
20016996,200,58356
20016997,200,57581
20017024,200,58951
20017025,200,58747
20017073,200,61824
20017074,200,57127
20017075,200,59737
20017076,200,64410
20017125,200,57464
20017126,200,57475
20017207,200,57134
20017208,200,57349
20017209,200,57365
20017306,200,60274
20017307,200,59005
20017308,200,57746
20017310,200,58323
20017376,200,57405
20017377,200,58726
20017378,200,60054
20017389,200,57281
20017390,200,59856
20017391,200,59865
20017424,200,58142
