bioguide_id,name,docs,n_ocr,n_quiver,delta,verdict
K000389,Rohit Khanna,7,863,4555,-3692,ocr_souscompte
F000459,"Charles J. ""Chuck"" Fleischmann",4,69,46,23,ocr>=quiver
G000581,Vicente Gonzalez,3,6,0,6,quiver_sans_donnee
B001257,Gus M. Bilirakis,1,2,0,2,quiver_sans_donnee
