bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,ticker,asset_description,asset_type,sector_gics,etf_proxy,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,occurrence_index,provenance,date_confidence,ticker_source,sector_source,years_in_office
B001248,Michael C. Burgess,house,Republican,TX26,,False,2021-12-02,2021-12-31,DIS,Walt Disney Company,Stock,Communication Services,XLC,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20019995,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019995.pdf,e4b7d4f6accbf28b06e7ffa3d033f82d873ecac5d801937b05aff170e869af25,0,house-pdf-electronic,,,yfinance,18
B001248,Michael C. Burgess,house,Republican,TX26,,False,2021-12-21,2021-12-31,SYK,Stryker Corporation,Stock,Health Care,XLV,Sale (Partial),"$1,001 - $15,000",8000.5,False,SP,20019995,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019995.pdf,8670b4e5ae55daa0288ccfda58d07f88279c78f1ac498e8921192e6ed53bb6de,0,house-pdf-electronic,,,yfinance,18
B001248,Michael C. Burgess,house,Republican,TX26,,False,2021-11-23,2021-12-31,SYK,Stryker Corporation,Stock,Health Care,XLV,Sale (Partial),"$1,001 - $15,000",8000.5,False,SELF,20019995,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019995.pdf,496afe0c1b71577c067ed1ece9b5910b6ce7e0b29ee0ad791ea67875de93599b,0,house-pdf-electronic,,,yfinance,18
B001248,Michael C. Burgess,house,Republican,TX26,,False,2021-12-02,2021-12-31,MSFT,Microsoft Corporation,Stock,Information Technology,XLK,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20019995,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019995.pdf,e1825cdac3bdf9420700e3e1767bc0a444e3e2f35abdae7e1e1143961b025da1,0,house-pdf-electronic,,,yfinance,18
B001248,Michael C. Burgess,house,Republican,TX26,,False,2021-11-19,2021-12-31,CI,Cigna Corporation,Stock,Health Care,XLV,Sale (Partial),"$15,001",15001.0,False,SELF,20019995,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019995.pdf,1150b48dd2c300a74dd187bb2711df13e93a5bc88c43723a2fbba333d4231bc6,0,house-pdf-electronic,,,yfinance,18
B001248,Michael C. Burgess,house,Republican,TX26,,False,2021-12-02,2021-12-31,ABT,Abbott laboratories,Stock,Health Care,XLV,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20019995,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019995.pdf,a16c985af98eda6d734ffb8bc3e3036093a3224e12e95794450edd3b38da379d,0,house-pdf-electronic,,,yfinance,18
B001248,Michael C. Burgess,house,Republican,TX26,,False,2021-12-21,2021-12-31,SYK,Stryker Corporation,Stock,Health Care,XLV,Sale (Partial),"$1,001 - $15,000",8000.5,False,SELF,20019995,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019995.pdf,13a81d883fa8a8ec48e197c6b7116bdf35d4b64823797e3847ad5df1bfe907f2,0,house-pdf-electronic,,,yfinance,18
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2021-11-18,2021-12-30,DD,"DuPont de Nemours, Inc.",Stock,Materials,XLB,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20020112,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020112.pdf,0b2767506ddb5ed894b6105a04c726cd914cdb987d6ab31be73ce10594d55c51,0,house-pdf-electronic,,,yfinance,8
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2021-11-17,2021-12-30,MAR,Marriott International - Class A,Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20020112,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020112.pdf,71db3fae3c7ea9b90748b4df2e9b8dd2938eb8f60d42ec69f4e5a3fe19ba3bf1,0,house-pdf-electronic,,,yfinance,8
F000462,Lois Frankel,house,Democrat,FL21,HSAP04; HSAP07; House Committee on Appropriations,False,2021-11-18,2021-12-30,NDAQ,"Nasdaq, Inc.",Stock,Financials,XLF,Sale (Partial),"$1,001 - $15,000",8000.5,False,SELF,20020112,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020112.pdf,ae326a00a4dd5e537ccabea0f47ac22d39bcda2d2b8c8ef890526fbd454f4da6,0,house-pdf-electronic,,,yfinance,8
