year,filing_type,filing_date,doc_id,last_name,first_name,state_dst,pdf_url
2022,P,9/23/2022,20021740,Aderholt,Robert B.,AL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021740.pdf
2022,P,12/13/2022,20022132,Aderholt,Robert B.,AL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022132.pdf
2022,P,2/13/2022,20020448,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020448.pdf
2022,P,3/9/2022,20020585,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020585.pdf
2022,P,9/10/2022,20021681,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021681.pdf
2022,P,4/10/2022,20020708,Auchincloss,Jake,MA04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020708.pdf
2022,P,2/8/2022,20020367,Axne,Cindy,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020367.pdf
2022,P,3/7/2022,20020474,Axne,Cindy,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020474.pdf
2022,P,6/3/2022,20021134,Axne,Cindy,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021134.pdf
2022,P,7/2/2022,20021236,Axne,Cindy,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021236.pdf
2022,P,8/15/2022,20021555,Axne,Cindy,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021555.pdf
2022,P,9/16/2022,20021705,Axne,Cindy,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021705.pdf
2022,P,11/15/2022,20021951,Axne,Cindy,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021951.pdf
2022,P,12/7/2022,20022042,Axne,Cindy,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022042.pdf
2022,P,12/7/2022,20022097,Bentz,Cliff,OR02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022097.pdf
2022,P,1/1/2022,20020047,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020047.pdf
