year,filing_type,filing_date,doc_id,last_name,first_name,state_dst,pdf_url
2020,P,7/20/2020,20016985,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016985.pdf
2020,P,8/18/2020,20017164,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017164.pdf
2020,P,10/6/2020,20017470,Allen,Richard W.,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017470.pdf
2020,P,4/15/2020,20016417,Amash,Justin,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016417.pdf
2020,P,7/20/2020,20016981,Banks,James E.,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016981.pdf
2020,P,8/12/2020,20017133,Banks,James E.,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017133.pdf
2020,P,8/17/2020,20017201,Banks,James E.,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017201.pdf
2020,P,9/15/2020,20017359,Banks,James E.,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017359.pdf
2020,P,10/6/2020,20017471,Banks,James E.,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017471.pdf
2020,P,12/17/2020,20017843,Banks,James E.,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017843.pdf
2020,P,1/2/2020,20013832,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013832.pdf
2020,P,2/22/2020,20016099,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf
2020,P,2/22/2020,20016101,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016101.pdf
2020,P,4/7/2020,20016371,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016371.pdf
2020,P,5/9/2020,20016572,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016572.pdf
2020,P,5/12/2020,20016587,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016587.pdf
2020,P,5/31/2020,20016686,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016686.pdf
2020,P,7/3/2020,20016885,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016885.pdf
2020,P,8/9/2020,20017058,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf
2020,P,9/6/2020,20017313,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017313.pdf
2020,P,10/1/2020,20017435,Beyer,Donald Sternoff,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017435.pdf
