bioguide,ticker,date,sense
B001267,LVLT,2017-11-01,Exchange
D000622,GLW,2016-12-08,Sale
D000622,POT,2016-12-09,Sale
P000612,DD_PA,2017-09-01,Exchange
T000461,ETP,2015-05-01,Exchange
T000461,MPLX,2015-12-04,Exchange
T000461,^MWE,2015-12-04,Exchange
T000461,^RGP,2015-05-01,Exchange
