bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,date_confidence,ticker,asset_description,asset_type,sector_gics,etf_proxy,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,provenance,ticker_source,sector_source,occurrence_index,years_in_office
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-14,2017-07-24,plausible,BP,BP-BP p.l.c.,Stock,Energy,XLE,Purchase,"$1,001 - $15,000",8000.5,False,Joint,c31482ab-61fb-4e77-8552-989c8e61d6ab,https://efdsearch.senate.gov/search/view/ptr/c31482ab-61fb-4e77-8552-989c8e61d6ab/,49309226d45c79353115bd0bfc40bca1cc4d3be49905db1ac79fa189bfcf5117,senate-efd-electronic,llm,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-14,2017-07-24,plausible,AAPL,AAPL-Apple Inc.,Stock,Information Technology,XLK,Purchase,"$1,001 - $15,000",8000.5,False,Joint,c31482ab-61fb-4e77-8552-989c8e61d6ab,https://efdsearch.senate.gov/search/view/ptr/c31482ab-61fb-4e77-8552-989c8e61d6ab/,3b265db028ff741f890642e5fa4559dfd8d2676d3d306d2d64d3cf8921ee7074,senate-efd-electronic,llm,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-14,2017-07-24,plausible,COP,COP-ConocoPhillips,Stock,Energy,XLE,Purchase,"$1,001 - $15,000",8000.5,False,Joint,c31482ab-61fb-4e77-8552-989c8e61d6ab,https://efdsearch.senate.gov/search/view/ptr/c31482ab-61fb-4e77-8552-989c8e61d6ab/,42226ce632d243250cf118193b8f9608291de19f0d4bcf7ebe305b1e53ddb0f5,senate-efd-electronic,llm,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-14,2017-07-24,plausible,C,C-Citigroup Inc.,Stock,Financials,XLF,Purchase,"$1,001 - $15,000",8000.5,False,Joint,c31482ab-61fb-4e77-8552-989c8e61d6ab,https://efdsearch.senate.gov/search/view/ptr/c31482ab-61fb-4e77-8552-989c8e61d6ab/,db23ad7a041c431f90387aa5f5873b55c224ce02fa765f634f854834cae21ac1,senate-efd-electronic,llm,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-14,2017-07-24,plausible,JPM,JPM-JPMorgan Chase & Co.,Stock,Financials,XLF,Purchase,"$1,001 - $15,000",8000.5,False,Joint,c31482ab-61fb-4e77-8552-989c8e61d6ab,https://efdsearch.senate.gov/search/view/ptr/c31482ab-61fb-4e77-8552-989c8e61d6ab/,e6f79c4555a616275e7d6d22326d52402099d665362145085db2a39969609d8f,senate-efd-electronic,llm,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-14,2017-07-24,plausible,DIS,DIS-The Walt Disney Company,Stock,Communication Services,XLC,Purchase,"$1,001 - $15,000",8000.5,False,Joint,c31482ab-61fb-4e77-8552-989c8e61d6ab,https://efdsearch.senate.gov/search/view/ptr/c31482ab-61fb-4e77-8552-989c8e61d6ab/,9b82f1edc2582cd8317af603edc34c3ceeae019569d778367af03140a60797e2,senate-efd-electronic,llm,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-15,2017-07-10,plausible,URBN,"Urban Outfitters, Inc.",Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,c0eaba6d2776dd049ffa03d36352ee647f521ad6849fdb4f681dc93b77f8670a,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-15,2017-07-10,plausible,FDC,First Data Corporation,Stock,Information Technology,XLK,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,90a2e0ffd41de54d87b7f11dbf4b679107f6eb5d4b5c911a91cc36126067d2e5,senate-efd-electronic,explicit,llm,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-16,2017-07-10,plausible,COST,Costco Wholesale Corporation,Stock,Consumer Staples,XLP,Purchase,"$15,001 - $50,000",32500.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,0973a70d741725248dc790f840f9568655be8f7cdeeab41927806be5aebc3d10,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-16,2017-07-10,plausible,EXR,Extra Space Storage Inc.,Stock,Real Estate,XLRE,Sale (Partial),"$15,001 - $50,000",32500.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,c78208550b3e40cba42827f506c35ad0bf996ae542eb92f30abd903a0e984fce,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-16,2017-07-10,plausible,WFM,"Whole Foods Market, Inc.",Stock,Consumer Staples,XLP,Sale (Partial),"$15,001 - $50,000",32500.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,1d7cc6bca7b0d7c887bed5cb3c5b7584969f62c76f9d01eddd70141c20ea25ad,senate-efd-electronic,explicit,llm,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-16,2017-07-10,plausible,WFM,"Whole Foods Market, Inc.",Stock,Consumer Staples,XLP,Sale (Full),"$50,001 - $100,000",75000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,8614b301e9e3ee7afad09b1ea8f3441651d14d9d465a5beb36341f0d9be65efc,senate-efd-electronic,explicit,llm,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-19,2017-07-10,plausible,URBN,"Urban Outfitters, Inc.",Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,1a68883dcc969db2a405cbb16b7940e280304d72dedceaf84e3ab9cc15337aa9,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-20,2017-07-10,plausible,CTSH,Cognizant Technology Solutions Corporation,Stock,Information Technology,XLK,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,7076cebe5209ea643c3c76b9f44901c9aba03cd212529d1c721ed1c78a7d7238,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-20,2017-07-10,plausible,INFY,Infosys Limited,Stock,Information Technology,XLK,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,9c1773142d78a588ec6fe0a78993d9eac75ca0d8c6208bb137abf6612332faf2,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-20,2017-07-10,plausible,PKI,"PerkinElmer, Inc.",Stock,Health Care,XLV,Sale (Partial),"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,618bbab8eba7e57bd2aaceeb466ea5210ad1ce7df614c6cb447b06f5d7466161,senate-efd-electronic,explicit,llm,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-20,2017-07-10,plausible,FDC,First Data Corporation,Stock,Information Technology,XLK,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,5753748aa805a0fdc3d8601641c9ff1035ca8a36be0e5f24848158ea4e2990a9,senate-efd-electronic,explicit,llm,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-21,2017-07-10,plausible,LYV,"Live Nation Entertainment, Inc.",Stock,Communication Services,XLC,Sale (Partial),"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,9a37ba6058d254766d4398105c51a3a6f1497c3e727c55e66498dfc91f03bd83,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-21,2017-07-10,plausible,CZR,Caesars Entertainment Corporation,Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,9991b680289723701c218b8abf73fe6160d19d487d886b601624c6a88e7a4897,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-22,2017-07-10,plausible,RF,Regions Financial Corporation,Stock,Financials,XLF,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,eb2faf5e86acbc89aea0b2c666dde48fc7ecaa04313ff8f86f9df85fac31d531,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-22,2017-07-10,plausible,URBN,"Urban Outfitters, Inc.",Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,28483b8b7834c5ffe84cbce74004445d20e2102d6b7f40daa231e23fef9556f2,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-22,2017-07-10,plausible,INFY,Infosys Limited,Stock,Information Technology,XLK,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,58b126e0fff0fc79ee5cfc52e66dfe2f2058bdce7c1b71ec2fb3e18259867d9d,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-23,2017-07-10,plausible,LYV,"Live Nation Entertainment, Inc.",Stock,Communication Services,XLC,Sale (Partial),"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,fe7f245fed392e5d0b8d16327c55a3fab2b14bf15d70ee09322a681e162f65db,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-23,2017-07-10,plausible,URBN,"Urban Outfitters, Inc.",Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,05f6ff759c6fa94f39ac4fa18c485fec4416855db23981333a259409171e2c34,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-23,2017-07-10,plausible,CZR,Caesars Entertainment Corporation,Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,fda22d03d02599a34860a6ff8f0ffe77613853363a0e51f112b43043f730fd51,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-26,2017-07-10,plausible,FDC,First Data Corporation,Stock,Information Technology,XLK,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,bcec564e0df98588cd93c1d82237d4248eafd05216e1cca31bf14734b3ed8a07,senate-efd-electronic,explicit,llm,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-26,2017-07-10,plausible,RF,Regions Financial Corporation,Stock,Financials,XLF,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,e9decb0ecab2f1cf7bd2f2036779d59b84321c4d4627aa22b544f3e5f18b4a5d,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-26,2017-07-10,plausible,CZR,Caesars Entertainment Corporation,Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,0ed0f6b8e9a168b36ec7eb40d8ef45b83e8d8586517b79847c2f8c86740a4d8f,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-28,2017-07-10,plausible,FDC,First Data Corporation,Stock,Information Technology,XLK,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,fb5fbd6a8ff0abdbc91ea3c2cafd3a96a2ebcacad3b2cd32954224244126af53,senate-efd-electronic,explicit,llm,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-28,2017-07-10,plausible,FDC,First Data Corporation,Stock,Information Technology,XLK,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,fb5fbd6a8ff0abdbc91ea3c2cafd3a96a2ebcacad3b2cd32954224244126af53,senate-efd-electronic,explicit,llm,1,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-29,2017-07-10,plausible,URBN,"Urban Outfitters, Inc.",Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,7f70ad97d84dc97821210ce99c0f3c41ea79371c13faa3f9531a3cf2d9978005,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-29,2017-07-10,plausible,CZR,Caesars Entertainment Corporation,Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,9c12e2ceab8575ca7f26ba3d00424c4de6d92f392e2dc47247c5857555729949,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-06-30,2017-07-10,plausible,CZR,Caesars Entertainment Corporation,Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,db05546288950795d65522e11bf5d76c445de3285b2aa02ad97f5cf7910d4d5e,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-07-03,2017-07-10,plausible,MOS,The Mosaic Company,Stock,Materials,XLB,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,b23ed7044e3440c8e07504ab1879d18ad19129e306bbd6af61f61ec26a1058c3,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-07-05,2017-07-10,plausible,FDC,First Data Corporation,Stock,Information Technology,XLK,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,5190a07c68b2243153c76d9b0b00d37d227fc68d16d45e09a12d1275aff64683,senate-efd-electronic,explicit,llm,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-07-05,2017-07-10,plausible,CZR,Caesars Entertainment Corporation,Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,849efe1e6df4490fed2911193a43374174bbb76d12aabbc9559d137cc1affbc6,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-07-07,2017-07-10,plausible,URBN,"Urban Outfitters, Inc.",Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44,https://efdsearch.senate.gov/search/view/ptr/863c68f8-0edf-4fb7-8e8d-1d1a33ba6f44/,532cdb0d3f1748869eb24f43bc902f735fdde49793e8b71b4730febfb6a3df74,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-07-20,2017-08-28,plausible,CZR,Caesars Entertainment Corporation,Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,7aa9d331f02c0818d7a6f15382552f586afebe0e2a034d82b40017ba046fbb38,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-07-21,2017-08-28,plausible,LYV,"Live Nation Entertainment, Inc.",Stock,Communication Services,XLC,Sale (Partial),"$1,001 - $15,000",8000.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,a1bca570dd0897a34cf28320208c996ec5c8706df792399ef7d1c61b54fdc9e1,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-07-21,2017-08-28,plausible,URBN,"Urban Outfitters, Inc.",Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,f1231d39d64a13ec48e5d7906170afd8b3b03bad8502b6488474749eb7a3a220,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-07-24,2017-08-28,plausible,CZR,Caesars Entertainment Corporation,Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,c64c60c70c00bafed237e9f138ca6adc2bcc7d4c1d6c226197a81ef1bf89817e,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-07-27,2017-08-28,plausible,URBN,"Urban Outfitters, Inc.",Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,519b9ed6245aea347d1d074a28d36ab7e2f68d0a782a16b8743de95a7893eb3b,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-07-28,2017-08-28,plausible,CZR,Caesars Entertainment Corporation,Stock,Consumer Discretionary,XLY,Purchase,"$1,001 - $15,000",8000.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,0e414f1fdbc4bb4321fb2630de549d46ff689e86fc210f71e1a464bffc972d01,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-07-28,2017-08-28,plausible,LYV,"Live Nation Entertainment, Inc.",Stock,Communication Services,XLC,Sale (Partial),"$1,001 - $15,000",8000.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,eabf5913907e7b45b0f88bdb1c65168d237bbfa0c80ec10ff0440f24005985c7,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-07-31,2017-08-28,plausible,FEYE,"FireEye, Inc.",Stock,Information Technology,XLK,Sale (Partial),"$1,001 - $15,000",8000.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,f920ed09ca93424731ad7567bc717392e536997aa7b49f74f421231581008d3b,senate-efd-electronic,explicit,llm,1,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-07-31,2017-08-28,plausible,FEYE,"FireEye, Inc.",Stock,Information Technology,XLK,Sale (Partial),"$1,001 - $15,000",8000.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,f920ed09ca93424731ad7567bc717392e536997aa7b49f74f421231581008d3b,senate-efd-electronic,explicit,llm,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-08-02,2017-08-28,plausible,,MIAMI-DADE CNTY FLA GO  Rate/Coupon: 2.0  Matures: 02/27/18,Municipal Security,,,Purchase,"$500,001 - $1,000,000",750000.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,b8daf7a95023073c2c9af9653d9484926fe0b016633a765776b7a88577f9780c,senate-efd-electronic,none,none,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-08-02,2017-08-28,plausible,WMT,"Wal-Mart Stores, Inc.",Stock,Consumer Staples,XLP,Sale (Partial),"$1,001 - $15,000",8000.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,f677cf2967c0e06ab5f808f4ac80f26e5dc38f7c4cd63c2a57fd47641404cd39,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-08-03,2017-08-28,plausible,AXTA,Axalta Coating Systems Ltd.,Stock,Materials,XLB,Purchase,"$15,001 - $50,000",32500.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,52e36ec2ee02b365e4d56a640df769361a5148dd7a9d00a7e7778343d1491b1e,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-08-03,2017-08-28,plausible,WMT,"Wal-Mart Stores, Inc.",Stock,Consumer Staples,XLP,Sale (Partial),"$1,001 - $15,000",8000.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,97a0fa804dc8f4e549ae0fa94fc7b41efb0574a42e9c8d50e9a12c30d5d534a2,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-08-03,2017-08-28,plausible,,FLORIDA ST DEPT MGMT SVCS DIV REV  Rate/Coupon: 5.0  Matures: 09/01/24,Municipal Security,,,Purchase,"$500,001 - $1,000,000",750000.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,169f70b0eb88676b869666df5175b8f8b8dcceccd43d3c53560ca5e8f7d7508e,senate-efd-electronic,none,none,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-08-03,2017-08-28,plausible,WLK,Westlake Chemical Corporation,Stock,Materials,XLB,Sale (Partial),"$15,001 - $50,000",32500.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,aba8e544bc20758e3658e02b9f64cac572f94801aaa1b7746b26bc37709624a7,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-08-03,2017-08-28,plausible,WMT,"Wal-Mart Stores, Inc.",Stock,Consumer Staples,XLP,Sale (Partial),"$15,001 - $50,000",32500.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,18b52c64d2472020c39401db2d1c0096df555ffbcce4be8afafd6975cd34e37f,senate-efd-electronic,explicit,yfinance,0,2
P000612,"David A Perdue , Jr",senate,Republican,GA,,False,2017-08-04,2017-08-28,plausible,WMT,"Wal-Mart Stores, Inc.",Stock,Consumer Staples,XLP,Sale (Partial),"$15,001 - $50,000",32500.5,False,Joint,2514c589-23f0-40dc-9210-4d0ff4901554,https://efdsearch.senate.gov/search/view/ptr/2514c589-23f0-40dc-9210-4d0ff4901554/,fde78fa4f0a9025b36d44ae998855224a749062291708c40f4a797e04552db83,senate-efd-electronic,explicit,yfinance,0,2
