congress,bioguide_id,committee_membership
113,W000413,House Committee on Energy and Commerce; House Committee on Energy and Commerce — Energy and Power; House Committee on Energy and Commerce — Environment and the Economy; House Committee on Energy and Commerce — Health
113,W000437,"Commission on Security and Cooperation in Europe; Joint Economic Committee; Senate Committee on Armed Services; Senate Committee on Armed Services — Airland; Senate Committee on Armed Services — Emerging Threats and Capabilities; Senate Committee on Armed Services — SeaPower; Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation — Aviation Operations, Safety, and Security; Senate Committee on Commerce, Science, and Transportation — Communications, Technology, and the Internet; Senate Committee on Commerce, Science, and Transportation — Oceans, Atmosphere, Fisheries, and Coast Guard; Senate Committee on Commerce, Science, and Transportation — Science and Space; Senate Committee on Commerce, Science, and Transportation — Surface Transportation and Merchant Marine Infrastructure, Safety, and Security; Senate Committee on Environment and Public Works; Senate Committee on Environment and Public Works — Clean Air and Nuclear Safety; Senate Committee on Environment and Public Works — Green Jobs and the New Economy; Senate Committee on Environment and Public Works — Superfund, Toxics and Environmental Health; Senate Committee on Environment and Public Works — Transportation and Infrastructure; Senate Committee on the Budget"
113,W000672,"House Committee on Appropriations; House Committee on Appropriations — Commerce, Justice, Science, and Related Agencies; House Committee on Appropriations — State, Foreign Operations, and Related Programs; House Committee on Appropriations — Transportation, and Housing and Urban Development, and Related Agencies"
113,W000779,"Joint Committee on Taxation; Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources — Energy; Senate Committee on Energy and Natural Resources — National Parks; Senate Committee on Energy and Natural Resources — Public Lands, Forests, and Mining; Senate Committee on Finance; Senate Committee on Finance — Energy, Natural Resources, and Infrastructure; Senate Committee on Finance — International Trade, Customs, and Global Competitiveness; Senate Committee on Finance — Taxation and IRS Oversight; Senate Committee on the Budget; Senate Select Committee on Intelligence"
113,W000791,House Committee on Energy and Commerce; House Committee on Energy and Commerce — Communications and Technology
113,W000795,"House Committee on Armed Services; House Committee on Armed Services — Military Personnel; House Committee on Armed Services — Strategic Forces; House Committee on Education and the Workforce; House Committee on Education and the Workforce — Health, Employment, Labor, and Pensions; House Committee on Foreign Affairs; House Committee on Foreign Affairs — Terrorism, Nonproliferation, and Trade; House Committee on Foreign Affairs — The Middle East and North Africa"
113,W000796,House Committee on Financial Services; House Committee on Financial Services — Capital Markets and Government Sponsored Enterprises; House Committee on Financial Services — Financial Institutions and Consumer Credit; House Committee on Financial Services — Housing and Insurance; House Permanent Select Committee on Intelligence; House Permanent Select Committee on Intelligence — Oversight and Investigations
113,W000797,"House Committee on Appropriations; House Committee on Appropriations — Legislative Branch; House Committee on Appropriations — State, Foreign Operations, and Related Programs"
113,W000798,"House Committee on Education and the Workforce; House Committee on Education and the Workforce — Higher Education and Workforce Training; House Committee on Education and the Workforce — Workforce Protections; House Committee on Oversight and Government Reform; House Committee on Oversight and Government Reform — Energy Policy, Health Care, and Entitlements; House Committee on Oversight and Government Reform — Federal Workforce, U.S. Postal Service, and the Census"
113,W000799,"House Committee on Agriculture; House Committee on Agriculture — Conservation, Energy, and Forestry; House Committee on Agriculture — General Farm Commodities and Risk Management; House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Economic Development, Public Buildings, and Emergency Management; House Committee on Transportation and Infrastructure — Highways and Transit; House Committee on Transportation and Infrastructure — Railroads, Pipelines, and Hazardous Materials; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs — Oversight and Investigations"
113,W000800,"House Committee on Energy and Commerce; House Committee on Energy and Commerce — Commerce, Manufacturing, and Trade; House Committee on Energy and Commerce — Communications and Technology; House Committee on Energy and Commerce — Oversight and Investigations; House Committee on Oversight and Government Reform; House Committee on Oversight and Government Reform — National Security"
113,W000802,"Commission on Security and Cooperation in Europe; Senate Committee on Environment and Public Works; Senate Committee on Environment and Public Works — Clean Air and Nuclear Safety; Senate Committee on Environment and Public Works — Oversight; Senate Committee on Environment and Public Works — Water and Wildlife; Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions — Employment and Workplace Safety; Senate Committee on Health, Education, Labor, and Pensions — Primary Health and Aging; Senate Committee on the Budget; Senate Committee on the Judiciary; Senate Committee on the Judiciary — Bankruptcy and the Courts; Senate Committee on the Judiciary — Crime and Terrorism; Senate Committee on the Judiciary — Privacy, Technology and the Law; Senate Special Committee on Aging; United States Senate Caucus on International Narcotics Control"
113,W000804,"House Committee on Armed Services; House Committee on Armed Services — Readiness; House Committee on Armed Services — Seapower and Projection Forces; House Committee on Natural Resources; House Committee on Natural Resources — Energy and Mineral Resources; House Committee on Natural Resources — Fisheries, Wildlife, Oceans and Insular Affairs"
113,W000805,"Joint Committee on Printing; Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs — Economic Policy; Senate Committee on Banking, Housing, and Urban Affairs — National Security and International Trade and Finance; Senate Committee on Banking, Housing, and Urban Affairs — Securities, Insurance, and Investment; Senate Committee on Finance; Senate Committee on Rules and Administration; Senate Committee on the Budget; Senate Select Committee on Intelligence"
113,W000806,"House Committee on Rules; House Committee on Rules — Legislative and Budget Process; House Committee on Rules — Rules and Organization of the House; House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Aviation; House Committee on Transportation and Infrastructure — Railroads, Pipelines, and Hazardous Materials; House Committee on Transportation and Infrastructure — Water Resources and Environment"
113,W000808,"House Committee on Education and the Workforce; House Committee on Education and the Workforce — Health, Employment, Labor, and Pensions; House Committee on Education and the Workforce — Higher Education and Workforce Training; House Committee on Science, Space, and Technology; House Committee on Science, Space, and Technology — Research and Technology; House Committee on Science, Space, and Technology — Space"
113,W000809,"House Committee on Appropriations; House Committee on Appropriations — Defense; House Committee on Appropriations — Financial Services and General Government; House Committee on Appropriations — Labor, Health and Human Services, Education, and Related Agencies"
113,W000810,"House Committee on Oversight and Government Reform; House Committee on Oversight and Government Reform — Energy Policy, Health Care, and Entitlements; House Committee on Oversight and Government Reform — National Security; House Committee on Rules; House Committee on Rules — Legislative and Budget Process; House Committee on the Budget"
113,W000812,House Committee on Financial Services; House Committee on Financial Services — Capital Markets and Government Sponsored Enterprises; House Committee on Financial Services — Oversight and Investigations
113,W000813,House Committee on Armed Services; House Committee on Armed Services — Military Personnel; House Committee on Armed Services — Tactical Air and Land Forces; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs — Health; House Committee on Veterans' Affairs — Oversight and Investigations; House Committee on the Budget
113,W000814,"House Committee on Foreign Affairs; House Committee on Foreign Affairs — Africa, Global Health, Global Human Rights, and International Organizations; House Committee on Foreign Affairs — The Middle East and North Africa; House Committee on Science, Space, and Technology; House Committee on Science, Space, and Technology — Energy; House Committee on Science, Space, and Technology — Environment"
113,W000815,House Committee on Armed Services; House Committee on Armed Services — Military Personnel; House Committee on Armed Services — Tactical Air and Land Forces; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs — Economic Opportunity; House Committee on Veterans' Affairs — Health
113,W000816,"House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Aviation; House Committee on Transportation and Infrastructure — Highways and Transit; House Committee on Transportation and Infrastructure — Railroads, Pipelines, and Hazardous Materials; House Committee on the Budget"
113,W000817,"Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs — Financial Institutions and Consumer Protection; Senate Committee on Banking, Housing, and Urban Affairs — Housing, Transportation, and Community Development; Senate Committee on Banking, Housing, and Urban Affairs — Securities, Insurance, and Investment; Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions — Children and Families; Senate Committee on Health, Education, Labor, and Pensions — Primary Health and Aging; Senate Special Committee on Aging"
113,W000818,"Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Agriculture, Nutrition, and Forestry — Commodities, Markets, Trade and Risk Management; Senate Committee on Agriculture, Nutrition, and Forestry — Conservation, Forestry and Natural Resources; Senate Committee on Agriculture, Nutrition, and Forestry — Livestock, Dairy, Poultry, Marketing and Agriculture Security; Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation — Aviation Operations, Safety, and Security; Senate Committee on Commerce, Science, and Transportation — Communications, Technology, and the Internet; Senate Committee on Commerce, Science, and Transportation — Science and Space; Senate Committee on Commerce, Science, and Transportation — Surface Transportation and Merchant Marine Infrastructure, Safety, and Security; Senate Committee on Commerce, Science, and Transportation — Tourism, Competitiveness, and Innovation; Senate Committee on Rules and Administration; Senate Special Committee on Aging"
113,Y000033,"House Committee on Natural Resources; House Committee on Natural Resources — Fisheries, Wildlife, Oceans and Insular Affairs; House Committee on Natural Resources — Indian and Alaska Native Affairs; House Committee on Natural Resources — Public Lands and Environmental Regulation; House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Coast Guard and Maritime Transportation; House Committee on Transportation and Infrastructure — Highways and Transit; House Committee on Transportation and Infrastructure — Water Resources and Environment"
113,Y000062,"House Committee on Energy and Commerce; House Committee on Energy and Commerce — Commerce, Manufacturing, and Trade; House Committee on Energy and Commerce — Energy and Power; House Committee on Energy and Commerce — Oversight and Investigations; House Committee on the Budget"
113,Y000063,"House Committee on Appropriations; House Committee on Appropriations — Agriculture, Rural Development, Food and Drug Administration, and Related Agencies; House Committee on Appropriations — Financial Services and General Government; House Committee on Appropriations — State, Foreign Operations, and Related Programs"
113,Y000064,House Committee on Ways and Means; House Committee on Ways and Means — Human Resources; House Committee on Ways and Means — Select Revenue Measures
113,Y000065,"House Committee on Agriculture; House Committee on Agriculture — Horticulture, Research, Biotechnology, and Foreign Agriculture; House Committee on Agriculture — Livestock, Rural Development, and Credit; House Committee on Foreign Affairs; House Committee on Foreign Affairs — Terrorism, Nonproliferation, and Trade; House Committee on Foreign Affairs — The Middle East and North Africa"
114,A000055,"Commission on Security and Cooperation in Europe; House Committee on Appropriations; House Committee on Appropriations — Agriculture, Rural Development, Food and Drug Administration, and Related Agencies; House Committee on Appropriations — Commerce, Justice, Science, and Related Agencies; House Committee on Appropriations — Defense"
114,A000360,"Senate Committee on Appropriations; Senate Committee on Appropriations — Commerce, Justice, Science, and Related Agencies; Senate Committee on Appropriations — Department of Defense; Senate Committee on Appropriations — Department of the Interior, Environment, and Related Agencies; Senate Committee on Appropriations — Departments of Labor, Health and Human Services, and Education, and Related Agencies; Senate Committee on Appropriations — Energy and Water Development; Senate Committee on Appropriations — Transportation, Housing and Urban Development, and Related Agencies; Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources — Energy; Senate Committee on Energy and Natural Resources — National Parks; Senate Committee on Energy and Natural Resources — Public Lands, Forests, and Mining; Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions — Children and Families; Senate Committee on Health, Education, Labor, and Pensions — Employment and Workplace Safety; Senate Committee on Health, Education, Labor, and Pensions — Primary Health and Retirement Security; Senate Committee on Rules and Administration"
114,A000367,House Committee on Oversight and Government Reform; House Committee on Oversight and Government Reform — Transportation and Public Assets; Joint Economic Committee
114,A000368,"Senate Committee on Armed Services; Senate Committee on Armed Services — Emerging Threats and Capabilities; Senate Committee on Armed Services — Readiness and Management Support; Senate Committee on Armed Services — SeaPower; Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation — Aviation Operations, Safety, and Security; Senate Committee on Commerce, Science, and Transportation — Communications, Technology, Innovation, and the Internet; Senate Committee on Commerce, Science, and Transportation — Oceans, Atmosphere, Fisheries, and Coast Guard; Senate Committee on Commerce, Science, and Transportation — Surface Transportation and Merchant Marine Infrastructure, Safety and Security; Senate Committee on Homeland Security and Governmental Affairs; Senate Committee on Homeland Security and Governmental Affairs — Federal Spending Oversight and Emergency Management; Senate Committee on Homeland Security and Governmental Affairs — Permanent Subcommittee on Investigations; Senate Committee on Small Business and Entrepreneurship; Senate Committee on the Budget"
114,A000369,"House Committee on Appropriations; House Committee on Appropriations — Financial Services and General Government; House Committee on Appropriations — Interior, Environment, and Related Agencies; House Committee on Appropriations — Legislative Branch"
114,A000370,"House Committee on Agriculture; House Committee on Agriculture — Nutrition; House Committee on Education and the Workforce; House Committee on Education and the Workforce — Higher Education and Workforce Training; House Committee on Education and the Workforce — Workforce Protections; House Committee on Small Business; House Committee on Small Business — Investigations, Oversight and Regulations"
114,A000371,"House Committee on Agriculture; House Committee on Agriculture — Commodity Exchanges, Energy, and Credit; House Committee on Agriculture — Nutrition; House Committee on Armed Services; House Committee on Armed Services — Emerging Threats and Capabilities; House Committee on Armed Services — Strategic Forces"
114,A000372,"House Committee on Agriculture; House Committee on Agriculture — Conservation and Forestry; House Committee on Agriculture — General Farm Commodities and Risk Management; House Committee on Education and the Workforce; House Committee on Education and the Workforce — Health, Employment, Labor, and Pensions; House Committee on Education and the Workforce — Higher Education and Workforce Training"
114,A000373,House Committee on Agriculture; House Committee on Agriculture — General Farm Commodities and Risk Management; House Committee on Agriculture — Nutrition; House Committee on Armed Services; House Committee on Armed Services — Emerging Threats and Capabilities; House Committee on Armed Services — Strategic Forces
114,A000374,"House Committee on Agriculture; House Committee on Agriculture — General Farm Commodities and Risk Management; House Committee on Agriculture — Nutrition; House Committee on Science, Space, and Technology; House Committee on Science, Space, and Technology — Environment; House Committee on Science, Space, and Technology — Research and Technology; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs — Disability Assistance and Memorial Affairs; House Committee on Veterans' Affairs — Health"
114,B000213,House Committee on Energy and Commerce; House Committee on Energy and Commerce — Communications and Technology; House Committee on Energy and Commerce — Energy and Power; House Committee on Energy and Commerce — Health; House Committee on Energy and Commerce — Oversight and Investigations
114,B000287,House Committee on Ways and Means; House Committee on Ways and Means — Social Security
114,B000490,"House Committee on Appropriations; House Committee on Appropriations — Agriculture, Rural Development, Food and Drug Administration, and Related Agencies; House Committee on Appropriations — Financial Services and General Government; House Committee on Appropriations — Military Construction, Veterans Affairs, and Related Agencies"
114,B000574,House Committee on Ways and Means; House Committee on Ways and Means — Health; House Committee on Ways and Means — Social Security; House Committee on Ways and Means — Trade
114,B000575,"Joint Committee on Printing; Joint Committee on the Library; Senate Committee on Appropriations; Senate Committee on Appropriations — Agriculture, Rural Development, Food and Drug Administration, and Related Agencies; Senate Committee on Appropriations — Department of Defense; Senate Committee on Appropriations — Department of the Interior, Environment, and Related Agencies; Senate Committee on Appropriations — Departments of Labor, Health and Human Services, and Education, and Related Agencies; Senate Committee on Appropriations — State, Foreign Operations, and Related Programs; Senate Committee on Appropriations — Transportation, Housing and Urban Development, and Related Agencies; Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation — Aviation Operations, Safety, and Security; Senate Committee on Commerce, Science, and Transportation — Communications, Technology, Innovation, and the Internet; Senate Committee on Commerce, Science, and Transportation — Consumer Protection, Product Safety, Insurance, and Data Security; Senate Committee on Commerce, Science, and Transportation — Surface Transportation and Merchant Marine Infrastructure, Safety and Security; Senate Committee on Rules and Administration; Senate Select Committee on Intelligence"
114,B000711,"Senate Committee on Environment and Public Works; Senate Committee on Environment and Public Works — Clean Air and Nuclear Safety; Senate Committee on Environment and Public Works — Fisheries, Water, and Wildlife; Senate Committee on Environment and Public Works — Superfund, Waste Management, and Regulatory Oversight; Senate Committee on Environment and Public Works — Transportation and Infrastructure; Senate Committee on Foreign Relations; Senate Committee on Foreign Relations — East Asia, the Pacific, and International Cybersecurity Policy; Senate Committee on Foreign Relations — Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy; Senate Committee on Foreign Relations — State Department and USAID Management, International Operations, and Bilateral International Development; Senate Committee on Foreign Relations — Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues; Senate Select Committee on Ethics"
114,B000755,House Committee on Ways and Means; Joint Committee on Taxation; Joint Economic Committee
114,B000911,"House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Coast Guard and Maritime Transportation; House Committee on Transportation and Infrastructure — Highways and Transit; House Committee on Transportation and Infrastructure — Railroads, Pipelines, and Hazardous Materials; House Committee on Veterans' Affairs"
114,B000944,"Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Agriculture, Nutrition, and Forestry — Commodities, Risk Management and Trade; Senate Committee on Agriculture, Nutrition, and Forestry — Nutrition, Specialty Crops, and Agricultural Research; Senate Committee on Agriculture, Nutrition, and Forestry — Rural Development and Energy; Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs — Economic Policy; Senate Committee on Banking, Housing, and Urban Affairs — Financial Institutions and Consumer Protection; Senate Committee on Banking, Housing, and Urban Affairs — Housing, Transportation, and Community Development; Senate Committee on Banking, Housing, and Urban Affairs — National Security and International Trade and Finance; Senate Committee on Banking, Housing, and Urban Affairs — Securities, Insurance, and Investment; Senate Committee on Finance; Senate Committee on Finance — Health Care; Senate Committee on Finance — Social Security, Pensions, and Family Policy; Senate Committee on Veterans' Affairs"
114,B001135,"Commission on Security and Cooperation in Europe; Senate Committee on Finance; Senate Committee on Finance — Energy, Natural Resources, and Infrastructure; Senate Committee on Finance — Fiscal Responsibility and Economic Growth; Senate Committee on Finance — Health Care; Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions — Children and Families; Senate Committee on Health, Education, Labor, and Pensions — Primary Health and Retirement Security; Senate Select Committee on Intelligence"
114,B001227,House Committee on Armed Services; House Committee on Armed Services — Military Personnel; House Committee on House Administration; Joint Committee on Printing; Joint Committee on the Library
114,B001230,"Senate Committee on Appropriations; Senate Committee on Appropriations — Agriculture, Rural Development, Food and Drug Administration, and Related Agencies; Senate Committee on Appropriations — Commerce, Justice, Science, and Related Agencies; Senate Committee on Appropriations — Department of Homeland Security; Senate Committee on Appropriations — Departments of Labor, Health and Human Services, and Education, and Related Agencies; Senate Committee on Appropriations — Military Construction and Veterans Affairs, and Related Agencies; Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions — Employment and Workplace Safety; Senate Committee on Health, Education, Labor, and Pensions — Primary Health and Retirement Security; Senate Committee on Homeland Security and Governmental Affairs; Senate Committee on Homeland Security and Governmental Affairs — Federal Spending Oversight and Emergency Management; Senate Committee on Homeland Security and Governmental Affairs — Permanent Subcommittee on Investigations; Senate Committee on the Budget"
114,B001236,"Commission on Security and Cooperation in Europe; Joint Committee on Printing; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Agriculture, Nutrition, and Forestry — Commodities, Risk Management and Trade; Senate Committee on Agriculture, Nutrition, and Forestry — Conservation, Forestry and Natural Resources; Senate Committee on Agriculture, Nutrition, and Forestry — Nutrition, Specialty Crops, and Agricultural Research; Senate Committee on Appropriations; Senate Committee on Appropriations — Commerce, Justice, Science, and Related Agencies; Senate Committee on Appropriations — Financial Services and General Government; Senate Committee on Appropriations — Military Construction and Veterans Affairs, and Related Agencies; Senate Committee on Appropriations — State, Foreign Operations, and Related Programs; Senate Committee on Appropriations — Transportation, Housing and Urban Development, and Related Agencies; Senate Committee on Environment and Public Works; Senate Committee on Environment and Public Works — Fisheries, Water, and Wildlife; Senate Committee on Environment and Public Works — Superfund, Waste Management, and Regulatory Oversight; Senate Committee on Environment and Public Works — Transportation and Infrastructure; Senate Committee on Rules and Administration; Senate Committee on Veterans' Affairs"
114,B001243,"House Committee on Energy and Commerce; House Committee on Energy and Commerce — Commerce, Manufacturing, and Trade; House Committee on Energy and Commerce — Communications and Technology; House Committee on Energy and Commerce — Health; House Committee on Energy and Commerce — Oversight and Investigations; House Committee on the Budget"
114,B001245,"House Committee on Armed Services; House Committee on Armed Services — Readiness; House Committee on Armed Services — Seapower and Projection Forces; House Committee on Natural Resources; House Committee on Natural Resources — Indian, Insular and Alaska Native Affairs; House Committee on Natural Resources — Water, Power and Oceans"
114,B001248,"Commission on Security and Cooperation in Europe; House Committee on Energy and Commerce; House Committee on Energy and Commerce — Commerce, Manufacturing, and Trade; House Committee on Energy and Commerce — Health; House Committee on Energy and Commerce — Oversight and Investigations; House Committee on Rules; House Committee on Rules — Legislative and Budget Process"
114,B001250,"House Committee on Armed Services; House Committee on Armed Services — Readiness; House Committee on Armed Services — Strategic Forces; House Committee on Natural Resources; House Committee on Natural Resources — Energy and Mineral Resources; House Committee on Natural Resources — Federal Lands; House Committee on Natural Resources — Indian, Insular and Alaska Native Affairs; House Committee on Natural Resources — Oversight and Investigations; House Committee on Natural Resources — Water, Power and Oceans"
114,B001251,"House Committee on Energy and Commerce; House Committee on Energy and Commerce — Commerce, Manufacturing, and Trade; House Committee on Energy and Commerce — Communications and Technology; House Committee on Energy and Commerce — Health"
114,B001255,House Committee on Ways and Means; House Committee on Ways and Means — Tax Policy; House Committee on Ways and Means — Trade
114,B001257,"House Committee on Energy and Commerce; House Committee on Energy and Commerce — Commerce, Manufacturing, and Trade; House Committee on Energy and Commerce — Communications and Technology; House Committee on Energy and Commerce — Health; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs — Health"
114,B001260,House Committee on Ways and Means; House Committee on Ways and Means — Health; House Committee on Ways and Means — Human Resources; House Committee on Ways and Means — Social Security
114,B001261,"Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources — National Parks; Senate Committee on Energy and Natural Resources — Public Lands, Forests, and Mining; Senate Committee on Energy and Natural Resources — Water and Power; Senate Committee on Environment and Public Works; Senate Committee on Environment and Public Works — Clean Air and Nuclear Safety; Senate Committee on Environment and Public Works — Fisheries, Water, and Wildlife; Senate Committee on Environment and Public Works — Transportation and Infrastructure; Senate Committee on Foreign Relations; Senate Committee on Foreign Relations — Africa and Global Health Policy; Senate Committee on Foreign Relations — Europe and Regional Security Cooperation; Senate Committee on Foreign Relations — Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy; Senate Committee on Indian Affairs"
114,B001267,"Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Agriculture, Nutrition, and Forestry — Commodities, Risk Management and Trade; Senate Committee on Agriculture, Nutrition, and Forestry — Conservation, Forestry and Natural Resources; Senate Committee on Agriculture, Nutrition, and Forestry — Nutrition, Specialty Crops, and Agricultural Research; Senate Committee on Agriculture, Nutrition, and Forestry — Rural Development and Energy; Senate Committee on Finance; Senate Committee on Finance — Energy, Natural Resources, and Infrastructure; Senate Committee on Finance — Taxation and IRS Oversight; Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions — Children and Families; Senate Committee on Health, Education, Labor, and Pensions — Primary Health and Retirement Security"
114,B001269,"House Committee on Education and the Workforce; House Committee on Education and the Workforce — Health, Employment, Labor, and Pensions; House Committee on Education and the Workforce — Higher Education and Workforce Training; House Committee on Homeland Security; House Committee on Homeland Security — Border and Maritime Security; House Committee on Homeland Security — Counterterrorism and Intelligence; House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Economic Development, Public Buildings, and Emergency Management; House Committee on Transportation and Infrastructure — Highways and Transit; House Committee on Transportation and Infrastructure — Railroads, Pipelines, and Hazardous Materials"
114,B001270,"House Committee on Foreign Affairs; House Committee on Foreign Affairs — Africa, Global Health, Global Human Rights, and International Organizations; House Committee on the Judiciary; House Committee on the Judiciary — Courts, Intellectual Property, and the Internet; House Committee on the Judiciary — Crime, Terrorism, Homeland Security, and Investigations"
114,B001271,"House Committee on Agriculture; House Committee on Agriculture — Conservation and Forestry; House Committee on Agriculture — Nutrition; House Committee on Natural Resources; House Committee on Natural Resources — Energy and Mineral Resources; House Committee on Natural Resources — Indian, Insular and Alaska Native Affairs; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs — Health; House Committee on Veterans' Affairs — Oversight and Investigations"
114,B001273,House Committee on Ways and Means; House Committee on Ways and Means — Health; House Committee on the Budget
114,B001274,"House Committee on Armed Services; House Committee on Armed Services — Emerging Threats and Capabilities; House Committee on Armed Services — Strategic Forces; House Committee on Foreign Affairs; House Committee on Foreign Affairs — Asia and the Pacific; House Committee on Foreign Affairs — Europe, Eurasia, and Emerging Threats; House Committee on Science, Space, and Technology; House Committee on Science, Space, and Technology — Energy; House Committee on Science, Space, and Technology — Space"
114,B001275,House Committee on Energy and Commerce; House Committee on Energy and Commerce — Environment and the Economy; House Committee on Energy and Commerce — Health; House Committee on Energy and Commerce — Oversight and Investigations
114,B001277,"Senate Committee on Armed Services; Senate Committee on Armed Services — Airland; Senate Committee on Armed Services — Personnel; Senate Committee on Armed Services — SeaPower; Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation — Aviation Operations, Safety, and Security; Senate Committee on Commerce, Science, and Transportation — Communications, Technology, Innovation, and the Internet; Senate Committee on Commerce, Science, and Transportation — Consumer Protection, Product Safety, Insurance, and Data Security; Senate Committee on Commerce, Science, and Transportation — Oceans, Atmosphere, Fisheries, and Coast Guard; Senate Committee on Commerce, Science, and Transportation — Surface Transportation and Merchant Marine Infrastructure, Safety and Security; Senate Committee on Veterans' Affairs; Senate Committee on the Judiciary; Senate Committee on the Judiciary — Antitrust, Competition Policy and Consumer Rights; Senate Committee on the Judiciary — Immigration and the National Interest; Senate Committee on the Judiciary — Oversight, Agency Action, Federal Rights and Federal Courts; Senate Special Committee on Aging"
114,B001278,"House Committee on Education and the Workforce; House Committee on Education and the Workforce — Early Childhood, Elementary, and Secondary Education; House Committee on Education and the Workforce — Health, Employment, Labor, and Pensions; House Committee on Science, Space, and Technology; House Committee on Science, Space, and Technology — Environment; House Committee on Science, Space, and Technology — Research and Technology"
114,B001281,House Committee on Financial Services; House Committee on Financial Services — Housing and Insurance; House Committee on Financial Services — Oversight and Investigations
114,B001282,House Committee on Financial Services; House Committee on Financial Services — Financial Institutions and Consumer Credit; House Committee on Financial Services — Housing and Insurance
114,B001283,"House Committee on Armed Services; House Committee on Armed Services — Seapower and Projection Forces; House Committee on Armed Services — Strategic Forces; House Committee on Science, Space, and Technology; House Committee on Science, Space, and Technology — Environment; House Committee on Science, Space, and Technology — Space"
114,B001284,"House Committee on Energy and Commerce; House Committee on Energy and Commerce — Commerce, Manufacturing, and Trade; House Committee on Energy and Commerce — Health; House Committee on Energy and Commerce — Oversight and Investigations; House Committee on Ethics; House Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi"
114,B001285,House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Aviation; House Committee on Transportation and Infrastructure — Coast Guard and Maritime Transportation; House Committee on Transportation and Infrastructure — Highways and Transit; House Committee on Veterans' Affairs; House Committee on Veterans' Affairs — Disability Assistance and Memorial Affairs; House Committee on Veterans' Affairs — Health
114,B001286,House Committee on Agriculture; House Committee on Agriculture — General Farm Commodities and Risk Management; House Committee on Agriculture — Livestock and Foreign Agriculture; House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure — Aviation; House Committee on Transportation and Infrastructure — Highways and Transit
114,B001287,"House Committee on Foreign Affairs; House Committee on Foreign Affairs — Africa, Global Health, Global Human Rights, and International Organizations; House Committee on Foreign Affairs — Asia and the Pacific; House Committee on Science, Space, and Technology; House Committee on Science, Space, and Technology — Environment; House Committee on Science, Space, and Technology — Space"
