bioguide_id,annee,n_trades,n_buy,buy_share,notional,n_tickers,sect_dom,n_days,vol,sharpe,ret_annee,exces_spy_annee
D000628,2025,,,,,,,250.0,0.20370670496145543,-0.1176119644646499,-0.04327680230500597,-0.22046735742415235
D000628,2026,,,,,,,125.0,0.1924253725272154,0.8851164846696342,0.07828358373229749,-0.019701509555452024
E000285,2016,1.0,0.0,0.0,8000.5,1.0,Financials,,,,,
E000296,2016,11.0,11.0,1.0,186005.5,8.0,Information Technology,1.0,,,,
E000296,2017,20.0,12.0,0.6,282510.0,13.0,Information Technology,251.0,0.11021358248786575,2.694285719425201,0.33585921669349994,0.11880530215371077
E000296,2018,15.0,12.0,0.8,169007.5,14.0,Financials,251.0,0.1983600365203982,0.4993399425477849,0.08228544325575537,0.12797554182605309
E000296,2019,14.0,7.0,0.5,112007.0,14.0,Financials,252.0,0.15485333566224543,2.437012405649917,0.4408065273850601,0.12856800435529103
E000296,2020,45.0,24.0,0.5333333333333333,451522.5,35.0,Financials,253.0,0.3835032099640584,0.6811394895496765,0.20579836109270389,0.022481873813893882
E000296,2021,11.0,7.0,0.6363636363636364,88005.5,11.0,Industrials,252.0,0.1785251941755433,1.1835348515156683,0.21569390900739083,-0.07159340898964262
E000296,2022,18.0,7.0,0.3888888888888889,144009.0,17.0,Health Care,251.0,0.2878750541439943,-0.7862317941752511,-0.23406133247914218,-0.052307818868326805
E000296,2023,8.0,4.0,0.5,64004.0,8.0,Information Technology,250.0,0.15859892456954713,2.0265215605005875,0.35829210464810646,0.0965341375787756
E000296,2024,2.0,0.0,0.0,40501.0,2.0,Consumer Discretionary,252.0,0.15207611979669786,1.8306704775477587,0.3056541767847578,0.05678949634664798
E000296,2025,22.0,6.0,0.2727272727272727,192734.5,19.0,Information Technology,250.0,0.20215302593399123,1.454295114178163,0.31177079813260655,0.13458024301346017
E000296,2026,7.0,0.0,0.0,80503.5,6.0,Information Technology,125.0,0.18697291987042994,1.2474256832141732,0.1130405291854879,0.01505543589773839
E000298,2022,10.0,5.0,0.5,129005.0,5.0,Communication Services,224.0,0.30038734694164565,0.17128573449470516,0.0058129751100868265,0.15641342637893574
E000298,2023,,,,,,,250.0,0.16617232254546202,-0.22950403045673973,-0.05020625821697999,-0.31196422528631085
E000298,2024,,,,,,,252.0,0.14109218724461178,0.5579936019577754,0.07121765200734465,-0.17764702843076519
E000298,2025,,,,,,,250.0,0.21190804856045853,0.0579500429810948,-0.01001823026006421,-0.1872087853792106
E000298,2026,,,,,,,125.0,0.18541603060144143,1.7975248047432217,0.16976458503522585,0.07177949174747633
F000030,2013,2.0,1.0,0.5,65001.0,1.0,Financials,,,,,
F000062,2015,2.0,0.0,0.0,782501.0,2.0,Industrials,,,,,
F000062,2017,24.0,24.0,1.0,4000012.0,23.0,Health Care,16.0,,,,
F000062,2018,249.0,149.0,0.5983935742971888,66434624.5,43.0,Information Technology,251.0,0.18022944931055657,-0.011632009277541941,-0.018079140755374534,0.027610957814923176
F000062,2019,169.0,96.0,0.5680473372781065,36495584.5,39.0,Industrials,252.0,0.13334854685142292,2.397593454373167,0.3643145764489437,0.05207605341917465
F000062,2020,6.0,0.0,0.0,5125003.0,1.0,Health Care,253.0,0.3519515082208996,0.6051624849688174,0.16303720022847412,-0.02027928705033588
F000062,2021,,,,,,,252.0,0.14624854044568286,1.3016792521543565,0.19676879881805887,-0.09051851917897458
F000062,2022,,,,,,,251.0,0.254425495578458,-0.8096850496564274,-0.21130444112380498,-0.0295509275129896
F000062,2023,,,,,,,250.0,0.15282586940186,1.3700071253536055,0.21666080565393364,-0.04509716141539721
F000062,2024,,,,,,,252.0,0.13762926914989504,0.49257334096347444,0.06007321114162267,-0.18879146929648716
F000062,2025,,,,,,,250.0,0.19393141964212685,0.6197903846376119,0.10602284207039303,-0.07116771304875336
F000062,2026,,,,,,,125.0,0.1703127298465253,1.335228892361622,0.11141140756005141,0.013426314272301898
F000110,2025,193.0,183.0,0.9481865284974094,21248596.5,28.0,Information Technology,147.0,0.2137574689196864,2.150490789222556,0.2900192942417541,0.12948787013554686
F000110,2026,20.0,20.0,1.0,1120510.0,11.0,Information Technology,125.0,0.25557801411865355,0.6769402859090984,0.07222202247114873,-0.025763070816600786
F000246,2021,204.0,58.0,0.28431372549019607,24910602.0,21.0,Industrials,245.0,0.1797478130476782,0.2971038885879573,0.03694245147969988,-0.23372587111879595
F000246,2022,1.0,0.0,0.0,375000.5,1.0,Communication Services,251.0,0.33007179131314734,-1.1795655837379257,-0.3574941428581736,-0.17574062924735823
F000246,2023,,,,,,,250.0,0.1949815015355177,0.9027349036085475,0.1685607726286067,-0.09319719444072416
F000246,2024,,,,,,,252.0,0.17694314332778194,1.0390753091064697,0.18313890845513425,-0.06572577198297558
F000246,2025,,,,,,,250.0,0.26185402334823665,0.2477161351251112,0.030972710967158257,-0.14621784415198813
F000246,2026,,,,,,,125.0,0.23565673478182703,1.049965955866838,0.11523073258643901,0.017245639298689497
F000372,2013,1.0,0.0,0.0,175000.5,1.0,,,,,,
F000372,2014,15.0,4.0,0.26666666666666666,1572007.5,14.0,Information Technology,233.0,0.3529408815737596,1.4705822343089363,0.5262759217638406,0.34467858803630924
F000372,2015,41.0,22.0,0.5365853658536586,1733520.5,35.0,Consumer Staples,252.0,0.22859087182077548,-0.430860718550846,-0.1171447279436103,-0.12948738006977256
F000372,2016,7.0,5.0,0.7142857142857143,940003.5,6.0,Financials,252.0,0.16746883829796608,0.7229921788563465,0.11296860279496701,-0.007010512883081965
F000372,2017,5.0,1.0,0.2,490002.5,5.0,Consumer Discretionary,251.0,0.07368440155670232,2.013225759318289,0.1560643745154302,-0.06098954002435897
F000372,2018,18.0,9.0,0.5,2198009.0,13.0,Consumer Discretionary,251.0,0.1529970126108281,-0.22762554370527927,-0.045282927027879616,0.0004071715424180944
F000372,2019,,,,,,,252.0,0.11466973991618956,2.3019929317512218,0.29341183471773546,-0.0188266883120336
F000372,2020,,,,,,,253.0,0.381392381033199,0.6454868019073494,0.18879579947221536,0.005479312193405361
F000372,2021,,,,,,,252.0,0.15075535232215034,1.803459131869131,0.29746294408657814,0.010175626089544698
F000372,2022,,,,,,,251.0,0.24460822475536154,-0.719148108226398,-0.1853389978901998,-0.003585484279384432
F000372,2023,,,,,,,250.0,0.14973748474472806,1.55034700684795,0.24500181601302273,-0.016756151056308122
F000372,2024,,,,,,,252.0,0.13321115737250397,1.1386208650428657,0.15349818393863335,-0.09536649649947648
F000372,2025,,,,,,,250.0,0.18411508958676087,0.32446477632849713,0.0434869225238399,-0.1337036325953065
F000372,2026,,,,,,,125.0,0.14657162408203986,0.9176803527419937,0.06334404153276285,-0.03464105175498666
F000450,2013,5.0,5.0,1.0,89002.5,4.0,Consumer Discretionary,21.0,,,,
F000450,2014,36.0,18.0,0.5,1316018.0,20.0,Financials,252.0,0.1524463047744865,0.3469450053409236,0.04215396179148101,-0.09248404756513962
F000450,2015,53.0,31.0,0.5849056603773585,1672026.5,30.0,Consumer Staples,252.0,0.15751540475048997,-0.06188460030173867,-0.021898084832228548,-0.034240736958390805
F000450,2016,56.0,45.0,0.8035714285714286,1487028.0,27.0,Energy,252.0,0.1406459535779508,0.6505571132306529,0.08504646541322791,-0.034932650264821064
F000450,2017,60.0,44.0,0.7333333333333333,1514030.0,22.0,Energy,251.0,0.06271096855178554,1.8414089811957048,0.11967933355777216,-0.09737458098201701
F000450,2018,76.0,57.0,0.75,2078538.0,30.0,Energy,251.0,0.1212076947720955,-0.40060565988344005,-0.0541632710102945,-0.00847317243999679
F000450,2019,51.0,45.0,0.8823529411764706,1079525.5,16.0,Energy,252.0,0.09025781449725029,2.3364250793224897,0.22966369182601953,-0.08257483120374953
F000450,2020,52.0,48.0,0.9230769230769231,1147026.0,15.0,Energy,253.0,0.38625611625509515,-0.20623841747750127,-0.1444012678501676,-0.3277177551289776
F000450,2021,92.0,80.0,0.8695652173913043,2410046.0,31.0,Energy,252.0,0.1364386778537933,1.828253798698088,0.27131956065672624,-0.015967757340307198
F000450,2022,188.0,137.0,0.7287234042553191,7012594.0,57.0,Energy,251.0,0.18466306720187106,-0.002763023271123064,-0.017303486483196018,0.16445002712761936
F000450,2023,43.0,36.0,0.8372093023255814,692021.5,14.0,Energy,250.0,0.12152796543762934,0.803853974311939,0.09374123984020111,-0.16801672722912975
F000450,2024,59.0,50.0,0.847457627118644,826529.5,18.0,Energy,252.0,0.10280717132891776,1.7253798417127628,0.18773838621718286,-0.06112629422092697
F000450,2025,21.0,13.0,0.6190476190476191,400010.5,7.0,Energy,250.0,0.12176426834799335,1.142544922834575,0.13951935729720089,-0.0376711978219455
F000450,2026,4.0,2.0,0.5,99002.0,3.0,Energy,125.0,0.09389154599491358,3.059759915079892,0.1505712970444002,0.052586203756650685
F000451,2013,6.0,3.0,0.5,48003.0,6.0,Real Estate,12.0,,,,
F000451,2014,18.0,11.0,0.6111111111111112,168509.0,16.0,Consumer Staples,252.0,0.10659930048698546,1.851205566391277,0.21118845757817906,0.07655044822155843
F000451,2015,9.0,4.0,0.4444444444444444,72004.5,8.0,Materials,252.0,0.15924437319171095,0.45167590032987653,0.06107349729889355,0.048730845172731296
F000451,2016,,,,,,,252.0,0.1313360317155942,0.5823036360955253,0.0702231562340212,-0.049755959444027775
F000451,2017,,,,,,,251.0,0.06844244086306137,2.74372181042707,0.20279815927497258,-0.014255755264816594
F000451,2018,,,,,,,251.0,0.15585835743577678,-0.23215061854007907,-0.046994532301243286,-0.0013044337309455756
F000451,2019,,,,,,,252.0,0.11958184308573934,2.1454555820621453,0.28312811892377465,-0.029110404105994414
F000451,2020,,,,,,,253.0,0.36545565086675114,0.30131904938283877,0.04424784040202989,-0.1390686468767801
F000451,2021,,,,,,,252.0,0.13901575457732085,1.5259044136508828,0.22434865714112928,-0.06293866085590416
F000451,2022,,,,,,,251.0,0.1963614638066914,0.10129946940548384,0.0007061729694690655,0.18245968658028444
F000451,2023,,,,,,,250.0,0.13102700898492647,1.4095285982546748,0.19088063570673075,-0.0708773313626001
F000451,2024,,,,,,,252.0,0.13723473005838732,0.9238135568565213,0.12454184992050044,-0.1243228305176094
F000451,2025,,,,,,,250.0,0.2124149599352466,0.8022639874077866,0.15798429120220092,-0.019206263916945465
F000451,2026,,,,,,,125.0,0.18893393298704117,2.542819641817462,0.2577951218164871,0.1598100285287376
F000459,2014,26.0,17.0,0.6538461538461539,232513.0,20.0,Energy,119.0,0.11658719405936267,-0.01667677375276702,-0.004094559191254343,-0.05490719838594871
F000459,2015,39.0,21.0,0.5384615384615384,336519.5,30.0,Energy,252.0,0.14566361767835612,0.36171571374287836,0.04300828684321778,0.030665634717055523
F000459,2016,26.0,13.0,0.5,208013.0,22.0,Financials,252.0,0.13708094500344614,0.9291656532374746,0.1252043218455008,0.005225206167451812
F000459,2017,75.0,41.0,0.5466666666666666,600037.5,48.0,Health Care,251.0,0.0813232512851793,2.5098881053762185,0.2213283543866167,0.004274439846827516
F000459,2018,72.0,34.0,0.4722222222222222,600536.0,55.0,Information Technology,251.0,0.1708256326581411,-0.07702643507867095,-0.027249964877687494,0.018440133692610217
F000459,2019,56.0,28.0,0.5,472528.0,43.0,Information Technology,252.0,0.1472683063596602,1.9435003360791312,0.3168552520048413,0.0046167289750722595
F000459,2020,64.0,34.0,0.53125,610032.0,45.0,Information Technology,253.0,0.3167975466685468,1.2567885147174462,0.4172819280793454,0.23396544080053538
F000459,2021,60.0,32.0,0.5333333333333333,712030.0,42.0,Financials,252.0,0.1812224496712498,1.1380639404396857,0.2089815124487473,-0.07830580554828614
F000459,2022,55.0,25.0,0.45454545454545453,562527.5,31.0,Financials,251.0,0.28280980295693503,-0.9802376471498714,-0.27090462055279707,-0.0891511069419817
F000459,2023,40.0,17.0,0.425,418020.0,27.0,Consumer Discretionary,250.0,0.1584516003920092,1.986339330105956,0.3494101178552962,0.08765215078596533
F000459,2024,47.0,24.0,0.5106382978723404,547523.5,29.0,Consumer Discretionary,252.0,0.1779109861114269,1.8099881011890346,0.3580501183339153,0.10918543789580548
F000459,2025,68.0,34.0,0.5,666534.0,34.0,Financials,250.0,0.2272051025738285,0.7456907286742472,0.1533943892263172,-0.02379616589282918
F000459,2026,27.0,16.0,0.5925925925925926,289513.5,24.0,Information Technology,125.0,0.17648903052587037,0.7631914710899135,0.06092007902894769,-0.03706501425880182
F000461,2013,36.0,25.0,0.6944444444444444,2573518.0,28.0,Energy,17.0,,,,
F000461,2014,98.0,67.0,0.6836734693877551,7017049.0,43.0,Energy,252.0,0.14119302131929987,-0.005461200990616632,-0.01069549910546419,-0.14533350846208481
F000461,2015,88.0,24.0,0.2727272727272727,1354544.0,33.0,Energy,252.0,0.18325154062729807,-1.15021988869441,-0.20358142303375926,-0.2159240751599215
F000461,2016,248.0,49.0,0.1975806451612903,3136624.0,35.0,Information Technology,252.0,0.18080389077175266,1.2972812332412447,0.24379996786292768,0.1238208521848787
F000461,2017,163.0,41.0,0.25153374233128833,2046081.5,36.0,Energy,251.0,0.12842578106733102,0.2707091290995959,0.026789269006043837,-0.19026464553374534
F000461,2018,93.0,58.0,0.6236559139784946,842046.5,24.0,Energy,251.0,0.18307566113254822,-0.31714232162035366,-0.07178402086585423,-0.026093922295556515
F000461,2019,100.0,56.0,0.56,1658050.0,70.0,Energy,252.0,0.13127597639130717,1.77276292088065,0.25111907829542024,-0.06111944473434883
F000461,2020,,,,,,,253.0,0.3474130405353741,-0.03883288649141474,-0.07279800302126482,-0.2561144903000748
F000461,2021,,,,,,,252.0,0.14189775129116516,2.0460889236795303,0.3233333249218564,0.03604600692482296
F000461,2022,,,,,,,251.0,0.21131014406570311,0.2198858050547305,0.024373721145547256,0.20612723475636263
F000461,2023,,,,,,,250.0,0.12104250074742107,1.3599354378172501,0.16884821992288646,-0.0929097471464444
F000461,2024,,,,,,,252.0,0.10828483007605023,1.9825588964759984,0.23213088269749504,-0.016733797740614786
F000461,2025,,,,,,,250.0,0.16939650485680155,0.6157018166494103,0.09329184313231509,-0.0838987119868313
F000461,2026,,,,,,,125.0,0.09908668331998703,3.28786286527913,0.17243318762252424,0.07444809433477473
F000462,2013,5.0,3.0,0.6,40002.5,4.0,Information Technology,66.0,0.2103412889243203,3.6792825659857478,0.217438632185599,0.12313322193197918
F000462,2014,214.0,71.0,0.3317757009345794,1712107.0,120.0,Health Care,252.0,0.12764319618621783,0.5382888297610903,0.06244100856304091,-0.07219700079357971
F000462,2015,96.0,51.0,0.53125,768048.0,53.0,Industrials,252.0,0.16129615658535484,-0.17120688741006243,-0.03977625591647749,-0.052118908042639744
F000462,2016,143.0,83.0,0.5804195804195804,1168571.5,74.0,Financials,252.0,0.142957312550254,1.3950874373178532,0.20825409088459668,0.0882749752065477
F000462,2017,133.0,66.0,0.49624060150375937,1088566.5,62.0,Industrials,251.0,0.07330819907051199,2.1183617176326415,0.1641188116168344,-0.05293510292295478
F000462,2018,114.0,53.0,0.4649122807017544,912057.0,63.0,Industrials,251.0,0.1414404677025949,-0.6814396982554125,-0.10056495194663784,-0.05487485337634013
F000462,2019,135.0,67.0,0.4962962962962963,1080067.5,75.0,Financials,252.0,0.1184203757334865,2.410431743814901,0.32087150066164627,0.008632977631877203
F000462,2020,136.0,65.0,0.47794117647058826,1088068.0,75.0,Industrials,253.0,0.35322631185136716,0.2723288382993474,0.034131825649655,-0.149184661629155
F000462,2021,122.0,67.0,0.5491803278688525,976061.0,62.0,Financials,252.0,0.12955743560451502,1.7546602356312335,0.24467041838861436,-0.04261689960841908
F000462,2022,143.0,63.0,0.4405594405594406,1144071.5,73.0,Industrials,251.0,0.19954497951993375,-0.08212999730756276,-0.035421918699942934,0.14633159491087244
F000462,2023,210.0,60.0,0.2857142857142857,1827105.0,102.0,Financials,250.0,0.12421590531327649,0.8693335181372077,0.10460271010141264,-0.1571552569679182
F000462,2024,,,,,,,252.0,0.11118708818542608,1.2714777063857257,0.14473803348136727,-0.10412664695674256
F000462,2025,,,,,,,250.0,0.15996996701560856,0.629313885232489,0.09117523391143245,-0.08601532120771394
F000462,2026,,,,,,,125.0,0.12054062220133309,2.2956515449199815,0.1429585623195757,0.044973469031826196
F000463,2022,4.0,0.0,0.0,166002.0,4.0,Industrials,,,,,
F000464,2017,1.0,0.0,0.0,8000.5,1.0,Financials,,,,,
F000468,2019,88.0,20.0,0.22727272727272727,704044.0,42.0,Information Technology,215.0,0.1318269861523012,0.8604021955723595,0.09347447904034278,-0.07980327524387554
F000468,2020,,,,,,,253.0,0.40437485207361834,0.5441224274180393,0.1476001896636321,-0.03571629761517792
F000468,2021,,,,,,,252.0,0.16819467370509367,2.211161251953309,0.4298505680459006,0.14256325004886716
F000468,2022,,,,,,,251.0,0.2428384633941762,0.17166376895113253,0.01215087018048111,0.1939043837912965
F000468,2023,,,,,,,250.0,0.15730597749181807,-0.03729318513110035,-0.01788096269270678,-0.27963892976203764
F000468,2024,,,,,,,252.0,0.16180795274721985,0.7071117950270845,0.10667693435758441,-0.14218774608052542
F000468,2025,,,,,,,250.0,0.1971965934897912,0.09194979832739203,-0.0012285170171101312,-0.17841907213625652
F000468,2026,11.0,0.0,0.0,88005.5,11.0,Information Technology,125.0,0.21039588139735116,-1.0060482394424086,-0.10953834745215096,-0.20752344073990048
F000472,2021,13.0,0.0,0.0,61780006.5,3.0,Health Care,,,,,
F000472,2022,36.0,34.0,0.9444444444444444,1332018.0,20.0,Information Technology,205.0,0.22276517103806207,-0.3088763631224354,-0.07325507282917987,0.017467507766046664
F000472,2023,51.0,6.0,0.11764705882352941,1873525.5,29.0,Information Technology,250.0,0.11947108274817855,1.673973470196259,0.21079910346473474,-0.050958863604596116
F000472,2024,81.0,55.0,0.6790123456790124,1630987.0,32.0,Consumer Staples,252.0,0.09985418297514297,1.2425144756835138,0.1264515466958207,-0.12241313374228913
F000472,2025,44.0,16.0,0.36363636363636365,4721522.0,23.0,Industrials,250.0,0.14429957772385366,0.4333636340964744,0.05312511792207886,-0.12406543719706753
F000472,2026,3.0,0.0,0.0,91001.5,1.0,Consumer Staples,125.0,0.1227065668137834,1.587761236686911,0.09735873713662535,-0.0006263561511241633
F000479,2025,2.0,2.0,1.0,16001.0,2.0,Communication Services,159.0,0.19923422777394595,3.8895229439541894,0.6094000734935174,0.4387561976996581
F000479,2026,8.0,7.0,0.875,64004.0,6.0,Information Technology,125.0,0.22196863808147493,1.7855685448860397,0.2024638898424549,0.10447879655470538
F000483,2025,2.0,0.0,0.0,16001.0,2.0,Communication Services,,,,,
F000483,2026,1.0,0.0,0.0,8000.5,1.0,Industrials,,,,,
G000061,2020,32.0,10.0,0.3125,911016.0,10.0,Consumer Discretionary,123.0,0.5297135741508945,1.9134294025998502,0.5331313806651039,0.3408460206321522
G000061,2021,7.0,5.0,0.7142857142857143,178503.5,4.0,Consumer Discretionary,252.0,0.3165232280153745,1.4510965701162888,0.5062259961633075,0.2189386781662741
G000061,2022,5.0,3.0,0.6,247502.5,2.0,Consumer Discretionary,251.0,0.4185309857766608,-1.351259305211693,-0.47873520717177176,-0.2969816935609564
G000061,2023,3.0,0.0,0.0,140001.5,2.0,Consumer Discretionary,250.0,0.26674995561339804,1.1772308806012397,0.31817095561738973,0.05641298854805887
G000061,2024,,,,,,,252.0,0.3562603288369457,0.928600430490003,0.30713930381579413,0.0582746233776843
G000061,2025,,,,,,,250.0,0.3226796687443402,0.0712955837025817,-0.02769587842332477,-0.20488643354247116
G000061,2026,,,,,,,125.0,0.2942467482671209,0.863810416500611,0.11055701075124946,0.012571917463499949
G000289,2014,1.0,1.0,1.0,8000.5,1.0,Utilities,170.0,0.2382952619382736,1.0039630277809393,0.1532391023479751,0.04530278313033498
G000289,2015,,,,,,,252.0,0.31905873443780464,0.1731180783699696,0.004756022779618174,-0.007586629346544083
G000289,2016,,,,,,,252.0,0.19961419297018393,1.073219852272119,0.21453244401004623,0.09455332833199726
G000289,2017,,,,,,,251.0,0.4125558499135542,1.4447054936959498,0.6668154497490255,0.44976153520923634
G000289,2018,,,,,,,251.0,0.32113138785857087,0.5480567842118239,0.13237591241385505,0.17806601098415276
G000289,2019,,,,,,,252.0,0.27088569304815663,0.04588745779156181,-0.02358780028081886,-0.3358263233105879
G000289,2020,,,,,,,253.0,0.4387479492808298,-0.1377939931673775,-0.1445818097833591,-0.3278982970621691
G000289,2021,,,,,,,252.0,0.24250502699671073,0.11176104010526065,-0.0013704349133454308,-0.2886577529103789
G000289,2022,,,,,,,251.0,0.2850671253722544,0.11989079920382993,-0.005939836652274599,0.17581367695854078
G000289,2023,,,,,,,250.0,0.30062738040374515,0.00746406531829199,-0.04104536195121289,-0.30280332902054374
G000289,2024,,,,,,,252.0,0.38747812817791477,0.25620778716389997,0.025166622256115767,-0.22369805818199406
G000289,2025,,,,,,,250.0,0.33840572918679296,0.46176092148927894,0.10423616318904028,-0.07295439193010611
G000289,2026,,,,,,,125.0,0.34818862239766524,0.9899047431907382,0.15176429167654892,0.05377919838879941
G000359,2022,3.0,2.0,0.6666666666666666,73001.5,3.0,,128.0,0.03498577131002739,0.05636432610160974,0.0006938613758478152,-0.013567641724482105
G000359,2023,2.0,1.0,0.5,65001.0,2.0,,250.0,0.021867022611499927,2.322535605523837,0.05142108755962238,-0.21033687950970847
G000359,2024,2.0,1.0,0.5,65001.0,2.0,,252.0,0.003699237982490781,12.892864664897992,0.04883754321516043,-0.2000271372229494
G000359,2025,7.0,4.0,0.5714285714285714,512503.5,7.0,Industrials,250.0,0.031288972030904555,1.1977865216980383,0.037375150557458436,-0.13981540456168795
G000359,2026,,,,,,,125.0,0.09492773226057613,0.2827548449502939,0.01115751163494716,-0.08682758165280235
G000535,2014,10.0,6.0,0.6,410005.0,3.0,Information Technology,235.0,0.15913333043815425,2.274593880464234,0.384848345261932,0.2076314183632808
G000535,2015,9.0,5.0,0.5555555555555556,420004.5,2.0,Information Technology,252.0,0.2329851359406902,0.006726509354646847,-0.025159210462343484,-0.03750186258850574
G000535,2016,,,,,,,252.0,0.19909378072797115,0.8043266009367196,0.15067106305836075,0.03069194738031178
G000535,2017,2.0,1.0,0.5,350001.0,1.0,Financials,251.0,0.14617708971739124,2.023198070563969,0.32823457457002214,0.11118066003023297
G000535,2018,,,,,,,251.0,0.26086894130753085,-0.1389304298110584,-0.06754327105728797,-0.021853172486990258
G000535,2019,,,,,,,252.0,0.22935114630208658,2.665326550559858,0.7936341957954169,0.4813956727656479
G000535,2020,,,,,,,253.0,0.4440996686407013,1.465916184708252,0.7405725287199569,0.5572560414411469
G000535,2021,,,,,,,252.0,0.23410412782992762,1.2821546699563742,0.31352974423864755,0.026242426241614103
