bioguide,ticker,date,sense
C001103,07/01/28,2019-05-09,Purchase
C001103,07/01/36,2019-05-09,Purchase
C001103,12/01/37,2019-10-23,Purchase
C001103,DUE 08/01/25,2019-08-02,Purchase
C001103,DUE 10/01/37,2019-08-02,Purchase
C001103,DUE 7/01/20,2019-08-30,Purchase
C001123,CATY,2019-08-15,Purchase
D000610,40055AY43,2019-05-23,Sale
D000610,40056FN84,2019-06-03,Purchase
D000624,UBSI,2019-03-25,Purchase
F000461,VLO,2019-05-08,Purchase
F000468,TSCO,2019-05-31,Sale
F000468,TSS,2019-07-09,Sale
G000583,MSFT,2019-09-16,Purchase
H001082,ROK,2019-10-15,Purchase
K000389,1AMT_MI,2019-04-01,Sale
K000389,A,2019-06-03,Sale
K000389,AAL,2018-12-17,Purchase
K000389,AAP,2019-01-14,Sale
K000389,AAPL,2018-12-10,Sale
K000389,AAPL,2018-12-17,Sale
K000389,ABBV,2018-12-17,Purchase
K000389,ABBV,2019-04-23,Purchase
K000389,ABC,2018-12-17,Sale
K000389,ABMD,2018-12-17,Sale
K000389,ABMD,2019-01-18,Purchase
K000389,ABMD,2019-03-26,Sale
K000389,ABMD,2019-06-03,Sale
K000389,ABT,2019-01-14,Sale
K000389,ADBE,2018-12-10,Purchase
K000389,ADBE,2019-04-29,Sale
K000389,ADM,2019-03-26,Sale
K000389,ADNT,2018-12-17,Sale
K000389,ADP,2018-12-10,Sale
K000389,ADSK,2018-12-10,Sale
K000389,AEP,2018-12-07,Purchase
K000389,AER,2019-06-03,Sale
K000389,AFG,2018-12-10,Purchase
K000389,AFG,2019-03-26,Sale
K000389,AGN,2019-01-18,Sale
K000389,AGN,2019-03-26,Purchase
K000389,AGN,2019-04-29,Sale
K000389,AGN,2019-05-28,Purchase
K000389,AGN,2019-06-03,Purchase
K000389,AKAM,2019-01-14,Sale
K000389,ALB,2018-12-10,Sale
K000389,ALB,2018-12-17,Sale
K000389,ALB,2019-10-28,Purchase
K000389,ALB,2019-11-03,Purchase
K000389,ALGN,2018-12-10,Purchase
K000389,ALGN,2018-12-17,Purchase
K000389,ALGN,2019-04-23,Purchase
K000389,ALGN,2019-06-03,Sale
K000389,ALGN,2019-08-12,Sale
K000389,ALL,2018-12-10,Purchase
K000389,ALXN,2019-04-23,Purchase
K000389,ALXN,2019-06-03,Sale
K000389,ALXN,2019-10-15,Sale
K000389,AM,2019-05-23,Purchase
K000389,AM,2019-06-12,Sale
K000389,AM,2019-06-13,Sale
K000389,AM,2019-06-17,Sale
K000389,AMG,2019-06-03,Sale
K000389,AMGN,2018-12-10,Purchase
K000389,AMGN,2019-03-19,Purchase
K000389,AMP,2018-12-10,Purchase
K000389,AMZN,2018-12-10,Purchase
K000389,AMZN,2018-12-17,Purchase
K000389,AMZN,2019-06-05,Sale
K000389,ANET,2018-12-17,Sale
K000389,ANET,2019-06-05,Sale
K000389,ANTM,2019-06-03,Sale
K000389,ANTM,2019-09-11,Purchase
K000389,ANTM,2019-09-16,Sale
K000389,AON,2019-06-03,Sale
K000389,AON,2019-10-21,Purchase
K000389,AOS,2018-12-10,Sale
K000389,AOS,2018-12-17,Sale
K000389,AOS,2019-06-03,Sale
K000389,APC,2019-01-14,Sale
K000389,APD,2018-12-17,Sale
K000389,APTV,2019-01-18,Purchase
K000389,APTV,2019-06-03,Sale
K000389,ARE,2019-01-14,Sale
K000389,ATRN,2019-03-26,Sale
K000389,ATRN,2019-05-07,Purchase
K000389,ATRN,2019-05-09,Purchase
K000389,ATRN,2019-06-24,Purchase
K000389,ATRN,2019-06-24,Sale
K000389,ATRN,2019-09-27,Sale
K000389,ATRN,2019-10-04,Purchase
K000389,ATRN,2019-11-19,Purchase
K000389,ATVI,2018-12-10,Purchase
K000389,ATVI,2018-12-17,Purchase
K000389,ATVI,2019-02-15,Sale
K000389,ATVI,2019-06-03,Sale
K000389,AVB,2019-06-03,Sale
K000389,AVGO,2018-12-10,Sale
K000389,AXP,2019-04-23,Purchase
K000389,AXP,2019-10-15,Purchase
K000389,AYI,2019-06-03,Sale
K000389,AZO,2019-01-18,Purchase
K000389,BAC,2018-12-17,Purchase
K000389,BAX,2019-01-14,Sale
K000389,BBY,2018-12-10,Sale
K000389,BBY,2018-12-17,Sale
K000389,BCPC,2019-01-14,Sale
K000389,BCPC,2019-01-18,Sale
K000389,BCPC,2019-02-20,Purchase
K000389,BCPC,2019-04-29,Sale
K000389,BCPC,2019-06-03,Purchase
K000389,BCPC,2019-08-02,Purchase
K000389,BCPC,2019-08-12,Sale
K000389,BCPC,2019-09-11,Sale
K000389,BCPC,2019-10-15,Purchase
K000389,BCPC,2019-10-21,Purchase
K000389,BCS,2018-12-27,Sale
K000389,BDX,2018-12-10,Sale
K000389,BDX,2019-04-23,Purchase
K000389,BDX,2019-06-03,Sale
K000389,BHGE,2019-01-18,Sale
K000389,BHGE,2019-03-26,Purchase
K000389,BHGE,2019-04-29,Sale
K000389,BHGE,2019-05-28,Sale
K000389,BHGE,2019-06-03,Purchase
K000389,BIIB,2018-12-10,Sale
K000389,BIIB,2019-06-03,Sale
K000389,BIIB,2019-07-08,Purchase
K000389,BK,2018-12-10,Sale
K000389,BKNG,2018-12-10,Purchase
K000389,BKNG,2018-12-17,Sale
K000389,BKNG,2019-04-23,Purchase
K000389,BLUE,2018-12-17,Sale
K000389,BMY,2018-12-10,Purchase
K000389,BMY,2018-12-17,Purchase
K000389,BMY,2019-04-23,Purchase
K000389,BPL,2018-12-18,Purchase
K000389,BRK_B,2018-12-10,Purchase
K000389,BRK_B,2018-12-17,Sale
K000389,BRK_B,2019-02-15,Purchase
K000389,BRK_B,2019-09-16,Purchase
K000389,BSX,2019-04-29,Purchase
K000389,BSX,2019-10-15,Sale
K000389,BURL,2019-04-29,Purchase
K000389,BURL,2019-06-03,Sale
K000389,BWA,2019-01-14,Sale
K000389,BWXT,2018-12-06,Purchase
K000389,BWXT,2018-12-07,Purchase
K000389,BWXT,2018-12-10,Purchase
K000389,BWXT,2018-12-11,Purchase
K000389,BWXT,2018-12-13,Purchase
K000389,BWXT,2018-12-17,Purchase
K000389,BWXT,2018-12-19,Purchase
K000389,BWXT,2018-12-20,Purchase
