year,doc_id,declarant_name,state_district,disclosure_date,n_pages
2019,9115043,Francis Rooney,FL19,2019-06-12 00:00:00,2
2019,9115135,Francis Rooney,FL19,2019-07-12 00:00:00,2
2019,9115279,Francis Rooney,FL19,2019-08-13 00:00:00,1
2019,9115388,Francis Rooney,FL19,2019-09-12 00:00:00,2
2019,9115487,Francis Rooney,FL19,2019-10-16 00:00:00,2
2019,8216664,Francis Rooney,FL19,2019-11-14 00:00:00,2
2019,8216824,Francis Rooney,FL19,2019-12-17 00:00:00,2
2019,9114626,Adam B. Schiff,CA28,2019-05-09 00:00:00,1
2019,9114355,Kurt Schrader,OR05,2019-02-05 00:00:00,2
2019,9114440,Kurt Schrader,OR05,2019-03-05 00:00:00,3
2019,9114499,Kurt Schrader,OR05,2019-04-01 00:00:00,3
2019,9115060,Kurt Schrader,OR05,2019-06-20 00:00:00,2
2019,9115240,Kurt Schrader,OR05,2019-08-07 00:00:00,7
2019,9115392,Kurt Schrader,OR05,2019-09-13 00:00:00,3
2019,9115500,Kurt Schrader,OR05,2019-10-23 00:00:00,4
2019,8216784,Kurt Schrader,OR05,2019-12-05 00:00:00,4
2019,9114563,F. James Sensenbrenner,WI05,2019-04-29 00:00:00,1
2019,9114795,F. James Sensenbrenner,WI05,2019-05-21 00:00:00,1
2019,9114919,Albio Sires,NJ08,2019-05-15 00:00:00,1
2019,9114325,Fred Upton,MI06,2019-01-25 00:00:00,3
2019,9114498,Fred Upton,MI06,2019-04-04 00:00:00,3
2019,9114800,Fred Upton,MI06,2019-05-22 00:00:00,3
2019,9115061,Fred Upton,MI06,2019-06-19 00:00:00,4
2019,9115076,Fred Upton,MI06,2019-06-25 00:00:00,1
2019,9115199,Fred Upton,MI06,2019-07-26 00:00:00,2
2019,9115393,Fred Upton,MI06,2019-09-13 00:00:00,2
2019,8216631,Fred Upton,MI06,2019-11-05 00:00:00,1
2019,8216828,Fred Upton,MI06,2019-12-19 00:00:00,2
2019,9114491,Ann Wagner,MO02,2019-03-22 00:00:00,1
2019,9114647,Ann Wagner,MO02,2019-05-13 00:00:00,1
2019,9115052,Ann Wagner,MO02,2019-06-14 00:00:00,2
2019,9115156,Ann Wagner,MO02,2019-07-15 00:00:00,1
2019,9115290,Ann Wagner,MO02,2019-08-15 00:00:00,1
2019,9115350,Ann Wagner,MO02,2019-09-05 00:00:00,1
2019,9115514,Ann Wagner,MO02,2019-10-28 00:00:00,1
2019,8216665,Ann Wagner,MO02,2019-11-12 00:00:00,1
2019,8216807,Ann Wagner,MO02,2019-12-09 00:00:00,1
2019,9115501,Ted S. Yoho,FL03,2019-10-23 00:00:00,3
