doc_id,http_status,bytes
20022986,200,69003
20023082,200,248789
20023622,200,84353
20023812,200,65312
20024001,200,70681
20024101,200,66066
20022202,200,65994
20005641,200,69615
20023168,200,63537
20022850,200,62545
20022418,200,66859
20022603,200,65853
20022807,200,66479
20023129,200,69549
20023758,200,66703
20023437,200,65178
20022126,200,64873
20022876,200,68373
20023712,200,68437
20023903,200,69657
20022225,200,64058
20022271,200,64004
20022521,200,62624
20022546,200,63208
20022667,200,68429
20023073,200,70816
20023218,200,64180
20023435,200,66911
20023615,200,68246
20023955,200,64166
20024076,200,67566
20022259,200,62678
20022391,200,61840
20022499,200,67007
20022541,200,67370
20022685,200,67553
20023153,200,63850
20023340,200,69695
20023382,200,64870
20023612,200,66381
20023623,200,72132
20023786,200,64273
20024169,200,67103
8219414,cache,57314
20022894,200,68580
20022509,200,64234
20022917,200,67666
20023950,200,67536
20022368,200,72170
20022428,200,64781
20023162,200,63121
20023392,200,64559
8219430,cache,28399
8219893,cache,28773
20024042,200,66471
20022309,200,66228
20022660,200,66168
20023575,200,66003
20024004,200,65625
20022770,200,62149
20022249,200,71701
20022423,200,65138
20022561,200,78559
20022624,200,70521
20022721,200,74482
20023061,200,63352
20023444,200,74847
20023799,200,73478
20023867,200,65801
20024152,200,112932
20022183,200,66560
20022288,200,68024
20022355,200,66339
20022453,200,64382
20022498,200,64047
20022589,200,63253
20022655,200,63456
20022828,200,64538
20022975,200,63545
20023052,200,68473
20023100,200,64743
20023183,200,64917
20023238,200,62827
20023349,200,62398
20023421,200,64918
20023610,200,67602
20023721,200,62477
20023788,200,64613
20023930,200,64498
20024016,200,63124
20024080,200,62740
20024173,200,68192
20022528,200,64318
20022585,200,65530
20022749,200,65579
20022957,200,63296
20024143,200,62952
20022184,200,65240
20022293,200,63981
20022228,200,67606
20022517,200,63577
20022697,200,66749
20022859,200,63289
20023097,200,63854
20023279,200,66199
20023456,200,63249
20023652,200,64213
20023810,200,66489
20023962,200,62958
20024166,200,64133
20022361,200,67778
20023022,200,78317
20023779,200,63441
20022547,200,65462
20023246,200,70488
8219359,cache,84270
8219527,cache,79766
8219919,cache,34508
8220049,cache,77923
20022861,200,62908
20022211,200,70979
20022213,200,85598
20022352,200,63222
20022504,200,72273
20022646,200,73120
20022822,200,62414
20023059,200,74014
20023237,200,64456
20023393,200,62510
20023613,200,67715
20023809,200,70378
20023946,200,69486
20024072,200,69874
20022218,200,74083
20022357,200,72175
20022557,200,77488
20022571,200,71873
20022805,200,75717
20022974,200,79841
20023194,200,101479
20023369,200,82370
20023573,200,84338
20023816,200,154597
20023847,200,90572
20022530,200,83678
20022987,200,84836
20022919,200,63466
20022325,200,61572
20023182,200,64147
20023553,200,62335
20024110,200,63090
20022407,200,216601
20022480,200,211898
20022653,200,340024
20022948,200,269667
20023065,200,95799
20023253,200,112459
20023404,200,611059
20023677,200,86788
20022219,200,76814
20022412,200,147111
20022531,200,119886
20022683,200,107367
20022877,200,106449
20023087,200,125323
20023257,200,105239
20023500,200,116186
20023651,200,96166
20023833,200,112814
20023973,200,116678
20024097,200,96346
20022193,200,64767
20022322,200,63293
20022337,200,63597
20022463,200,64181
20022626,200,64732
20022725,200,63792
20022998,200,66541
20023055,200,63594
20023075,200,64522
20023119,200,65200
20023220,200,66066
20023329,200,64190
20023358,200,63906
20023441,200,69186
20023526,200,64251
20023104,200,63084
20022270,200,73559
20022392,200,65404
20022701,200,70238
20023247,200,68512
20023442,200,98267
20023951,200,66130
20024107,200,67347
8219412,cache,266187
20016496,200,64707
8219483,cache,32171
20022285,200,111025
20022430,200,133958
20022580,200,91595
20022699,200,105302
20022908,200,89863
20023136,200,88842
20023303,200,104156
20023532,200,90541
20023641,200,93357
20023848,200,103127
20024020,200,91878
20024104,200,94213
20022189,200,66070
20022579,200,66269
20022591,200,65865
20023412,200,76361
20022515,200,63399
20022431,200,65149
20022795,200,74928
20023077,200,69098
20023262,200,69772
20023443,200,66958
20023636,200,68189
20023804,200,67656
20023965,200,69514
20024078,200,68580
20022265,200,122278
20022886,200,63189
20022373,200,75169
20022550,200,64792
20022704,200,64206
20023455,200,64032
20023671,200,68297
20023717,200,70224
20023986,200,65132
20022340,200,64408
20022490,200,69465
20023143,200,64623
20023339,200,69952
20023410,200,67092
20023537,200,64337
20023752,200,68896
8219383,cache,62413
8219420,cache,32468
8219455,cache,33650
8219843,cache,34931
20023670,200,62513
20023829,200,63018
20023960,200,63598
20024120,200,63993
8219353,cache,505348
8219417,cache,522317
8219444,cache,757079
8219521,cache,713850
8219783,cache,1037641
8219826,cache,1286388
8219876,cache,460477
8219953,cache,839941
8219992,cache,470128
8220039,cache,1571758
8220067,cache,474017
8220092,cache,372450
8219339,cache,28697
8219415,cache,30221
8220037,cache,27817
