doc_id,http_status,bytes
9115214,200,37340
20011070,200,56033
20011679,200,53710
9114410,200,57301
9115041,200,30009
20012722,200,60229
20012723,200,131281
9115481,200,28514
20010974,200,53238
20011017,200,57449
20011134,200,53855
20011241,200,53109
9114448,200,22070
20011312,200,52925
20011455,200,54546
20011632,200,57621
20011790,200,53242
20011791,200,58087
20011929,200,53258
20012114,200,53491
20012263,200,54101
20012474,200,58064
20012604,200,58428
20012670,200,53171
20012709,200,56017
20011115,200,79046
20011543,200,55925
20011243,200,53661
20011369,200,54138
20011659,200,56150
20011708,200,53633
20012115,200,53720
20012346,200,53384
20012524,200,53462
20011878,200,53781
20012473,200,53429
20011201,200,54283
20011352,200,56773
20011446,200,53692
20011739,200,53699
20012125,200,55712
20012441,200,54195
20013825,200,56237
20011505,200,53914
20011589,200,53882
20012561,200,59372
20011796,200,54041
20012028,200,53209
20012110,200,54564
20012340,200,53578
20012553,200,53476
20011059,200,54249
20012112,200,54098
20012202,200,53850
20011005,200,64615
20011135,200,63516
20011285,200,56313
20011461,200,59592
20011623,200,65684
20011843,200,63987
20012276,200,53312
20012403,200,52930
20013775,200,53142
20011113,200,83112
20011260,200,97757
20011435,200,118538
20011624,200,90912
20011797,200,103200
20011984,200,83524
20012126,200,90262
20012253,200,113879
20012445,200,89853
20012581,200,85874
20012735,200,86205
20011047,200,58681
20011139,200,56763
20011219,200,58031
20011396,200,54687
20011897,200,57684
20011920,200,54496
20012035,200,55922
20012084,200,54375
20012292,200,56785
20012400,200,53981
20012739,200,61975
20010976,200,55490
20011935,200,58153
20012306,200,57267
9114564,200,34070
9114799,200,64782
20010925,200,53397
20010922,200,67741
20011085,200,85578
20011244,200,58134
20011362,200,60199
20011612,200,67366
20011937,200,56823
20012046,200,65805
20012318,200,63450
20012439,200,70780
20012595,200,66885
20013776,200,58568
20010997,200,53871
20011436,200,53526
20011534,200,54318
20011922,200,53520
20012414,200,53277
20012643,200,54172
9115136,200,189182
9115439,200,63759
20011093,200,53057
20011387,200,53693
20011872,200,53158
20012034,200,52734
20012623,200,53183
20010939,200,56589
20011096,200,54496
20011247,200,54430
20011381,200,55290
20011611,200,55367
20011777,200,53499
20011949,200,54699
20012107,200,54208
20012247,200,54946
20012413,200,54711
20012549,200,59439
20012686,200,54987
20011114,200,57105
20012043,200,57604
20010926,200,56427
20011012,200,53397
20011420,200,58837
20011483,200,54328
20011485,200,53794
20011724,200,54701
20011778,200,54337
20011830,200,54088
20011898,200,54250
20012607,200,58173
20010967,200,55920
20011252,200,53725
20011386,200,54403
20011625,200,53952
20011804,200,54266
20011938,200,55094
20012175,200,54119
20012278,200,54256
20012431,200,53961
20012544,200,53490
20012725,200,53840
20011082,200,61211
20012379,200,60849
20012727,200,60325
20011689,200,56082
20012610,200,59345
9114472,200,77270
9114801,200,100848
9115049,200,30012
9115195,200,51740
9115277,200,50074
9115489,200,50404
8216748,200,55602
8216800,200,49732
20011510,200,80078
20011669,200,55436
20011855,200,63435
20012053,200,68233
20010991,200,57167
20011133,200,53538
20011261,200,55191
20011395,200,78556
20011685,200,63543
20011847,200,63951
20011996,200,56185
20012144,200,57132
20012307,200,55605
20012438,200,58350
20012596,200,54012
20013789,200,53553
20012568,200,53861
20012569,200,53137
20010945,200,58453
20011092,200,58534
20011227,200,62907
