bioguide_id,declarant_name,last,first,party,chamber,state,district
C000127,Maria Cantwell,Cantwell,Maria,Democrat,senate,WA,
K000367,Amy Klobuchar,Klobuchar,Amy,Democrat,senate,MN,
S000033,Bernard Sanders,Sanders,Bernard,Independent,senate,VT,
W000802,Sheldon Whitehouse,Whitehouse,Sheldon,Democrat,senate,RI,
B001261,John Barrasso,Barrasso,John,Republican,senate,WY,
W000437,Roger F. Wicker,Wicker,Roger,Republican,senate,MS,
G000555,Kirsten E. Gillibrand,Gillibrand,Kirsten,Democrat,senate,NY,
B001230,Tammy Baldwin,Baldwin,Tammy,Democrat,senate,WI,
B001243,Marsha Blackburn,Blackburn,Marsha,Republican,senate,TN,
H001046,Martin Heinrich,Heinrich,Martin,Democrat,senate,NM,
H001042,Mazie K. Hirono,Hirono,Mazie,Democrat,senate,HI,
M001169,Christopher Murphy,Murphy,Christopher,Democrat,senate,CT,
S001150,Adam B. Schiff,Schiff,Adam,Democrat,senate,CA,
W000817,Elizabeth Warren,Warren,Elizabeth,Democrat,senate,MA,
K000383,"Angus S. King, Jr.",King,Angus,Independent,senate,ME,
C001096,Kevin Cramer,Cramer,Kevin,Republican,senate,ND,
F000463,Deb Fischer,Fischer,Deb,Republican,senate,NE,
C001098,Ted Cruz,Cruz,Ted,Republican,senate,TX,
K000384,Tim Kaine,Kaine,Timothy,Democrat,senate,VA,
G000574,Ruben Gallego,Gallego,Ruben,Democrat,senate,AZ,
B001303,Lisa Blunt Rochester,Blunt Rochester,Lisa,Democrat,senate,DE,
B001299,Jim Banks,Banks,Jim,Republican,senate,IN,
R000608,Jacky Rosen,Rosen,Jacky,Democrat,senate,NV,
C001114,John R. Curtis,Curtis,John,Republican,senate,UT,
S001208,Elissa Slotkin,Slotkin,Elissa,Democrat,senate,MI,
K000394,Andy Kim,Kim,Andy,Democrat,senate,NJ,
S001217,Rick Scott,Scott,Rick,Republican,senate,FL,
H001089,Josh Hawley,Hawley,Joshua,Republican,senate,MO,
A000382,Angela D. Alsobrooks,Alsobrooks,Angela,Democrat,senate,MD,
S001232,Tim Sheehy,Sheehy,Tim,Republican,senate,MT,
M001242,Bernie Moreno,Moreno,Bernie,Republican,senate,OH,
M001243,David McCormick,McCormick,Dave,Republican,senate,PA,
J000312,James C. Justice,Justice,Jim,Republican,senate,WV,
B001267,Michael F. Bennet,Bennet,Michael,Democrat,senate,CO,
B001277,Richard Blumenthal,Blumenthal,Richard,Democrat,senate,CT,
B001236,John Boozman,Boozman,John,Republican,senate,AR,
C000880,Mike Crapo,Crapo,Michael,Republican,senate,ID,
G000386,Chuck Grassley,Grassley,Charles,Republican,senate,IA,
H001061,John Hoeven,Hoeven,John,Republican,senate,ND,
J000293,Ron Johnson,Johnson,Ron,Republican,senate,WI,
L000575,James Lankford,Lankford,James,Republican,senate,OK,
L000577,Mike Lee,Lee,Mike,Republican,senate,UT,
M000934,Jerry Moran,Moran,Jerry,Republican,senate,KS,
M001153,Lisa Murkowski,Murkowski,Lisa,Republican,senate,AK,
M001111,Patty Murray,Murray,Patty,Democrat,senate,WA,
P000603,Rand Paul,Paul,Rand,Republican,senate,KY,
S000148,Charles E. Schumer,Schumer,Charles,Democrat,senate,NY,
S001184,Tim Scott,Scott,Tim,Republican,senate,SC,
T000250,John Thune,Thune,John,Republican,senate,SD,
V000128,Chris Van Hollen,Van Hollen,Chris,Democrat,senate,MD,
W000800,Peter Welch,Welch,Peter,Democrat,senate,VT,
W000779,Ron Wyden,Wyden,Ron,Democrat,senate,OR,
Y000064,Todd Young,Young,Todd,Republican,senate,IN,
S001194,Brian Schatz,Schatz,Brian,Democrat,senate,HI,
D000622,Tammy Duckworth,Duckworth,Tammy,Democrat,senate,IL,
K000393,John Kennedy,Kennedy,John,Republican,senate,LA,
H001076,Margaret Wood Hassan,Hassan,Margaret,Democrat,senate,NH,
C001113,Catherine Cortez Masto,Cortez Masto,Catherine,Democrat,senate,NV,
B001305,Ted Budd,Budd,Ted,Republican,senate,NC,
K000377,Mark Kelly,Kelly,Mark,Democrat,senate,AZ,
P000145,Alex Padilla,Padilla,Alejandro,Democrat,senate,CA,
W000790,Raphael G. Warnock,Warnock,Raphael,Democrat,senate,GA,
B001319,Katie Boyd Britt,Britt,Katie,Republican,senate,AL,
S001227,Eric Schmitt,Schmitt,Eric,Republican,senate,MO,
F000479,John Fetterman,Fetterman,John,Democrat,senate,PA,
C001035,Susan M. Collins,Collins,Susan,Republican,senate,ME,
C001056,John Cornyn,Cornyn,John,Republican,senate,TX,
D000563,Richard J. Durbin,Durbin,Richard,Democrat,senate,IL,
G000359,Lindsey Graham,Graham,Lindsey,Republican,senate,SC,
M000355,Mitch McConnell,McConnell,Mitch,Republican,senate,KY,
M001176,Jeff Merkley,Merkley,Jeff,Democrat,senate,OR,
R000122,Jack Reed,Reed,John,Democrat,senate,RI,
R000584,James E. Risch,Risch,James,Republican,senate,ID,
S001181,Jeanne Shaheen,Shaheen,Jeanne,Democrat,senate,NH,
W000805,Mark R. Warner,Warner,Mark,Democrat,senate,VA,
C001088,Christopher A. Coons,Coons,Christopher,Democrat,senate,DE,
A000055,Robert B. Aderholt,Aderholt,Robert,Republican,house,AL,4.0
B001257,Gus M. Bilirakis,Bilirakis,Gus,Republican,house,FL,12.0
B000490,"Sanford D. Bishop, Jr.",Bishop,Sanford,Democrat,house,GA,2.0
B001260,Vern Buchanan,Buchanan,Vern,Republican,house,FL,16.0
C000059,Ken Calvert,Calvert,Ken,Republican,house,CA,41.0
C001047,Shelley Moore Capito,Capito,Shelley,Republican,senate,WV,
C001072,André Carson,Carson,André,Democrat,house,IN,7.0
C001051,John R. Carter,Carter,John,Republican,house,TX,31.0
C001075,Bill Cassidy,Cassidy,Bill,Republican,senate,LA,
C001066,Kathy Castor,Castor,Kathy,Democrat,house,FL,14.0
C001080,Judy Chu,Chu,Judy,Democrat,house,CA,28.0
C001067,Yvette D. Clarke,Clarke,Yvette,Democrat,house,NY,9.0
C001061,Emanuel Cleaver,Cleaver,Emanuel,Democrat,house,MO,5.0
C000537,James E. Clyburn,Clyburn,James,Democrat,house,SC,6.0
C001068,Steve Cohen,Cohen,Steve,Democrat,house,TN,9.0
C001053,Tom Cole,Cole,Tom,Republican,house,OK,4.0
C001059,Jim Costa,Costa,Jim,Democrat,house,CA,21.0
C001069,Joe Courtney,Courtney,Joe,Democrat,house,CT,2.0
C001087,"Eric A. ""Rick"" Crawford",Crawford,Eric,Republican,house,AR,1.0
C001063,Henry Cuellar,Cuellar,Henry,Democrat,house,TX,28.0
D000096,Danny K. Davis,Davis,Danny,Democrat,house,IL,7.0
D000197,Diana DeGette,DeGette,Diana,Democrat,house,CO,1.0
D000216,Rosa L. DeLauro,DeLauro,Rosa,Democrat,house,CT,3.0
D000616,Scott DesJarlais,DesJarlais,Scott,Republican,house,TN,4.0
D000600,Mario Diaz-Balart,Diaz-Balart,Mario,Republican,house,FL,26.0
D000399,Lloyd Doggett,Doggett,Lloyd,Democrat,house,TX,37.0
F000459,"Charles J. ""Chuck"" Fleischmann",Fleischmann,Charles,Republican,house,TN,3.0
F000450,Virginia Foxx,Foxx,Virginia,Republican,house,NC,5.0
G000559,John Garamendi,Garamendi,John,Democrat,house,CA,8.0
G000565,Paul A. Gosar,Gosar,Paul,Republican,house,AZ,9.0
G000546,Sam Graves,Graves,Sam,Republican,house,MO,6.0
G000553,Al Green,Green,Al,Democrat,house,TX,9.0
G000568,H. Morgan Griffith,Griffith,H.,Republican,house,VA,9.0
G000558,Brett Guthrie,Guthrie,Brett,Republican,house,KY,2.0
H001052,Andy Harris,Harris,Andy,Republican,house,MD,1.0
H001047,James A. Himes,Himes,James,Democrat,house,CT,4.0
H000874,Steny H. Hoyer,Hoyer,Steny,Democrat,house,MD,5.0
H001058,Bill Huizenga,Huizenga,Bill,Republican,house,MI,4.0
J000288,"Henry C. ""Hank"" Johnson, Jr.",Johnson,Henry,Democrat,house,GA,4.0
J000289,Jim Jordan,Jordan,Jim,Republican,house,OH,4.0
K000009,Marcy Kaptur,Kaptur,Marcy,Democrat,house,OH,9.0
K000375,William R. Keating,Keating,William,Democrat,house,MA,9.0
K000376,Mike Kelly,Kelly,Mike,Republican,house,PA,16.0
L000560,Rick Larsen,Larsen,Rick,Democrat,house,WA,2.0
L000557,John B. Larson,Larson,John,Democrat,house,CT,1.0
L000566,Robert E. Latta,Latta,Robert,Republican,house,OH,5.0
L000397,Zoe Lofgren,Lofgren,Zoe,Democrat,house,CA,18.0
L000491,Frank D. Lucas,Lucas,Frank,Republican,house,OK,3.0
L000570,Ben Ray Luján,Luján,Ben,Democrat,senate,NM,
L000562,Stephen F. Lynch,Lynch,Stephen,Democrat,house,MA,8.0
M000133,Edward J. Markey,Markey,Edward,Democrat,senate,MA,
M001163,Doris O. Matsui,Matsui,Doris,Democrat,house,CA,7.0
M001157,Michael T. McCaul,McCaul,Michael,Republican,house,TX,10.0
M001177,Tom McClintock,McClintock,Tom,Republican,house,CA,5.0
M001143,Betty McCollum,McCollum,Betty,Democrat,house,MN,4.0
M000312,James P. McGovern,McGovern,James,Democrat,house,MA,2.0
M001137,Gregory W. Meeks,Meeks,Gregory,Democrat,house,NY,5.0
M001160,Gwen Moore,Moore,Gwen,Democrat,house,WI,4.0
N000002,Jerrold Nadler,Nadler,Jerrold,Democrat,house,NY,12.0
N000015,Richard E. Neal,Neal,Richard,Democrat,house,MA,1.0
N000147,Eleanor Holmes Norton,Norton,Eleanor,Democrat,house,DC,0.0
P000034,"Frank Pallone, Jr.",Pallone,Frank,Democrat,house,NJ,6.0
P000197,Nancy Pelosi,Pelosi,Nancy,Democrat,house,CA,11.0
P000595,Gary C. Peters,Peters,Gary,Democrat,senate,MI,
P000597,Chellie Pingree,Pingree,Chellie,Democrat,house,ME,1.0
Q000023,Mike Quigley,Quigley,Mike,Democrat,house,IL,5.0
R000395,Harold Rogers,Rogers,Harold,Republican,house,KY,5.0
R000575,Mike Rogers,Rogers,Mike,Republican,house,AL,3.0
S001176,Steve Scalise,Scalise,Steve,Republican,house,LA,1.0
S001145,Janice D. Schakowsky,Schakowsky,Janice,Democrat,house,IL,9.0
S001183,David Schweikert,Schweikert,David,Republican,house,AZ,1.0
S001189,Austin Scott,Scott,Austin,Republican,house,GA,8.0
S000185,"Robert C. ""Bobby"" Scott",Scott,Robert,Democrat,house,VA,3.0
S001185,Terri A. Sewell,Sewell,Terri,Democrat,house,AL,7.0
S000344,Brad Sherman,Sherman,Brad,Democrat,house,CA,32.0
S001148,Michael K. Simpson,Simpson,Michael,Republican,house,ID,2.0
S000510,Adam Smith,Smith,Adam,Democrat,house,WA,9.0
S001172,Adrian Smith,Smith,Adrian,Republican,house,NE,3.0
S000522,Christopher H. Smith,Smith,Christopher,Republican,house,NJ,4.0
S001156,Linda T. Sánchez,Sánchez,Linda,Democrat,house,CA,38.0
T000193,Bennie G. Thompson,Thompson,Bennie,Democrat,house,MS,2.0
T000460,Mike Thompson,Thompson,Mike,Democrat,house,CA,4.0
T000467,Glenn Thompson,Thompson,Glenn,Republican,house,PA,15.0
T000469,Paul Tonko,Tonko,Paul,Democrat,house,NY,20.0
T000463,Michael R. Turner,Turner,Michael,Republican,house,OH,10.0
V000081,Nydia M. Velázquez,Velázquez,Nydia,Democrat,house,NY,7.0
W000798,Tim Walberg,Walberg,Tim,Republican,house,MI,5.0
W000797,Debbie Wasserman Schultz,Wasserman Schultz,Debbie,Democrat,house,FL,25.0
W000187,Maxine Waters,Waters,Maxine,Democrat,house,CA,43.0
W000806,Daniel Webster,Webster,Daniel,Republican,house,FL,11.0
W000795,Joe Wilson,Wilson,Joe,Republican,house,SC,2.0
W000808,Frederica S. Wilson,Wilson,Frederica,Democrat,house,FL,24.0
W000804,Robert J. Wittman,Wittman,Robert,Republican,house,VA,1.0
W000809,Steve Womack,Womack,Steve,Republican,house,AR,3.0
A000369,Mark E. Amodei,Amodei,Mark,Republican,house,NV,2.0
B001278,Suzanne Bonamici,Bonamici,Suzanne,Democrat,house,OR,1.0
D000617,Suzan K. DelBene,DelBene,Suzan,Democrat,house,WA,1.0
M001184,Thomas Massie,Massie,Thomas,Republican,house,KY,4.0
F000454,Bill Foster,Foster,Bill,Democrat,house,IL,11.0
T000468,Dina Titus,Titus,Dina,Democrat,house,NV,1.0
C001095,Tom Cotton,Cotton,Tom,Republican,senate,AR,
H001068,Jared Huffman,Huffman,Jared,Democrat,house,CA,2.0
B001287,Ami Bera,Bera,Ami,Democrat,house,CA,6.0
B001285,Julia Brownley,Brownley,Julia,Democrat,house,CA,26.0
R000599,Raul Ruiz,Ruiz,Raul,Democrat,house,CA,25.0
T000472,Mark Takano,Takano,Mark,Democrat,house,CA,39.0
V000130,Juan Vargas,Vargas,Juan,Democrat,house,CA,52.0
P000608,Scott H. Peters,Peters,Scott,Democrat,house,CA,50.0
F000462,Lois Frankel,Frankel,Lois,Democrat,house,FL,22.0
B001282,Andy Barr,Barr,Garland,Republican,house,KY,6.0
W000812,Ann Wagner,Wagner,Ann,Republican,house,MO,2.0
D000618,Steve Daines,Daines,Steve,Republican,senate,MT,
H001067,Richard Hudson,Hudson,Richard,Republican,house,NC,9.0
M001188,Grace Meng,Meng,Grace,Democrat,house,NY,6.0
J000294,Hakeem S. Jeffries,Jeffries,Hakeem,Democrat,house,NY,8.0
B001281,Joyce Beatty,Beatty,Joyce,Democrat,house,OH,3.0
J000295,David P. Joyce,Joyce,David,Republican,house,OH,14.0
P000605,Scott Perry,Perry,Scott,Republican,house,PA,10.0
W000814,"Randy K. Weber, Sr.",Weber,Randy,Republican,house,TX,14.0
C001091,Joaquin Castro,Castro,Joaquin,Democrat,house,TX,20.0
W000816,Roger Williams,Williams,Roger,Republican,house,TX,25.0
V000131,Marc A. Veasey,Veasey,Marc,Democrat,house,TX,33.0
P000607,Mark Pocan,Pocan,Mark,Democrat,house,WI,2.0
K000385,Robin L. Kelly,Kelly,Robin,Democrat,house,IL,2.0
S001195,Jason Smith,Smith,Jason,Republican,house,MO,8.0
B001288,Cory A. Booker,Booker,Cory,Democrat,senate,NJ,
C001101,Katherine M. Clark,Clark,Katherine,Democrat,house,MA,5.0
N000188,Donald Norcross,Norcross,Donald,Democrat,house,NJ,1.0
A000370,Alma S. Adams,Adams,Alma,Democrat,house,NC,12.0
P000609,Gary J. Palmer,Palmer,Gary,Republican,house,AL,6.0
H001072,J. French Hill,Hill,J.,Republican,house,AR,2.0
W000821,Bruce Westerman,Westerman,Bruce,Republican,house,AR,4.0
D000623,Mark DeSaulnier,DeSaulnier,Mark,Democrat,house,CA,10.0
A000371,Pete Aguilar,Aguilar,Pete,Democrat,house,CA,33.0
L000582,Ted Lieu,Lieu,Ted,Democrat,house,CA,36.0
T000474,Norma J. Torres,Torres,Norma,Democrat,house,CA,35.0
C001103,"Earl L. ""Buddy"" Carter",Carter,Earl,Republican,house,GA,1.0
L000583,Barry Loudermilk,Loudermilk,Barry,Republican,house,GA,11.0
A000372,Rick W. Allen,Allen,Rick,Republican,house,GA,12.0
B001295,Mike Bost,Bost,Mike,Republican,house,IL,12.0
M001196,Seth Moulton,Moulton,Seth,Democrat,house,MA,6.0
M001194,John R. Moolenaar,Moolenaar,John,Republican,house,MI,2.0
D000624,Debbie Dingell,Dingell,Debbie,Democrat,house,MI,6.0
E000294,Tom Emmer,Emmer,Tom,Republican,house,MN,6.0
R000603,David Rouzer,Rouzer,David,Republican,house,NC,7.0
W000822,Bonnie Watson Coleman,Watson Coleman,Bonnie,Democrat,house,NJ,12.0
S001196,Elise M. Stefanik,Stefanik,Elise,Republican,house,NY,21.0
B001296,Brendan F. Boyle,Boyle,Brendan,Democrat,house,PA,2.0
B001291,Brian Babin,Babin,Brian,Republican,house,TX,36.0
B001292,"Donald S. Beyer, Jr.",Beyer,Donald,Democrat,house,VA,8.0
P000610,Stacey E. Plaskett,Plaskett,Stacey,Democrat,house,VI,0.0
N000189,Dan Newhouse,Newhouse,Dan,Republican,house,WA,4.0
G000576,Glenn Grothman,Grothman,Glenn,Republican,house,WI,6.0
R000600,Aumua Amata Coleman Radewagen,Radewagen,Aumua Amata,Republican,house,AS,0.0
S001198,Dan Sullivan,Sullivan,Dan,Republican,senate,AK,
E000295,Joni Ernst,Ernst,Joni,Republican,senate,IA,
T000476,Thom Tillis,Tillis,Thom,Republican,senate,NC,
R000605,Mike Rounds,Rounds,Mike,Republican,senate,SD,
K000388,Trent Kelly,Kelly,Trent,Republican,house,MS,1.0
L000585,Darin LaHood,LaHood,Darin,Republican,house,IL,16.0
D000626,Warren Davidson,Davidson,Warren,Republican,house,OH,8.0
C001108,James Comer,Comer,James,Republican,house,KY,1.0
E000296,Dwight Evans,Evans,Dwight,Democrat,house,PA,3.0
S001190,Bradley Scott Schneider,Schneider,Bradley,Democrat,house,IL,10.0
B001302,Andy Biggs,Biggs,Andy,Republican,house,AZ,5.0
K000389,Ro Khanna,Khanna,Ro,Democrat,house,CA,17.0
P000613,Jimmy Panetta,Panetta,Jimmy,Democrat,house,CA,19.0
C001112,Salud O. Carbajal,Carbajal,Salud,Democrat,house,CA,24.0
B001300,Nanette Diaz Barragán,Barragán,Nanette,Democrat,house,CA,44.0
C001110,J. Luis Correa,Correa,J.,Democrat,house,CA,46.0
D000628,Neal P. Dunn,Dunn,Neal,Republican,house,FL,2.0
R000609,John H. Rutherford,Rutherford,John,Republican,house,FL,5.0
S001200,Darren Soto,Soto,Darren,Democrat,house,FL,9.0
M001199,Brian J. Mast,Mast,Brian,Republican,house,FL,21.0
K000391,Raja Krishnamoorthi,Krishnamoorthi,Raja,Democrat,house,IL,8.0
M001198,Roger Marshall,Marshall,Roger,Republican,senate,KS,
H001077,Clay Higgins,Higgins,Clay,Republican,house,LA,3.0
J000299,Mike Johnson,Johnson,Mike,Republican,house,LA,4.0
R000606,Jamie Raskin,Raskin,Jamie,Democrat,house,MD,8.0
B001301,Jack Bergman,Bergman,Jack,Republican,house,MI,1.0
B001298,Don Bacon,Bacon,Don,Republican,house,NE,2.0
G000583,Josh Gottheimer,Gottheimer,Josh,Democrat,house,NJ,5.0
E000297,Adriano Espaillat,Espaillat,Adriano,Democrat,house,NY,13.0
F000466,Brian K. Fitzpatrick,Fitzpatrick,Brian,Republican,house,PA,1.0
S001199,Lloyd Smucker,Smucker,Lloyd,Republican,house,PA,11.0
K000392,David Kustoff,Kustoff,David,Republican,house,TN,8.0
G000581,Vicente Gonzalez,Gonzalez,Vicente,Democrat,house,TX,34.0
A000375,Jodey C. Arrington,Arrington,Jodey,Republican,house,TX,19.0
J000298,Pramila Jayapal,Jayapal,Pramila,Democrat,house,WA,7.0
E000298,Ron Estes,Estes,Ron,Republican,house,KS,4.0
N000190,Ralph Norman,Norman,Ralph,Republican,house,SC,5.0
G000585,Jimmy Gomez,Gomez,Jimmy,Democrat,house,CA,34.0
S001203,Tina Smith,Smith,Tina,Democrat,senate,MN,
H001079,Cindy Hyde-Smith,Hyde-Smith,Cindy,Republican,senate,MS,
C001115,Michael Cloud,Cloud,Michael,Republican,house,TX,27.0
B001306,Troy Balderson,Balderson,Troy,Republican,house,OH,12.0
H001082,Kevin Hern,Hern,Kevin,Republican,house,OK,1.0
M001206,Joseph D. Morelle,Morelle,Joseph,Democrat,house,NY,25.0
S001205,Mary Gay Scanlon,Scanlon,Mary,Democrat,house,PA,5.0
C001055,Ed Case,Case,Ed,Democrat,house,HI,1.0
H001066,Steven Horsford,Horsford,Steven,Democrat,house,NV,4.0
S001211,Greg Stanton,Stanton,Greg,Democrat,house,AZ,4.0
H001090,Josh Harder,Harder,Josh,Democrat,house,CA,9.0
L000593,Mike Levin,Levin,Mike,Democrat,house,CA,49.0
N000191,Joe Neguse,Neguse,Joe,Democrat,house,CO,2.0
C001121,Jason Crow,Crow,Jason,Democrat,house,CO,6.0
H001081,Jahana Hayes,Hayes,Jahana,Democrat,house,CT,5.0
S001214,W. Gregory Steube,Steube,W.,Republican,house,FL,17.0
M001208,Lucy McBath,McBath,Lucy,Democrat,house,GA,6.0
F000469,Russ Fulcher,Fulcher,Russ,Republican,house,ID,1.0
G000586,"Jesús G. ""Chuy"" García",García,Jesús,Democrat,house,IL,4.0
C001117,Sean Casten,Casten,Sean,Democrat,house,IL,6.0
U000040,Lauren Underwood,Underwood,Lauren,Democrat,house,IL,14.0
B001307,James R. Baird,Baird,James,Republican,house,IN,4.0
D000629,Sharice Davids,Davids,Sharice,Democrat,house,KS,3.0
T000482,Lori Trahan,Trahan,Lori,Democrat,house,MA,3.0
P000617,Ayanna Pressley,Pressley,Ayanna,Democrat,house,MA,7.0
S001215,Haley M. Stevens,Stevens,Haley,Democrat,house,MI,11.0
T000481,Rashida Tlaib,Tlaib,Rashida,Democrat,house,MI,12.0
C001119,Angie Craig,Craig,Angie,Democrat,house,MN,2.0
O000173,Ilhan Omar,Omar,Ilhan,Democrat,house,MN,5.0
S001212,Pete Stauber,Stauber,Pete,Republican,house,MN,8.0
G000591,Michael Guest,Guest,Michael,Republican,house,MS,3.0
P000614,Chris Pappas,Pappas,Chris,Democrat,house,NH,1.0
V000133,Jefferson Van Drew,Van Drew,Jefferson,Republican,house,NJ,2.0
L000590,Susie Lee,Lee,Susie,Democrat,house,NV,3.0
O000172,Alexandria Ocasio-Cortez,Ocasio-Cortez,Alexandria,Democrat,house,NY,14.0
D000631,Madeleine Dean,Dean,Madeleine,Democrat,house,PA,4.0
H001085,Chrissy Houlahan,Houlahan,Chrissy,Democrat,house,PA,6.0
M001204,Daniel Meuser,Meuser,Daniel,Republican,house,PA,9.0
J000302,John Joyce,Joyce,John,Republican,house,PA,13.0
R000610,Guy Reschenthaler,Reschenthaler,Guy,Republican,house,PA,14.0
T000480,William R. Timmons IV,Timmons,William,Republican,house,SC,4.0
J000301,Dusty Johnson,Johnson,Dusty,Republican,house,SD,0.0
B001309,Tim Burchett,Burchett,Tim,Republican,house,TN,2.0
R000612,John W. Rose,Rose,John,Republican,house,TN,6.0
C001120,Dan Crenshaw,Crenshaw,Dan,Republican,house,TX,2.0
G000589,Lance Gooden,Gooden,Lance,Republican,house,TX,5.0
F000468,Lizzie Fletcher,Fletcher,Lizzie,Democrat,house,TX,7.0
E000299,Veronica Escobar,Escobar,Veronica,Democrat,house,TX,16.0
R000614,Chip Roy,Roy,Chip,Republican,house,TX,21.0
G000587,Sylvia R. Garcia,Garcia,Sylvia,Democrat,house,TX,29.0
C001118,Ben Cline,Cline,Ben,Republican,house,VA,6.0
S001216,Kim Schrier,Schrier,Kim,Democrat,house,WA,8.0
S001213,Bryan Steil,Steil,Bryan,Republican,house,WI,1.0
M001205,Carol D. Miller,Miller,Carol,Republican,house,WV,1.0
G000592,Jared F. Golden,Golden,Jared,Democrat,house,ME,2.0
M001210,Gregory F. Murphy,Murphy,Gregory,Republican,house,NC,3.0
M000687,Kweisi Mfume,Mfume,Kweisi,Democrat,house,MD,7.0
T000165,Thomas P. Tiffany,Tiffany,Thomas,Republican,house,WI,7.0
L000571,Cynthia M. Lummis,Lummis,Cynthia,Republican,senate,WY,
I000056,Darrell Issa,Issa,Darrell,Republican,house,CA,48.0
S000250,Pete Sessions,Sessions,Pete,Republican,house,TX,17.0
V000129,David G. Valadao,Valadao,David,Republican,house,CA,22.0
T000278,Tommy Tuberville,Tuberville,Tommy,Republican,senate,AL,
H000273,John W. Hickenlooper,Hickenlooper,John,Democrat,senate,CO,
H000601,Bill Hagerty,Hagerty,Bill,Republican,senate,TN,
M001212,Barry Moore,Moore,Barry,Republican,house,AL,1.0
O000019,Jay Obernolte,Obernolte,Jay,Republican,house,CA,23.0
K000397,Young Kim,Kim,Young,Republican,house,CA,40.0
J000305,Sara Jacobs,Jacobs,Sara,Democrat,house,CA,51.0
B000825,Lauren Boebert,Boebert,Lauren,Republican,house,CO,4.0
C001039,Kat Cammack,Cammack,Katherine,Republican,house,FL,3.0
F000472,Scott Franklin,Franklin,C.,Republican,house,FL,18.0
D000032,Byron Donalds,Donalds,Byron,Republican,house,FL,19.0
G000593,Carlos A. Gimenez,Gimenez,Carlos,Republican,house,FL,28.0
S000168,Maria Elvira Salazar,Salazar,Maria,Republican,house,FL,27.0
W000788,Nikema Williams,Williams,Nikema,Democrat,house,GA,5.0
C001116,Andrew S. Clyde,Clyde,Andrew,Republican,house,GA,9.0
H001091,Ashley Hinson,Hinson,Ashley,Republican,house,IA,2.0
M001215,Mariannette Miller-Meeks,Miller-Meeks,Mariannette,Republican,house,IA,1.0
F000446,Randy Feenstra,Feenstra,Randy,Republican,house,IA,4.0
M001211,Mary E. Miller,Miller,Mary,Republican,house,IL,15.0
M001214,Frank J. Mrvan,Mrvan,Frank,Democrat,house,IN,1.0
S000929,Victoria Spartz,Spartz,Victoria,Republican,house,IN,5.0
M000871,Tracey Mann,Mann,Tracey,Republican,house,KS,1.0
A000148,Jake Auchincloss,Auchincloss,Jake,Democrat,house,MA,4.0
M001136,Lisa C. McClain,McClain,Lisa,Republican,house,MI,9.0
F000470,Michelle Fischbach,Fischbach,Michelle,Republican,house,MN,7.0
R000305,Deborah K. Ross,Ross,Deborah,Democrat,house,NC,2.0
L000273,Teresa Leger Fernandez,Leger Fernandez,Teresa,Democrat,house,NM,3.0
G000597,Andrew R. Garbarino,Garbarino,Andrew,Republican,house,NY,2.0
M000317,Nicole Malliotakis,Malliotakis,Nicole,Republican,house,NY,11.0
T000486,Ritchie Torres,Torres,Ritchie,Democrat,house,NY,15.0
B000740,Stephanie I. Bice,Bice,Stephanie,Republican,house,OK,5.0
B000668,Cliff Bentz,Bentz,Cliff,Republican,house,OR,2.0
M000194,Nancy Mace,Mace,Nancy,Republican,house,SC,1.0
H001086,Diana Harshbarger,Harshbarger,Diana,Republican,house,TN,1.0
F000246,Pat Fallon,Fallon,Patrick,Republican,house,TX,4.0
P000048,August Pfluger,Pfluger,August,Republican,house,TX,11.0
J000304,Ronny Jackson,Jackson,Ronny,Republican,house,TX,13.0
N000026,Troy E. Nehls,Nehls,Troy,Republican,house,TX,22.0
V000134,Beth Van Duyne,Van Duyne,Beth,Republican,house,TX,24.0
M001213,Blake D. Moore,Moore,Blake,Republican,house,UT,1.0
O000086,Burgess Owens,Owens,Clarence,Republican,house,UT,4.0
S001159,Marilyn Strickland,Strickland,Marilyn,Democrat,house,WA,10.0
F000471,Scott Fitzgerald,Fitzgerald,Scott,Republican,house,WI,5.0
O000174,Jon Ossoff,Ossoff,Jon,Democrat,senate,GA,
T000478,Claudia Tenney,Tenney,Claudia,Republican,house,NY,24.0
L000595,Julia Letlow,Letlow,Julia,Republican,house,LA,5.0
C001125,Troy A. Carter,Carter,Troy,Democrat,house,LA,2.0
S001218,Melanie A. Stansbury,Stansbury,Melanie,Democrat,house,NM,1.0
E000071,Jake Ellzey,Ellzey,Jake,Republican,house,TX,6.0
B001313,Shontel M. Brown,Brown,Shontel,Democrat,house,OH,11.0
C001126,Mike Carey,Carey,Mike,Republican,house,OH,15.0
F000474,Mike Flood,Flood,Mike,Republican,house,NE,1.0
F000475,Brad Finstad,Finstad,Brad,Republican,house,MN,1.0
R000579,Patrick Ryan,Ryan,Patrick,Democrat,house,NY,18.0
Y000067,Rudy Yakym III,Yakym,Rudy,Republican,house,IN,2.0
Z000018,Ryan K. Zinke,Zinke,Ryan,Republican,house,MT,1.0
S001220,Dale W. Strong,Strong,Dale,Republican,house,AL,5.0
C001132,Elijah Crane,Crane,Eli,Republican,house,AZ,2.0
C001133,Juan Ciscomani,Ciscomani,Juan,Republican,house,AZ,6.0
K000401,Kevin Kiley,Kiley,Kevin,Independent,house,CA,3.0
M001225,Kevin Mullin,Mullin,Kevin,Democrat,house,CA,15.0
K000400,Sydney Kamlager-Dove,Kamlager-Dove,Sydney,Democrat,house,CA,37.0
