bioguide_id,declarant_name,last,first,party,chamber,state,district
B000655,John Botts,Botts,John,Whig,house,VA,6.0
B000741,Edward Bradley,Bradley,Edward,Democrat,house,MI,2.0
B000754,Jasper Brady,Brady,Jasper,Whig,house,PA,16.0
B000906,Charles Brown,Brown,Charles,Democrat,house,PA,3.0
B001032,Aylette Buckner,Buckner,Aylette,Whig,house,KY,4.0
C000108,Richard Canby,Canby,Richard,Whig,house,OH,4.0
C000314,John Chapman,Chapman,John,Whig,house,MD,1.0
C000330,Lucien Chase,Chase,Lucien,Democrat,house,TN,9.0
C000413,Asa Clapp,Clapp,Asa,Democrat,house,ME,2.0
C000432,Franklin Clark,Clark,Franklin,Democrat,house,ME,4.0
C000458,Beverly Clarke,Clarke,Beverly,Democrat,house,KY,2.0
C000573,William Cocke,Cocke,William,Whig,house,TN,2.0
C000644,William Collins,Collins,William,Democrat,house,NY,18.0
C000879,Robert Cranston,Cranston,Robert,Whig,house,RI,1.0
C000951,John Crozier,Crozier,John,Whig,house,TN,3.0
C000989,John Cummins,Cummins,John,Democrat,house,OH,16.0
D000054,Mason Darling,Darling,Mason,Democrat,house,WI,-1.0
D000314,John Dickey,Dickey,John,Whig,house,PA,20.0
D000415,Richard Donnell,Donnell,Richard,Whig,house,NC,8.0
D000504,George Dromgoole,Dromgoole,George,Democrat,house,VA,2.0
D000529,Daniel Duncan,Duncan,Daniel,Whig,house,OH,10.0
D000527,William Duncan,Duncan,William,Whig,house,KY,7.0
E000034,George Eckert,Eckert,George,Whig,house,PA,14.0
E000059,Joseph Edsall,Edsall,Joseph,Democrat,house,NJ,3.0
E000082,Thomas Edwards,Edwards,Thomas,Whig,house,OH,9.0
E000169,Elisha Embree,Embree,Elisha,Whig,house,IN,1.0
F000014,James Faran,Faran,James,Democrat,house,OH,1.0
F000031,John Farrelly,Farrelly,John,Whig,house,PA,22.0
F000145,David Fisher,Fisher,David,Whig,house,OH,2.0
F000216,Thomas Flournoy,Flournoy,Thomas,Whig,house,VA,3.0
F000379,Richard French,French,Richard,Democrat,house,KY,9.0
F000386,George Fries,Fries,George,Democrat,house,OH,17.0
F000419,Andrew Fulton,Fulton,Andrew,Whig,house,VA,13.0
G000006,John Gaines,Gaines,John,Whig,house,KY,10.0
G000106,John Gayle,Gayle,John,Whig,house,AL,1.0
G000256,William Goggin,Goggin,William,Whig,house,VA,5.0
G000405,Horace Greeley,Greeley,Horace,Whig,house,NY,6.0
G000446,Dudley Gregory,Gregory,Dudley,Whig,house,NJ,5.0
H000028,Artemas Hale,Hale,Artemas,Whig,house,MA,9.0
H000062,Nathan Hall,Hall,Nathan,Whig,house,NY,32.0
H000136,David Hammons,Hammons,David,Democrat,house,ME,1.0
H000138,James Hampton,Hampton,James,Whig,house,NJ,1.0
H000320,William Haskell,Haskell,William,Whig,house,TN,11.0
H000499,Thomas Henley,Henley,Thomas,Democrat,house,IN,2.0
H000592,Hugh Hill,Hill,Hugh,Democrat,house,TN,4.0
H000723,John Holley,Holley,John,Whig,house,NY,27.0
H000736,Elias Holmes,Holmes,Elias,Whig,house,NY,28.0
H000790,John Hornbeck,Hornbeck,John,Whig,house,PA,6.0
H000889,Samuel Hubbard,Hubbard,Samuel,Whig,house,CT,2.0
H000907,Charles Hudson,Hudson,Charles,Whig,house,MA,5.0
H000978,Washington Hunt,Hunt,Washington,Whig,house,NY,34.0
I000015,Charles Ingersoll,Ingersoll,Charles,Democrat,house,PA,4.0
I000019,Joseph Ingersoll,Ingersoll,Joseph,Whig,house,PA,2.0
I000032,Alexander Irvin,Irvin,Alexander,Whig,house,PA,24.0
J000007,David Jackson,Jackson,David,Democrat,house,NY,6.0
J000054,John Jameson,Jameson,John,Democrat,house,MO,2.0
J000146,James Johnson,Johnson,James,Democrat,house,NH,4.0
J000239,John Jones,Jones,John,Whig,house,GA,3.0
K000122,William Kennon,Kennon,William,Democrat,house,OH,15.0
L000021,Samuel Lahm,Lahm,Samuel,Democrat,house,OH,18.0
L000139,Sidney Lawrence,Lawrence,Sidney,Democrat,house,NY,15.0
L000142,William Lawrence,Lawrence,William,Whig,house,NY,26.0
L000307,Thomas Ligon,Ligon,Thomas,Democrat,house,MD,3.0
L000440,Frederick Lord,Lord,Frederick,Democrat,house,NY,1.0
M000208,Dudley Marvin,Marvin,Dudley,Whig,house,NY,31.0
M000334,Robert McClelland,McClelland,Robert,Democrat,house,MI,1.0
M000474,Abraham McIlvaine,McIlvaine,Abraham,Whig,house,PA,7.0
M000489,James McKay,McKay,James,Democrat,house,NC,7.0
M001072,Joseph Mullin,Mullin,Joseph,Whig,house,NY,19.0
M001093,Henry Murphy,Murphy,Henry,Democrat,house,NY,2.0
N000103,Henry Nicoll,Nicoll,Henry,Democrat,house,NY,3.0
P000033,John Palfrey,Palfrey,John,Whig,house,MA,4.0
P000206,John Pendleton,Pendleton,John,Whig,house,VA,9.0
P000266,George Petrie,Petrie,George,Ind. Democrat,house,NY,17.0
P000353,Timothy Pilsbury,Pilsbury,Timothy,Democrat,house,TX,2.0
P000416,James Pollock,Pollock,James,Whig,house,PA,13.0
P000518,William Preston,Preston,William,Whig,house,VA,12.0
R000364,William Rockhill,Rockhill,William,Democrat,house,IN,10.0
R000367,John Rockwell,Rockwell,John,Whig,house,CT,3.0
R000414,James Roman,Roman,James,Whig,house,MD,2.0
S000095,William Sawyer,Sawyer,William,Democrat,house,OH,5.0
S000351,Eliakim Sherrill,Sherrill,Eliakim,Whig,house,NY,10.0
S000435,Richard Simpson,Simpson,Richard,Democrat,house,SC,2.0
S000438,Alexander Sims,Sims,Alexander,Democrat,house,SC,4.0
S000488,John Slingerland,Slingerland,John,Whig,house,NY,13.0
S000519,Caleb Smith,Smith,Caleb,Whig,house,IN,4.0
S000766,Daniel St. John,St. John,Daniel,Whig,house,NY,9.0
S000814,George Starkweather,Starkweather,George,Democrat,house,NY,21.0
S000899,Andrew Stewart,Stewart,Andrew,Whig,house,PA,18.0
S001008,John Strohm,Strohm,John,Whig,house,PA,8.0
T000030,Frederick Tallmadge,Tallmadge,Frederick,Whig,house,NY,5.0
T000152,Bannon Thibodeaux,Thibodeaux,Bannon,Whig,house,LA,2.0
T000214,Richard Thompson,Thompson,Richard,Whig,house,IN,7.0
T000215,Robert Thompson,Thompson,Robert,Democrat,house,VA,14.0
T000308,Patrick Tompkins,Tompkins,Patrick,Whig,house,MS,3.0
T000429,Thomas Turner,Turner,Thomas,Democrat,house,IL,6.0
T000441,John Tweedy,Tweedy,John,Whig,house,WI,-1.0
W000162,Cornelius Warren,Warren,Cornelius,Whig,house,NY,8.0
W000436,William Wick,Wick,William,Democrat,house,IN,5.0
W000467,James Wiley,Wiley,James,Democrat,house,ME,6.0
W000504,Hezekiah Williams,Williams,Hezekiah,Democrat,house,ME,7.0
F000167,Thomas Fitzgerald,Fitzgerald,Thomas,Democrat,senate,MI,
J000139,Herschel Johnson,Johnson,Herschel,Democrat,senate,GA,
M000676,Thomas Metcalfe,Metcalfe,Thomas,Whig,senate,KY,
M000889,Wyman Moor,Moor,Wyman,Democrat,senate,ME,
L000313,Abraham Lincoln,Lincoln,Abraham,Whig,house,IL,7.0
B000030,Arthur Bagby,Bagby,Arthur,Democrat,senate,AL,
S000256,Ambrose Sevier,Sevier,Ambrose,Democrat,senate,AR,
A000311,Chester Ashley,Ashley,Chester,Democrat,senate,AR,
L000278,Dixon Lewis,Lewis,Dixon,Democrat,senate,AL,
A000275,William Archer,Archer,William,Whig,senate,VA,
B000183,Alexander Barrow,Barrow,Alexander,Whig,senate,LA,
C000499,Thomas Clayton,Clayton,Thomas,Whig,senate,DE,
E000241,George Evans,Evans,George,Whig,senate,ME,
M000938,James Morehead,Morehead,James,Whig,senate,KY,
W000709,William Woodbridge,Woodbridge,William,Whig,senate,MI,
H000411,William Haywood,Haywood,William,Democrat,senate,NC,
J000059,Spencer Jarnagin,Jarnagin,Spencer,Whig,senate,TN,
S000239,James Semple,Semple,James,Democrat,senate,IL,
A000198,Joseph Anderson,Anderson,Joseph,Democrat,house,NY,7.0
A000291,Lemuel Arnold,Arnold,Lemuel,Whig,house,RI,2.0
B000343,Joshua Bell,Bell,Joshua,Whig,house,KY,4.0
B000394,Charles Benton,Benton,Charles,Democrat,house,NY,17.0
B000500,James Black,Black,James,Democrat,house,PA,16.0
B000838,Jacob Brinkerhoff,Brinkerhoff,Jacob,Democrat,house,OH,11.0
B000852,William Brockenbrough,Brockenbrough,William,Democrat,house,FL,1.0
B000938,Milton Brown,Brown,Milton,Whig,house,TN,11.0
B001041,Joseph Buffington,Buffington,Joseph,Whig,house,PA,24.0
C000093,John Campbell,Campbell,John,American,house,PA,3.0
C000105,William Campbell,Campbell,William,American,house,NY,6.0
C000186,Charles Carroll,Carroll,Charles,Whig,house,NY,29.0
C000273,Joseph Chalmers,Chalmers,Joseph,Democrat,senate,MS,
C000308,Augustus Chapman,Chapman,Augustus,Democrat,house,VA,12.0
C000316,Reuben Chapman,Chapman,Reuben,Democrat,house,AL,6.0
C000368,John Chipman,Chipman,John,Democrat,house,MI,2.0
C000434,Henry Clark,Clark,Henry,Democrat,house,NC,8.0
C000632,John Collin,Collin,John,Democrat,house,NY,11.0
C000708,Albert Constable,Constable,Albert,Democrat,house,MD,5.0
C000803,James Cottrell,Cottrell,James,Democrat,house,AL,3.0
C000878,Henry Cranston,Cranston,Henry,Whig,house,RI,1.0
C000972,Alvan Cullom,Cullom,Alvan,Democrat,house,TN,4.0
C000978,Erastus Culver,Culver,Erastus,Whig,house,NY,14.0
C000990,Francis Cunningham,Cunningham,Francis,Democrat,house,OH,2.0
D000052,Edmund Dargan,Dargan,Edmund,Democrat,house,AL,1.0
D000061,Cornelius Darragh,Darragh,Cornelius,Whig,house,PA,21.0
D000120,John Davis,Davis,John,Democrat,house,IN,6.0
D000152,John Dawson,Dawson,John,Democrat,house,LA,-1.0
D000223,John De Mott,De Mott,John,Democrat,house,NY,27.0
D000346,Paul Dillingham,Dillingham,Paul,Democrat,house,VT,4.0
D000381,James Dobbin,Dobbin,James,Democrat,house,NC,5.0
D000543,Robert Dunlap,Dunlap,Robert,Democrat,house,ME,2.0
E000116,Henry Ellett,Ellett,Henry,Democrat,house,MS,-1.0
E000149,Samuel Ellsworth,Ellsworth,Samuel,Democrat,house,NY,26.0
E000200,Jacob Erdman,Erdman,Jacob,Democrat,house,PA,6.0
E000276,Edwin Ewing,Ewing,Edwin,Whig,house,TN,8.0
E000278,John Ewing,Ewing,John,Whig,house,PA,20.0
F000006,John Fairfield,Fairfield,John,Democrat,senate,ME,
G000089,William Garvin,Garvin,William,Democrat,house,PA,22.0
G000184,William Giles,Giles,William,Democrat,house,MD,4.0
G000315,Samuel Gordon,Gordon,Samuel,Democrat,house,NY,10.0
G000355,James Graham,Graham,James,Whig,house,NC,1.0
G000506,Martin Grover,Grover,Martin,Democrat,house,NY,30.0
H000330,Serranus Hastings,Hastings,Serranus,Democrat,house,IA,-1.0
H000507,John Henry,Henry,John,Whig,house,IL,7.0
H000541,Richard Herrick,Herrick,Richard,Whig,house,NY,12.0
H000697,Joseph Hoge,Hoge,Joseph,Democrat,house,IL,6.0
H000812,William Hough,Hough,William,Democrat,house,NY,23.0
H000876,Edmund Hubard,Hubard,Edmund,Democrat,house,VA,4.0
H000968,Orville Hungerford,Hungerford,Orville,Democrat,house,NY,19.0
H000971,James Hunt,Hunt,James,Democrat,house,MI,3.0
H000997,Jabez Huntington,Huntington,Jabez,Whig,senate,CT,
J000094,Benning Jenness,Jenness,Benning,Democrat,senate,NH,
J000155,Joseph Johnson,Johnson,Joseph,Democrat,house,VA,14.0
J000252,Seaborn Jones,Jones,Seaborn,Democrat,house,GA,2.0
K000102,Andrew Kennedy,Kennedy,Andrew,Democrat,house,IN,10.0
L000136,John Lawrence,Lawrence,John,Democrat,house,NY,1.0
L000230,Owen Leib,Leib,Owen,Democrat,house,PA,11.0
L000270,Abner Lewis,Lewis,Abner,Whig,house,NY,31.0
L000414,Edward Long,Long,Edward,Whig,house,MD,6.0
M000168,Barclay Martin,Martin,Barclay,Democrat,house,TN,6.0
M000189,John Martin,Martin,John,Democrat,house,KY,6.0
M000196,Morgan Martin,Martin,Morgan,Democrat,house,WI,-1.0
M000325,Moses McClean,McClean,Moses,Democrat,house,PA,15.0
M000356,Felix McConnell,McConnell,Felix,Democrat,house,AL,7.0
M000380,John McCrate,McCrate,John,Democrat,house,ME,4.0
M000400,William McDaniel,McDaniel,William,Democrat,house,MO,-1.0
M000425,Joseph McDowell,McDowell,Joseph,Democrat,house,OH,7.0
M000471,John McHenry,McHenry,John,Whig,house,KY,2.0
M000765,William Miller,Miller,William,American,house,NY,3.0
M000980,Joseph Morris,Morris,Joseph,Democrat,house,OH,15.0
M001024,William Moseley,Moseley,William,Whig,house,NY,32.0
M001046,Mace Moulton,Moulton,Mace,Democrat,house,NH,-1.0
N000077,Thomas Newton,Newton,Thomas,Whig,house,AR,1.0
N000112,Archibald Niven,Niven,Archibald,Democrat,house,NY,9.0
O000152,Robert Owen,Owen,Robert,Democrat,house,IN,1.0
P000082,Isaac Parrish,Parrish,Isaac,Democrat,house,OH,13.0
P000154,William Payne,Payne,William,Democrat,house,AL,4.0
P000216,Isaac Pennybacker,Pennybacker,Isaac,Democrat,senate,VA,
P000240,Augustus Perrill,Perrill,Augustus,Democrat,house,OH,9.0
P000245,Thomas Perry,Perry,Thomas,Democrat,house,MD,2.0
P000283,Joseph Peyton,Peyton,Joseph,Whig,house,TN,8.0
P000531,Sterling Price,Price,Sterling,Democrat,house,MO,-1.0
R000069,George Rathbun,Rathbun,George,Democrat,house,NY,25.0
R000160,James Relfe,Relfe,James,Democrat,house,MO,-1.0
R000267,Thomas Ripley,Ripley,Thomas,Whig,house,NY,12.0
R000278,John Ritter,Ritter,John,Democrat,house,PA,9.0
R000315,Robert Roberts,Roberts,Robert,Democrat,house,MS,-1.0
R000509,John Runk,Runk,John,Whig,house,NJ,3.0
S000104,John Scamman,Scamman,John,Democrat,house,ME,1.0
S000208,Henry Seaman,Seaman,Henry,American,house,NY,2.0
S000255,Luther Severance,Severance,Luther,Whig,house,ME,3.0
S000440,Leonard Sims,Sims,Leonard,Democrat,house,MO,-1.0
S000512,Albert Smith,Smith,Albert,Whig,house,NY,33.0
S000615,Thomas Smith,Smith,Thomas,Democrat,house,IN,3.0
S000715,Jesse Speight,Speight,Jesse,Democrat,senate,MS,
S000767,Henry St. John,St. John,Henry,Democrat,house,OH,6.0
S000813,David Starkweather,Starkweather,David,Democrat,house,OH,18.0
S001018,Stephen Strong,Strong,Stephen,Democrat,house,NY,22.0
S001131,George Sykes,Sykes,George,Democrat,house,NJ,2.0
T000104,William Taylor,Taylor,William,Democrat,house,VA,11.0
T000190,William Thomasson,Thomasson,William,Whig,house,KY,7.0
T000261,John Tibbatts,Tibbatts,John,Democrat,house,KY,10.0
T000270,Daniel Tilden,Tilden,Daniel,Whig,house,OH,19.0
T000327,George Towns,Towns,George,Democrat,house,GA,3.0
T000360,William Tredway,Tredway,William,Democrat,house,VA,3.0
T000388,Andrew Trumbo,Trumbo,Andrew,Whig,house,KY,9.0
V000017,Joseph Vance,Vance,Joseph,Whig,house,OH,4.0
W000328,Horace Wheaton,Wheaton,Horace,Democrat,house,NY,24.0
W000692,Bradford Wood,Wood,Bradford,Democrat,house,NY,13.0
W000719,Thomas Woodruff,Woodruff,Thomas,American,house,NY,5.0
W000736,William Woodworth,Woodworth,William,Democrat,house,NY,8.0
W000769,Samuel Wright,Wright,Samuel,Whig,house,NJ,2.0
Y000003,William Yancey,Yancey,William,Democrat,house,AL,3.0
Y000017,Archibald Yell,Yell,Archibald,Democrat,house,AR,1.0
Y000026,Jacob Yost,Yost,Jacob,Democrat,house,PA,5.0
Y000030,Bryan Young,Young,Bryan,Whig,house,KY,5.0
C000396,Joseph Cilley,Cilley,Joseph,Liberty,senate,NH,
M000426,George McDuffie,McDuffie,George,Democrat,senate,SC,
M000654,William Merrick,Merrick,William,Whig,senate,MD,
H000482,John Henderson,Henderson,John,Whig,senate,MS,
T000032,Nathaniel Tallmadge,Tallmadge,Nathaniel,Whig,senate,NY,
T000039,Benjamin Tappan,Tappan,Benjamin,Democrat,senate,OH,
P000437,Augustus Porter,Porter,Augustus,Whig,senate,MI,
B000233,Isaac Bates,Bates,Isaac,Whig,senate,MA,
B000251,Richard Bayard,Bayard,Richard,Whig,senate,DE,
C000375,Rufus Choate,Choate,Rufus,Whig,senate,MA,
R000285,William Rives,Rives,William,Whig,senate,VA,
W000067,Robert Walker,Walker,Robert,Democrat,senate,MS,
W000711,Levi Woodbury,Woodbury,Levi,Democrat,senate,NH,
S000746,William Sprague,Sprague,William,Whig,senate,RI,
A000302,Archibald Arrington,Arrington,Archibald,Democrat,house,NC,8.0
A000308,John Ashe,Ashe,John,Whig,house,TN,10.0
B000071,Osmyn Baker,Baker,Osmyn,Whig,house,MA,6.0
B000152,Daniel Barnard,Barnard,Daniel,Whig,house,NY,13.0
B000281,Samuel Beardsley,Beardsley,Samuel,Democrat,house,NY,20.0
B000354,James Belser,Belser,James,Democrat,house,AL,2.0
B000445,Benjamin Bidlack,Bidlack,Benjamin,Democrat,house,PA,11.0
B000494,Edward Black,Black,Edward,Democrat,house,GA,-1.0
B000516,Julius Blackwell,Blackwell,Julius,Democrat,house,TN,3.0
B000651,Pierre Bossier,Bossier,Pierre,Democrat,house,LA,4.0
B000687,Gustavus Bower,Bower,Gustavus,Democrat,house,MO,-1.0
B000797,Francis Brengle,Brengle,Francis,Whig,house,MD,2.0
B000837,Henry Brinkerhoff,Brinkerhoff,Henry,Democrat,house,OH,21.0
B000899,Aaron Brown,Brown,Aaron,Democrat,house,TN,6.0
B000925,Jeremiah Brown,Brown,Jeremiah,Whig,house,PA,8.0
B001088,Edmund Burke,Burke,Edmund,Democrat,house,NH,-1.0
B001114,Barker Burnell,Burnell,Barker,Whig,house,MA,10.0
C000090,John Campbell,Campbell,John,Democrat,house,SC,4.0
C000169,Levi Carpenter,Carpenter,Levi,Democrat,house,NY,20.0
C000215,Jeremiah Cary,Cary,Jeremiah,Democrat,house,NY,21.0
C000217,Shepard Cary,Cary,Shepard,Democrat,house,ME,7.0
C000251,George Catlin,Catlin,George,Democrat,house,CT,3.0
C000258,John Causin,Causin,John,Whig,house,MD,1.0
C000319,Absalom Chappell,Chappell,Absalom,Whig,house,GA,-1.0
C000358,Samuel Chilton,Chilton,Samuel,Whig,house,VA,9.0
C000520,Duncan Clinch,Clinch,Duncan,Whig,house,GA,-1.0
C000528,James Clinton,Clinton,James,Democrat,house,NY,9.0
C000625,Walter Coles,Coles,Walter,Democrat,house,VA,3.0
C000759,Mark Cooper,Cooper,Mark,Democrat,house,GA,-1.0
C000930,Edward Cross,Cross,Edward,Democrat,house,AR,1.0
D000020,Amasa Dana,Dana,Amasa,Democrat,house,NY,26.0
D000128,Richard Davis,Davis,Richard,Democrat,house,NY,8.0
D000171,Ezra Dean,Dean,Ezra,Democrat,house,OH,18.0
D000221,James Dellet,Dellet,James,Whig,house,AL,1.0
D000318,David Dickinson,Dickinson,David,Whig,house,TN,7.0
D000528,Alexander Duncan,Duncan,Alexander,Democrat,house,OH,1.0
E000131,Chesselden Ellis,Ellis,Chesselden,Democrat,house,NY,16.0
E000156,Lucius Elmer,Elmer,Lucius,Democrat,house,NJ,1.0
F000017,Isaac Farlee,Farlee,Isaac,Democrat,house,NJ,3.0
F000213,Elias Florence,Florence,Elias,Whig,house,OH,9.0
F000302,Ephraim Foster,Foster,Ephraim,Whig,senate,TN,
F000383,Henry Frick,Frick,Henry,Whig,house,PA,13.0
F000409,George Fuller,Fuller,George,Democrat,house,PA,12.0
G000218,Thomas Gilmer,Gilmer,Thomas,Democrat,house,VA,5.0
G000406,Byram Green,Green,Byram,Democrat,house,NY,27.0
G000423,Willis Green,Green,Willis,Whig,house,KY,2.0
H000120,Edward Hamlin,Hamlin,Edward,Whig,house,OH,21.0
H000125,William Hammett,Hammett,William,Democrat,house,MS,-1.0
H000185,John Hardin,Hardin,John,Whig,house,IL,7.0
H000406,Samuel Hays,Hays,Samuel,Democrat,house,PA,22.0
H000539,Joshua Herrick,Herrick,Joshua,Democrat,house,ME,1.0
H000895,William Hubbell,Hubbell,William,Democrat,house,NY,30.0
H000917,Daniel Huger,Huger,Daniel,Democrat,senate,SC,
H000927,James Hughes,Hughes,James,Democrat,house,MO,-1.0
I000033,James Irvin,Irvin,James,Whig,house,PA,17.0
J000092,Michael Jenks,Jenks,Michael,Whig,house,PA,6.0
J000122,Cave Johnson,Johnson,Cave,Democrat,house,TN,9.0
J000167,Perley Johnson,Johnson,Perley,Whig,house,OH,13.0
J000240,John Jones,Jones,John,Democrat,house,VA,6.0
K000109,John Kennedy,Kennedy,John,Whig,house,MD,4.0
K000236,Littleton Kirkpatrick,Kirkpatrick,Littleton,Democrat,house,NJ,4.0
L000001,Alcée La Branche,La Branche,Alcée,Democrat,house,LA,2.0
L000029,John Lamar,Lamar,John,Democrat,house,GA,-1.0
L000248,Moses Leonard,Leonard,Moses,Democrat,house,NY,5.0
L000494,William Lucas,Lucas,William,Democrat,house,VA,10.0
L000544,Lucius Lyon,Lyon,Lucius,Democrat,house,MI,2.0
M000237,James Mathews,Mathews,James,Democrat,house,OH,16.0
M000323,William McCauslen,McCauslen,William,Democrat,house,OH,17.0
M000713,John Millen,Millen,John,Democrat,house,GA,-1.0
M000899,Heman Moore,Moore,Heman,Democrat,house,OH,10.0
N000080,Willoughby Newton,Newton,Willoughby,Whig,house,VA,8.0
P000076,William Parmenter,Parmenter,William,Democrat,house,MA,4.0
P000129,Thomas Patterson,Patterson,Thomas,Whig,house,NY,28.0
P000462,Elisha Potter,Potter,Elisha,Law and Order,house,RI,2.0
P000507,Zadock Pratt,Pratt,Zadock,Democrat,house,NY,11.0
P000515,Jacob Preston,Preston,Jacob,Whig,house,MD,5.0
P000571,Smith Purdy,Purdy,Smith,Democrat,house,NY,22.0
R000087,Kenneth Rayner,Rayner,Kenneth,Whig,house,NC,9.0
R000090,Almon Read,Read,Almon,Democrat,house,PA,12.0
R000106,John Reding,Reding,John,Democrat,house,NH,-1.0
R000110,Charles Reed,Reed,Charles,Whig,house,PA,23.0
R000351,Orville Robinson,Robinson,Orville,Democrat,house,NY,23.0
R000379,George Rodney,Rodney,George,Whig,house,DE,0.0
R000390,Charles Rogers,Rogers,Charles,Whig,house,NY,14.0
R000528,Jeremiah Russell,Russell,Jeremiah,Democrat,house,NY,10.0
S000024,Samuel Sample,Sample,Samuel,Whig,house,IN,9.0
S000078,Romulus Saunders,Saunders,Romulus,Democrat,house,NC,5.0
S000245,William Senter,Senter,William,Whig,house,TN,2.0
S000271,Thomas Seymour,Seymour,Thomas,Democrat,house,CT,1.0
S000425,Samuel Simons,Simons,Samuel,Democrat,house,CT,4.0
S000576,John Smith,Smith,John,Democrat,house,PA,3.0
S000720,Thomas Spence,Spence,Thomas,Whig,house,MD,6.0
S000843,Lewis Steenrod,Steenrod,Lewis,Democrat,house,VA,15.0
S000874,Lemuel Stetson,Stetson,Lemuel,Democrat,house,NY,15.0
S000913,John Stewart,Stewart,John,Democrat,house,CT,2.0
S000925,William Stiles,Stiles,William,Democrat,house,GA,-1.0
S000952,Alfred Stone,Stone,Alfred,Democrat,house,OH,10.0
S001016,Selah Strong,Strong,Selah,Democrat,house,NY,1.0
S001066,George Summers,Summers,George,Whig,house,VA,14.0
T000404,Tilghman Tucker,Tucker,Tilghman,Democrat,house,MS,-1.0
T000447,Asher Tyler,Tyler,Asher,Whig,house,NY,31.0
V000048,John Vanmeter,Vanmeter,John,Whig,house,OH,8.0
W000311,John Wethered,Wethered,John,Whig,house,MD,3.0
W000357,Benjamin White,White,Benjamin,Democrat,house,ME,5.0
W000380,John White,White,John,Whig,house,KY,6.0
W000475,William Wilkins,Wilkins,William,Democrat,house,PA,21.0
W000503,Henry Williams,Williams,Henry,Democrat,house,MA,9.0
W000649,Henry Wise,Wise,Henry,Democrat,house,VA,7.0
W000770,Silas Wright,Wright,Silas,Democrat,senate,NY,
F000304,Henry Foster,Foster,Henry,Democrat,senate,NY,
F000336,John Francis,Francis,John,Law and Order,senate,RI,
B001005,James Buchanan,Buchanan,James,Democrat,senate,PA,
F000425,William Fulton,Fulton,William,Democrat,senate,AR,
C001023,Alfred Cuthbert,Cuthbert,Alfred,Democrat,senate,GA,
L000338,Lewis Linn,Linn,Lewis,Democrat,senate,MO,
M001050,Alexander Mouton,Mouton,Alexander,Democrat,senate,LA,
P000510,Samuel Prentiss,Prentiss,Samuel,Whig,senate,VT,
P000519,William Preston,Preston,William,Whig,senate,SC,
S000599,Oliver Smith,Smith,Oliver,Whig,senate,IN,
S000600,Perry Smith,Smith,Perry,Democrat,senate,CT,
Y000050,Richard Young,Young,Richard,Democrat,senate,IL,
D000376,Nathan Dixon,Dixon,Nathan,Whig,senate,RI,
W000532,Reuel Williams,Williams,Reuel,Democrat,senate,ME,
G000362,William Graham,Graham,William,Whig,senate,NC,
A000104,Julius Alford,Alford,Julius,Whig,house,GA,-1.0
A000120,Elisha Allen,Allen,Elisha,Whig,house,ME,8.0
A000247,Landaff Andrews,Andrews,Landaff,Whig,house,KY,11.0
A000249,Sherlock Andrews,Andrews,Sherlock,Whig,house,OH,15.0
A000269,Nathan Appleton,Appleton,Nathan,Whig,house,MA,1.0
A000297,Thomas Arnold,Arnold,Thomas,Whig,house,TN,1.0
A000350,John Aycrigg,Aycrigg,John,Whig,house,NJ,-1.0
B000003,Alfred Babcock,Babcock,Alfred,Whig,house,NY,33.0
B000115,Linn Banks,Banks,Linn,Democrat,house,VA,13.0
B000214,Richard Barton,Barton,Richard,Whig,house,VA,15.0
B000313,Henry Beeson,Beeson,Henry,Democrat,house,PA,20.0
B000484,Victory Birdseye,Birdseye,Victory,Whig,house,NY,23.0
B000498,Henry Black,Black,Henry,Whig,house,PA,18.0
B000522,Bernard Blair,Blair,Bernard,Whig,house,NY,12.0
B000578,William Boardman,Boardman,William,Whig,house,CT,2.0
B000636,Nathaniel Borden,Borden,Nathaniel,Whig,house,MA,10.0
B000708,Samuel Bowne,Bowne,Samuel,Democrat,house,NY,19.0
B000814,David Brewster,Brewster,David,Democrat,house,NY,17.0
B000830,George Briggs,Briggs,George,Whig,house,MA,7.0
B000854,John Brockway,Brockway,John,Whig,house,CT,6.0
B000868,David Bronson,Bronson,David,Whig,house,ME,4.0
B001189,Sampson Butler,Butler,Sampson,Democrat,house,SC,4.0
B001195,William Butler,Butler,William,Whig,house,SC,6.0
B001197,William Butler,Butler,William,Democrat,house,KY,13.0
C000032,Greene Caldwell,Caldwell,Greene,Democrat,house,NC,11.0
C000039,Patrick Caldwell,Caldwell,Patrick,Democrat,house,SC,9.0
C000046,William Calhoun,Calhoun,William,Whig,house,MA,8.0
C000101,Thomas Campbell,Campbell,Thomas,Whig,house,TN,4.0
C000209,Robert Caruthers,Caruthers,Robert,Whig,house,TN,7.0
C000213,George Cary,Cary,George,Democrat,house,VA,2.0
C000230,Zadok Casey,Casey,Zadok,Ind. Democrat,house,IL,2.0
C000355,Timothy Childs,Childs,Timothy,Whig,house,NY,28.0
C000374,Thomas Chittenden,Chittenden,Thomas,Whig,house,NY,18.0
C000443,John Clark,Clark,John,Whig,house,NY,21.0
C000471,Staley Clarke,Clarke,Staley,Whig,house,NY,31.0
C000518,Nathan Clifford,Clifford,Nathan,Democrat,house,ME,1.0
C000821,Benjamin Cowen,Cowen,Benjamin,Whig,house,OH,11.0
C000884,James Cravens,Cravens,James,Whig,house,IN,4.0
C000890,George Crawford,Crawford,George,Whig,house,GA,-1.0
C001016,Caleb Cushing,Cushing,Caleb,Whig,house,MA,3.0
