year,uuid,member,disclosure_date
2018,3527564d-67d0-43f7-9d70-02067a55e2fb,RICHARD BLUMENTHAL,2018-10-25
2018,39c78342-f5e4-47eb-83fd-2e101e8c1724,RICHARD M BURR,2018-10-16
2018,0a9a1209-6dc7-499b-be11-847b557c833d,RICHARD M BURR,2018-10-16
2018,60f60b4f-0b5d-4090-82a8-b0800110d21e,DIANNE FEINSTEIN,2018-10-15
2018,6dcf9d5b-80eb-4ed8-b5f7-4b2f52a14200,JOHN BOOZMAN,2018-10-11
2018,c413b08c-f70d-41d1-a7b8-ea38a00f6d18,RICHARD M BURR,2018-10-09
2018,70abcb59-ae68-44bc-a8db-7ccc5673c5af,RICHARD BLUMENTHAL,2018-10-02
2018,883ac04d-7b79-4949-9221-6ac7567d2558,RICHARD M BURR,2018-09-26
2018,39aa7199-9987-407f-8d8e-2ed7a49d0339,RICHARD BLUMENTHAL,2018-09-24
2018,0ae483c8-5984-4df3-b793-86c6902d8969,JOHN BOOZMAN,2018-09-19
2018,4b384664-d12b-465b-8219-c910566adf06,DIANNE FEINSTEIN,2018-09-13
2018,b3ad2c88-ec0f-490b-bfca-7d3d127f78ee,RICHARD BLUMENTHAL,2018-08-27
2018,673b04e0-fb5a-4234-ac4d-43f7d084b543,RICHARD M BURR,2018-08-23
2018,e195317b-6b9c-4f37-83e7-446cb67ce99e,JOHN BOOZMAN,2018-08-15
2018,00b68ed0-107b-4837-b3b2-2587158cf9dc,DIANNE FEINSTEIN,2018-08-15
2018,d7a56259-f5b0-4861-9a38-14050c49ba96,RICHARD BLUMENTHAL,2018-08-13
2018,b7f4ea2f-1dfe-4375-a408-7f7bbb1b2e19,RICHARD M BURR,2018-07-30
2018,d53321ee-78d6-40dd-9011-40b0defe14cb,RICHARD BLUMENTHAL,2018-07-23
2018,383fb792-fd57-44fb-a8d6-46909a496b33,JOHN BOOZMAN,2018-07-19
2018,9eaa5a59-b8a5-44ae-b77b-5cc7cf2a8076,DIANNE FEINSTEIN,2018-07-09
2018,2d0972d0-fd7d-472b-bc07-33863c26fddb,RICHARD M BURR,2018-06-27
2018,81056250-5eb1-4dc1-9f31-97fd69b72182,RICHARD M BURR,2018-06-27
2018,b046cfbb-d34c-412a-bbfd-0c1998b43be1,JOHN BOOZMAN,2018-06-21
2018,aa258eda-0256-4ec9-bcc2-b03f7ff9228f,DIANNE FEINSTEIN,2018-06-11
2018,92de2283-fef4-4f5c-bead-956ceb88688d,RICHARD BLUMENTHAL,2018-05-24
2018,7d534d16-8f7d-4ef1-8be2-a1d815c9d708,DIANNE FEINSTEIN,2018-05-22
2018,298d2c2a-63ac-4d94-8be4-3717a336f30c,DIANNE FEINSTEIN,2018-05-22
2018,9ac5f227-4b29-480d-9221-4f5468fef9fc,DIANNE FEINSTEIN,2018-05-22
2018,1bae21d6-4cec-4c77-9a14-d52256f5ea57,DIANNE FEINSTEIN,2018-05-22
2018,c8cb0053-985a-4619-b522-b8d627e3e4ee,DIANNE FEINSTEIN,2018-05-21
2018,67ff37f6-b248-437f-bbcb-7cd5f6dfce78,RICHARD M BURR,2018-05-17
2018,c439145a-47b1-4146-8838-06cd744d649a,RICHARD M BURR,2018-05-10
2018,e787a949-dba2-4b49-8d97-c27a8afce004,RICHARD M BURR,2018-05-01
2018,e194954a-ab04-4284-9d79-c830631d348d,JOHN BOOZMAN,2018-04-20
2018,b592b168-6ec8-4ea4-b153-cd3148404c2e,RICHARD BLUMENTHAL,2018-04-02
2018,9604cc5c-4cc3-4f3e-8c2d-11199e4ce90f,JOHN BOOZMAN,2018-03-07
2018,c2888db8-8e5e-4384-97cb-818c5b63268d,JOHN BOOZMAN,2018-02-15
2018,65284b1c-0849-4eb2-8c8c-73440c804edd,RICHARD M BURR,2018-02-15
2018,84bdabd1-9e02-420a-937e-fc7906a75cc4,RICHARD M BURR,2018-02-08
2018,058d2627-f241-431d-a70f-fd71f9168924,JOHN BOOZMAN,2018-01-18
2018,836382b4-f8ee-4061-aae7-e5b1f8032b9b,RICHARD M BURR,2018-01-04
2019,dc7026aa-e4d5-481c-9846-270e41a8f72c,JOHN BOOZMAN,2019-12-20
2019,b7efa216-68b7-412b-9ca9-a491afc231ff,RICHARD BLUMENTHAL,2019-12-16
2019,dc2d7218-f412-4aa0-af59-1f7790502c43,RICHARD M BURR,2019-12-04
2019,73d356d2-b803-4997-b6d4-8f74c32134f9,RICHARD BLUMENTHAL,2019-11-25
2019,ae296441-8769-4000-90eb-7c73987593e0,RICHARD M BURR,2019-11-19
2019,fc91143a-9848-4936-b404-9a78972a57ca,RICHARD BLUMENTHAL,2019-10-28
2019,5dbceca2-e2ab-4520-8580-4a2ebe968f47,RICHARD BLUMENTHAL,2019-10-08
2019,e4610adc-4743-470f-a267-232d0fd1d34f,RICHARD M BURR,2019-09-19
2019,23a66446-0a5f-4f04-8e57-da53c701b4c2,JOHN BOOZMAN,2019-09-12
2019,573468dc-d6e1-4873-a3e8-cfbb9f3bb958,RICHARD BLUMENTHAL,2019-08-30
2019,b87fa874-b6df-4b65-9f67-3d17b08db2ca,DIANNE FEINSTEIN,2019-08-19
2019,1f722e86-cc10-49b9-8dcc-62fb6251fc5f,RICHARD BLUMENTHAL,2019-08-13
2019,6d562c3e-4be9-4811-8759-fef6c3fa0a40,JOHN BOOZMAN,2019-08-09
2019,c5663e35-5503-41f1-af29-d1647866c41e,RICHARD BLUMENTHAL,2019-08-05
2019,b93a26ef-d98b-4b8c-95ef-e7a870df27fc,RICHARD M BURR,2019-08-01
2019,ba0e05ef-d738-40db-9219-0b18d6cf4323,RICHARD M BURR,2019-08-01
2019,81392e16-9a75-4017-843e-2c8f43b7a102,RICHARD M BURR,2019-07-24
2019,19ef112b-74fa-4106-bcaf-93591448b7a0,DIANNE FEINSTEIN,2019-07-17
2019,6ba5ea80-a974-49c8-b86e-79d0e79b8b20,RICHARD M BURR,2019-07-17
2019,4fced9a8-70f9-4a26-bd65-f4537ccb4a09,RICHARD BLUMENTHAL,2019-07-15
2019,1146e634-4ae6-4bfd-b507-9aaae89fa796,JOHN BOOZMAN,2019-07-11
2019,dcc03a94-7b6c-4a79-9b6d-f1ca8f4a7307,RICHARD M BURR,2019-07-10
2019,9bd241d9-dfd9-4c0d-ba26-293762f60c7c,RICHARD BLUMENTHAL,2019-06-25
2019,956fba46-eace-4066-90dd-175fcb34e271,RICHARD M BURR,2019-06-25
2019,2e18b058-5d98-4ccc-bc0f-6c29c21defd6,RICHARD M BURR,2019-06-20
2019,c075c149-8a56-4afd-9c75-0ad24eb084a0,JOHN BOOZMAN,2019-06-18
2019,047cd045-9b5d-402a-aebe-5bef2fba6678,DIANNE FEINSTEIN,2019-06-18
2019,3a8bb122-7d18-4449-880a-1ed8df6dcca7,DIANNE FEINSTEIN,2019-06-14
2019,33f4d3b8-e8b0-40e0-850e-8e17368e1e47,DIANNE FEINSTEIN,2019-06-14
2019,7766aa20-f944-43f8-8317-866a033c1d9d,DIANNE FEINSTEIN,2019-06-14
2019,400f71cc-d75f-4ae3-a7b1-cdf634cbd1b6,DIANNE FEINSTEIN,2019-06-14
2019,f87e5b8f-8752-4d07-a5a8-cd777a7e70bd,DIANNE FEINSTEIN,2019-06-14
2019,7761ed3b-b504-4431-ba82-09f9e5c22c65,RICHARD M BURR,2019-06-11
2019,dccff9e9-9249-4ec7-90fe-3be97fe0b199,DIANNE FEINSTEIN,2019-05-22
2019,9df8ad03-172a-43eb-80f4-b6f311b2aa41,JOHN BOOZMAN,2019-05-20
2019,d5aedac2-a021-4f33-9142-721d3c82724f,RICHARD M BURR,2019-05-02
2019,5ba213ef-42a1-4517-bf32-5cc941a82d7c,RICHARD M BURR,2019-05-02
2019,0d1cda01-6aae-49e1-9c70-b88fb6c86af8,DIANNE FEINSTEIN,2019-04-29
2019,40f35e56-632b-4b9d-b28c-658419ca0d53,RICHARD BLUMENTHAL,2019-04-29
2019,df5cc344-2da5-471d-9470-be7ecc4d742f,JOHN BOOZMAN,2019-04-23
2019,1597ee5f-a104-4740-905e-753b67800a43,RICHARD M BURR,2019-04-10
2019,59e4865b-0547-48e7-8f92-f0bc687b788b,RICHARD BLUMENTHAL,2019-04-08
2019,644865e7-929f-424c-add9-42b199bf3280,RICHARD M BURR,2019-04-04
2019,7af87c4e-454a-4a3e-8097-6d27cf59c714,DIANNE FEINSTEIN,2019-03-25
2019,af36bd7e-37df-423b-9d5f-95d40eec8ee7,RICHARD BLUMENTHAL,2019-03-19
2019,7f0d501b-72c9-40f5-bd07-f76d6aed289d,JOHN BOOZMAN,2019-03-06
2019,8e223aef-2f07-43cb-9af3-12914429aa46,RICHARD BLUMENTHAL,2019-02-19
2019,aaafdc5d-4641-4a0a-9f6c-31333bab4d6e,DIANNE FEINSTEIN,2019-02-14
2019,8a404fb9-609e-48c0-a67f-6337f88f6652,RICHARD M BURR,2019-02-13
2019,d26e9de9-163b-451f-ae32-fab6e211e5d0,JOHN BOOZMAN,2019-02-08
2019,8fa0d41f-828d-4849-9e45-4e66fe164d3b,RICHARD M BURR,2019-01-29
2019,444cd62d-7b2a-4745-bc27-0e09aa671956,JOHN BOOZMAN,2019-01-18
