BioGuideID,Name,ticker,traded,Transaction
C001105,Barbara J  Comstock,VEA,2017-12-18,Sale
F000462,Lois Frankel,PXD,2017-12-15,Purchase
F000462,Lois Frankel,CVS,2017-12-13,Sale
G000563,Bob Gibbs,CQP,2017-12-08,Sale
F000462,Lois Frankel,RGC,2017-12-08,Sale
F000462,Lois Frankel,UNP,2017-12-06,Sale
L000579,Alan S. Lowenthal,SIEGY,2017-12-06,Sale
H001051,Richard L. Hanna,PRGO,2017-12-05,Sale
L000579,Alan S. Lowenthal,DLPH,2017-12-04,Purchase
T000475,David A. Trott,ANDX,2017-11-29,Sale
C001107,Carlos Curbelo,GOGO,2017-11-29,Purchase
F000462,Lois Frankel,MMM,2017-11-28,Sale
M001193,Thomas Macarthur,RSP,2017-11-27,Sale
W000797,Debbie Wasserman Schultz,WSTL,2017-11-22,Sale
W000797,Debbie Wasserman Schultz,WSTL,2017-11-22,Sale
S001190,Bradley S. Schneider,LH,2017-11-21,Sale
F000450,Virginia Foxx,MRK,2017-11-21,Sale
M001180,David B. Mckinley,ACN,2017-11-21,Purchase
F000450,Virginia Foxx,MRLN,2017-11-16,Sale
S001190,Bradley S. Schneider,BABA,2017-11-16,Purchase
F000462,Lois Frankel,CVS,2017-11-15,Sale
M001193,Thomas Macarthur,ACN,2017-11-15,Purchase
M001193,Thomas Macarthur,FRCOY,2017-11-15,Purchase
F000462,Lois Frankel,XEL,2017-11-15,Sale
F000450,Virginia Foxx,IDT,2017-11-15,Sale
F000450,Virginia Foxx,APTS,2017-11-15,Purchase
F000462,Lois Frankel,CVS,2017-11-15,Sale
F000462,Lois Frankel,XEL,2017-11-15,Sale
F000450,Virginia Foxx,NUE,2017-11-15,Sale
M001193,Thomas Macarthur,KMTUY,2017-11-13,Sale
F000462,Lois Frankel,PBF,2017-11-10,Sale
Y000062,John A. Yarmuth,USB,2017-11-09,Sale
Y000062,John A. Yarmuth,UNH,2017-11-09,Sale
Y000062,John A. Yarmuth,UNP,2017-11-09,Sale
Y000062,John A. Yarmuth,INTC,2017-11-09,Sale
Y000062,John A. Yarmuth,NEE,2017-11-09,Sale
