doc_id,last,first,filing_type,state_district,filing_date_raw,disclosure_date,declarant_name,url_pdf
20016985,Allen,Richard W.,P,GA12,7/20/2020,2020-07-20,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016985.pdf
20017164,Allen,Richard W.,P,GA12,8/18/2020,2020-08-18,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017164.pdf
20017470,Allen,Richard W.,P,GA12,10/6/2020,2020-10-06,Richard W. Allen,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017470.pdf
20016417,Amash,Justin,P,MI03,4/15/2020,2020-04-15,Justin Amash,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016417.pdf
20016981,Banks,James E.,P,IN03,7/20/2020,2020-07-20,James E. Banks,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016981.pdf
20017133,Banks,James E.,P,IN03,8/12/2020,2020-08-12,James E. Banks,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017133.pdf
20017201,Banks,James E.,P,IN03,8/17/2020,2020-08-17,James E. Banks,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017201.pdf
20017359,Banks,James E.,P,IN03,9/15/2020,2020-09-15,James E. Banks,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017359.pdf
20017471,Banks,James E.,P,IN03,10/6/2020,2020-10-06,James E. Banks,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017471.pdf
20017843,Banks,James E.,P,IN03,12/17/2020,2020-12-17,James E. Banks,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017843.pdf
20013832,Beyer,Donald Sternoff,P,VA08,1/2/2020,2020-01-02,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013832.pdf
20016099,Beyer,Donald Sternoff,P,VA08,2/22/2020,2020-02-22,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf
20016101,Beyer,Donald Sternoff,P,VA08,2/22/2020,2020-02-22,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016101.pdf
20016371,Beyer,Donald Sternoff,P,VA08,4/7/2020,2020-04-07,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016371.pdf
20016572,Beyer,Donald Sternoff,P,VA08,5/9/2020,2020-05-09,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016572.pdf
20016587,Beyer,Donald Sternoff,P,VA08,5/12/2020,2020-05-12,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016587.pdf
20016686,Beyer,Donald Sternoff,P,VA08,5/31/2020,2020-05-31,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016686.pdf
