bioguide,ticker,date,sense
B001284,GE,2020-04-06,Purchase
B001292,MSFT,2020-10-22,Sale
C001123,BKNG,2020-03-12,Purchase
C001123,CBOE,2020-04-29,Purchase
C001123,CNP,2020-03-18,Sale
C001123,DISCA,2020-03-18,Purchase
F000462,PBF,2020-06-09,Purchase
G000583,VZ,2020-07-23,Purchase
K000389,1AMT_MI,2020-03-12,Purchase
K000389,1AMT_MI,2020-05-19,Purchase
K000389,1AMT_MI,2020-08-17,Purchase
K000389,1AMT_MI,2020-09-17,Purchase
K000389,A,2020-02-11,Purchase
K000389,AAL,2020-02-11,Purchase
K000389,AAL,2020-05-20,Purchase
K000389,AAPL,2020-05-07,Sale
K000389,AAPL,2020-05-20,Sale
K000389,AAPL,2020-07-28,Sale
K000389,ABBV,2020-11-03,Purchase
K000389,ABT,2020-02-11,Purchase
K000389,ABT,2020-05-20,Purchase
K000389,ACGL,2020-02-11,Purchase
K000389,ACGL,2020-05-19,Purchase
K000389,ACM,2020-02-20,Purchase
K000389,ACN,2020-05-20,Purchase
K000389,ADBE,2020-05-20,Purchase
K000389,ADBE,2020-09-17,Sale
K000389,ADI,2020-04-07,Sale
K000389,ADI,2020-10-03,Purchase
K000389,ADM,2020-03-05,Sale
K000389,ADM,2020-04-07,Sale
K000389,ADM,2020-07-21,Purchase
K000389,ADP,2020-05-20,Purchase
K000389,ADP,2020-11-13,Purchase
K000389,ADT,2020-11-03,Sale
K000389,AEP,2020-02-11,Purchase
K000389,AEP,2020-05-20,Purchase
K000389,AER,2020-05-20,Purchase
K000389,AFG,2020-01-08,Sale
K000389,AFG,2020-02-11,Purchase
K000389,AFG,2020-05-20,Sale
K000389,AFG,2020-09-29,Purchase
K000389,AGN,2020-04-07,Purchase
K000389,AGO,2020-03-29,Sale
K000389,AGR,2020-07-21,Purchase
K000389,AIG,2020-05-20,Purchase
K000389,ALB,2020-02-19,Sale
K000389,ALB,2020-11-03,Sale
K000389,ALGN,2020-05-20,Purchase
K000389,ALK,2020-05-20,Purchase
K000389,ALL,2020-02-11,Sale
K000389,ALL,2020-05-20,Purchase
K000389,ALL,2020-07-28,Sale
K000389,ALXN,2020-02-11,Purchase
K000389,AMAT,2020-02-11,Purchase
K000389,AMAT,2020-07-21,Purchase
K000389,AMCR,2020-05-20,Purchase
K000389,AMD,2020-07-25,Purchase
K000389,AMGN,2020-09-29,Purchase
K000389,AMGN,2020-11-03,Sale
K000389,AMP,2020-02-11,Sale
K000389,AMP,2020-03-05,Sale
K000389,AMT,2020-02-11,Sale
K000389,AMZN,2020-02-11,Purchase
K000389,AMZN,2020-03-05,Sale
K000389,ANET,2020-01-03,Sale
K000389,ANET,2020-09-29,Purchase
K000389,ANSS,2020-02-11,Purchase
K000389,ANTM,2020-07-23,Sale
K000389,AON,2020-02-11,Purchase
K000389,AONE,2020-02-11,Purchase
K000389,AOS,2020-02-11,Sale
K000389,ARW,2020-02-11,Purchase
K000389,ARW,2020-03-05,Sale
K000389,ATH,2020-01-08,Purchase
K000389,ATH_PC,2020-02-11,Sale
K000389,ATH_PC,2020-04-07,Purchase
K000389,ATH_PC,2020-05-20,Purchase
K000389,ATRN,2020-02-02,Purchase
K000389,ATRN,2020-10-19,Purchase
K000389,ATRN,2020-11-06,Purchase
K000389,AVT,2020-02-11,Purchase
K000389,AXNT,2020-03-05,Sale
K000389,AXP,2020-05-20,Sale
K000389,BA,2020-04-07,Sale
K000389,BA,2020-07-23,Purchase
K000389,BA,2020-10-03,Purchase
K000389,BAC,2020-01-05,Purchase
