doc_id,nous,semaine1,delta
20007468,4,4,0
20007311,1,1,0
20007324,1,1,0
20007328,1,1,0
20007334,2,2,0
20007348,3,3,0
20007389,1,1,0
20007409,1,1,0
20007420,2,2,0
20007424,1,1,0
20007425,3,3,0
20007262,1,1,0
20007440,2,2,0
20007459,1,1,0
20008639,1,1,0
20007498,1,1,0
20007519,1,1,0
20007536,2,2,0
20007547,5,5,0
20007551,1,1,0
20007553,1,1,0
20007561,1,1,0
20007564,1,1,0
20007442,1,1,0
20007260,2,2,0
20007220,1,1,0
20007192,1,1,0
20006863,1,1,0
20006876,1,1,0
20006883,1,1,0
20006956,4,4,0
20006957,3,3,0
20006994,3,3,0
20006996,1,1,0
20007006,1,1,0
20007018,1,1,0
20007037,1,1,0
20007052,2,2,0
20007081,1,1,0
20007089,1,1,0
20007094,1,1,0
20007096,1,1,0
20007117,1,1,0
20007120,1,1,0
20007141,1,1,0
20007162,1,1,0
20007182,1,1,0
20007183,1,1,0
20007187,1,1,0
20007190,1,1,0
20007572,1,1,0
20007584,3,3,0
20007594,1,1,0
20007613,1,1,0
20008235,4,4,0
20008236,1,1,0
20008259,3,3,0
20008273,3,3,0
20008277,1,1,0
20008298,1,1,0
20008316,4,4,0
20008319,4,4,0
20008320,2,2,0
20008337,3,3,0
20008341,1,1,0
20008349,1,1,0
20008370,1,1,0
20008405,1,1,0
20008419,4,4,0
20008427,1,1,0
20008449,4,4,0
20008477,3,3,0
20008511,2,2,0
20008534,1,1,0
20008550,1,1,0
20008576,1,1,0
20008628,1,1,0
20008232,1,1,0
20006852,1,1,0
20008191,3,3,0
20008149,2,2,0
20007661,1,1,0
20007684,4,4,0
20007702,1,1,0
20007742,1,1,0
20007750,1,1,0
20007766,1,1,0
20007811,2,2,0
20007821,1,1,0
20007837,7,7,0
20007870,2,2,0
20007899,3,3,0
20007916,1,1,0
20007922,1,1,0
20007936,1,1,0
20007964,1,1,0
20007988,2,2,0
20007996,1,1,0
20008048,2,2,0
20008061,1,1,0
20008062,6,6,0
20008065,2,2,0
20008124,1,1,0
20008139,1,1,0
20008169,4,4,0
20006851,1,1,0
20008644,4,4,0
20006521,1,1,0
20006510,1,1,0
20006658,1,1,0
20006739,2,2,0
20006517,2,2,0
20006623,1,1,0
20006657,1,1,0
20006750,1,1,0
20006666,3,3,0
20006644,2,2,0
20006554,1,1,0
20006633,1,1,0
20006568,2,2,0
20006570,1,1,0
20006601,4,4,0
20006785,1,1,0
20006614,3,3,0
20006547,1,1,0
20006687,2,2,0
20006622,1,1,0
20006734,2,2,0
20006837,1,1,0
20006698,1,1,0
20006447,1,1,0
20006479,1,1,0
20006483,1,1,0
20006723,1,1,0
20006690,1,1,0
20003127,1,1,0
20007652,1,0,1
20007308,2,1,1
20007591,1,0,1
