doc_id,nous,semaine1,delta
20007636,1,0,1
20007285,1,0,1
20007634,1,0,1
20007604,1,0,1
20007599,1,0,1
20007592,2,1,1
20007647,2,1,1
20007640,1,0,1
20006715,1,0,1
20006688,1,0,1
20006634,1,0,1
20006700,1,0,1
20007569,3,2,1
20006641,2,1,1
20006695,1,0,1
20006649,1,0,1
20007397,1,0,1
20007537,1,0,1
20007410,1,0,1
20007423,1,0,1
20006665,1,0,1
20007587,1,0,1
20007703,1,0,1
20007804,1,0,1
20006840,1,0,1
20006507,1,0,1
20008237,1,0,1
20008243,2,1,1
20008272,1,0,1
20006502,3,2,1
20008274,2,1,1
20006495,1,0,1
20008217,1,0,1
20008293,11,10,1
20008351,2,1,1
20008373,4,3,1
20008379,7,6,1
20008395,3,2,1
20008471,2,1,1
20008474,2,1,1
20008481,1,0,1
20008345,4,3,1
20008187,1,0,1
20008185,1,0,1
20008125,1,0,1
20007716,3,2,1
20006612,2,1,1
20007284,2,1,1
20007835,1,0,1
20006575,1,0,1
20006574,1,0,1
20006573,7,6,1
20007902,5,4,1
20007919,1,0,1
20007929,1,0,1
20006566,1,0,1
20007967,1,0,1
20008012,1,0,1
20006551,1,0,1
20008077,1,0,1
20008102,1,0,1
20008110,2,1,1
20007697,4,3,1
20006724,1,0,1
20003007,1,0,1
20006784,7,6,1
20007200,1,0,1
20006882,1,0,1
20006946,1,0,1
20007073,1,0,1
20007070,1,0,1
20006974,1,0,1
20007067,1,0,1
20006972,1,0,1
20006792,1,0,1
20007188,1,0,1
20007101,1,0,1
20006825,1,0,1
20006768,2,1,1
20006802,1,0,1
20006965,2,1,1
20007189,1,0,1
20007209,1,0,1
20007113,3,2,1
20006755,1,0,1
20007211,1,0,1
20006963,1,0,1
20007159,1,0,1
20006828,1,0,1
20006737,1,0,1
20007017,1,0,1
20007570,2,0,2
20007100,2,0,2
20007632,2,0,2
20008194,4,2,2
20006986,4,2,2
20008143,3,1,2
20008192,4,2,2
20008078,6,4,2
20006753,3,1,2
20008137,2,0,2
20008167,2,0,2
20008068,2,0,2
20006832,2,0,2
20007563,3,1,2
20008049,7,5,2
20006797,2,0,2
20007788,2,0,2
20007784,3,1,2
20007829,11,9,2
20007016,4,2,2
20007764,2,0,2
20007866,2,0,2
20007867,2,0,2
20007035,2,0,2
20007878,2,0,2
20008060,2,0,2
20007741,2,0,2
20007881,2,0,2
20007942,5,3,2
20007945,2,0,2
20007971,2,0,2
20007972,2,0,2
20007986,5,3,2
20006992,6,4,2
20007997,4,2,2
20006991,3,1,2
20008029,3,1,2
20007740,3,1,2
20006751,6,4,2
20007812,2,0,2
20007565,3,1,2
20006881,2,0,2
20007407,2,0,2
20006867,2,0,2
20007289,2,0,2
20006949,2,0,2
20008431,8,6,2
20007396,4,2,2
20008442,2,0,2
20008454,2,0,2
20008346,4,2,2
20007383,2,0,2
20008545,3,1,2
20007375,2,0,2
20008520,2,0,2
20006731,2,0,2
20007370,3,1,2
20007359,2,0,2
20008521,2,0,2
20007350,2,0,2
20007349,2,0,2
20008501,3,1,2
20008544,2,0,2
20006463,4,2,2
20008309,2,0,2
20006593,3,1,2
20007161,2,0,2
20008250,2,0,2
20007179,2,0,2
20007546,2,0,2
20008258,13,11,2
20006505,3,1,2
20008596,2,0,2
20006928,2,0,2
20007507,2,0,2
20007496,2,0,2
20007483,2,0,2
20006912,3,1,2
20007474,6,4,2
20007239,2,0,2
20007460,22,20,2
20006903,3,1,2
20008301,2,0,2
20006683,2,0,2
20008542,8,6,2
20008569,3,0,3
20008588,3,0,3
20008586,4,1,3
20006434,17,14,3
20007943,4,1,3
20008505,6,3,3
20006412,4,1,3
20006440,3,0,3
20008066,6,3,3
20006887,4,1,3
20006909,3,0,3
20008271,11,8,3
20008523,3,0,3
20007240,4,1,3
20006839,3,0,3
20006660,9,6,3
20007210,8,5,3
20007729,3,0,3
20007630,5,2,3
20006627,9,6,3
20007655,3,0,3
20007391,3,0,3
20007226,7,4,3
20007121,8,5,3
20007694,9,6,3
20006639,3,0,3
20006735,3,0,3
20007279,3,0,3
20008424,4,0,4
20008322,4,0,4
20006944,12,8,4
20008506,4,0,4
20007399,6,2,4
20006540,6,2,4
20008315,4,0,4
20008135,7,3,4
20008343,5,1,4
20006858,6,2,4
20005631,10,6,4
20008163,4,0,4
20006950,5,1,4
20008451,4,0,4
20007467,4,0,4
20007444,4,0,4
20007571,12,8,4
20006523,4,0,4
20008457,6,2,4
20008344,4,0,4
20007628,5,1,4
20007734,5,1,4
20008567,7,3,4
20008571,4,0,4
20006999,5,1,4
20007001,6,2,4
20006801,4,0,4
20006448,4,0,4
20007733,4,0,4
20007045,5,1,4
20007987,6,2,4
20004633,4,0,4
20006613,15,10,5
20008195,11,6,5
20006667,5,0,5
20007014,5,0,5
20006866,8,3,5
20007751,6,1,5
20007172,8,3,5
20008426,19,14,5
20007400,9,4,5
20007620,9,4,5
20008332,5,0,5
20007221,6,1,5
20008323,14,9,5
20006552,5,0,5
20004801,5,0,5
20007371,8,3,5
20006545,12,7,5
20007512,13,8,5
20007872,11,5,6
20008204,10,4,6
20007738,6,0,6
20008305,13,7,6
20008500,6,0,6
20007393,7,1,6
20008008,6,0,6
20007968,8,2,6
20006968,6,0,6
20008579,15,9,6
20008350,12,6,6
20007923,10,4,6
20006629,23,16,7
20006964,7,0,7
20008321,11,4,7
20007617,7,0,7
20007939,7,0,7
20007201,7,0,7
20006833,10,3,7
20006456,13,6,7
20007129,7,0,7
20007288,7,0,7
20008488,7,0,7
20007206,13,5,8
20006913,8,0,8
20008487,14,6,8
20006600,8,0,8
20007774,8,0,8
20006853,8,0,8
20006954,14,6,8
20008210,14,6,8
20008205,8,0,8
20007301,15,7,8
20008543,8,0,8
20007207,8,0,8
20007756,9,0,9
20007736,16,7,9
20006729,9,0,9
20007653,17,8,9
20008047,32,23,9
20007382,17,8,9
20006880,10,1,9
20007601,9,0,9
20006862,15,6,9
20008438,11,2,9
20008193,25,16,9
20006511,9,0,9
20007568,9,0,9
20008516,16,7,9
20006694,14,4,10
20007778,28,18,10
20006747,11,1,10
20008330,32,22,10
20007730,17,7,10
20007090,11,1,10
20006989,17,7,10
20008128,14,3,11
20006777,15,4,11
20008145,11,0,11
20007933,11,0,11
20008372,11,0,11
20008340,12,0,12
20006787,17,5,12
20008076,12,0,12
20008329,15,3,12
20007000,22,9,13
20008071,13,0,13
20007737,24,11,13
20007358,25,12,13
20008515,13,0,13
20008162,24,10,14
20007185,15,1,14
20008132,16,2,14
20006516,50,35,15
20006470,28,13,15
20008556,34,19,15
20006682,15,0,15
20006995,30,15,15
20007582,24,9,15
20007208,18,1,17
20007379,17,0,17
20007108,38,21,17
20006438,18,0,18
20006564,33,14,19
20007732,73,53,20
20007007,40,18,22
20008172,26,3,23
20007596,51,27,24
20008499,46,16,30
20007966,37,7,30
20008536,51,20,31
20008310,51,20,31
20005383,56,23,33
20008177,53,20,33
20007619,88,54,34
20007336,77,42,35
20008147,37,1,36
20007441,74,31,43
20006885,62,18,44
20007479,51,7,44
20007588,63,13,50
20007033,70,12,58
20006836,68,9,59
20008334,66,3,63
20006565,120,36,84
20006480,127,38,89
20007403,147,26,121
20006721,220,69,151
20003828,418,228,190
