doc_id,extrait
20006475,"Filing ID #20006475 P t r erioDic ranSaction ePort Clerk of the House of Representatives • legislative Resource Center • 135 Cannon Building • Washington, DC 20515 filer information name: Hon. Scott H. Peters Status: Member State/District: Ca52 tranSactionS iD owner asset transaction Date notificati"
20006732,"Filing ID #20006732 P t r erioDic ranSaction ePort Clerk of the House of Representatives • legislative Resource Center • 135 Cannon Building • Washington, DC 20515 filer information name: Hon. Scott H. Peters Status: Member State/District: Ca52 tranSactionS iD owner asset transaction Date notificati"
20006926,"Filing ID #20006926 P t r erioDic ranSaction ePort Clerk of the House of Representatives • legislative Resource Center • 135 Cannon Building • Washington, DC 20515 filer information name: Hon. Scott H. Peters Status: Member State/District: Ca52 tranSactionS iD owner asset transaction Date notificati"
20007058,"Filing ID #20007058 P t r erioDic ranSaction ePort Clerk of the House of Representatives • legislative Resource Center • 135 Cannon Building • Washington, DC 20515 filer information name: Hon. Scott H. Peters Status: Member State/District: Ca52 tranSactionS iD owner asset transaction Date notificati"
