year,filing_type,filing_date_raw,filing_date,doc_id,last_name,first_name,declarant_name_raw,state_dst,pdf_url,source_xml_path
2021,P,1/13/2021,2021-01-13,20018021,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018021.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,3/14/2021,2021-03-14,20018393,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018393.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,4/6/2021,2021-04-06,20018530,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018530.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,5/9/2021,2021-05-09,20018703,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018703.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,6/12/2021,2021-06-12,20018906,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018906.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,10/20/2021,2021-10-20,20019561,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019561.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,11/8/2021,2021-11-08,20019653,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019653.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,11/8/2021,2021-11-08,20019774,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019774.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,11/8/2021,2021-11-08,20019775,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019775.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,11/10/2021,2021-11-10,20019790,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019790.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,10/8/2021,2021-10-08,20019530,Axne,Cindy,Cindy Axne,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019530.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,11/5/2021,2021-11-05,20019685,Axne,Cindy,Cindy Axne,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019685.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,12/7/2021,2021-12-07,20019824,Axne,Cindy,Cindy Axne,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019824.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,1/13/2021,2021-01-13,20018018,Banks,James E Hon,James E Hon Banks,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018018.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,5/18/2021,2021-05-18,20018763,Banks,James E Hon,James E Hon Banks,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018763.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,6/11/2021,2021-06-11,20018903,Banks,James E Hon,James E Hon Banks,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018903.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,7/10/2021,2021-07-10,20019063,Banks,James E Hon,James E Hon Banks,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019063.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,7/16/2021,2021-07-16,20019099,Banks,James E Hon,James E Hon Banks,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019099.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,9/14/2021,2021-09-14,20019484,Banks,James E Hon,James E Hon Banks,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019484.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,10/17/2021,2021-10-17,20019642,Banks,James E Hon,James E Hon Banks,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019642.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,11/10/2021,2021-11-10,20019793,Banks,James E Hon,James E Hon Banks,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019793.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,12/13/2021,2021-12-13,20020002,Banks,James E Hon,James E Hon Banks,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020002.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,1/1/2021,2021-01-01,20017909,Beyer,Donald Sternoff Honorable,Donald Sternoff Honorable Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017909.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,1/31/2021,2021-01-31,20018096,Beyer,Donald Sternoff Honorable,Donald Sternoff Honorable Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018096.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
2021,P,2/27/2021,2021-02-27,20018292,Beyer,Donald Sternoff Honorable,Donald Sternoff Honorable Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018292.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2021FD.xml
