year,filing_type,filing_date_raw,filing_date,doc_id,last_name,first_name,declarant_name_raw,state_dst,pdf_url,source_xml_path
2019,P,8/1/2019,2019-08-01,9115214,Abraham,Ralph Lee,Ralph Lee Abraham,LA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9115214.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2019FD.xml
2019,P,1/29/2019,2019-01-29,20011070,Amash,Justin,Justin Amash,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011070.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2019FD.xml
2019,P,5/14/2019,2019-05-14,20011679,Amash,Justin,Justin Amash,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011679.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2019FD.xml
2019,P,2/21/2019,2019-02-21,9114410,Beatty,Joyce,Joyce Beatty,OH03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9114410.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2019FD.xml
2019,P,6/12/2019,2019-06-12,9115041,Beatty,Joyce,Joyce Beatty,OH03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9115041.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2019FD.xml
2019,P,12/7/2019,2019-12-07,20012722,Beyer,Donald Sternoff,Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012722.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2019FD.xml
2019,P,12/14/2019,2019-12-14,20012723,Beyer,Donald Sternoff,Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012723.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2019FD.xml
2019,P,10/17/2019,2019-10-17,9115481,Bilirakis,Gus M.,Gus M. Bilirakis,FL12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9115481.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2019FD.xml
2019,P,1/9/2020,2020-01-09,8216873,Bilirakis,Gus M.,Gus M. Bilirakis,FL12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/8216873.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2019FD.xml
2019,P,1/8/2019,2019-01-08,20010974,Blum,Rodney Leland,Rodney Leland Blum,IA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20010974.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2019FD.xml
