year,filing_type,filing_date_raw,filing_date,doc_id,last_name,first_name,declarant_name_raw,state_dst,pdf_url,source_xml_path
2018,P,8/2/2018,2018-08-02,20010021,Amash,Justin,Justin Amash,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010021.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2018FD.xml
2018,P,11/13/2018,2018-11-13,20010646,Amash,Justin,Justin Amash,MI03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010646.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2018FD.xml
2018,P,6/15/2018,2018-06-15,9113416,Barr,"Garland ""Andy""","Garland ""Andy"" Barr",KY06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9113416.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2018FD.xml
2018,P,6/28/2018,2018-06-28,9113472,Bilirakis,Gus M.,Gus M. Bilirakis,FL12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9113472.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2018FD.xml
2018,P,1/2/2020,2020-01-02,8216835,Bilirakis,Gus M.,Gus M. Bilirakis,FL12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/8216835.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2018FD.xml
2018,P,2/6/2018,2018-02-06,9112405,Black,Diane,Diane Black,TN06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112405.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2018FD.xml
2018,P,2/28/2018,2018-02-28,9112497,Black,Diane,Diane Black,TN06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112497.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2018FD.xml
2018,P,3/21/2018,2018-03-21,9112587,Black,Diane,Diane Black,TN06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112587.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2018FD.xml
2018,P,4/9/2018,2018-04-09,9112640,Black,Diane,Diane Black,TN06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112640.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2018FD.xml
2018,P,4/13/2018,2018-04-13,9112648,Black,Diane,Diane Black,TN06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112648.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2018FD.xml
2018,P,5/1/2018,2018-05-01,9112736,Black,Diane,Diane Black,TN06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112736.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2018FD.xml
2018,P,5/17/2018,2018-05-17,9112886,Black,Diane,Diane Black,TN06,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/9112886.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2018FD.xml
