bioguide,date,ftype,n_photo,n_confirmees,n_apparues,n_disparues
D000230,2016-09-20,C,2,0.0,2.0,1.0
D000230,2020-01-01,C,35,0.0,35.0,2.0
D000230,2020-06-26,C,34,34.0,0.0,1.0
D000230,2021-03-25,C,26,25.0,1.0,9.0
D000230,2023-08-13,H,1,0.0,1.0,26.0
D000230,2024-07-12,O,2,0.0,2.0,1.0
D000230,2025-08-05,O,2,2.0,0.0,0.0
D000230,2026-05-16,O,2,1.0,1.0,1.0
D000399,2015-07-14,O,68,,,
D000399,2016-07-15,O,71,59.0,12.0,11.0
D000399,2017-07-31,O,62,58.0,4.0,12.0
D000399,2018-07-16,O,57,30.0,27.0,33.0
D000399,2019-07-17,O,62,53.0,9.0,6.0
D000399,2020-08-04,O,63,51.0,12.0,18.0
D000399,2021-08-06,O,65,59.0,6.0,9.0
D000399,2022-08-11,O,65,56.0,9.0,12.0
D000399,2023-07-27,O,70,64.0,6.0,3.0
D000399,2024-08-02,O,69,41.0,28.0,24.0
D000399,2025-08-12,O,72,53.0,19.0,24.0
D000482,2015-05-13,O,6,,,
D000482,2016-05-12,O,6,6.0,0.0,0.0
D000482,2017-05-01,O,6,6.0,0.0,0.0
D000482,2018-05-08,O,10,3.0,7.0,3.0
D000482,2019-05-14,O,43,2.0,41.0,8.0
D000482,2020-08-04,O,50,20.0,30.0,23.0
D000482,2021-08-04,O,47,15.0,32.0,35.0
D000482,2022-05-13,O,51,6.0,45.0,41.0
D000482,2023-02-15,T,58,26.0,32.0,25.0
D000530,2021-12-21,C,81,,,
D000530,2022-05-16,C,78,58.0,20.0,23.0
D000530,2023-05-15,H,83,31.0,52.0,43.0
D000530,2024-08-12,O,59,18.0,41.0,62.0
D000530,2025-04-25,O,64,33.0,31.0,26.0
D000533,2015-05-14,O,16,,,
D000533,2016-05-16,O,12,4.0,8.0,12.0
D000533,2017-05-12,O,14,5.0,9.0,7.0
D000533,2018-05-15,O,9,5.0,4.0,9.0
D000533,2019-01-30,T,6,2.0,4.0,7.0
D000594,2023-08-10,H,15,,,
D000594,2024-08-13,O,19,8.0,11.0,7.0
D000594,2025-08-13,O,19,13.0,6.0,6.0
D000594,2026-02-04,C,29,0.0,29.0,19.0
D000594,2026-05-25,O,20,0.0,20.0,29.0
D000594,2026-06-13,C,29,0.0,29.0,20.0
D000598,2015-05-15,O,41,,,
D000598,2016-05-12,O,47,38.0,9.0,9.0
D000598,2016-08-16,C,4,1.0,3.0,46.0
D000598,2017-05-08,O,41,3.0,38.0,5.0
D000598,2018-05-11,O,42,14.0,28.0,29.0
D000598,2019-05-15,O,39,34.0,5.0,13.0
D000598,2020-08-07,O,43,38.0,5.0,9.0
D000598,2021-01-26,T,40,29.0,11.0,14.0
D000600,2015-05-14,O,2,,,
D000600,2016-05-13,O,13,2.0,11.0,0.0
D000600,2017-05-08,O,14,13.0,1.0,0.0
D000600,2018-05-15,O,11,3.0,8.0,8.0
D000600,2019-04-29,O,9,9.0,0.0,2.0
D000600,2020-07-24,O,9,9.0,0.0,0.0
D000600,2021-08-09,O,10,9.0,1.0,0.0
D000600,2022-05-11,O,8,8.0,0.0,2.0
D000600,2023-05-03,O,8,7.0,1.0,1.0
D000600,2024-05-01,O,8,8.0,0.0,0.0
D000600,2025-05-08,O,8,8.0,0.0,0.0
D000600,2026-05-11,O,8,8.0,0.0,0.0
D000604,2015-06-15,O,39,,,
D000604,2016-08-03,O,37,35.0,2.0,3.0
D000604,2017-07-28,O,36,33.0,3.0,4.0
D000604,2018-05-07,O,26,1.0,25.0,35.0
D000604,2018-05-30,T,26,26.0,0.0,0.0
D000610,2015-05-15,O,38,,,
D000610,2016-05-16,O,31,6.0,25.0,32.0
D000610,2017-06-14,O,37,9.0,28.0,22.0
D000610,2018-08-10,O,38,1.0,37.0,39.0
D000610,2019-08-04,O,39,29.0,10.0,12.0
D000610,2020-08-13,O,44,37.0,7.0,7.0
D000610,2021-08-11,O,38,33.0,5.0,13.0
D000610,2022-08-12,O,35,29.0,6.0,9.0
D000610,2023-01-27,T,34,31.0,3.0,4.0
D000612,2015-08-12,O,20,,,
D000612,2016-08-03,O,10,0.0,10.0,20.0
D000612,2017-07-31,O,10,8.0,2.0,2.0
D000612,2018-05-15,O,11,4.0,7.0,6.0
D000612,2019-04-26,T,11,9.0,2.0,2.0
D000613,2014-05-15,C,28,,,
D000613,2015-05-15,H,28,0.0,28.0,29.0
D000613,2016-05-16,O,26,16.0,10.0,11.0
D000613,2017-02-08,T,31,16.0,15.0,10.0
D000614,2015-08-13,O,4,,,
D000614,2016-08-29,O,4,1.0,3.0,3.0
D000614,2017-07-31,O,12,4.0,8.0,0.0
D000614,2018-07-10,O,9,1.0,8.0,11.0
D000614,2019-08-12,O,10,4.0,6.0,5.0
D000614,2019-10-17,T,13,5.0,8.0,5.0
D000615,2015-05-14,O,20,,,
D000615,2016-04-28,O,20,17.0,3.0,3.0
D000615,2017-05-05,O,16,12.0,4.0,8.0
D000615,2018-05-21,O,20,4.0,16.0,13.0
D000615,2019-05-15,O,15,14.0,1.0,6.0
D000615,2020-08-04,O,15,14.0,1.0,1.0
D000615,2021-08-06,O,14,13.0,1.0,2.0
D000615,2022-07-28,O,10,7.0,3.0,7.0
D000615,2023-07-27,O,11,8.0,3.0,2.0
D000615,2024-05-23,O,6,3.0,3.0,7.0
D000615,2025-01-22,T,5,2.0,3.0,4.0
D000616,2015-05-13,O,13,,,
D000616,2016-08-05,O,10,10.0,0.0,3.0
D000616,2017-05-04,O,10,2.0,8.0,8.0
D000616,2018-05-14,O,10,3.0,7.0,7.0
D000616,2019-05-13,O,11,9.0,2.0,1.0
D000616,2020-09-03,O,11,11.0,0.0,0.0
D000616,2021-08-12,O,13,9.0,4.0,2.0
D000616,2022-07-03,O,12,12.0,0.0,1.0
D000616,2023-06-23,O,12,11.0,1.0,1.0
D000616,2024-08-06,O,12,11.0,1.0,1.0
D000616,2025-08-08,O,12,12.0,0.0,0.0
D000617,2015-05-15,O,105,,,
D000617,2016-05-16,O,103,68.0,35.0,47.0
D000617,2017-05-15,O,79,50.0,29.0,37.0
D000617,2018-05-15,O,70,12.0,58.0,81.0
D000617,2019-05-15,O,78,52.0,26.0,37.0
D000617,2020-08-10,O,84,28.0,56.0,75.0
D000617,2021-08-06,O,91,67.0,24.0,39.0
D000617,2022-05-15,O,99,68.0,31.0,43.0
D000617,2023-06-14,O,98,47.0,51.0,117.0
D000617,2024-06-20,O,91,37.0,54.0,90.0
D000617,2025-05-15,O,89,61.0,28.0,44.0
D000617,2026-05-14,O,87,57.0,30.0,49.0
D000619,2015-04-29,O,12,,,
D000619,2016-05-13,O,13,10.0,3.0,2.0
D000619,2017-05-25,O,15,10.0,5.0,3.0
D000619,2018-05-14,O,15,3.0,12.0,12.0
D000619,2019-05-09,O,16,14.0,2.0,1.0
D000619,2020-07-02,O,21,10.0,11.0,6.0
D000619,2021-06-09,O,21,21.0,0.0,0.0
D000619,2022-05-16,O,32,17.0,15.0,4.0
D000619,2023-01-14,T,32,31.0,1.0,1.0
D000620,2015-08-13,O,200,,,
D000620,2016-08-12,O,196,110.0,86.0,97.0
D000620,2017-08-11,O,196,113.0,83.0,90.0
D000620,2018-08-13,O,183,115.0,68.0,99.0
D000620,2024-02-22,C,166,11.0,155.0,168.0
D000620,2025-02-25,C,170,160.0,10.0,10.0
D000620,2025-08-13,H,171,147.0,24.0,29.0
D000621,2015-05-14,O,5,,,
D000621,2016-05-13,O,5,5.0,0.0,0.0
D000621,2017-05-15,O,5,5.0,0.0,0.0
D000621,2018-05-15,O,6,3.0,3.0,2.0
D000621,2018-10-31,T,4,1.0,3.0,5.0
D000622,2015-05-15,O,45,,,
D000622,2016-05-11,O,47,40.0,7.0,4.0
D000623,2014-05-01,C,6,,,
D000623,2015-05-01,H,6,6.0,0.0,0.0
D000623,2016-05-16,O,5,3.0,2.0,3.0
D000623,2017-05-11,O,5,5.0,0.0,0.0
D000623,2018-05-15,O,4,2.0,2.0,3.0
D000623,2019-05-10,O,5,4.0,1.0,0.0
D000623,2020-07-30,O,5,5.0,0.0,0.0
D000623,2021-07-21,O,4,4.0,0.0,1.0
D000623,2022-05-16,O,3,2.0,1.0,2.0
D000623,2023-05-12,O,3,3.0,0.0,0.0
D000623,2024-05-06,O,3,2.0,1.0,1.0
D000623,2025-05-06,O,3,3.0,0.0,0.0
D000623,2026-05-14,O,3,3.0,0.0,0.0
D000624,2014-05-15,C,109,,,
D000624,2015-05-15,H,128,57.0,71.0,53.0
D000624,2016-05-16,O,119,72.0,47.0,97.0
D000624,2017-05-12,O,151,86.0,65.0,48.0
D000624,2018-05-15,O,151,100.0,51.0,42.0
D000624,2019-05-14,O,148,112.0,36.0,43.0
D000624,2020-08-13,O,126,93.0,33.0,47.0
D000624,2021-07-29,O,103,74.0,29.0,50.0
D000624,2022-05-16,O,107,71.0,36.0,27.0
D000624,2023-05-15,O,101,85.0,16.0,26.0
D000624,2024-05-15,O,103,85.0,18.0,20.0
D000624,2025-05-14,O,101,86.0,15.0,20.0
D000624,2026-05-15,O,106,86.0,20.0,13.0
D000625,2015-04-02,C,5,,,
D000625,2016-05-13,O,9,3.0,6.0,2.0
D000625,2017-05-10,O,9,8.0,1.0,1.0
D000625,2018-05-15,O,9,1.0,8.0,8.0
D000625,2019-03-04,T,8,8.0,0.0,1.0
D000626,2016-02-01,C,12,,,
D000626,2017-08-13,O,12,8.0,4.0,4.0
D000626,2018-08-14,O,11,2.0,9.0,11.0
D000626,2019-05-12,O,12,9.0,3.0,2.0
D000626,2020-08-15,O,8,5.0,3.0,7.0
D000626,2021-08-13,O,16,4.0,12.0,4.0
D000626,2022-07-14,O,13,11.0,2.0,5.0
D000626,2023-08-13,O,13,13.0,0.0,0.0
D000626,2024-08-12,O,18,11.0,7.0,2.0
D000626,2025-05-14,O,19,16.0,3.0,2.0
D000627,2015-12-23,C,6,,,
D000627,2016-06-15,C,7,6.0,1.0,0.0
D000627,2017-05-14,H,8,6.0,2.0,1.0
D000627,2018-08-13,O,8,1.0,7.0,7.0
D000627,2019-05-15,O,9,8.0,1.0,0.0
D000627,2020-08-13,O,8,8.0,0.0,1.0
D000627,2021-08-13,O,10,6.0,4.0,2.0
D000627,2022-08-13,O,15,7.0,8.0,5.0
D000627,2023-03-01,T,14,12.0,2.0,3.0
D000628,2015-11-23,C,58,,,
D000628,2016-07-29,C,58,51.0,7.0,7.0
D000628,2017-05-15,H,65,48.0,17.0,10.0
D000628,2018-08-13,O,51,7.0,44.0,70.0
D000628,2019-08-12,O,63,34.0,29.0,33.0
D000628,2020-08-13,O,74,36.0,38.0,52.0
D000628,2021-08-12,O,58,38.0,20.0,38.0
D000628,2022-08-13,O,76,48.0,28.0,30.0
D000628,2023-08-13,O,82,12.0,70.0,85.0
D000628,2025-08-13,O,45,17.0,28.0,84.0
D000629,2018-05-15,C,9,,,
D000629,2019-07-14,H,9,7.0,2.0,2.0
D000629,2020-08-12,O,12,6.0,6.0,3.0
D000629,2021-08-13,O,13,12.0,1.0,0.0
D000629,2022-05-13,O,12,9.0,3.0,4.0
D000629,2023-05-15,O,12,6.0,6.0,3.0
D000629,2024-06-14,O,8,4.0,4.0,8.0
D000629,2025-05-13,O,8,8.0,0.0,0.0
D000629,2026-05-14,O,8,8.0,0.0,0.0
D000630,2017-08-11,C,14,,,
D000630,2018-05-09,C,14,5.0,9.0,9.0
D000630,2019-05-14,H,8,5.0,3.0,9.0
D000630,2020-08-07,O,39,1.0,38.0,7.0
D000630,2021-08-06,O,43,35.0,8.0,4.0
D000630,2022-07-06,O,21,5.0,16.0,41.0
D000630,2022-07-13,T,20,17.0,3.0,4.0
D000631,2018-04-20,C,29,,,
D000631,2019-05-15,H,20,0.0,20.0,29.0
D000631,2020-08-13,O,40,5.0,35.0,15.0
D000631,2021-08-13,O,42,20.0,22.0,20.0
D000631,2022-05-16,O,36,20.0,16.0,22.0
D000631,2023-08-13,O,38,11.0,27.0,33.0
D000631,2024-05-15,O,34,12.0,22.0,29.0
D000631,2025-05-15,O,37,29.0,8.0,6.0
D000631,2026-05-15,O,44,29.0,15.0,6.0
D000632,2022-08-08,C,4,,,
D000632,2023-06-20,H,4,4.0,0.0,0.0
D000632,2025-01-28,T,3,0.0,3.0,4.0
D000633,2022-04-01,C,9,,,
D000633,2023-05-16,O,9,9.0,0.0,0.0
D000633,2024-06-06,O,9,7.0,2.0,2.0
D000634,2024-02-29,C,37,,,
D000634,2024-05-14,C,37,32.0,5.0,5.0
D000634,2025-07-14,H,44,18.0,26.0,19.0
D000635,2024-04-01,C,42,,,
D000635,2024-08-10,C,35,35.0,0.0,7.0
D000635,2025-08-13,H,43,12.0,31.0,23.0
E000071,2018-02-13,C,9,,,
E000071,2021-04-01,C,11,0.0,11.0,9.0
E000071,2021-04-02,C,8,7.0,1.0,4.0
E000071,2022-07-11,O,20,6.0,14.0,2.0
E000071,2023-08-11,O,20,20.0,0.0,0.0
E000071,2024-08-13,O,23,19.0,4.0,1.0
E000071,2025-08-13,O,58,19.0,39.0,4.0
E000179,2015-05-15,O,7,,,
E000179,2016-06-16,O,6,6.0,0.0,1.0
E000179,2017-05-17,O,6,6.0,0.0,0.0
E000179,2018-05-15,O,6,1.0,5.0,5.0
E000179,2019-05-21,O,6,6.0,0.0,0.0
E000179,2020-07-24,O,6,6.0,0.0,0.0
E000215,2015-05-13,O,13,,,
E000215,2016-04-28,O,14,2.0,12.0,11.0
E000215,2017-04-26,O,12,2.0,10.0,12.0
E000215,2018-05-02,O,13,1.0,12.0,11.0
E000215,2019-05-15,O,16,1.0,15.0,12.0
E000215,2020-04-27,O,13,0.0,13.0,16.0
E000215,2021-05-21,O,13,8.0,5.0,5.0
E000215,2022-04-18,O,12,0.0,12.0,13.0
E000215,2023-05-10,O,13,3.0,10.0,9.0
E000215,2024-04-30,O,9,2.0,7.0,11.0
E000215,2025-01-28,T,6,2.0,4.0,7.0
E000235,2021-06-24,C,7,,,
E000235,2022-05-11,C,8,3.0,5.0,4.0
E000235,2023-08-06,H,2,1.0,1.0,7.0
E000235,2024-07-30,O,2,1.0,1.0,1.0
E000235,2025-07-15,O,2,2.0,0.0,0.0
E000246,2022-04-16,C,11,,,
E000246,2023-08-12,H,4,1.0,3.0,10.0
E000246,2024-08-12,O,10,1.0,9.0,3.0
E000246,2025-08-13,O,9,9.0,0.0,1.0
E000288,2015-04-27,O,7,,,
E000288,2016-05-13,O,7,4.0,3.0,3.0
E000288,2017-05-12,O,7,3.0,4.0,4.0
E000288,2018-05-15,O,7,3.0,4.0,4.0
E000288,2019-03-11,T,7,1.0,6.0,6.0
E000290,2015-05-15,O,8,,,
E000290,2016-05-13,O,8,8.0,0.0,0.0
E000290,2017-01-28,T,10,8.0,2.0,0.0
E000290,2022-05-17,C,19,3.0,16.0,7.0
E000291,2015-05-15,O,6,,,
E000291,2016-05-16,O,7,6.0,1.0,0.0
E000293,2015-06-15,O,90,,,
E000293,2016-07-14,O,94,81.0,13.0,9.0
E000293,2017-08-11,O,92,42.0,50.0,52.0
E000293,2018-08-13,O,95,3.0,92.0,89.0
E000293,2019-05-01,T,145,68.0,77.0,27.0
E000294,2014-05-16,C,4,,,
E000294,2015-06-22,H,3,1.0,2.0,3.0
E000294,2016-06-03,O,2,0.0,2.0,3.0
E000294,2017-05-24,O,1,0.0,1.0,2.0
E000294,2018-05-15,O,2,0.0,2.0,1.0
E000294,2019-05-15,O,2,2.0,0.0,0.0
E000294,2020-08-10,O,1,0.0,1.0,2.0
E000294,2021-08-11,O,2,0.0,2.0,1.0
E000294,2022-05-16,O,2,0.0,2.0,2.0
E000294,2025-05-13,O,1,0.0,1.0,2.0
E000294,2026-04-29,O,1,0.0,1.0,1.0
E000296,2015-12-02,C,4,,,
E000296,2016-12-01,C,3,2.0,1.0,2.0
E000296,2017-05-15,O,18,13.0,5.0,5.0
E000296,2018-05-15,O,35,12.0,23.0,9.0
E000296,2019-05-14,O,57,19.0,38.0,29.0
E000296,2020-08-12,O,63,42.0,21.0,28.0
E000296,2021-08-11,O,53,22.0,31.0,45.0
E000296,2022-05-16,O,59,43.0,16.0,14.0
E000296,2023-05-12,O,54,21.0,33.0,40.0
E000296,2024-05-14,O,55,34.0,21.0,24.0
E000296,2025-05-14,O,54,47.0,7.0,2.0
E000296,2026-05-14,O,36,19.0,17.0,25.0
E000297,2017-06-15,H,1,,,
E000297,2018-05-15,O,2,0.0,2.0,1.0
E000297,2019-05-10,O,2,2.0,0.0,0.0
E000297,2020-08-11,O,3,2.0,1.0,0.0
E000297,2021-08-13,O,4,3.0,1.0,0.0
E000297,2022-05-16,O,3,3.0,0.0,1.0
E000297,2023-06-14,O,5,3.0,2.0,0.0
E000297,2024-06-13,O,3,1.0,2.0,4.0
E000297,2025-06-13,O,3,3.0,0.0,0.0
E000297,2026-07-01,O,3,3.0,0.0,0.0
E000298,2017-03-09,C,26,,,
E000298,2018-08-13,O,43,0.0,43.0,26.0
E000298,2019-08-03,O,45,32.0,13.0,11.0
E000298,2020-08-12,O,43,19.0,24.0,26.0
E000298,2021-08-12,O,42,29.0,13.0,14.0
E000298,2022-08-12,O,42,29.0,13.0,20.0
E000298,2023-08-03,O,43,35.0,8.0,9.0
E000298,2024-08-07,O,34,29.0,5.0,15.0
E000298,2025-08-11,O,37,28.0,9.0,7.0
E000299,2017-09-14,C,4,,,
E000299,2018-08-22,C,5,1.0,4.0,3.0
E000299,2019-05-05,H,5,1.0,4.0,4.0
E000299,2020-04-29,O,8,0.0,8.0,5.0
E000299,2021-05-08,O,8,8.0,0.0,0.0
E000299,2022-04-23,O,8,2.0,6.0,6.0
E000299,2023-04-14,O,8,4.0,4.0,4.0
E000299,2024-05-11,O,5,4.0,1.0,4.0
E000299,2025-05-11,O,5,5.0,0.0,0.0
E000299,2026-05-10,O,4,4.0,0.0,1.0
E000300,2023-09-23,C,6,,,
E000300,2024-05-10,C,6,6.0,0.0,0.0
E000300,2025-05-13,H,7,6.0,1.0,0.0
E000300,2026-05-15,O,10,4.0,6.0,3.0
F000030,2015-05-14,O,38,,,
F000030,2016-05-12,O,42,30.0,12.0,8.0
F000030,2017-05-26,T,29,29.0,0.0,11.0
F000043,2015-05-15,O,1,,,
F000043,2016-05-16,O,1,1.0,0.0,0.0
F000043,2016-08-24,T,1,1.0,0.0,0.0
F000110,2024-08-13,C,20,,,
F000110,2025-05-15,H,26,14.0,12.0,5.0
F000110,2026-05-14,O,42,28.0,14.0,20.0
F000246,2020-08-30,C,108,,,
F000246,2021-08-13,H,100,46.0,54.0,80.0
F000246,2022-08-13,O,121,72.0,49.0,32.0
F000246,2023-08-11,O,116,85.0,31.0,37.0
F000246,2024-08-13,O,113,86.0,27.0,31.0
F000246,2025-08-13,O,116,97.0,19.0,16.0
F000372,2015-05-14,O,173,,,
F000372,2016-05-10,O,189,111.0,78.0,75.0
F000372,2017-05-12,O,199,149.0,50.0,41.0
F000372,2018-05-09,O,184,146.0,38.0,58.0
F000372,2019-02-19,T,193,147.0,46.0,38.0
F000445,2015-08-12,O,11,,,
F000445,2016-08-26,O,12,10.0,2.0,1.0
F000445,2017-01-26,T,11,10.0,1.0,2.0
F000446,2019-05-15,C,6,,,
F000446,2021-02-16,C,6,0.0,6.0,6.0
F000446,2021-08-13,H,8,1.0,7.0,5.0
F000446,2022-08-09,O,10,3.0,7.0,5.0
F000446,2023-08-08,O,8,6.0,2.0,4.0
F000446,2024-08-12,O,9,4.0,5.0,4.0
F000446,2025-08-12,O,7,6.0,1.0,3.0
F000448,2015-05-15,O,5,,,
F000448,2016-05-16,O,4,1.0,3.0,4.0
F000448,2017-05-15,O,5,0.0,5.0,4.0
F000448,2018-01-09,T,5,5.0,0.0,0.0
F000448,2024-06-15,C,17,0.0,17.0,5.0
F000449,2015-05-15,O,9,,,
F000449,2016-05-16,O,10,6.0,4.0,3.0
F000449,2017-06-14,O,10,9.0,1.0,1.0
F000449,2018-05-15,O,9,2.0,7.0,9.0
F000449,2019-05-15,O,10,8.0,2.0,1.0
F000449,2020-08-13,O,10,8.0,2.0,4.0
F000449,2021-08-11,O,10,10.0,0.0,0.0
F000449,2022-07-31,T,11,7.0,4.0,3.0
F000450,2015-05-15,O,35,,,
F000450,2016-05-13,O,36,24.0,12.0,30.0
F000450,2017-05-09,O,48,36.0,12.0,22.0
F000450,2018-05-15,O,48,20.0,28.0,31.0
F000450,2019-05-15,O,37,28.0,9.0,37.0
F000450,2020-07-17,O,35,31.0,4.0,9.0
F000450,2021-06-23,O,37,30.0,7.0,22.0
F000450,2022-05-11,O,38,30.0,8.0,55.0
F000450,2023-05-15,O,54,27.0,27.0,49.0
F000450,2024-05-15,O,47,30.0,17.0,36.0
F000450,2025-05-15,O,47,25.0,22.0,43.0
F000450,2026-05-15,O,41,31.0,10.0,21.0
F000451,2015-06-15,O,43,,,
F000451,2016-05-16,O,42,37.0,5.0,6.0
F000451,2017-01-31,T,39,39.0,0.0,3.0
F000454,2015-05-14,O,33,,,
F000454,2016-05-03,O,32,29.0,3.0,4.0
F000454,2017-05-03,O,33,31.0,2.0,1.0
F000454,2018-05-02,O,33,10.0,23.0,23.0
F000454,2019-05-06,O,35,33.0,2.0,0.0
F000454,2020-07-15,O,35,35.0,0.0,0.0
F000454,2021-07-13,O,40,32.0,8.0,3.0
F000454,2022-05-16,O,40,30.0,10.0,10.0
F000454,2023-06-02,O,39,34.0,5.0,19.0
F000454,2024-05-07,O,38,33.0,5.0,30.0
F000454,2025-04-28,O,40,33.0,7.0,1.0
F000454,2026-04-18,O,39,31.0,8.0,2.0
F000455,2015-05-11,O,12,,,
F000455,2016-05-11,O,11,11.0,0.0,1.0
F000455,2017-05-05,O,11,5.0,6.0,6.0
F000455,2018-05-10,O,11,2.0,9.0,9.0
F000455,2019-05-08,O,12,10.0,2.0,1.0
F000455,2020-07-31,O,6,6.0,0.0,6.0
F000456,2015-05-14,O,58,,,
F000456,2016-07-11,O,175,22.0,153.0,36.0
F000456,2017-01-30,T,171,155.0,16.0,20.0
F000458,2015-06-22,O,2,,,
F000458,2016-06-15,O,1,0.0,1.0,2.0
F000458,2017-01-31,T,5,1.0,4.0,0.0
F000459,2015-05-15,O,115,,,
F000459,2016-05-13,O,128,62.0,66.0,68.0
F000459,2017-05-15,O,91,58.0,33.0,87.0
F000459,2018-05-16,O,48,15.0,33.0,96.0
F000459,2019-05-20,O,79,18.0,61.0,67.0
F000459,2020-06-19,O,7,4.0,3.0,95.0
F000459,2021-07-26,O,7,5.0,2.0,28.0
F000459,2022-05-12,O,7,4.0,3.0,30.0
F000459,2023-05-15,O,56,9.0,47.0,22.0
F000459,2024-05-06,O,13,11.0,2.0,66.0
F000459,2025-05-05,O,13,12.0,1.0,32.0
F000459,2026-05-12,O,1,0.0,1.0,35.0
F000460,2015-08-11,O,65,,,
F000460,2016-08-12,O,40,35.0,5.0,30.0
F000460,2017-08-10,O,33,27.0,6.0,13.0
F000460,2018-08-06,T,34,3.0,31.0,30.0
F000461,2015-08-03,O,15,,,
F000461,2016-08-05,O,123,24.0,99.0,23.0
F000461,2017-08-14,O,93,43.0,50.0,85.0
F000461,2018-06-14,O,37,11.0,26.0,77.0
F000461,2019-08-12,O,66,6.0,60.0,69.0
F000461,2020-08-14,O,36,3.0,33.0,68.0
F000461,2021-05-04,T,41,0.0,41.0,36.0
F000462,2015-05-15,O,162,,,
F000462,2016-05-10,O,163,129.0,34.0,34.0
F000462,2017-08-09,O,169,115.0,54.0,62.0
F000462,2018-08-08,O,165,90.0,75.0,80.0
F000462,2019-05-13,O,170,124.0,46.0,35.0
F000462,2020-08-10,O,176,131.0,45.0,46.0
F000462,2021-08-13,O,146,104.0,42.0,61.0
F000462,2022-06-27,O,137,97.0,40.0,36.0
F000462,2023-06-06,O,130,102.0,28.0,29.0
F000462,2024-08-09,O,37,29.0,8.0,42.0
F000462,2025-05-15,O,33,31.0,2.0,7.0
F000462,2026-05-12,O,32,27.0,5.0,6.0
F000464,2015-09-29,C,15,,,
F000464,2016-05-15,C,17,13.0,4.0,2.0
F000464,2017-04-09,H,13,4.0,9.0,12.0
F000464,2018-05-13,O,13,2.0,11.0,11.0
F000464,2019-01-17,T,12,9.0,3.0,4.0
F000465,2016-04-01,C,11,,,
F000465,2017-05-12,H,10,9.0,1.0,2.0
F000465,2018-07-11,O,10,1.0,9.0,9.0
F000465,2019-08-14,O,25,4.0,21.0,6.0
F000465,2019-11-28,C,5,1.0,4.0,24.0
F000465,2020-08-12,O,25,1.0,24.0,4.0
F000465,2021-08-02,O,25,5.0,20.0,20.0
F000465,2022-06-14,O,23,5.0,18.0,25.0
F000465,2023-08-11,O,18,1.0,17.0,23.0
F000465,2024-08-07,O,23,7.0,16.0,11.0
F000465,2025-01-29,T,23,23.0,0.0,0.0
F000466,2016-03-25,C,4,,,
F000466,2017-06-14,H,3,3.0,0.0,1.0
F000466,2018-05-15,O,3,1.0,2.0,2.0
F000466,2019-05-14,O,3,3.0,0.0,0.0
F000466,2020-05-15,O,3,3.0,0.0,0.0
F000466,2021-05-14,O,3,3.0,0.0,0.0
F000466,2022-05-10,O,2,1.0,1.0,2.0
F000466,2023-05-09,O,2,2.0,0.0,0.0
F000466,2024-05-13,O,2,2.0,0.0,0.0
F000466,2025-05-13,O,2,2.0,0.0,0.0
F000466,2026-05-15,O,2,2.0,0.0,0.0
F000467,2017-08-31,C,1,,,
F000467,2018-05-15,C,1,0.0,1.0,1.0
F000467,2019-05-14,H,1,1.0,0.0,0.0
F000467,2020-08-07,O,2,0.0,2.0,1.0
F000467,2021-01-29,T,4,2.0,2.0,0.0
F000468,2017-09-10,C,162,,,
F000468,2018-08-13,C,153,64.0,89.0,98.0
F000468,2019-08-04,H,137,91.0,46.0,50.0
F000468,2019-08-13,C,1,0.0,1.0,137.0
F000468,2020-08-13,O,130,3.0,127.0,3.0
F000468,2021-08-13,O,89,58.0,31.0,76.0
F000468,2022-08-13,O,85,56.0,29.0,40.0
F000468,2023-07-29,O,100,74.0,26.0,15.0
F000468,2024-08-13,O,117,38.0,79.0,51.0
F000468,2025-08-11,O,105,48.0,57.0,70.0
F000469,2017-11-27,C,3,,,
F000469,2018-09-20,C,8,0.0,8.0,3.0
F000469,2019-08-16,H,8,0.0,8.0,8.0
F000469,2020-08-13,O,9,6.0,3.0,2.0
F000469,2021-08-03,O,10,7.0,3.0,2.0
F000469,2022-05-16,O,9,6.0,3.0,4.0
F000469,2023-05-12,O,8,7.0,1.0,2.0
F000469,2024-05-09,O,7,7.0,0.0,1.0
F000469,2025-05-14,O,8,7.0,1.0,0.0
F000469,2026-05-13,O,8,8.0,0.0,0.0
F000470,2019-10-02,C,13,,,
F000470,2020-05-15,C,13,12.0,1.0,1.0
F000470,2021-07-23,H,13,13.0,0.0,0.0
F000470,2022-08-10,O,14,6.0,8.0,7.0
F000470,2023-05-30,O,15,8.0,7.0,6.0
F000470,2024-07-08,O,13,1.0,12.0,14.0
F000470,2025-05-15,O,15,12.0,3.0,1.0
F000470,2026-06-05,O,13,11.0,2.0,4.0
F000471,2019-10-16,C,17,,,
F000471,2020-05-11,C,17,17.0,0.0,0.0
F000471,2022-04-25,O,23,1.0,22.0,16.0
F000471,2023-05-05,O,30,13.0,17.0,10.0
F000471,2024-05-09,O,24,14.0,10.0,16.0
F000471,2025-05-12,O,24,6.0,18.0,18.0
F000471,2026-05-17,O,20,17.0,3.0,7.0
F000472,2020-07-14,C,70,,,
F000472,2021-08-13,H,67,48.0,19.0,21.0
F000472,2022-05-16,O,60,46.0,14.0,29.0
F000472,2023-07-29,O,59,25.0,34.0,36.0
F000472,2024-08-08,O,49,29.0,20.0,39.0
F000472,2025-07-31,O,53,23.0,30.0,21.0
