bioguide,date,sens,cause,n
B001262,2020-05-14,disparue,nom,26
B001262,2020-05-14,disparue,residuel,1
B001262,2021-05-08,apparue,nom,3
B001262,2021-05-08,apparue,premiere,16
B001262,2021-05-08,apparue,residuel,1
B001262,2021-05-08,disparue,nom,12
B001262,2021-05-08,disparue,residuel,3
B001262,2022-05-16,apparue,nom,1
B001262,2022-05-16,disparue,nom,1
B001269,2016-05-05,apparue,nom,27
B001269,2016-05-05,apparue,premiere,3
B001269,2016-05-05,apparue,residuel,14
B001269,2016-05-05,disparue,nom,27
B001269,2016-05-05,disparue,residuel,15
B001269,2017-05-05,apparue,nom,18
B001269,2017-05-05,apparue,premiere,5
B001269,2017-05-05,apparue,residuel,3
B001269,2017-05-05,disparue,nom,14
B001269,2017-05-05,disparue,residuel,12
B001269,2018-05-15,apparue,nom,23
B001269,2018-05-15,apparue,premiere,2
B001269,2018-05-15,apparue,residuel,2
B001269,2018-05-15,disparue,nom,26
B001269,2018-05-15,disparue,residuel,9
B001269,2019-01-24,apparue,nom,2
B001269,2019-01-24,apparue,premiere,1
B001269,2019-01-24,disparue,nom,11
B001269,2019-01-24,disparue,type_photo,3
B001270,2017-08-04,apparue,nom,1
B001270,2017-08-04,disparue,nom,3
B001270,2018-08-13,apparue,nom,2
B001270,2018-08-13,apparue,premiere,1
B001270,2018-08-13,disparue,nom,3
B001270,2019-08-13,apparue,nom,3
B001270,2019-08-13,disparue,nom,2
B001270,2019-08-13,disparue,residuel,1
B001270,2020-08-13,apparue,nom,3
B001270,2020-08-13,disparue,nom,3
B001270,2021-08-13,apparue,nom,1
B001270,2021-08-13,disparue,nom,1
B001270,2022-08-12,disparue,residuel,1
B001271,2016-05-13,apparue,nom,24
B001271,2016-05-13,apparue,premiere,27
B001271,2016-05-13,disparue,nom,26
B001271,2016-05-13,disparue,residuel,24
B001271,2017-03-06,apparue,nom,19
B001271,2017-03-06,apparue,premiere,2
B001271,2017-03-06,apparue,type_photo,1
B001271,2017-03-06,disparue,nom,22
B001271,2017-03-06,disparue,type_photo,19
B001273,2016-08-12,apparue,nom,50
B001273,2016-08-12,apparue,premiere,5
B001273,2016-08-12,apparue,residuel,18
B001273,2016-08-12,disparue,nom,94
B001273,2016-08-12,disparue,residuel,34
B001273,2017-05-12,apparue,nom,65
B001273,2017-05-12,apparue,premiere,2
B001273,2017-05-12,apparue,residuel,3
B001273,2017-05-12,disparue,nom,68
B001273,2017-05-12,disparue,residuel,33
B001273,2018-05-14,apparue,nom,50
B001273,2018-05-14,apparue,premiere,2
B001273,2018-05-14,apparue,residuel,3
B001273,2018-05-14,disparue,nom,58
B001273,2018-05-14,disparue,residuel,10
B001273,2019-01-30,apparue,nom,60
B001273,2019-01-30,apparue,type_photo,5
B001273,2019-01-30,disparue,nom,61
B001273,2019-01-30,disparue,type_photo,5
B001274,2016-05-15,apparue,nom,6
B001274,2016-05-15,apparue,premiere,1
B001274,2016-05-15,disparue,nom,8
B001274,2016-05-15,disparue,residuel,8
B001274,2017-05-11,apparue,nom,23
B001274,2017-05-11,apparue,premiere,7
B001274,2017-05-11,disparue,nom,15
B001274,2017-05-11,disparue,residuel,3
B001274,2018-05-11,apparue,nom,47
B001274,2018-05-11,apparue,premiere,1
B001274,2018-05-11,disparue,nom,41
B001274,2018-05-11,disparue,residuel,3
B001274,2019-05-12,apparue,nom,6
B001274,2019-05-12,apparue,residuel,1
B001274,2019-05-12,disparue,nom,9
B001274,2019-05-12,disparue,residuel,5
B001274,2020-07-01,apparue,nom,2
B001274,2020-07-01,apparue,premiere,15
B001274,2020-07-01,apparue,residuel,6
B001274,2020-07-01,disparue,nom,12
B001274,2020-07-01,disparue,residuel,1
B001274,2021-07-26,apparue,nom,5
B001274,2021-07-26,apparue,residuel,1
B001274,2021-07-26,disparue,nom,13
B001274,2021-07-26,disparue,residuel,10
B001274,2022-05-15,apparue,nom,7
B001274,2022-05-15,disparue,nom,6
B001274,2022-05-15,disparue,residuel,6
B001274,2023-05-02,apparue,nom,7
B001274,2023-05-02,disparue,nom,10
B001274,2023-05-02,disparue,type_photo,3
B001275,2016-05-16,apparue,nom,13
B001275,2016-05-16,apparue,premiere,6
B001275,2016-05-16,disparue,nom,4
B001275,2016-05-16,disparue,residuel,17
B001275,2017-05-12,apparue,nom,24
B001275,2017-05-12,apparue,premiere,11
B001275,2017-05-12,apparue,residuel,2
B001275,2017-05-12,disparue,nom,11
B001275,2017-05-12,disparue,residuel,2
B001275,2018-05-15,apparue,nom,11
B001275,2018-05-15,apparue,premiere,5
B001275,2018-05-15,disparue,nom,32
B001275,2018-05-15,disparue,residuel,3
B001275,2019-05-13,apparue,nom,42
B001275,2019-05-13,apparue,premiere,1
B001275,2019-05-13,disparue,nom,14
B001275,2019-05-13,disparue,residuel,23
B001275,2020-08-04,apparue,nom,15
B001275,2020-08-04,disparue,nom,1
B001275,2022-05-15,apparue,nom,23
B001275,2022-05-15,disparue,nom,47
B001275,2023-05-07,apparue,nom,16
B001275,2023-05-07,disparue,nom,16
B001275,2023-05-07,disparue,residuel,11
B001275,2024-05-08,apparue,nom,6
B001275,2024-05-08,apparue,premiere,15
B001275,2024-05-08,apparue,residuel,1
B001275,2024-05-08,disparue,nom,29
B001275,2024-05-08,disparue,residuel,6
B001275,2025-02-28,apparue,nom,7
B001275,2025-02-28,apparue,premiere,5
B001275,2025-02-28,apparue,type_photo,2
B001275,2025-02-28,disparue,nom,4
B001275,2025-02-28,disparue,type_photo,12
B001278,2016-05-13,apparue,nom,26
B001278,2016-05-13,disparue,nom,29
B001278,2017-05-12,apparue,nom,27
B001278,2017-05-12,disparue,nom,29
B001278,2018-05-30,apparue,nom,32
B001278,2018-05-30,disparue,nom,32
B001278,2019-06-04,apparue,nom,16
B001278,2019-06-04,disparue,nom,16
B001278,2020-07-24,apparue,nom,15
B001278,2020-07-24,disparue,nom,23
B001278,2021-07-07,apparue,nom,28
B001278,2021-07-07,disparue,nom,27
B001278,2022-07-14,apparue,nom,26
B001278,2022-07-14,disparue,nom,28
B001278,2023-07-12,apparue,nom,23
B001278,2023-07-12,disparue,nom,22
B001278,2023-07-12,disparue,residuel,12
B001278,2024-05-23,apparue,nom,11
B001278,2024-05-23,apparue,premiere,4
B001278,2024-05-23,disparue,nom,24
B001278,2024-05-23,disparue,residuel,2
B001278,2025-07-21,apparue,nom,4
B001278,2025-07-21,apparue,residuel,1
B001278,2025-07-21,disparue,nom,3
B001278,2025-07-21,disparue,residuel,2
B001278,2026-06-11,apparue,nom,13
B001278,2026-06-11,apparue,residuel,1
B001278,2026-06-11,disparue,nom,12
B001278,2026-06-11,disparue,residuel,2
B001280,2019-11-30,apparue,nom,12
B001280,2019-11-30,apparue,premiere,5
B001280,2019-11-30,disparue,nom,49
B001280,2019-11-30,disparue,residuel,1
B001281,2016-05-17,apparue,nom,7
B001281,2016-05-17,disparue,nom,2
B001281,2017-05-15,apparue,nom,2
B001281,2017-05-15,disparue,nom,5
B001281,2018-05-15,apparue,nom,12
B001281,2018-05-15,disparue,nom,14
B001281,2018-05-15,disparue,residuel,1
B001281,2019-05-15,apparue,nom,1
B001281,2019-05-15,apparue,premiere,1
B001281,2019-05-15,disparue,nom,1
B001281,2019-05-15,disparue,residuel,1
B001281,2020-08-09,apparue,nom,5
B001281,2020-08-09,disparue,nom,5
B001281,2020-08-09,disparue,residuel,2
B001281,2021-09-09,apparue,nom,5
B001281,2021-09-09,apparue,premiere,1
B001281,2021-09-09,disparue,nom,4
B001281,2021-09-09,disparue,residuel,3
B001281,2022-05-12,disparue,residuel,1
B001281,2023-05-15,apparue,nom,6
B001281,2023-05-15,apparue,premiere,1
B001281,2023-05-15,apparue,residuel,2
B001281,2023-05-15,disparue,nom,8
B001281,2023-05-15,disparue,residuel,3
B001281,2024-05-14,apparue,premiere,2
B001281,2024-05-14,apparue,residuel,2
B001281,2024-05-14,disparue,nom,3
B001281,2024-05-14,disparue,residuel,2
B001281,2026-05-12,apparue,nom,1
B001282,2016-05-16,apparue,nom,13
B001282,2016-05-16,apparue,premiere,2
B001282,2016-05-16,apparue,residuel,1
B001282,2016-05-16,disparue,nom,12
B001282,2016-05-16,disparue,residuel,1
B001282,2017-05-15,apparue,nom,13
B001282,2017-05-15,disparue,nom,10
B001282,2017-05-15,disparue,residuel,4
B001282,2018-05-15,apparue,nom,7
B001282,2018-05-15,apparue,premiere,1
B001282,2018-05-15,disparue,nom,15
B001282,2018-05-15,disparue,residuel,1
B001282,2019-05-15,apparue,nom,9
B001282,2019-05-15,apparue,residuel,2
B001282,2019-05-15,disparue,nom,9
B001282,2019-05-15,disparue,residuel,1
B001282,2020-07-30,apparue,nom,8
B001282,2020-07-30,disparue,nom,7
B001282,2020-07-30,disparue,residuel,1
B001282,2021-08-05,apparue,nom,33
B001282,2021-08-05,apparue,premiere,5
B001282,2021-08-05,apparue,residuel,1
B001282,2021-08-05,disparue,nom,11
B001282,2022-05-11,apparue,nom,28
B001282,2022-05-11,disparue,nom,21
B001282,2022-05-11,disparue,residuel,3
B001282,2023-05-09,apparue,nom,30
B001282,2023-05-09,disparue,nom,22
B001282,2023-05-09,disparue,residuel,2
B001282,2024-07-23,apparue,nom,25
B001282,2024-07-23,apparue,premiere,14
B001282,2024-07-23,disparue,nom,20
B001282,2024-07-23,disparue,residuel,1
B001282,2025-08-11,apparue,nom,6
B001282,2025-08-11,apparue,premiere,7
B001282,2025-08-11,apparue,residuel,1
B001282,2025-08-11,disparue,nom,19
B001282,2025-08-11,disparue,residuel,8
B001284,2016-05-16,apparue,nom,10
B001284,2016-05-16,apparue,premiere,5
B001284,2016-05-16,apparue,residuel,3
B001284,2016-05-16,disparue,nom,12
B001284,2016-05-16,disparue,residuel,9
B001284,2017-05-15,apparue,nom,10
B001284,2017-05-15,apparue,premiere,1
B001284,2017-05-15,apparue,residuel,8
B001284,2017-05-15,disparue,nom,7
B001284,2017-05-15,disparue,residuel,10
B001284,2018-05-15,apparue,nom,19
B001284,2018-05-15,apparue,premiere,2
B001284,2018-05-15,apparue,residuel,2
B001284,2018-05-15,disparue,nom,17
B001284,2018-05-15,disparue,residuel,5
B001284,2019-05-15,apparue,nom,15
B001284,2019-05-15,apparue,premiere,5
B001284,2019-05-15,apparue,residuel,1
B001284,2019-05-15,disparue,nom,25
B001284,2019-05-15,disparue,residuel,10
B001284,2020-08-13,apparue,nom,10
B001284,2020-08-13,apparue,premiere,1
B001284,2020-08-13,apparue,residuel,3
B001284,2020-08-13,disparue,nom,13
B001284,2020-08-13,disparue,residuel,20
B001284,2021-05-04,apparue,nom,4
B001284,2021-05-04,apparue,premiere,15
B001284,2021-05-04,disparue,nom,14
B001284,2021-05-04,disparue,type_photo,17
B001285,2016-05-17,apparue,nom,11
B001285,2016-05-17,apparue,premiere,1
B001285,2016-05-17,disparue,nom,11
B001285,2017-07-14,apparue,nom,15
B001285,2017-07-14,disparue,nom,9
B001285,2018-08-03,apparue,nom,39
B001285,2018-08-03,disparue,nom,37
B001285,2018-08-03,disparue,residuel,5
B001285,2019-08-05,apparue,nom,32
B001285,2019-08-05,disparue,nom,35
B001285,2020-07-30,apparue,nom,28
B001285,2020-07-30,disparue,nom,31
B001285,2021-08-04,apparue,nom,20
B001285,2021-08-04,disparue,nom,10
B001285,2022-06-10,apparue,nom,38
B001285,2022-06-10,disparue,nom,42
B001285,2022-06-10,disparue,residuel,12
B001285,2023-08-11,apparue,nom,14
B001285,2023-08-11,disparue,nom,16
B001285,2023-08-11,disparue,residuel,14
B001285,2024-07-17,apparue,nom,11
B001285,2024-07-17,apparue,premiere,2
B001285,2024-07-17,apparue,residuel,1
B001285,2024-07-17,disparue,nom,17
B001285,2024-07-17,disparue,residuel,9
B001285,2025-07-21,apparue,nom,11
B001285,2025-07-21,apparue,premiere,12
B001285,2025-07-21,apparue,residuel,5
B001285,2025-07-21,disparue,nom,30
B001285,2025-07-21,disparue,residuel,2
B001286,2016-05-13,apparue,nom,3
B001286,2016-05-13,apparue,premiere,15
B001286,2016-05-13,disparue,nom,24
B001286,2017-05-15,apparue,nom,3
B001286,2017-05-15,apparue,premiere,5
B001286,2017-05-15,apparue,residuel,10
B001286,2017-05-15,disparue,nom,3
B001286,2017-05-15,disparue,residuel,12
B001286,2018-06-06,apparue,nom,4
B001286,2018-06-06,apparue,premiere,3
B001286,2018-06-06,disparue,nom,4
B001286,2018-06-06,disparue,residuel,14
B001286,2019-05-03,apparue,nom,1
B001286,2019-05-03,apparue,premiere,1
B001286,2019-05-03,apparue,residuel,1
B001286,2019-05-03,disparue,residuel,4
B001286,2020-08-10,apparue,nom,1
B001286,2020-08-10,apparue,residuel,3
B001286,2020-08-10,disparue,nom,3
B001286,2020-08-10,disparue,residuel,12
B001286,2021-08-03,apparue,nom,2
B001286,2021-08-03,apparue,premiere,9
B001286,2021-08-03,disparue,residuel,14
B001286,2022-07-27,apparue,nom,1
B001286,2022-07-27,apparue,premiere,2
B001286,2022-07-27,disparue,nom,1
B001286,2022-07-27,disparue,residuel,5
B001286,2023-01-24,apparue,nom,2
B001286,2023-01-24,apparue,premiere,3
B001286,2023-01-24,disparue,nom,2
B001286,2023-01-24,disparue,type_photo,6
B001287,2016-05-16,apparue,nom,16
B001287,2016-05-16,disparue,nom,7
B001287,2017-05-15,apparue,nom,1
B001287,2017-05-15,disparue,nom,1
B001287,2018-05-14,apparue,nom,68
B001287,2018-05-14,disparue,nom,72
B001287,2019-05-14,apparue,nom,9
B001287,2019-05-14,disparue,nom,12
B001287,2020-08-12,apparue,nom,10
B001287,2020-08-12,disparue,nom,12
B001287,2021-08-04,apparue,nom,16
B001287,2021-08-04,disparue,nom,26
B001287,2022-08-03,apparue,nom,13
B001287,2022-08-03,disparue,nom,13
B001287,2022-08-03,disparue,residuel,2
B001287,2023-09-01,apparue,nom,7
B001287,2023-09-01,disparue,nom,7
B001287,2023-09-01,disparue,residuel,2
B001287,2024-06-14,apparue,nom,2
B001287,2024-06-14,apparue,premiere,1
B001287,2024-06-14,disparue,nom,4
B001287,2024-06-14,disparue,residuel,5
B001287,2025-08-06,apparue,premiere,2
B001287,2025-08-06,disparue,nom,3
B001289,2015-05-14,apparue,nom,23
B001289,2015-05-14,disparue,nom,4
B001289,2016-05-16,apparue,nom,11
B001289,2016-05-16,disparue,nom,21
B001289,2017-05-15,apparue,nom,8
B001289,2017-05-15,disparue,nom,14
B001289,2018-05-15,apparue,nom,5
B001289,2018-05-15,disparue,nom,23
B001289,2019-05-15,apparue,nom,17
B001289,2019-05-15,disparue,nom,12
B001289,2020-05-11,apparue,nom,11
B001289,2020-05-11,disparue,nom,9
B001289,2021-07-09,apparue,nom,11
B001289,2021-07-09,disparue,nom,17
B001290,2016-05-16,apparue,nom,15
B001290,2016-05-16,disparue,nom,12
B001290,2016-05-16,disparue,type_photo,2
B001290,2017-05-15,apparue,nom,7
B001290,2017-05-15,disparue,nom,15
B001290,2018-05-10,apparue,nom,11
B001290,2018-05-10,apparue,premiere,1
B001290,2018-05-10,disparue,nom,7
B001291,2016-08-13,apparue,nom,82
B001291,2016-08-13,apparue,premiere,2
B001291,2016-08-13,disparue,nom,93
B001291,2016-08-13,disparue,type_photo,12
B001291,2017-08-08,apparue,nom,29
B001291,2017-08-08,disparue,nom,25
B001291,2018-08-13,apparue,nom,76
B001291,2018-08-13,disparue,nom,75
B001291,2019-08-13,apparue,nom,49
B001291,2019-08-13,apparue,premiere,4
B001291,2019-08-13,disparue,nom,44
B001291,2020-08-12,apparue,nom,9
B001291,2020-08-12,disparue,nom,11
B001291,2021-08-13,apparue,nom,26
B001291,2021-08-13,apparue,premiere,2
B001291,2021-08-13,disparue,nom,28
B001291,2022-05-16,apparue,nom,50
B001291,2022-05-16,apparue,residuel,1
B001291,2022-05-16,disparue,nom,53
B001291,2022-05-16,disparue,residuel,1
B001291,2023-06-09,apparue,nom,13
B001291,2023-06-09,apparue,premiere,4
B001291,2023-06-09,disparue,nom,25
B001291,2024-08-03,apparue,nom,26
B001291,2024-08-03,apparue,premiere,1
B001291,2024-08-03,apparue,residuel,1
B001291,2024-08-03,disparue,nom,29
B001291,2024-08-03,disparue,residuel,4
B001291,2025-05-12,apparue,nom,7
B001291,2025-05-12,disparue,nom,10
B001291,2025-05-12,disparue,residuel,6
B001291,2026-05-12,apparue,nom,9
B001291,2026-05-12,apparue,premiere,31
B001291,2026-05-12,apparue,residuel,7
B001291,2026-05-12,disparue,nom,49
B001291,2026-05-12,disparue,residuel,1
B001292,2015-05-16,apparue,nom,1
B001292,2015-05-16,disparue,nom,2
B001292,2016-05-08,apparue,nom,33
B001292,2016-05-08,apparue,premiere,3
B001292,2016-05-08,disparue,nom,18
B001292,2017-05-10,apparue,nom,21
B001292,2017-05-10,apparue,premiere,1
B001292,2017-05-10,disparue,nom,25
B001292,2017-05-10,disparue,residuel,1
B001292,2018-05-09,apparue,nom,33
B001292,2018-05-09,disparue,nom,32
B001292,2019-05-12,apparue,nom,6
B001292,2019-05-12,disparue,nom,9
B001292,2020-06-27,apparue,nom,26
B001292,2020-06-27,disparue,nom,43
B001292,2020-06-27,disparue,residuel,13
B001292,2021-07-17,apparue,nom,37
B001292,2021-07-17,apparue,premiere,1
B001292,2021-07-17,apparue,residuel,5
B001292,2021-07-17,disparue,nom,34
B001292,2021-07-17,disparue,residuel,15
B001292,2022-05-08,apparue,nom,30
B001292,2022-05-08,apparue,premiere,5
B001292,2022-05-08,apparue,residuel,29
B001292,2022-05-08,disparue,nom,45
B001292,2022-05-08,disparue,residuel,3
B001292,2023-04-22,apparue,nom,33
B001292,2023-04-22,apparue,premiere,1
B001292,2023-04-22,apparue,residuel,1
B001292,2023-04-22,disparue,nom,38
B001292,2023-04-22,disparue,residuel,52
B001292,2024-04-23,apparue,nom,8
B001292,2024-04-23,disparue,nom,11
B001292,2025-05-13,apparue,nom,34
B001292,2025-05-13,apparue,premiere,8
B001292,2025-05-13,disparue,nom,39
B001292,2026-04-12,apparue,nom,22
B001292,2026-04-12,apparue,premiere,2
B001292,2026-04-12,disparue,nom,23
B001293,2015-05-08,apparue,nom,27
B001293,2015-05-08,disparue,nom,27
B001293,2015-05-08,disparue,type_photo,2
B001293,2016-06-14,apparue,nom,7
B001293,2016-06-14,apparue,premiere,1
B001293,2016-06-14,apparue,type_photo,1
B001293,2016-06-14,disparue,nom,20
B001293,2017-07-20,apparue,nom,3
B001293,2017-07-20,disparue,nom,2
B001293,2018-06-06,apparue,nom,30
B001293,2018-06-06,disparue,nom,33
B001293,2019-04-05,apparue,nom,11
B001293,2019-04-05,disparue,nom,11
B001294,2015-08-12,apparue,nom,9
B001294,2015-08-12,apparue,premiere,28
B001294,2015-08-12,disparue,nom,7
B001294,2016-08-14,apparue,nom,4
B001294,2016-08-14,apparue,premiere,15
B001294,2016-08-14,disparue,nom,8
B001294,2016-08-14,disparue,type_photo,14
B001294,2017-08-12,apparue,nom,2
B001294,2017-08-12,apparue,premiere,8
B001294,2017-08-12,disparue,nom,2
B001294,2017-08-12,disparue,residuel,9
B001294,2018-08-12,apparue,nom,13
B001294,2018-08-12,apparue,premiere,3
B001294,2018-08-12,apparue,residuel,1
B001294,2018-08-12,disparue,nom,13
B001294,2018-08-12,disparue,residuel,3
B001294,2019-01-16,apparue,nom,1
B001294,2019-01-16,apparue,premiere,1
B001294,2019-01-16,apparue,type_photo,2
B001294,2019-01-16,disparue,nom,2
B001294,2019-01-16,disparue,type_photo,3
B001295,2015-06-01,apparue,nom,13
B001295,2015-06-01,disparue,nom,7
B001295,2015-06-01,disparue,type_photo,4
B001295,2016-06-14,apparue,nom,8
B001295,2016-06-14,apparue,premiere,1
B001295,2016-06-14,disparue,nom,12
B001295,2017-05-09,apparue,nom,4
B001295,2017-05-09,disparue,nom,3
B001295,2018-06-12,apparue,nom,9
B001295,2018-06-12,disparue,nom,10
B001295,2019-05-09,apparue,nom,9
B001295,2019-05-09,disparue,nom,8
B001295,2020-08-13,apparue,nom,9
B001295,2020-08-13,apparue,premiere,2
B001295,2020-08-13,disparue,nom,8
B001295,2021-08-11,apparue,nom,11
B001295,2021-08-11,disparue,nom,9
B001295,2021-08-11,disparue,residuel,6
B001295,2022-05-13,apparue,nom,12
B001295,2022-05-13,apparue,premiere,1
B001295,2022-05-13,disparue,nom,11
B001295,2022-05-13,disparue,residuel,1
B001295,2023-06-12,apparue,nom,11
B001295,2023-06-12,disparue,nom,7
B001295,2023-06-12,disparue,residuel,1
B001295,2024-06-05,apparue,nom,4
B001295,2024-06-05,apparue,premiere,15
B001295,2024-06-05,disparue,nom,15
B001295,2025-08-13,apparue,residuel,1
B001295,2025-08-13,disparue,residuel,1
B001296,2015-08-04,apparue,nom,16
B001296,2015-08-04,disparue,nom,13
B001296,2015-08-04,disparue,type_photo,1
B001296,2016-08-10,apparue,nom,13
B001296,2016-08-10,apparue,residuel,1
B001296,2016-08-10,disparue,nom,16
B001296,2017-08-17,apparue,nom,13
B001296,2017-08-17,disparue,nom,13
B001296,2017-08-17,disparue,residuel,1
B001296,2018-08-10,apparue,nom,8
B001296,2018-08-10,apparue,residuel,1
B001296,2018-08-10,disparue,nom,13
B001296,2019-08-13,disparue,nom,2
B001296,2020-08-13,disparue,nom,2
B001296,2021-08-13,apparue,nom,2
B001296,2021-08-13,disparue,nom,2
B001296,2022-06-14,disparue,residuel,1
B001296,2023-08-12,apparue,nom,1
B001296,2023-08-12,disparue,nom,1
B001296,2024-04-15,apparue,nom,1
B001296,2025-07-25,apparue,nom,1
B001296,2025-07-25,disparue,nom,1
B001297,2015-05-13,apparue,nom,4
B001297,2015-05-13,disparue,nom,6
B001297,2015-05-13,disparue,type_photo,1
B001297,2016-05-13,apparue,nom,3
B001297,2016-05-13,apparue,type_photo,1
B001297,2016-05-13,disparue,nom,3
B001297,2016-05-13,disparue,type_photo,1
B001297,2017-07-28,apparue,nom,5
B001297,2017-07-28,disparue,nom,3
B001297,2017-07-28,disparue,residuel,1
B001297,2018-08-06,apparue,nom,28
B001297,2018-08-06,disparue,nom,11
B001297,2018-08-06,disparue,residuel,31
B001297,2019-07-18,apparue,nom,5
B001297,2019-07-18,disparue,nom,9
B001297,2019-07-18,disparue,residuel,7
B001297,2020-08-14,apparue,nom,2
B001297,2020-08-14,disparue,nom,4
B001297,2021-08-09,apparue,nom,16
B001297,2021-08-09,disparue,nom,15
B001297,2022-05-14,apparue,nom,9
B001297,2022-05-14,apparue,residuel,1
B001297,2022-05-14,disparue,nom,13
B001297,2022-05-14,disparue,residuel,1
B001297,2023-05-16,apparue,nom,2
B001297,2023-05-16,disparue,nom,5
B001297,2023-05-16,disparue,residuel,6
B001297,2024-06-19,apparue,nom,5
B001297,2024-06-19,apparue,premiere,1
B001297,2024-06-19,disparue,nom,5
B001298,2016-05-15,apparue,nom,9
B001298,2016-05-15,disparue,nom,9
B001298,2017-05-02,apparue,nom,6
B001298,2017-05-02,apparue,premiere,1
B001298,2017-05-02,disparue,nom,8
B001298,2018-05-12,apparue,nom,9
B001298,2018-05-12,apparue,premiere,1
B001298,2018-05-12,disparue,nom,10
B001298,2019-05-12,apparue,nom,6
B001298,2019-05-12,disparue,nom,5
