last,first,suffix,state_district,n_depots,types,bioguide,match_method
Kelly,Jacquelyn Odessa,,TN05,1,C,,ambigu
Kelly,John Trent,,MS01,16,ACOX,K000388,last+etat
Kelly,Leonard Shawn,,TX07,1,C,,ambigu
Kelly,Mike,,PA03,75,AOPX,K000376,exact
Kelly,Mike,,PA16,73,AOPX,K000376,exact
Kelly,Robin,,IL02,22,AGOX,K000385,exact
Kelly,Robin L.,,IL02,4,AOX,K000385,prefixe
Kelly,Ron,,CA43,3,DW,,ambigu
Kelly,Tavish Cordero,,MS04,1,C,K000388,last+etat
Kelly,Timothy P.,,MI05,2,CX,,ambigu
Kelsey,Brian,,TN08,1,C,,aucun_nom
Kemp,Michael,,,1,W,,aucun_nom
Kemp,Patricia,,FL15,2,CX,,aucun_nom
Kemper,Nancy Jo,,KY06,2,CX,,aucun_nom
Kennedy,Amy,,NJ02,2,CX,,ambigu
Kennedy,Brynne,,CA04,2,C,,ambigu
Kennedy,Christopher,,,1,W,,ambigu
Kennedy,David R.,,VA08,1,C,,ambigu
Kennedy,James,,FL08,3,CD,,ambigu
Kennedy,John Perkins,,TN06,3,CDW,,ambigu
Kennedy,Joseph P.,III,MA04,41,AGOPTX,K000379,prefixe
Kennedy,Kirsten Hagen,,MN08,1,C,,ambigu
Kennedy,Mike,,UT03,5,CHPX,K000403,exact
Kennedy,Richard,,TX17,5,CDX,,ambigu
Kennedy,Robert,Jr.,AL01,1,C,,ambigu
Kennedy,Robert James,III,PA06,1,C,,ambigu
Kennedy,Ronda,,CA26,3,C,,ambigu
Kennedy,Ronda,,CA30,1,C,,ambigu
Kennedy,Sandra Denise,,FL08,1,C,,ambigu
Kennedy,Timothy,,NY26,4,CHO,K000402,exact
Kennemore,Zachary Heathcliff,,GA07,1,D,,aucun_nom
Kensinger,Kevin Thomas,,CA48,1,C,,aucun_nom
Kent,Alexander Valiensi,,WI03,1,C,,aucun_nom
Kent,Charles Todd,,TX17,2,CX,,aucun_nom
Kent,David W.,,TN06,2,CD,,aucun_nom
Kent,Joseph,,WA03,7,AC,,aucun_nom
Kenworthy,Jon Michael,,IN03,2,CW,,aucun_nom
Keohokalole,Jarrett,,HI01,2,CX,,aucun_nom
Kerelis,Arturas,,,1,W,,aucun_nom
Kern,Aliena,,MN06,1,C,,aucun_nom
Kern,Aliena Jeanene,,MN06,1,C,,aucun_nom
Kerner,Debra,,,1,W,,aucun_nom
Kerner,Debra,,TX07,1,D,,aucun_nom
Kerner,Gerald M.,,MS02,2,C,,aucun_nom
Kerr,Andrew Steven,,CO07,1,C,,aucun_nom
Kerr,Joseph,,CA40,5,CX,,aucun_nom
Kerr,Michael Ernest,,CA10,1,C,,aucun_nom
Kerr,Michael Ernest,,CA11,1,D,,aucun_nom
Kerr,Paul G.,,CA49,2,C,,aucun_nom
Kerrigan,Stephen,,MA03,2,WX,,aucun_nom
Kesselmark,John Kennedy,II,CA25,1,X,,aucun_nom
Kesto,Klint,,MI11,2,CX,,aucun_nom
Ketchum,Zachary,,MI03,1,W,,aucun_nom
Ketler,Jamey,,FL15,2,CW,,aucun_nom
Keys,Reginald Fernando,,CA43,1,C,,aucun_nom
Khal,Sami,,NV03,1,D,,aucun_nom
Khalil,Peter,,WA03,2,CW,,aucun_nom
Khan,Badrun,,NY14,1,C,,aucun_nom
Khan,Gulrez,,TX32,2,DW,,aucun_nom
Khan,Imran,,TX06,1,C,,aucun_nom
Khan,Mumin,,CA32,1,D,,aucun_nom
Khanna,Lisa Vedernikova,,VA01,3,CWX,,etat_incoherent
Khanna,Rohit,,CA17,147,ACGOPX,K000389,prefixe
Khazei,Alan,,MA04,6,ACX,,aucun_nom
Kheireddine,Moneer,,FL13,3,CDX,,aucun_nom
Khojasteh,Ryan A.,,CA12,2,C,,aucun_nom
Khorasani,Ali,,TX02,1,C,,aucun_nom
Khot,Neil,,IL08,2,AC,,aucun_nom
Khouri,Tonia,,IL11,4,AC,,aucun_nom
Kidd,Damian,,,1,W,,aucun_nom
Kidd,Damian,,UT03,1,X,,aucun_nom
Kidd,Jim,,WI05,1,C,,aucun_nom
Kidd,Larry,,OH02,1,C,,aucun_nom
Kidd,Robert G,,NV02,2,C,,aucun_nom
Kidd,Robert Gregory,,NV02,1,X,,aucun_nom
Kidwell,Eric Jeffrey,,KS04,1,D,,aucun_nom
Kiehle,Erik,,MS03,1,D,,aucun_nom
Kiehne,Gary,,AZ01,4,C,,aucun_nom
Kiehne,John,,,1,W,,aucun_nom
Kier,Grant,,MT00,2,C,,aucun_nom
Kifle,Luele Negash,,CA18,1,D,,aucun_nom
Kiggans,Jennifer,,VA02,13,ACHOX,K000399,exact
Kihuen,Ruben,,NV04,5,ACX,K000390,exact
Kihuen,Ruben J.,,NV04,3,HOT,K000390,prefixe
Kilbourn,Kyle,,WI07,4,CDX,,aucun_nom
Kilboy,Matthew,,OH13,1,C,,aucun_nom
Kilboy,Matthew,,OH14,1,C,,aucun_nom
Kildee,Daniel T.,,MI05,12,AOX,K000380,prefixe
Kildee,Daniel T.,,MI08,4,OTX,K000380,prefixe
Kiley,Kevin,,CA03,9,CGHOX,K000401,exact
Kiley,Susan M.,,NJ06,2,AC,,etat_incoherent
Kilgore,Daniel McArthur,,OH15,3,C,,aucun_nom
Killin,Jessica Willow,,CO05,3,CX,,aucun_nom
Kilmer,Derek,,WA06,25,AOPTX,K000381,exact
Kilpatrick,Robert Donald,,CA33,1,W,,aucun_nom
Kim,Andy,,NJ03,16,ACHOTX,K000394,exact
Kim,Bryan Robert,,CA53,1,C,K000397,last+etat
Kim,David,,CA34,2,C,K000397,last+etat
Kim,David,,GA07,3,CX,,ambigu
Kim,David Yung Ho,,CA34,4,C,K000397,last+etat
Kim,Donna Mercado,,HI01,3,C,,ambigu
Kim,Heerak Christian,,VA08,6,CD,,ambigu
Kim,Pearl,,PA05,2,AO,,ambigu
Kim,Ronald Joseph,,NY21,1,C,,ambigu
Kim,Young,,CA39,23,ACHOX,K000397,exact
Kim,Young,,CA40,9,AOX,K000397,exact
Kimaz,Nicolas T.,,FL22,4,ACX,,aucun_nom
Kimber,James Harvey,,CA50,1,C,,aucun_nom
Kimbrell,Joshua  Brett,,SC04,1,C,,aucun_nom
Kimes,Heavenly,,GA13,1,C,,aucun_nom
Kimmick,Randy James,,NV03,1,W,,aucun_nom
Kind,Ron,,WI03,13,AOTX,K000188,exact
Kindig,Susan,,,1,W,,aucun_nom
Kindig,Susan,,IN05,1,D,,aucun_nom
King,Adam Joshua,,IL12,1,D,,ambigu
King,Bob,,TX21,1,C,,ambigu
King,Brent,,FL16,1,C,,ambigu
King,Charles,,GA07,1,C,,ambigu
King,Esther Joy,,IL17,5,CX,,ambigu
King,Jessica,,PA11,3,ACX,,ambigu
King,Jessica,,PA16,3,ACX,,ambigu
King,Jessica Jeane,,WI06,3,AC,,ambigu
King,Joely Faren,,IL01,1,C,,ambigu
King,Joseph Wayne Mr,II,NC11,1,C,,ambigu
King,Paul,,NY05,1,X,K000210,last+etat
King,Peter T.,,NY02,9,OTX,K000210,prefixe
King,R Adam,,CA37,1,C,,ambigu
King,Steve,,IA04,10,AOTX,K000362,exact
King,Troy,,AL02,1,C,,ambigu
King-Hinds,Kimberlyn Kay,,MP00,3,HOX,K000404,prefixe
King-Hinds,Kimberlyn Kay,,MP01,1,C,K000404,prefixe
Kingson,Eric R,,NY24,3,CX,,aucun_nom
Kingson,Eric R Mr,,NY24,1,X,,aucun_nom
Kingston,Jack,,GA01,2,AT,K000220,exact
Kingston,James Morris,,GA01,3,CX,K000220,last_unique
Kinner,Jan,,OH10,1,C,,aucun_nom
Kinney,Lisa,,WY00,1,C,,aucun_nom
Kinsey,Craig Robert,,NC04,2,CW,,aucun_nom
Kinsey,Rachel,,GA11,1,D,,aucun_nom
Kinter,Marialana,,FL07,2,C,,aucun_nom
Kinzinger,Adam,,IL16,24,AOPX,K000378,exact
Kinzler,Gordon (Jay),,,1,W,,aucun_nom
Kinzler,Gordon (Jay),,IL06,3,CDX,,aucun_nom
Kinzler,Gordon J.,,IL06,2,CX,,aucun_nom
Kipnis,Daryl,,NJ12,1,C,,aucun_nom
Kipuke,Joel,,CA06,1,D,,aucun_nom
Kipuke,Omba,,CA07,1,D,,aucun_nom
Kipuke,Omba Joel,,CA07,1,C,,aucun_nom
Kirkham,Sheldon,,,1,W,,aucun_nom
Kirkland,Gwenevere Josephine,,WA07,1,C,,aucun_nom
Kirkland,Kyle R,,CA21,1,C,,aucun_nom
Kirkland,Kyle R.,,CA20,3,ACX,,aucun_nom
Kirkland,Thaddeus,,PA05,1,C,,aucun_nom
Kirkmeyer,Barbara,,CO04,1,C,,aucun_nom
Kirkmeyer,Barbara,,CO08,2,C,,aucun_nom
Kirkpatrick,Ann,,AZ01,4,AOT,K000368,exact
Kirkpatrick,Ann,,AZ02,10,ACHOTX,K000368,exact
Kirkwood,Keith Lucas,,CA34,1,D,,aucun_nom
Kiros,Melat,,CO01,2,C,,aucun_nom
Kirrane,Sean Joseph,,NJ05,1,X,,aucun_nom
Kirschner,Kelly,,FL16,1,C,,aucun_nom
Kirtley,Elizabeth Ann,,OH06,1,D,,aucun_nom
Kirwan,Michael Brian,,FL04,4,ACX,,aucun_nom
Kishineff,Jason,,CA05,2,D,,aucun_nom
Kistner,Tyler,,MN02,5,AC,,aucun_nom
Kitchen,Derek,,,1,W,,aucun_nom
Kitchen,Derek,,UT01,1,C,,aucun_nom
Kitover,John,,IL16,1,C,,aucun_nom
Kittappa,Raja,,PA16,2,CX,,aucun_nom
Kitts,Derek Wayne,,VA09,1,C,,aucun_nom
Kizik,Ellen (Elle),,IN05,1,C,,aucun_nom
Klausner,Howard Andrew,,MI14,2,D,,aucun_nom
Klee Hood,Sarah,,NY22,7,ACWX,,aucun_nom
Klee Hood,Sarah,,NY24,2,CX,,aucun_nom
Klein,Matthew David,,MN02,1,C,,aucun_nom
Kleine,Mark A.,,IL17,2,CX,,aucun_nom
Kleinhendler,Howard,,NJ03,1,C,,aucun_nom
Kleinman,Nathan I,,NJ02,1,C,,aucun_nom
Klepinger,Robert,,OH10,1,D,,aucun_nom
Klimm,Sarah Renee,,PA11,2,CX,,aucun_nom
Kline,Danner,,AL06,2,C,,etat_incoherent
Kline,John,,MN02,3,OT,K000363,exact
Kline,Patricia,,NJ01,1,D,,etat_incoherent
Klippert,Bradley,,WA04,1,C,,aucun_nom
Kloiber,David,,KY06,1,C,,aucun_nom
Klussmann,Duncan Foster,,TX38,3,CX,,aucun_nom
Klutts,Roxann M.,,OK04,1,D,,aucun_nom
Kmiec,Douglas W.,,CA26,1,C,,aucun_nom
Knaggs,Andrew Ferrieres,,VA07,3,CX,,aucun_nom
Knapp,Jason,,VA01,1,X,,aucun_nom
Knezek,Erick,,LA03,2,CX,,aucun_nom
Knezevich,Michael Steven,,FL12,2,C,,aucun_nom
Knickerbocker,Kristina,,OH10,1,C,,aucun_nom
Knight,David,,CA43,2,CD,K000387,last_unique
Knight,Jason,,TN07,1,C,,etat_incoherent
Knight,Mitchel Ian,,OR02,1,C,,etat_incoherent
Knight,Steve,,CA25,16,ACHOPTX,K000387,exact
Knoles,Ricky Patric,,FL04,2,C,,aucun_nom
Knott,Brad,,NC13,9,CHPX,K000405,exact
Knowlton,Diane Elise,,TX13,2,CD,,aucun_nom
Knupp,Paul,Jr.,IA03,2,C,,aucun_nom
Koble,Clint Matthew,,NV02,3,CX,,aucun_nom
Kocina,Kevin,,MN01,1,C,,aucun_nom
Koehr,David,,MO01,1,D,,aucun_nom
Koh,Daniel Arrigg,,MA03,4,CX,,aucun_nom
Koh,Daniel Arrigg,,MA06,4,ACX,,aucun_nom
Kohl,Dan,,WI06,4,CX,,aucun_nom
Kohler,Nevin,,,1,W,,aucun_nom
Kohn,Erin Bilbray,,NV03,1,C,,aucun_nom
Kohne,Steven Chase,,CO04,1,C,,aucun_nom
Kokinadis,Brett,,NM01,1,C,,aucun_nom
Kokinadis,Brett,,NM03,2,CD,,aucun_nom
Kokkonen,Matt,,CA24,3,CDX,,aucun_nom
Kolanagireddy,Hima,,MI06,2,CX,,aucun_nom
Kolasinski,Joshua,,OH04,1,C,,aucun_nom
Kolber,Vince,,IL05,1,C,,aucun_nom
Kolber,Vincent A.,,IL05,2,AC,,aucun_nom
Koller,David C.,,FL11,3,CX,,aucun_nom
Konczal,Kevin,,AZ06,1,X,,aucun_nom
Kondrat'Yev,Amanda,,FL01,1,D,,aucun_nom
Konfrst,Jennifer,,IA03,2,CX,,aucun_nom
Koniz,Gary L.,,FL04,2,AC,,aucun_nom
Konsmo,Michael,,WY00,2,CX,,aucun_nom
Koolidge,Michael,,IL14,2,C,,aucun_nom
Kopf,Kenneth  Albert,,NC06,1,C,,aucun_nom
Koprowski,Gene,,IL16,1,W,,aucun_nom
Kopsaftis,Peter,,IL08,3,ACX,,aucun_nom
Kopser,Joseph,,NY21,2,CX,,aucun_nom
Kopser,Joseph,,TX21,1,C,,aucun_nom
Kopsick,Joseph William,,IL10,2,D,,aucun_nom
Kopsick,Joseph William,,OR03,1,D,,aucun_nom
Korka,Stephen,,FL23,1,W,,aucun_nom
Korpe,Satish W.,,VA08,1,W,,aucun_nom
Koshy,Stan,,,1,W,,aucun_nom
Koslow,Michael,,CA26,1,C,,aucun_nom
Koslow,Michael S.,,CA26,2,C,,aucun_nom
Kostenko,Brian Olav,,,1,W,,aucun_nom
Kostenko,Brian Olav,,WA08,1,D,,aucun_nom
Kotick,Michael,,CA48,3,AC,,aucun_nom
Kovach,Janice,,NJ07,3,CDX,,aucun_nom
Kovacs,John,,NV03,3,CX,,aucun_nom
Kovacs,William Richard,,AZ02,1,C,,aucun_nom
Kovic,Robert D.,,NJ11,1,C,,aucun_nom
Kowal,Daniel,,FL19,1,C,,aucun_nom
Kozell,Richard Steven,III,FL18,3,AC,,aucun_nom
Kozycki,Anthony Lawrence,,GA07,1,C,,aucun_nom
Kraft,Ryan Olivier Christian,,OR00,1,C,,aucun_nom
Kraft,Vicki Caldwell,,WA03,2,C,,aucun_nom
Kramer,Anna Cheng,,CA15,4,CDX,,aucun_nom
Kramer,Timothy D.,,PA16,2,CD,,aucun_nom
Krantz,Catherine,,TX04,2,C,,aucun_nom
Kraus,Steven Wayne,,OH09,3,CDW,,aucun_nom
Krause,E M,,NV02,1,C,,aucun_nom
Krause,John E.,,FL01,1,C,,aucun_nom
Krause,Ryan P.,,TX35,2,CX,,aucun_nom
Krause,Ryan Patrick,,TX15,3,C,,aucun_nom
Krause,Ryan Patrick,,TX21,1,C,,aucun_nom
Krautter,Joel,,MT02,3,CX,,aucun_nom
Krebaum,William B.,,MI06,1,D,,aucun_nom
Krebs,Shantel,,SD00,3,CX,,aucun_nom
Kreegel,Paige Vanier,,FL19,1,C,,aucun_nom
Kregler,William,,NY07,2,CX,,aucun_nom
Kreibich,Arati,,NJ05,3,CX,,aucun_nom
Kreiselmaier,Elizabeth,,,1,W,,aucun_nom
Kreiselmaier,Elizabeth,,WA06,5,CD,,aucun_nom
Kresge,Brian Phillip,,,1,W,,aucun_nom
Kresge,Brian Phillip,,ME02,1,C,,aucun_nom
Kress,Conrad,,HI02,1,C,,aucun_nom
Krinkie,Philip B.,,MN06,2,CW,,aucun_nom
Kripchak,Michael L.,,OH06,1,D,,aucun_nom
Krishnamoorthi,S. Raja,,IL08,25,ACOPX,K000391,last_unique
Kroeger,Gary,,IA01,1,C,,aucun_nom
Kroemer,Kurt,,AZ01,1,C,,aucun_nom
Krom,John P.,,IN05,2,CD,,aucun_nom
Kroske,Michael T.,,FL23,1,C,,aucun_nom
Krucoff,David,,DC00,1,D,,aucun_nom
Krulick,Al,,FL07,3,CD,,aucun_nom
Krull,Aaron Thomas,,,1,W,,aucun_nom
Krull,Aaron Thomas,,IA04,1,C,,aucun_nom
Kruttiventi,Vin,,CA13,2,C,,aucun_nom
Kruttiventi,Vin,,CA14,2,C,,aucun_nom
Krystofiak,Steven,,AZ02,1,C,,aucun_nom
Krzeczkowski,Joe,,CO07,1,D,,aucun_nom
Krzyzanowski,Suzanne K.,,VA05,3,CX,,aucun_nom
Kubba,Sam,,VA10,1,W,,aucun_nom
Kucinich,Dennis,,OH07,2,AC,K000336,exact
Kuehl,Kyle,,IA01,1,X,,aucun_nom
Kuhnle,Justin James,,IN03,1,C,,aucun_nom
Kula,Shannon,,CT05,1,W,,aucun_nom
Kulikoff,Kelly,,CA20,1,C,,aucun_nom
Kulikowski,Jaimie - None -,,CO06,1,C,,aucun_nom
Kulikowski,Jaimie Lynn,,CO06,1,C,,aucun_nom
Kulkarni,Sri Preston,,TX22,4,AC,,aucun_nom
Kulmann,Janifer Suzanne,,CO08,3,CX,,aucun_nom
Kultala,Kelly D.,,KS03,1,C,,aucun_nom
Kumar,Anil,,MI10,1,C,,aucun_nom
Kumar,Anil,,MI11,1,C,,aucun_nom
Kumar,Lokesh,,MI08,2,CD,,aucun_nom
Kumar,Mantosh,,CA15,2,CX,,aucun_nom
Kumar,Neil,,AR03,3,CD,,aucun_nom
Kumar,Rishi,,CA18,2,C,,aucun_nom
Kundrata,Frederick Louis,III,OH01,1,C,,aucun_nom
Kunelius,David Walter,,WI07,1,C,,aucun_nom
Kuniegel,Robert Joseph,,PA17,2,CD,,aucun_nom
Kunkel,Catherine,,WV02,3,AC,,aucun_nom
Kunze,Stephanie L.,,OH15,1,C,,aucun_nom
Kurani,Shrina,,CA41,1,C,,aucun_nom
Kurani,Shrina,,CA42,2,CX,,aucun_nom
Kurant,Stephen,,IN02,2,DW,,aucun_nom
Kurtz,Jeremy,,,1,W,,aucun_nom
Kurtz,Tony,,WI03,2,CX,,aucun_nom
Kurzon,Jeffrey M.,,NY07,1,C,,aucun_nom
Kurzon,Jeffrey Mead,,NY07,1,C,,aucun_nom
Kushmer,Danny,,FL15,1,C,,aucun_nom
Kuster,Ann M.,,NH02,16,AOTX,K000382,prefixe
Kustoff,David,,TN08,55,ACHOPX,K000392,exact
Kutch,Roderick Bartleah,,TX31,1,C,,aucun_nom
Kutner,Eric Roger,,CA53,2,CX,,aucun_nom
Kutz,Randy,,AZ09,1,C,,aucun_nom
Kuzmich,Stephen,,TX24,3,CD,,aucun_nom
Kwasman,Adam Charles,,AZ01,1,C,,aucun_nom
Kyrillidis,Paul,,NY04,1,C,,aucun_nom
L'Italien,Barbara,,MA03,2,C,,aucun_nom
LARSEN,FLEMMING  STEEN,,NV01,3,CX,,etat_incoherent
LaFerla,John James,,MD01,2,CX,,aucun_nom
LaHood,Darin McKay,,IL16,5,OP,L000585,prefixe
LaHood,Darin McKay,,IL18,13,COX,L000585,prefixe
LaMalfa,Doug,,CA01,13,OX,L000578,exact
LaTurner,Jake,,KS02,11,CHOTX,L000266,nickname
Labate,Stephen A.,,NY03,1,C,,aucun_nom
Laboy-Alvarado,Zoe M.,,PR00,1,C,,aucun_nom
Labrador,Raul R.,,ID01,1,O,L000573,prefixe
Labrador,Raúl R.,,ID01,7,AOTX,L000573,prefixe
Lackey,Courtney,,CA25,1,D,,aucun_nom
Lackie,Earl Patrick,,MI05,1,C,,aucun_nom
Lacore,Nancy,,SC01,1,C,,aucun_nom
Lacy,J. Ross,,TX11,2,AC,,aucun_nom
Ladjevardian,Sima Jandaghi,,TX02,4,CX,,aucun_nom
Laeke,Abel Gebre,,CO03,1,D,,aucun_nom
Lafazan,Joshua,,NY03,4,CX,,aucun_nom
Laffey,Stephen Patrick,,CO04,1,C,,aucun_nom
Lahmeyer,Jackson,,OK01,1,C,,aucun_nom
Laib,Rick,,IL11,2,DX,,aucun_nom
Lake,Jeannine Lee,,IN06,2,C,,aucun_nom
Lal,Amit,,NY05,6,CD,,aucun_nom
Lally,Grant M.,,NY03,2,CX,,aucun_nom
Lally,James,,NV03,1,C,,aucun_nom
Lalota,Nicholas Joseph,,NY01,7,HOX,L000598,last_unique
Lalota,Nicholas Joseph,,NY02,3,WX,L000598,last_unique
Lalota,Nick,,NY01,2,CX,L000598,last_unique
Lam,Adriel C.,,HI01,1,D,,aucun_nom
Lamagna,Dal,,NY19,1,C,,aucun_nom
Lamb,Conor,,PA17,7,OTX,L000588,exact
Lamb,Conor,,PA18,3,CGO,L000588,exact
Lamb,Jonathan M.,,IN06,2,C,,etat_incoherent
Lamb,Mark,,AZ05,2,CX,,etat_incoherent
Lamb,Ryan,,IN01,1,C,,etat_incoherent
Lamb,Thomas,,AK00,1,D,,etat_incoherent
Lamba,Harinder Singh,,CA08,1,C,,aucun_nom
Lambert,Douglas Westley,III,AL01,1,C,,aucun_nom
Lambert,Gary,,NH02,1,C,,aucun_nom
Lambert,Russell Rene,,CA46,1,C,,aucun_nom
Lamborn,Doug,,CO05,89,AOPTX,L000564,exact
Lamm,Debra,,MT00,4,ACX,,aucun_nom
Lamondin,Richard,,FL27,3,CWX,,aucun_nom
Lancaster,Gordon K CA,,CA19,2,CD,,aucun_nom
Lancaster,Jarrad Ray,,IN03,2,D,,aucun_nom
Lancaster,Mariah,,MA06,2,AC,,aucun_nom
Lancaster,Rosie Tago,,AS00,2,CD,,aucun_nom
Lance,Leonard,,NJ07,16,AOPTX,L000567,exact
Lancia,Bob,,RI02,2,C,,aucun_nom
Lander,Brad,,NY10,2,CX,,aucun_nom
Landin,Jeremiah,,TX31,1,D,,aucun_nom
Landing,Katherine Dubeau,,SC01,1,C,,aucun_nom
Landon,Sheldon (Shelli) Elizabeth,,OK05,2,AC,,aucun_nom
Landrieu,Gary C.,,LA02,1,D,,aucun_nom
Landsman,Greg,,OH01,20,ACHOPX,L000601,exact
Lane,Charlotte R.,,WV02,1,W,,aucun_nom
Lange,James Kelly,,FL15,1,C,,aucun_nom
Lange,John Richard,,,1,W,,aucun_nom
Lange,Paul,,IL15,1,C,,aucun_nom
Lange,Werner,,OH06,2,CD,,aucun_nom
Langella,Lewis Milam,,TX02,1,C,,aucun_nom
Langevin,James R.,,RI02,108,AOPTX,L000559,prefixe
Langford,David Keith,Jr.,CA06,1,D,,aucun_nom
Langlinais,David Charles,,LA03,1,C,,aucun_nom
Langlois,Joel John,,MI03,1,C,,aucun_nom
Langworthy,Charles John,,MI09,1,C,,etat_incoherent
Langworthy,Nick,,NY23,5,CHO,L000600,last_unique
Lanier,Timothy,,TN04,1,C,,aucun_nom
Lankenau,Steve,,OH09,3,CWX,,aucun_nom
Lankford,James,,OK05,1,E,L000575,exact
Lankford,Keisha,,TX30,1,C,,etat_incoherent
Lape,Brandon Michael,,OH07,1,C,,aucun_nom
Lapham,Robert B.,,FL02,1,C,,aucun_nom
Lapides,Bennett,,TN01,1,D,,aucun_nom
Lapierre,Michael James,,SC04,1,C,,aucun_nom
Laplante,Roger Alan,,CA08,1,D,,aucun_nom
Lapointe,Michael Edward,,WA02,1,C,,aucun_nom
Lapolice,Alan,,KS01,3,C,,aucun_nom
Lara,Angel,,CA21,2,CX,,aucun_nom
Lara,Brian,,FL18,1,C,,aucun_nom
Lara,Damian,,NM01,2,C,,aucun_nom
Lara,Frank,,CA12,1,C,,aucun_nom
Lara,Keith Joseph,,AZ09,1,C,,aucun_nom
Lara,Roxanne,,NM02,2,CX,,aucun_nom
Larchuk,Steven B.,,PA12,1,C,,aucun_nom
Lare,Jeff,,OH15,1,C,,aucun_nom
Larios-Elias,Citlaly,,NV01,3,CX,,aucun_nom
Larivee,Kevin,,MA06,3,DWX,,aucun_nom
Larkin,Matt,,WA08,4,CX,,aucun_nom
Larkin,Oliver Adams,,FL23,1,C,,aucun_nom
Larkins,Juddson,,SC02,2,C,,aucun_nom
Larsen,David Kenny,,NJ07,1,C,,etat_incoherent
Larsen,David Mr,,NJ07,2,C,,etat_incoherent
Larsen,Kristopher William,,,1,W,L000560,last_unique
Larsen,Kristopher William,,CO02,1,C,,etat_incoherent
Larsen,Mike,,OH04,1,C,,etat_incoherent
Larsen,Rick,,WA02,37,AOPX,L000560,exact
Larson,Donald Philip,,OH09,3,CX,,etat_incoherent
Larson,John B.,,CT01,95,OPX,L000557,prefixe
Larson,Samuel,,,1,W,L000557,last_unique
Lasala,Michael Thomas,,PA11,1,D,,aucun_nom
Lasater,Brent Thurston,,MO05,2,W,,aucun_nom
Lasee,Frank,,WI08,1,C,,aucun_nom
Lashar,James David,,MD03,1,C,,aucun_nom
Lasher,Micah Charles,,NY12,2,CX,,aucun_nom
Lasonde,Joan McCarthy,,IL09,2,C,,aucun_nom
Lassiter,Shawn,,TX06,1,C,,aucun_nom
Laster,Justin,,GA08,4,C,,aucun_nom
Latessa,Philip Joseph,,,1,W,,aucun_nom
Latham,Tom,,IA03,1,T,L000111,exact
Latimer,George,,NY16,4,CHX,L000606,exact
Latimer,MacKenzie,,TX31,1,C,,etat_incoherent
Latta,Robert E.,,OH05,36,OPX,L000566,prefixe
Laturner,Jake,,KS02,1,C,L000266,nickname
Laubacher,Eileen,,CO04,3,CX,,aucun_nom
Lauf,Catalina,,FL19,3,ACX,,aucun_nom
Lauf,Catalina,,IL11,2,CX,,aucun_nom
Lauf,Catalina,,IL14,2,AC,,aucun_nom
Lauf,Catalina,,IL16,2,CX,,aucun_nom
Laughridge,Matthew,,GA14,2,CX,,aucun_nom
Laugisch,Thaddeus Robert,,MN07,1,D,,aucun_nom
Lauser,Lucy Esther Joan,,WA03,1,D,,aucun_nom
Lauten,Robert Edmund,,CA45,1,W,,aucun_nom
Lavallee,Daniel,,PA03,1,C,,aucun_nom
Lave,Kenneth J.,,IN04,1,C,,aucun_nom
Lavergne,Frederick John,,NJ03,1,D,,aucun_nom
Law,Alexander,,NJ01,1,C,,aucun_nom
Law,Philip Joseph,,NC03,3,CX,,aucun_nom
Law,Philip Joseph Mr,,NC03,4,CD,,aucun_nom
Lawhorn,Zane Rene,,WV03,1,C,,aucun_nom
Lawhorn,Zane Renee,,WV03,1,X,,aucun_nom
Lawler,Michael Vincent,,NY17,9,CHOX,L000599,prefixe
Lawlor,Carrie,,FL21,1,C,,aucun_nom
Lawrence,Brenda Lulenar,,MI14,25,ACHOPTX,L000581,prefixe
Lawrence,Case McKay,,UT03,1,C,,etat_incoherent
Lawrence,Henry,,FL16,1,C,,etat_incoherent
Lawrence,James,,NH02,4,CX,,etat_incoherent
Lawrence,Mary,,MN02,2,CX,,etat_incoherent
Lawrence,Nathan Martin,,NY05,1,D,,etat_incoherent
Lawrence,William,,MI07,2,CX,L000581,last_unique
Lawson,Alfred,,FL05,5,ACHO,L000586,prefixe
Lawson,Alfred,Jr,FL05,14,AOTX,L000586,prefixe
Lawson,Brent,,TX04,1,C,,etat_incoherent
Lawson,Howard,,FL03,1,C,L000586,last_unique
Lawson,Jeanine M.,,VA10,1,C,,etat_incoherent
Lawton,Robert,,CA04,1,D,,aucun_nom
Lazer,Rich,,PA01,1,C,,aucun_nom
Lazor,Lawrence Zidovsky,,CT01,3,ACX,,aucun_nom
Le Roux,Jenny Rae,,CA47,1,C,,aucun_nom
LeBlanc,David J.,,,1,W,,aucun_nom
LeBlanc,David J.,,NY04,1,C,,aucun_nom
Leach,Daylin B.,,,1,W,,aucun_nom
Leach,Daylin B.,,PA07,1,C,,aucun_nom
Leach,Daylin B.,,PA13,1,C,,aucun_nom
Leach,Ronald Allen,,KY02,1,C,,aucun_nom
Learned,Andrew,,FL15,3,C,,aucun_nom
Leathers,Jeffery JD,,MO04,1,C,,aucun_nom
Leatherwood,Darnell,,,1,W,,aucun_nom
Leatherwood,Darnell,,IL01,1,D,,aucun_nom
Leatherwood,Thomas F.,III,TN08,1,C,,aucun_nom
Leavens,Drew Eugene,,CA45,1,C,,aucun_nom
Leavitt,Karoline,,NH01,2,C,,aucun_nom
Leavitt,Michael  David,,UT03,1,D,,aucun_nom
Lebeau,Daniel Joseph,,VA06,1,D,,aucun_nom
