source,http_status,date_min_observee,date_max_observee,n_politicians_publics,historique_debut,api_publique,rendu,verdict
capitol_trades,200,2026-05-01,2026-06-22,638,2016,False,client-side Next.js — scraping bulk impossible,verification manuelle uniquement ; doublon de Quiver sur 2016+
