overlap_year,niveau_validation,n_declarants_quiver,n_declarants_officiels,declarants_apparies,seulement_quiver,seulement_officiel,taux_couverture_%,source_officielle,audit_mode
2024,declarants (trade-level prevu J3-4 apres parsing PDF),76,98,60,16,38,78.9,"ptr_index_2024.csv (451 depots, 98 declarants)",LIVE
