bioguide_id,last_name,first_name,official_full,nickname,party,chamber,state,district,declarant_name,name_variants,committee_membership,committees_key_flag
C000127,Cantwell,Maria,Maria Cantwell,,Democrat,senate,WA,,Maria Cantwell,"[""Maria Cantwell""]","[""Joint Committee on Taxation"", ""SSCM33"", ""SSCM34"", ""SSCM35"", ""SSCM36"", ""SSCM37"", ""SSCM38"", ""SSFI12"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Energy and Natural Resources"", ""Senate Committee on Finance"", ""Senate Committee on Indian Affairs"", ""Senate Committee on Small Business and Entrepreneurship""]",True
K000367,Klobuchar,Amy,Amy Klobuchar,,Democrat,senate,MN,,Amy Klobuchar,"[""Amy Klobuchar""]","[""Joint Committee of Congress on the Library"", ""Joint Economic Committee"", ""SSAF13"", ""SSAF14"", ""SSAF15"", ""SSAF16"", ""SSAF17"", ""SSCM34"", ""SSCM35"", ""SSCM38"", ""SSJU01"", ""SSJU04"", ""SSJU22"", ""SSJU28"", ""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Rules and Administration"", ""Senate Committee on the Judiciary""]",False
S000033,Sanders,Bernard,Bernard Sanders,Bernie,Independent,senate,VT,,Bernard Sanders,"[""Bernard Sanders"", ""Bernie Sanders""]","[""SSEV09"", ""SSEV10"", ""SSEV15"", ""SSFI02"", ""SSFI10"", ""SSFI11"", ""SSHR09"", ""SSHR11"", ""SSHR12"", ""Senate Committee on Environment and Public Works"", ""Senate Committee on Finance"", ""Senate Committee on Health, Education, Labor, and Pensions"", ""Senate Committee on Veterans' Affairs"", ""Senate Committee on the Budget""]",True
W000802,Whitehouse,Sheldon,Sheldon Whitehouse,,Democrat,senate,RI,,Sheldon Whitehouse,"[""Sheldon Whitehouse""]","[""Commission on Security and Cooperation in Europe"", ""SSEV08"", ""SSEV09"", ""SSEV10"", ""SSEV15"", ""SSFI10"", ""SSFI11"", ""SSFI13"", ""SSJU04"", ""SSJU21"", ""SSJU25"", ""SSJU26"", ""Senate Committee on Environment and Public Works"", ""Senate Committee on Finance"", ""Senate Committee on the Budget"", ""Senate Committee on the Judiciary"", ""United States Senate Caucus on International Narcotics Control""]",True
B001261,Barrasso,John,John Barrasso,,Republican,senate,WY,,John Barrasso,"[""John Barrasso""]","[""SSEG01"", ""SSEG03"", ""SSEG04"", ""SSFI10"", ""SSFI11"", ""SSFI12"", ""SSFR01"", ""SSFR09"", ""SSFR14"", ""SSFR15"", ""Senate Committee on Energy and Natural Resources"", ""Senate Committee on Finance"", ""Senate Committee on Foreign Relations""]",True
W000437,Wicker,Roger,Roger F. Wicker,,Republican,senate,MS,,Roger F. Wicker,"[""Roger F. Wicker"", ""Roger Wicker""]","[""Commission on Security and Cooperation in Europe"", ""SSAS13"", ""SSAS14"", ""SSAS15"", ""SSAS16"", ""SSAS17"", ""SSAS20"", ""SSAS21"", ""SSCM34"", ""SSCM36"", ""SSCM38"", ""SSEV08"", ""SSEV09"", ""SSEV10"", ""Senate Committee on Armed Services"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Environment and Public Works"", ""Senate Committee on Rules and Administration"", ""Senate Select Committee on Intelligence""]",True
C001035,Collins,Susan,Susan M. Collins,,Republican,senate,ME,,Susan M. Collins,"[""Susan Collins"", ""Susan M. Collins""]","[""SSAP01"", ""SSAP02"", ""SSAP08"", ""SSAP14"", ""SSAP16"", ""SSAP17"", ""SSAP18"", ""SSAP19"", ""SSAP20"", ""SSAP22"", ""SSAP23"", ""SSAP24"", ""SSHR12"", ""Senate Committee on Appropriations"", ""Senate Committee on Health, Education, Labor, and Pensions"", ""Senate Select Committee on Intelligence""]",True
C001056,Cornyn,John,John Cornyn,,Republican,senate,TX,,John Cornyn,"[""John Cornyn""]","[""Joint Committee on Taxation"", ""SSFI11"", ""SSFI12"", ""SSFI13"", ""SSFR02"", ""SSFR06"", ""SSFR09"", ""SSJU04"", ""SSJU21"", ""SSJU22"", ""SSJU28"", ""Senate Committee on Finance"", ""Senate Committee on Foreign Relations"", ""Senate Committee on the Budget"", ""Senate Committee on the Judiciary"", ""Senate Select Committee on Intelligence"", ""United States Senate Caucus on International Narcotics Control""]",True
D000563,Durbin,Richard,Richard J. Durbin,,Democrat,senate,IL,,Richard J. Durbin,"[""Richard Durbin"", ""Richard J. Durbin""]","[""SSAF13"", ""SSAF17"", ""SSAP02"", ""SSAP18"", ""SSAP20"", ""SSAP22"", ""SSAP23"", ""SSAP24"", ""SSJU22"", ""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Appropriations"", ""Senate Committee on the Judiciary""]",False
G000359,Graham,Lindsey,Lindsey Graham,,Republican,senate,SC,,Lindsey Graham,"[""Lindsey Graham""]","[""SSAP02"", ""SSAP16"", ""SSAP18"", ""SSAP20"", ""SSAP22"", ""SSAP24"", ""SSEV08"", ""SSEV09"", ""SSEV10"", ""SSJU04"", ""SSJU22"", ""SSJU25"", ""SSJU28"", ""Senate Committee on Appropriations"", ""Senate Committee on Environment and Public Works"", ""Senate Committee on the Budget"", ""Senate Committee on the Judiciary""]",False
M000355,McConnell,Mitch,Mitch McConnell,,Republican,senate,KY,,Mitch McConnell,"[""Mitch McConnell""]","[""Joint Committee of Congress on the Library"", ""Joint Committee on Printing"", ""SSAF13"", ""SSAF15"", ""SSAF16"", ""SSAP01"", ""SSAP02"", ""SSAP17"", ""SSAP19"", ""SSAP20"", ""SSAP22"", ""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Appropriations"", ""Senate Committee on Rules and Administration""]",False
M001176,Merkley,Jeff,Jeff Merkley,,Democrat,senate,OR,,Jeff Merkley,"[""Jeff Merkley""]","[""Joint Committee on Printing"", ""SSAP01"", ""SSAP16"", ""SSAP17"", ""SSAP18"", ""SSAP20"", ""SSAP22"", ""SSEV08"", ""SSEV09"", ""SSEV10"", ""SSFR02"", ""SSFR06"", ""SSFR09"", ""Senate Committee on Appropriations"", ""Senate Committee on Environment and Public Works"", ""Senate Committee on Foreign Relations"", ""Senate Committee on Rules and Administration"", ""Senate Committee on the Budget""]",False
R000122,Reed,John,Jack Reed,Jack,Democrat,senate,RI,,Jack Reed,"[""Jack Reed"", ""John Reed""]","[""SSAP02"", ""SSAP16"", ""SSAP18"", ""SSAP19"", ""SSAP23"", ""SSAP24"", ""SSAS13"", ""SSAS14"", ""SSAS15"", ""SSAS16"", ""SSAS17"", ""SSAS20"", ""SSAS21"", ""SSBK04"", ""SSBK08"", ""SSBK12"", ""Senate Committee on Appropriations"", ""Senate Committee on Armed Services"", ""Senate Committee on Banking, Housing, and Urban Affairs"", ""Senate Select Committee on Intelligence""]",True
R000584,Risch,James,James E. Risch,,Republican,senate,ID,,James E. Risch,"[""James E. Risch"", ""James Risch""]","[""SSEG01"", ""SSEG03"", ""SSEG07"", ""SSFR01"", ""SSFR02"", ""SSFR06"", ""SSFR07"", ""SSFR09"", ""SSFR14"", ""SSFR15"", ""Senate Committee on Energy and Natural Resources"", ""Senate Committee on Foreign Relations"", ""Senate Committee on Small Business and Entrepreneurship"", ""Senate Select Committee on Ethics"", ""Senate Select Committee on Intelligence"", ""United States Senate Caucus on International Narcotics Control""]",True
S001181,Shaheen,Jeanne,Jeanne Shaheen,,Democrat,senate,NH,,Jeanne Shaheen,"[""Jeanne Shaheen""]","[""Commission on Security and Cooperation in Europe"", ""SSAP01"", ""SSAP02"", ""SSAP14"", ""SSAP16"", ""SSAP18"", ""SSAP20"", ""SSAS13"", ""SSAS15"", ""SSAS20"", ""SSFR01"", ""SSFR02"", ""SSFR06"", ""SSFR07"", ""SSFR09"", ""SSFR14"", ""SSFR15"", ""Senate Committee on Appropriations"", ""Senate Committee on Armed Services"", ""Senate Committee on Foreign Relations"", ""Senate Committee on Small Business and Entrepreneurship"", ""Senate Select Committee on Ethics""]",True
W000805,Warner,Mark,Mark R. Warner,,Democrat,senate,VA,,Mark R. Warner,"[""Mark R. Warner"", ""Mark Warner""]","[""SSBK04"", ""SSBK08"", ""SSBK13"", ""SSFI10"", ""SSFI11"", ""SSFI13"", ""Senate Committee on Banking, Housing, and Urban Affairs"", ""Senate Committee on Finance"", ""Senate Committee on Rules and Administration"", ""Senate Committee on the Budget"", ""Senate Select Committee on Intelligence""]",True
G000555,Gillibrand,Kirsten,Kirsten E. Gillibrand,,Democrat,senate,NY,,Kirsten E. Gillibrand,"[""Kirsten E. Gillibrand"", ""Kirsten Gillibrand""]","[""SSAP01"", ""SSAP16"", ""SSAP17"", ""SSAP19"", ""SSAP24"", ""SSAS16"", ""SSAS20"", ""SSAS21"", ""Senate Committee on Appropriations"", ""Senate Committee on Armed Services"", ""Senate Select Committee on Intelligence"", ""Senate Special Committee on Aging""]",True
C001088,Coons,Christopher,Christopher A. Coons,,Democrat,senate,DE,,Christopher A. Coons,"[""Christopher A. Coons"", ""Christopher Coons""]","[""SSAP02"", ""SSAP16"", ""SSAP20"", ""SSAP22"", ""SSAP23"", ""SSAP24"", ""SSFR02"", ""SSFR09"", ""SSFR14"", ""SSFR15"", ""SSJU04"", ""SSJU22"", ""SSJU26"", ""SSJU28"", ""Senate Committee on Appropriations"", ""Senate Committee on Foreign Relations"", ""Senate Committee on Small Business and Entrepreneurship"", ""Senate Committee on the Judiciary"", ""Senate Select Committee on Ethics""]",False
A000055,Aderholt,Robert,Robert B. Aderholt,,Republican,house,AL,4.0,Robert B. Aderholt,"[""Robert Aderholt"", ""Robert B. Aderholt""]","[""HSAP01"", ""HSAP02"", ""HSAP07"", ""House Committee on Appropriations""]",False
B001230,Baldwin,Tammy,Tammy Baldwin,,Democrat,senate,WI,,Tammy Baldwin,"[""Tammy Baldwin""]","[""SSAP01"", ""SSAP02"", ""SSAP17"", ""SSAP18"", ""SSAP19"", ""SSAP22"", ""SSCM34"", ""SSCM35"", ""SSCM36"", ""SSCM37"", ""SSHR11"", ""SSHR12"", ""Senate Committee on Appropriations"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Health, Education, Labor, and Pensions""]",False
B001267,Bennet,Michael,Michael F. Bennet,,Democrat,senate,CO,,Michael F. Bennet,"[""Michael Bennet"", ""Michael F. Bennet""]","[""SSAF14"", ""SSAF15"", ""SSFI11"", ""SSFI12"", ""SSFI13"", ""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Finance"", ""Senate Committee on Rules and Administration"", ""Senate Select Committee on Intelligence""]",True
B001257,Bilirakis,Gus,Gus M. Bilirakis,,Republican,house,FL,12.0,Gus M. Bilirakis,"[""Gus Bilirakis"", ""Gus M. Bilirakis""]","[""HSIF14"", ""HSIF16"", ""HSIF17"", ""House Committee on Energy and Commerce"", ""House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party""]",False
B000490,Bishop,Sanford,"Sanford D. Bishop, Jr.",,Democrat,house,GA,2.0,"Sanford D. Bishop, Jr.","[""Sanford Bishop"", ""Sanford D. Bishop, Jr.""]","[""HSAP01"", ""HSAP18"", ""HSAP23"", ""House Committee on Appropriations""]",False
B001243,Blackburn,Marsha,Marsha Blackburn,,Republican,senate,TN,,Marsha Blackburn,"[""Marsha Blackburn""]","[""Joint Economic Committee"", ""SSCM34"", ""SSCM35"", ""SSCM37"", ""SSFI02"", ""SSFI10"", ""SSFI11"", ""SSJU21"", ""SSJU22"", ""SSJU26"", ""SSJU28"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Finance"", ""Senate Committee on Veterans' Affairs"", ""Senate Committee on the Judiciary""]",True
B001277,Blumenthal,Richard,Richard Blumenthal,,Democrat,senate,CT,,Richard Blumenthal,"[""Richard Blumenthal""]","[""SSAS13"", ""SSAS14"", ""SSAS17"", ""SSGA01"", ""SSGA20"", ""SSJU01"", ""SSJU22"", ""SSJU25"", ""SSJU28"", ""Senate Committee on Armed Services"", ""Senate Committee on Homeland Security and Governmental Affairs"", ""Senate Committee on Veterans' Affairs"", ""Senate Committee on the Judiciary"", ""United States Senate Caucus on International Narcotics Control""]",True
B001236,Boozman,John,John Boozman,,Republican,senate,AR,,John Boozman,"[""John Boozman""]","[""Commission on Security and Cooperation in Europe"", ""SSAF13"", ""SSAF14"", ""SSAF15"", ""SSAF16"", ""SSAF17"", ""SSAP02"", ""SSAP18"", ""SSAP19"", ""SSAP20"", ""SSAP23"", ""SSAP24"", ""SSEV08"", ""SSEV10"", ""SSEV15"", ""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Appropriations"", ""Senate Committee on Environment and Public Works"", ""Senate Committee on Rules and Administration"", ""Senate Committee on Veterans' Affairs""]",False
B001260,Buchanan,Vern,Vern Buchanan,,Republican,house,FL,16.0,Vern Buchanan,"[""Vern Buchanan""]","[""HSWM02"", ""HSWM04"", ""House Committee on Ways and Means"", ""Joint Committee on Taxation""]",False
C000059,Calvert,Ken,Ken Calvert,,Republican,house,CA,41.0,Ken Calvert,"[""Ken Calvert""]","[""HSAP02"", ""HSAP10"", ""House Committee on Appropriations""]",False
C001047,Capito,Shelley,Shelley Moore Capito,,Republican,senate,WV,,Shelley Moore Capito,"[""Shelley Capito"", ""Shelley Moore Capito""]","[""SSAP02"", ""SSAP14"", ""SSAP16"", ""SSAP17"", ""SSAP18"", ""SSAP24"", ""SSCM33"", ""SSCM34"", ""SSCM35"", ""SSCM38"", ""SSEV08"", ""SSEV09"", ""SSEV10"", ""SSEV15"", ""Senate Committee on Appropriations"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Environment and Public Works"", ""Senate Committee on Rules and Administration""]",False
C001072,Carson,André,André Carson,,Democrat,house,IN,7.0,André Carson,"[""Andr\u00e9 Carson""]","[""HLIG06"", ""HSPW05"", ""HSPW14"", ""House Committee on Transportation and Infrastructure"", ""House Permanent Select Committee on Intelligence"", ""House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party""]",True
C001051,Carter,John,John R. Carter,,Republican,house,TX,31.0,John R. Carter,"[""John Carter"", ""John R. Carter""]","[""HSAP02"", ""HSAP18"", ""HSAP19"", ""House Committee on Appropriations""]",False
C001075,Cassidy,Bill,Bill Cassidy,,Republican,senate,LA,,Bill Cassidy,"[""Bill Cassidy""]","[""SSEG01"", ""SSEG04"", ""SSEG07"", ""SSFI10"", ""SSFI11"", ""SSFI14"", ""SSHR09"", ""SSHR11"", ""SSHR12"", ""Senate Committee on Energy and Natural Resources"", ""Senate Committee on Finance"", ""Senate Committee on Health, Education, Labor, and Pensions"", ""Senate Committee on Veterans' Affairs""]",True
C001066,Castor,Kathy,Kathy Castor,,Democrat,house,FL,14.0,Kathy Castor,"[""Kathy Castor""]","[""HSIF03"", ""HSIF16"", ""HSIF17"", ""House Committee on Energy and Commerce"", ""House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party""]",False
C001080,Chu,Judy,Judy Chu,,Democrat,house,CA,28.0,Judy Chu,"[""Judy Chu""]","[""HSWM02"", ""HSWM03"", ""HSWM06"", ""House Committee on Ways and Means"", ""House Committee on the Budget""]",False
C001067,Clarke,Yvette,Yvette D. Clarke,,Democrat,house,NY,9.0,Yvette D. Clarke,"[""Yvette Clarke"", ""Yvette D. Clarke""]","[""HSIF02"", ""HSIF16"", ""HSIF17"", ""House Committee on Energy and Commerce""]",False
C001061,Cleaver,Emanuel,Emanuel Cleaver,,Democrat,house,MO,5.0,Emanuel Cleaver,"[""Emanuel Cleaver""]","[""HSBA04"", ""HSBA16"", ""House Committee on Financial Services""]",True
C000537,Clyburn,James,James E. Clyburn,Jim,Democrat,house,SC,6.0,James E. Clyburn,"[""James Clyburn"", ""James E. Clyburn"", ""Jim Clyburn""]","[""HSAP06"", ""HSAP10"", ""HSAP20"", ""House Committee on Appropriations""]",False
C001068,Cohen,Steve,Steve Cohen,,Democrat,house,TN,9.0,Steve Cohen,"[""Steve Cohen""]","[""HLIG02"", ""HLIG11"", ""HSJU01"", ""HSJU08"", ""HSJU10"", ""House Committee on the Judiciary"", ""House Permanent Select Committee on Intelligence""]",True
C001053,Cole,Tom,Tom Cole,,Republican,house,OK,4.0,Tom Cole,"[""Tom Cole""]","[""House Committee on Appropriations""]",False
C001059,Costa,Jim,Jim Costa,,Democrat,house,CA,21.0,Jim Costa,"[""Jim Costa""]","[""HSAG15"", ""HSAG29"", ""HSFA14"", ""House Committee on Agriculture"", ""House Committee on Foreign Affairs""]",False
C001069,Courtney,Joe,Joe Courtney,,Democrat,house,CT,2.0,Joe Courtney,"[""Joe Courtney""]","[""HSAS25"", ""HSAS28"", ""HSED02"", ""HSED13"", ""House Committee on Armed Services"", ""House Committee on Education and Workforce""]",True
C000880,Crapo,Michael,Mike Crapo,Mike,Republican,senate,ID,,Mike Crapo,"[""Michael Crapo"", ""Mike Crapo""]","[""Joint Committee on Taxation"", ""SSBK04"", ""SSBK08"", ""SSBK09"", ""SSFI02"", ""SSFI10"", ""SSFI11"", ""SSFI12"", ""SSFI13"", ""SSFI14"", ""Senate Committee on Banking, Housing, and Urban Affairs"", ""Senate Committee on Finance"", ""Senate Committee on the Budget""]",True
C001087,Crawford,Eric,"Eric A. ""Rick"" Crawford",Rick,Republican,house,AR,1.0,"Eric A. ""Rick"" Crawford","[""Eric A. \""Rick\"" Crawford"", ""Eric Crawford"", ""Rick Crawford""]","[""HSAG16"", ""HSPW02"", ""HSPW12"", ""House Committee on Agriculture"", ""House Committee on Transportation and Infrastructure"", ""House Permanent Select Committee on Intelligence""]",True
C001063,Cuellar,Henry,Henry Cuellar,,Democrat,house,TX,28.0,Henry Cuellar,"[""Henry Cuellar""]","[""HSAP02"", ""HSAP15"", ""HSAP18"", ""House Committee on Appropriations""]",False
D000096,Davis,Danny,Danny K. Davis,,Democrat,house,IL,7.0,Danny K. Davis,"[""Danny Davis"", ""Danny K. Davis""]","[""HSWM02"", ""HSWM03"", ""House Committee on Ways and Means""]",False
D000197,DeGette,Diana,Diana DeGette,,Democrat,house,CO,1.0,Diana DeGette,"[""Diana DeGette""]","[""HSIF02"", ""HSIF03"", ""HSIF14"", ""House Committee on Energy and Commerce""]",False
D000216,DeLauro,Rosa,Rosa L. DeLauro,,Democrat,house,CT,3.0,Rosa L. DeLauro,"[""Rosa DeLauro"", ""Rosa L. DeLauro""]","[""HSAP07"", ""House Committee on Appropriations""]",False
D000616,DesJarlais,Scott,Scott DesJarlais,,Republican,house,TN,4.0,Scott DesJarlais,"[""Scott DesJarlais""]","[""HSAG03"", ""HSAG29"", ""HSAS28"", ""HSAS29"", ""House Committee on Agriculture"", ""House Committee on Armed Services""]",True
D000600,Diaz-Balart,Mario,Mario Diaz-Balart,,Republican,house,FL,26.0,Mario Diaz-Balart,"[""Mario Diaz-Balart""]","[""HSAP02"", ""HSAP04"", ""House Committee on Appropriations""]",False
D000399,Doggett,Lloyd,Lloyd Doggett,,Democrat,house,TX,37.0,Lloyd Doggett,"[""Lloyd Doggett""]","[""HSWM02"", ""HSWM04"", ""HSWM06"", ""House Committee on Ways and Means"", ""House Committee on the Budget"", ""Joint Committee on Taxation""]",False
F000459,Fleischmann,Charles,"Charles J. ""Chuck"" Fleischmann",Chuck,Republican,house,TN,3.0,"Charles J. ""Chuck"" Fleischmann","[""Charles Fleischmann"", ""Charles J. \""Chuck\"" Fleischmann"", ""Chuck Fleischmann""]","[""HSAP02"", ""HSAP07"", ""HSAP10"", ""HSSY20"", ""House Committee on Appropriations"", ""House Committee on Science, Space, and Technology""]",False
F000450,Foxx,Virginia,Virginia Foxx,,Republican,house,NC,5.0,Virginia Foxx,"[""Virginia Foxx""]","[""HSED02"", ""HSGO24"", ""House Committee on Education and Workforce"", ""House Committee on Oversight and Government Reform"", ""House Committee on Rules""]",False
G000559,Garamendi,John,John Garamendi,,Democrat,house,CA,8.0,John Garamendi,"[""John Garamendi""]","[""HSAS03"", ""HSAS29"", ""HSPW02"", ""HSPW07"", ""HSPW12"", ""HSPW13"", ""House Committee on Armed Services"", ""House Committee on Transportation and Infrastructure""]",True
G000565,Gosar,Paul,Paul A. Gosar,,Republican,house,AZ,9.0,Paul A. Gosar,"[""Paul A. Gosar"", ""Paul Gosar""]","[""HSGO27"", ""HSGO33"", ""HSII06"", ""HSII15"", ""House Committee on Natural Resources"", ""House Committee on Oversight and Government Reform""]",False
G000386,Grassley,Charles,Chuck Grassley,Chuck,Republican,senate,IA,,Chuck Grassley,"[""Charles Grassley"", ""Chuck Grassley""]","[""Joint Committee on Taxation"", ""SSAF13"", ""SSAF15"", ""SSAF16"", ""SSFI02"", ""SSFI11"", ""SSFI13"", ""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Finance"", ""Senate Committee on the Budget"", ""Senate Committee on the Judiciary"", ""United States Senate Caucus on International Narcotics Control""]",True
G000546,Graves,Sam,Sam Graves,,Republican,house,MO,6.0,Sam Graves,"[""Sam Graves""]","[""HSAS25"", ""House Committee on Armed Services"", ""House Committee on Transportation and Infrastructure""]",True
G000553,Green,Al,Al Green,,Democrat,house,TX,9.0,Al Green,"[""Al Green""]","[""HSBA09"", ""HSBA20"", ""HSHM09"", ""HSHM11"", ""House Committee on Financial Services"", ""House Committee on Homeland Security""]",True
G000568,Griffith,H.,H. Morgan Griffith,,Republican,house,VA,9.0,H. Morgan Griffith,"[""H. Griffith"", ""H. Morgan Griffith""]","[""HSIF14"", ""HSIF16"", ""HSIF18"", ""HSRU04"", ""House Committee on Energy and Commerce"", ""House Committee on House Administration"", ""House Committee on Rules"", ""House Select Subcommittee to Investigate the Remaining Questions Surrounding January 6, 2021""]",False
G000558,Guthrie,Brett,Brett Guthrie,,Republican,house,KY,2.0,Brett Guthrie,"[""Brett Guthrie""]","[""House Committee on Energy and Commerce""]",False
H001052,Harris,Andy,Andy Harris,,Republican,house,MD,1.0,Andy Harris,"[""Andy Harris""]","[""HSAP01"", ""HSAP07"", ""House Committee on Appropriations""]",False
H001046,Heinrich,Martin,Martin Heinrich,,Democrat,senate,NM,,Martin Heinrich,"[""Martin Heinrich""]","[""Joint Economic Committee"", ""SSAP01"", ""SSAP08"", ""SSAP17"", ""SSAP19"", ""SSAP22"", ""SSEG01"", ""SSEG03"", ""SSEG04"", ""SSEG07"", ""Senate Committee on Appropriations"", ""Senate Committee on Energy and Natural Resources"", ""Senate Select Committee on Intelligence""]",True
H001047,Himes,James,James A. Himes,Jim,Democrat,house,CT,4.0,James A. Himes,"[""James A. Himes"", ""James Himes"", ""Jim Himes""]","[""House Committee on Financial Services"", ""House Permanent Select Committee on Intelligence""]",True
H001042,Hirono,Mazie,Mazie K. Hirono,,Democrat,senate,HI,,Mazie K. Hirono,"[""Mazie Hirono"", ""Mazie K. Hirono""]","[""SSAS13"", ""SSAS15"", ""SSAS17"", ""SSEG01"", ""SSEG03"", ""SSEG04"", ""SSJU04"", ""SSJU21"", ""SSJU25"", ""SSJU26"", ""Senate Committee on Armed Services"", ""Senate Committee on Energy and Natural Resources"", ""Senate Committee on Small Business and Entrepreneurship"", ""Senate Committee on Veterans' Affairs"", ""Senate Committee on the Judiciary""]",True
H001061,Hoeven,John,John Hoeven,,Republican,senate,ND,,John Hoeven,"[""John Hoeven""]","[""SSAF14"", ""SSAF16"", ""SSAF17"", ""SSAP01"", ""SSAP02"", ""SSAP17"", ""SSAP19"", ""SSAP22"", ""SSAP24"", ""SSEG01"", ""SSEG07"", ""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Appropriations"", ""Senate Committee on Energy and Natural Resources"", ""Senate Committee on Indian Affairs""]",False
H000874,Hoyer,Steny,Steny H. Hoyer,,Democrat,house,MD,5.0,Steny H. Hoyer,"[""Steny H. Hoyer"", ""Steny Hoyer""]","[""HSAP07"", ""HSAP23"", ""HSAP24"", ""House Committee on Appropriations""]",False
H001058,Huizenga,Bill,Bill Huizenga,,Republican,house,MI,4.0,Bill Huizenga,"[""Bill Huizenga""]","[""HSBA20"", ""HSBA21"", ""HSFA16"", ""HSFA19"", ""House Committee on Financial Services"", ""House Committee on Foreign Affairs""]",True
J000288,Johnson,Henry,"Henry C. ""Hank"" Johnson, Jr.",Hank,Democrat,house,GA,4.0,"Henry C. ""Hank"" Johnson, Jr.","[""Hank Johnson"", ""Henry C. \""Hank\"" Johnson, Jr."", ""Henry Johnson""]","[""HSJU03"", ""HSJU05"", ""HSJU13"", ""HSPW05"", ""HSPW12"", ""HSPW14"", ""House Committee on Transportation and Infrastructure"", ""House Committee on the Judiciary""]",False
J000293,Johnson,Ron,Ron Johnson,,Republican,senate,WI,,Ron Johnson,"[""Ron Johnson""]","[""SSFI10"", ""SSFI11"", ""SSFI14"", ""SSGA01"", ""SSGA22"", ""Senate Committee on Finance"", ""Senate Committee on Homeland Security and Governmental Affairs"", ""Senate Committee on the Budget"", ""Senate Special Committee on Aging""]",True
J000289,Jordan,Jim,Jim Jordan,,Republican,house,OH,4.0,Jim Jordan,"[""Jim Jordan""]","[""House Committee on Oversight and Government Reform"", ""House Committee on the Judiciary""]",False
K000009,Kaptur,Marcy,Marcy Kaptur,,Democrat,house,OH,9.0,Marcy Kaptur,"[""Marcy Kaptur""]","[""HSAP01"", ""HSAP02"", ""HSAP10"", ""House Committee on Appropriations"", ""House Committee on the Budget""]",False
K000375,Keating,William,William R. Keating,,Democrat,house,MA,9.0,William R. Keating,"[""William Keating"", ""William R. Keating""]","[""HSAS26"", ""HSAS35"", ""HSFA13"", ""HSFA14"", ""House Committee on Armed Services"", ""House Committee on Foreign Affairs""]",True
K000376,Kelly,Mike,Mike Kelly,,Republican,house,PA,16.0,Mike Kelly,"[""Mike Kelly""]","[""HSWM02"", ""HSWM05"", ""House Committee on Ways and Means""]",False
L000575,Lankford,James,James Lankford,,Republican,senate,OK,,James Lankford,"[""James Lankford""]","[""SSFI10"", ""SSFI11"", ""SSFI12"", ""SSGA01"", ""SSGA22"", ""Senate Committee on Finance"", ""Senate Committee on Homeland Security and Governmental Affairs"", ""Senate Select Committee on Ethics"", ""Senate Select Committee on Intelligence""]",True
L000560,Larsen,Rick,Rick Larsen,,Democrat,house,WA,2.0,Rick Larsen,"[""Rick Larsen""]","[""House Committee on Transportation and Infrastructure""]",False
L000557,Larson,John,John B. Larson,,Democrat,house,CT,1.0,John B. Larson,"[""John B. Larson"", ""John Larson""]","[""HSWM01"", ""HSWM04"", ""House Committee on Ways and Means""]",False
L000566,Latta,Robert,Robert E. Latta,,Republican,house,OH,5.0,Robert E. Latta,"[""Robert E. Latta"", ""Robert Latta""]","[""HSIF03"", ""HSIF16"", ""HSIF18"", ""House Committee on Energy and Commerce""]",False
L000577,Lee,Mike,Mike Lee,,Republican,senate,UT,,Mike Lee,"[""Mike Lee""]","[""SSEG01"", ""SSEG03"", ""SSEG04"", ""SSEG07"", ""SSFR02"", ""SSFR07"", ""SSFR15"", ""SSJU01"", ""SSJU21"", ""SSJU25"", ""SSJU26"", ""Senate Committee on Energy and Natural Resources"", ""Senate Committee on Foreign Relations"", ""Senate Committee on the Budget"", ""Senate Committee on the Judiciary""]",False
L000397,Lofgren,Zoe,Zoe Lofgren,,Democrat,house,CA,18.0,Zoe Lofgren,"[""Zoe Lofgren""]","[""HSJU01"", ""HSJU03"", ""HSJU05"", ""House Committee on Science, Space, and Technology"", ""House Committee on the Judiciary""]",False
L000491,Lucas,Frank,Frank D. Lucas,,Republican,house,OK,3.0,Frank D. Lucas,"[""Frank D. Lucas"", ""Frank Lucas""]","[""HSAG03"", ""HSAG14"", ""HSAG22"", ""HSBA10"", ""HSBA16"", ""House Committee on Agriculture"", ""House Committee on Financial Services""]",True
