bioguide_id,last_name,first_name,official_full,nickname,party,chamber,state,district,declarant_name,name_variants,committee_membership,committees_key_flag
A000090,Alexander,Armstead,,,Democrat,house,MO,2.0,Armstead Alexander,"[""Armstead Alexander""]",[],False
A000262,Anthony,Henry,,,Republican,senate,RI,,Henry Anthony,"[""Henry Anthony""]",[],False
B000033,Bagley,John,,,Democrat,house,NY,15.0,John Bagley,"[""John Bagley""]",[],False
B000171,Barr,Samuel,,,Republican,house,PA,14.0,Samuel Barr,"[""Samuel Barr""]",[],False
B000326,Belford,James,,,Republican,house,CO,1.0,James Belford,"[""James Belford""]",[],False
B000485,Bisbee,Horatio,,,Republican,house,FL,2.0,Horatio Bisbee,"[""Horatio Bisbee""]",[],False
B000686,Bowen,Thomas,,,Republican,senate,CO,,Thomas Bowen,"[""Thomas Bowen""]",[],False
B000761,Brainerd,Samuel,,,Republican,house,PA,27.0,Samuel Brainerd,"[""Samuel Brainerd""]",[],False
B000772,Bratton,John,,,Democrat,house,SC,4.0,John Bratton,"[""John Bratton""]",[],False
B000795,Breitung,Edward,,,Republican,house,MI,11.0,Edward Breitung,"[""Edward Breitung""]",[],False
B000806,Brents,Thomas,,,Republican,house,WA,-1.0,Thomas Brents,"[""Thomas Brents""]",[],False
B000809,Brewer,Francis,,,Republican,house,NY,33.0,Francis Brewer,"[""Francis Brewer""]",[],False
B000810,Brewer,John,,,Republican,house,NJ,2.0,John Brewer,"[""John Brewer""]",[],False
B000848,Broadhead,James,,,Democrat,house,MO,9.0,James Broadhead,"[""James Broadhead""]",[],False
B001003,Buchanan,Hugh,,,Democrat,house,GA,4.0,Hugh Buchanan,"[""Hugh Buchanan""]",[],False
B001031,Buckner,Aylett,,,Democrat,house,MO,7.0,Aylett Buckner,"[""Aylett Buckner""]",[],False
B001034,Budd,James,,,Democrat,house,CA,2.0,James Budd,"[""James Budd""]",[],False
C000048,Calkins,William,,,Republican,house,IN,13.0,William Calkins,"[""William Calkins""]",[],False
C000237,Cassidy,George,,,Democrat,house,NV,0.0,George Cassidy,"[""George Cassidy""]",[],False
C000272,Chalmers,James,,,Independent,house,MS,2.0,James Chalmers,"[""James Chalmers""]",[],False
C000484,Clay,James,,,Democrat,house,KY,2.0,James Clay,"[""James Clay""]",[],False
C000696,Connolly,Daniel,,,Democrat,house,PA,12.0,Daniel Connolly,"[""Daniel Connolly""]",[],False
C000711,Converse,George,,,Democrat,house,OH,13.0,George Converse,"[""George Converse""]",[],False
C000719,Cook,John,,,Democrat,house,IA,6.0,John Cook,"[""John Cook""]",[],False
C000793,Cosgrove,John,,,Democrat,house,MO,6.0,John Cosgrove,"[""John Cosgrove""]",[],False
C000815,Covington,George,,,Democrat,house,MD,1.0,George Covington,"[""George Covington""]",[],False
C000855,Craig,George,,,Republican,house,AL,4.0,George Craig,"[""George Craig""]",[],False
C000966,Culbertson,William,,,Republican,house,KY,9.0,William Culbertson,"[""William Culbertson""]",[],False
C000971,Cullen,William,,,Republican,house,IL,8.0,William Cullen,"[""William Cullen""]",[],False
C001032,Cutts,Marsena,,,Republican,house,IA,6.0,Marsena Cutts,"[""Marsena Cutts""]",[],False
D000100,Davis,George,,,Republican,house,IL,3.0,George Davis,"[""George Davis""]",[],False
D000124,Davis,Lowndes,,,Democrat,house,MO,14.0,Lowndes Davis,"[""Lowndes Davis""]",[],False
D000274,Deuster,Peter,,,Democrat,house,WI,4.0,Peter Deuster,"[""Peter Deuster""]",[],False
D000301,Dibrell,George,,,Democrat,house,TN,3.0,George Dibrell,"[""George Dibrell""]",[],False
D000442,Dorsheimer,William,,,Democrat,house,NY,7.0,William Dorsheimer,"[""William Dorsheimer""]",[],False
D000463,Dowd,Clement,,,Democrat,house,NC,6.0,Clement Dowd,"[""Clement Dowd""]",[],False
D000538,Duncan,William,,,Democrat,house,PA,19.0,William Duncan,"[""William Duncan""]",[],False
E000028,Eaton,William,,,Democrat,house,CT,1.0,William Eaton,"[""William Eaton""]",[],False
E000126,Elliott,Mortimer,,,Democrat,house,PA,-1.0,Mortimer Elliott,"[""Mortimer Elliott""]",[],False
E000134,Ellis,Ezekiel,,,Democrat,house,LA,2.0,Ezekiel Ellis,"[""Ezekiel Ellis""]",[],False
E000190,English,William,,,Democrat,house,IN,7.0,William English,"[""William English""]",[],False
E000272,Evins,John,,,Democrat,house,SC,4.0,John Evins,"[""John Evins""]",[],False
F000089,Ferrell,Thomas,,,Democrat,house,NJ,1.0,Thomas Ferrell,"[""Thomas Ferrell""]",[],False
F000103,Fiedler,William,,,Democrat,house,NJ,6.0,William Fiedler,"[""William Fiedler""]",[],False
F000127,Finerty,John,,,Ind. Democrat,house,IL,2.0,John Finerty,"[""John Finerty""]",[],False
F000243,Follett,John,,,Democrat,house,OH,1.0,John Follett,"[""John Follett""]",[],False
G000065,Garland,Augustus,,,Democrat,senate,AR,,Augustus Garland,"[""Augustus Garland""]",[],False
G000084,Garrison,George,,,Democrat,house,VA,1.0,George Garrison,"[""George Garrison""]",[],False
G000128,George,Melvin,,,Republican,house,OR,1.0,Melvin George,"[""Melvin George""]",[],False
G000229,Glascock,John,,,Democrat,house,CA,-1.0,John Glascock,"[""John Glascock""]",[],False
G000390,Graves,Alexander,,,Democrat,house,MO,5.0,Alexander Graves,"[""Alexander Graves""]",[],False
H000150,Hancock,John,,,Democrat,house,TX,10.0,John Hancock,"[""John Hancock""]",[],False
H000181,Hardeman,Thomas,,,Democrat,house,GA,0.0,Thomas Hardeman,"[""Thomas Hardeman""]",[],False
H000196,Hardy,John,,,Democrat,house,NY,9.0,John Hardy,"[""John Hardy""]",[],False
H000282,Hart,Alphonso,,,Republican,house,OH,12.0,Alphonso Hart,"[""Alphonso Hart""]",[],False
H000316,Haskell,Dudley,,,Republican,house,KS,2.0,Dudley Haskell,"[""Dudley Haskell""]",[],False
H000335,Hatch,Herschel,,,Republican,house,MI,10.0,Herschel Hatch,"[""Herschel Hatch""]",[],False
H000534,Herndon,Thomas,,,Democrat,house,AL,1.0,Thomas Herndon,"[""Thomas Herndon""]",[],False
H000553,Hewitt,Goldsmith,,,Democrat,house,AL,6.0,Goldsmith Hewitt,"[""Goldsmith Hewitt""]",[],False
H000664,Hoblitzell,Fetter,,,Democrat,house,MD,3.0,Fetter Hoblitzell,"[""Fetter Hoblitzell""]",[],False
H000751,Holton,Hart,,,Republican,house,MD,5.0,Hart Holton,"[""Hart Holton""]",[],False
H000763,Hooper,Benjamin,,,Readjuster,house,VA,4.0,Benjamin Hooper,"[""Benjamin Hooper""]",[],False
H000775,Hopkins,James,,,Democrat,house,PA,22.0,James Hopkins,"[""James Hopkins""]",[],False
H000794,Horr,Roswell,,,Republican,house,MI,8.0,Roswell Horr,"[""Roswell Horr""]",[],False
H000820,Houseman,Julius,,,Democrat,house,MI,5.0,Julius Houseman,"[""Julius Houseman""]",[],False
H000869,Howey,Benjamin,,,Republican,house,NJ,4.0,Benjamin Howey,"[""Benjamin Howey""]",[],False
H000969,Hunt,Carleton,,,Democrat,house,LA,1.0,Carleton Hunt,"[""Carleton Hunt""]",[],False
H001002,Hurd,Frank,,,Democrat,house,OH,10.0,Frank Hurd,"[""Frank Hurd""]",[],False
H001009,Hutchins,Waldo,,,Democrat,house,NY,12.0,Waldo Hutchins,"[""Waldo Hutchins""]",[],False
J000071,Jeffords,Elza,,,Republican,house,MS,3.0,Elza Jeffords,"[""Elza Jeffords""]",[],False
J000213,Jones,Burr,,,Democrat,house,WI,3.0,Burr Jones,"[""Burr Jones""]",[],False
J000268,Jordan,Isaac,,,Democrat,house,OH,2.0,Isaac Jordan,"[""Isaac Jordan""]",[],False
K000018,Kasson,John,,,Republican,house,IA,7.0,John Kasson,"[""John Kasson""]",[],False
K000069,Kellogg,William,,,Republican,house,LA,3.0,William Kellogg,"[""William Kellogg""]",[],False
L000009,Lacey,Edward,,,Republican,house,MI,3.0,Edward Lacey,"[""Edward Lacey""]",[],False
L000030,Lamar,Lucius,,,Democrat,senate,MS,,Lucius Lamar,"[""Lucius Lamar""]",[],False
L000034,Lamb,John,,,Democrat,house,IN,8.0,John Lamb,"[""John Lamb""]",[],False
L000134,Lawrence,George,,,Republican,house,PA,24.0,George Lawrence,"[""George Lawrence""]",[],False
L000280,Lewis,Edward,,,Democrat,house,LA,6.0,Edward Lewis,"[""Edward Lewis""]",[],False
L000513,Luna,Tranquilino,,,Republican,house,NM,-1.0,Tranquilino Luna,"[""Tranquilino Luna""]",[],False
L000529,Lyman,Theodore,,,Ind. Republican,house,MA,9.0,Theodore Lyman,"[""Theodore Lyman""]",[],False
M000024,Mackey,Edmund,,,Republican,house,SC,7.0,Edmund Mackey,"[""Edmund Mackey""]",[],False
M000050,Maginnis,Martin,,,Democrat,house,MT,-1.0,Martin Maginnis,"[""Martin Maginnis""]",[],False
M000111,Manning,Vannoy,,Van,Democrat,house,MS,-1.0,Vannoy Manning,"[""Van Manning"", ""Vannoy Manning""]",[],False
M000118,Manzanares,Francisco,,,Democrat,house,NM,-1.0,Francisco Manzanares,"[""Francisco Manzanares""]",[],False
M000287,Mayo,Robert,,,Readjuster,house,VA,1.0,Robert Mayo,"[""Robert Mayo""]",[],False
M000348,McCoid,Moses,,,Republican,house,IA,1.0,Moses McCoid,"[""Moses McCoid""]",[],False
M000368,McCormick,John,,,Republican,house,OH,11.0,John McCormick,"[""John McCormick""]",[],False
M001047,Moulton,Samuel,,,Democrat,house,IL,17.0,Samuel Moulton,"[""Samuel Moulton""]",[],False
M001068,Muldrow,Henry,,,Democrat,house,MS,1.0,Henry Muldrow,"[""Henry Muldrow""]",[],False
M001113,Murray,Robert,,,Democrat,house,OH,3.0,Robert Murray,"[""Robert Murray""]",[],False
N000087,Nicholls,John,,,Democrat,house,GA,1.0,John Nicholls,"[""John Nicholls""]",[],False
O000021,Ochiltree,Thomas,,,Independent,house,TX,7.0,Thomas Ochiltree,"[""Thomas Ochiltree""]",[],False
O000135,Oury,Granville,,,Democrat,house,AZ,0.0,Granville Oury,"[""Granville Oury""]",[],False
P000025,Paige,David,,,Democrat,house,OH,20.0,David Paige,"[""David Paige""]",[],False
P000044,Palmer,Thomas,,,Republican,senate,MI,,Thomas Palmer,"[""Thomas Palmer""]",[],False
P000139,Patton,John,,,Democrat,house,PA,25.0,John Patton,"[""John Patton""]",[],False
P000144,Paul,John,,,Readjuster,house,VA,7.0,John Paul,"[""John Paul""]",[],False
P000185,Peelle,Stanton,,,Republican,house,IN,7.0,Stanton Peelle,"[""Stanton Peelle""]",[],False
P000345,Pike,Austin,,,Republican,senate,NH,,Austin Pike,"[""Austin Pike""]",[],False
P000406,Poland,Luke,,,Republican,house,VT,2.0,Luke Poland,"[""Luke Poland""]",[],False
P000428,Pool,Walter,,,Republican,house,NC,1.0,Walter Pool,"[""Walter Pool""]",[],False
P000453,Post,George,,,Democrat,house,PA,15.0,George Post,"[""George Post""]",[],False
P000456,Post,Morton,,,Democrat,house,WY,0.0,Morton Post,"[""Morton Post""]",[],False
P000466,Potter,Orlando,,,Democrat,house,NY,11.0,Orlando Potter,"[""Orlando Potter""]",[],False
P000557,Pryor,Luke,,,Democrat,house,AL,8.0,Luke Pryor,"[""Luke Pryor""]",[],False
P000579,Pusey,William,,,Democrat,house,IA,9.0,William Pusey,"[""William Pusey""]",[],False
R000079,Ray,Ossian,,,Republican,house,NH,2.0,Ossian Ray,"[""Ossian Ray""]",[],False
R000085,Raymond,John,,,Republican,house,DK,-1.0,John Raymond,"[""John Raymond""]",[],False
R000241,Riddleberger,Harrison,,,Republican,senate,VA,,Harrison Riddleberger,"[""Harrison Riddleberger""]",[],False
R000335,Robinson,George,,,Republican,house,MA,12.0,George Robinson,"[""George Robinson""]",[],False
R000339,Robinson,James,,,Republican,house,OH,9.0,James Robinson,"[""James Robinson""]",[],False
R000355,Robinson,William,,,Democrat,house,NY,2.0,William Robinson,"[""William Robinson""]",[],False
R000407,Rogers,William,,,Democrat,house,NY,32.0,William Rogers,"[""William Rogers""]",[],False
R000440,Rosecrans,William,,,Democrat,house,CA,1.0,William Rosecrans,"[""William Rosecrans""]",[],False
R000541,Russell,William,,,Republican,house,MA,8.0,William Russell,"[""William Russell""]",[],False
S000003,Sabin,Dwight,,,Republican,senate,MN,,Dwight Sabin,"[""Dwight Sabin""]",[],False
S000072,Saulsbury,Eli,,,Democrat,senate,DE,,Eli Saulsbury,"[""Eli Saulsbury""]",[],False
S000103,Scales,Alfred,,,Democrat,house,NC,5.0,Alfred Scales,"[""Alfred Scales""]",[],False
S000301,Shaw,Aaron,,,Democrat,house,IL,16.0,Aaron Shaw,"[""Aaron Shaw""]",[],False
S000326,Shelley,Charles,,,Democrat,house,AL,4.0,Charles Shelley,"[""Charles Shelley""]",[],False
S000443,Singiser,Theodore,,,Republican,house,ID,-1.0,Theodore Singiser,"[""Theodore Singiser""]",[],False
S000467,Skinner,Charles,,,Republican,house,NY,22.0,Charles Skinner,"[""Charles Skinner""]",[],False
S000496,Slocum,Henry,,,Democrat,house,NY,-1.0,Henry Slocum,"[""Henry Slocum""]",[],False
S000509,Smith,Abraham,,,Republican,house,PA,9.0,Abraham Smith,"[""Abraham Smith""]",[],False
S000550,Smith,Hiram,,,Republican,house,IA,7.0,Hiram Smith,"[""Hiram Smith""]",[],False
S000886,Stevens,Robert,,,Democrat,house,NY,31.0,Robert Stevens,"[""Robert Stevens""]",[],False
S000938,Stockslager,Strother,,,Democrat,house,IN,3.0,Strother Stockslager,"[""Strother Stockslager""]",[],False
S001069,Sumner,Charles,,,Democrat,house,CA,-1.0,Charles Sumner,"[""Charles Sumner""]",[],False
S001070,Sumner,Daniel,,,Democrat,house,WI,2.0,Daniel Sumner,"[""Daniel Sumner""]",[],False
T000004,Tabor,Horace,,,Republican,senate,CO,,Horace Tabor,"[""Horace Tabor""]",[],False
T000212,Thompson,Philip,,,Democrat,house,KY,8.0,Philip Thompson,"[""Philip Thompson""]",[],False
T000407,Tully,Pleasant,,,Democrat,house,CA,4.0,Pleasant Tully,"[""Pleasant Tully""]",[],False
T000425,Turner,Oscar,,,Ind. Democrat,house,KY,1.0,Oscar Turner,"[""Oscar Turner""]",[],False
V000005,Valentine,Edward,,,Republican,house,NE,3.0,Edward Valentine,"[""Edward Valentine""]",[],False
V000013,Van Alstyne,Thomas,,,Democrat,house,NY,16.0,Thomas Van Alstyne,"[""Thomas Van Alstyne""]",[],False
V000019,Vance,Robert,,,Democrat,house,NC,8.0,Robert Vance,"[""Robert Vance""]",[],False
W000080,Wallace,Jonathan,,,Democrat,house,OH,18.0,Jonathan Wallace,"[""Jonathan Wallace""]",[],False
W000156,Warner,Richard,,,Democrat,house,TN,5.0,Richard Warner,"[""Richard Warner""]",[],False
W000275,Weller,Luman,,,National Greenbacker,house,IA,4.0,Luman Weller,"[""Luman Weller""]",[],False
W000292,Wemple,Edward,,,Democrat,house,NY,20.0,Edward Wemple,"[""Edward Wemple""]",[],False
W000381,White,John,,,Republican,house,KY,10.0,John White,"[""John White""]",[],False
W000537,Williams,Thomas,,,Democrat,house,AL,5.0,Thomas Williams,"[""Thomas Williams""]",[],False
W000590,Wilson,James,,,Republican,house,IA,5.0,James Wilson,"[""James Wilson""]",[],False
W000627,Winans,John,,,Democrat,house,WI,1.0,John Winans,"[""John Winans""]",[],False
W000651,Wise,John,,,Readjuster,house,VA,-1.0,John Wise,"[""John Wise""]",[],False
W000704,Wood,Thomas,,,Democrat,house,IN,10.0,Thomas Wood,"[""Thomas Wood""]",[],False
W000731,Woodward,Gilbert,,,Democrat,house,WI,7.0,Gilbert Woodward,"[""Gilbert Woodward""]",[],False
Y000005,Yaple,George,,,Democrat,house,MI,4.0,George Yaple,"[""George Yaple""]",[],False
Y000022,York,Tyre,,,Ind. Democrat,house,NC,7.0,Tyre York,"[""Tyre York""]",[],False
Y000037,Young,Hiram,,,Democrat,house,TN,10.0,Hiram Young,"[""Hiram Young""]",[],False
S000319,Sheffield,William,,,Republican,senate,RI,,William Sheffield,"[""William Sheffield""]",[],False
A000040,Adams,John,,,Democrat,house,NY,7.0,John Adams,"[""John Adams""]",[],False
A000061,Aiken,David,,,Democrat,house,SC,3.0,David Aiken,"[""David Aiken""]",[],False
A000185,Anderson,Charles,,,Democrat,house,OH,4.0,Charles Anderson,"[""Charles Anderson""]",[],False
A000301,Arnot,John,,,Democrat,house,NY,28.0,John Arnot,"[""John Arnot""]",[],False
B000105,Ballentine,John,,,Democrat,house,TN,7.0,John Ballentine,"[""John Ballentine""]",[],False
B000146,Barksdale,Ethelbert,,,Democrat,house,MS,7.0,Ethelbert Barksdale,"[""Ethelbert Barksdale""]",[],False
B000263,Beach,Lewis,,,Democrat,house,NY,15.0,Lewis Beach,"[""Lewis Beach""]",[],False
B000278,Bean,Curtis,,,Republican,house,AZ,0.0,Curtis Bean,"[""Curtis Bean""]",[],False
B000381,Bennett,Risden,,,Democrat,house,NC,6.0,Risden Bennett,"[""Risden Bennett""]",[],False
B000728,Boyle,Charles,,,Democrat,house,PA,21.0,Charles Boyle,"[""Charles Boyle""]",[],False
B000752,Brady,James,,,Republican,house,VA,4.0,James Brady,"[""James Brady""]",[],False
B000757,Bragg,Edward,,,Democrat,house,WI,2.0,Edward Bragg,"[""Edward Bragg""]",[],False
B000936,Brown,Joseph,,,Democrat,senate,GA,,Joseph Brown,"[""Joseph Brown""]",[],False
B000952,Brown,William,,,Republican,house,PA,16.0,William Brown,"[""William Brown""]",[],False
B001018,Buck,John,,,Republican,house,CT,1.0,John Buck,"[""John Buck""]",[],False
B001106,Burleigh,Henry,,,Republican,house,NY,18.0,Henry Burleigh,"[""Henry Burleigh""]",[],False
C000004,Cabell,George,,,Democrat,house,VA,5.0,George Cabell,"[""George Cabell""]",[],False
C000028,Caldwell,Andrew,,,Democrat,house,TN,6.0,Andrew Caldwell,"[""Andrew Caldwell""]",[],False
C000086,Campbell,Jacob,,,Republican,house,PA,17.0,Jacob Campbell,"[""Jacob Campbell""]",[],False
C000147,Carleton,Ezra,,,Democrat,house,MI,7.0,Ezra Carleton,"[""Ezra Carleton""]",[],False
C000267,Chace,Jonathan,,,Republican,senate,RI,,Jonathan Chace,"[""Jonathan Chace""]",[],False
C000552,Cobb,Thomas,,,Democrat,house,IN,2.0,Thomas Cobb,"[""Thomas Cobb""]",[],False
C000615,Cole,William,,,Democrat,house,MD,3.0,William Cole,"[""William Cole""]",[],False
C000662,Comstock,Charles,,,Democrat,house,MI,5.0,Charles Comstock,"[""Charles Comstock""]",[],False
C000841,Cox,William,,,Democrat,house,NC,4.0,William Cox,"[""William Cox""]",[],False
C000950,Croxton,Thomas,,,Democrat,house,VA,1.0,Thomas Croxton,"[""Thomas Croxton""]",[],False
C001004,Curtin,Andrew,,,Democrat,house,PA,20.0,Andrew Curtin,"[""Andrew Curtin""]",[],False
D000154,Dawson,William,,,Democrat,house,MO,14.0,William Dawson,"[""William Dawson""]",[],False
D000465,Dowdney,Abraham,,,Democrat,house,NY,12.0,Abraham Dowdney,"[""Abraham Dowdney""]",[],False
E000042,Eden,John,,,Democrat,house,IL,17.0,John Eden,"[""John Eden""]",[],False
E000104,Eldredge,Nathaniel,,,Democrat,house,MI,2.0,Nathaniel Eldredge,"[""Nathaniel Eldredge""]",[],False
E000143,Ellsberry,William,,,Democrat,house,OH,11.0,William Ellsberry,"[""William Ellsberry""]",[],False
E000151,Ellwood,Reuben,,,Republican,house,IL,5.0,Reuben Ellwood,"[""Reuben Ellwood""]",[],False
E000165,Ely,Frederick,,,Republican,house,MA,9.0,Frederick Ely,"[""Frederick Ely""]",[],False
E000229,Eustis,James,,,Democrat,senate,LA,,James Eustis,"[""James Eustis""]",[],False
E000244,Evans,Isaac,,,Republican,house,PA,7.0,Isaac Evans,"[""Isaac Evans""]",[],False
E000262,Evarts,William,,,Republican,senate,NY,,William Evarts,"[""William Evarts""]",[],False
E000270,Everhart,James,,,Republican,house,PA,6.0,James Everhart,"[""James Everhart""]",[],False
F000121,Findlay,John,,,Democrat,house,MD,4.0,John Findlay,"[""John Findlay""]",[],False
F000193,Fleeger,George,,,Republican,house,PA,26.0,George Fleeger,"[""George Fleeger""]",[],False
F000259,Ford,George,,,Democrat,house,IN,13.0,George Ford,"[""George Ford""]",[],False
F000357,Frederick,Benjamin,,,Democrat,house,IA,5.0,Benjamin Frederick,"[""Benjamin Frederick""]",[],False
G000115,Geddes,George,,,Democrat,house,OH,16.0,George Geddes,"[""George Geddes""]",[],False
G000160,Gibson,Eustace,,,Democrat,house,WV,4.0,Eustace Gibson,"[""Eustace Gibson""]",[],False
G000186,Gilfillan,John,,,Republican,house,MN,4.0,John Gilfillan,"[""John Gilfillan""]",[],False
G000416,Green,Robert,,,Democrat,house,NJ,3.0,Robert Green,"[""Robert Green""]",[],False
G000419,Green,Wharton,,,Democrat,house,NC,3.0,Wharton Green,"[""Wharton Green""]",[],False
H000019,Hahn,Michael,,,Republican,house,LA,2.0,Michael Hahn,"[""Michael Hahn""]",[],False
H000023,Hailey,John,,,Democrat,house,ID,-1.0,John Hailey,"[""John Hailey""]",[],False
H000033,Hale,John,,,Democrat,house,MO,2.0,John Hale,"[""John Hale""]",[],False
H000044,Hall,Benton,,,Democrat,house,IA,1.0,Benton Hall,"[""Benton Hall""]",[],False
H000086,Halsell,John,,,Democrat,house,KY,3.0,John Halsell,"[""John Halsell""]",[],False
H000130,Hammond,Nathaniel,,,Democrat,house,GA,5.0,Nathaniel Hammond,"[""Nathaniel Hammond""]",[],False
H000141,Hampton,Wade,,,Democrat,senate,SC,,Wade Hampton,"[""Wade Hampton""]",[],False
H000142,Hanback,Lewis,,,Republican,house,KS,6.0,Lewis Hanback,"[""Lewis Hanback""]",[],False
H000239,Harris,Henry,,,Democrat,house,GA,4.0,Henry Harris,"[""Henry Harris""]",[],False
H000400,Haynes,Martin,,,Republican,house,NH,1.0,Martin Haynes,"[""Martin Haynes""]",[],False
H000498,Henley,Barclay,,,Democrat,house,CA,1.0,Barclay Henley,"[""Barclay Henley""]",[],False
H000552,Hewitt,Abram,,,Democrat,house,NY,10.0,Abram Hewitt,"[""Abram Hewitt""]",[],False
H000609,Hill,William,,,Democrat,house,OH,6.0,William Hill,"[""William Hill""]",[],False
I000012,Ingalls,John,,,Republican,senate,KS,,John Ingalls,"[""John Ingalls""]",[],False
I000031,Irion,Alfred,,,Democrat,house,LA,6.0,Alfred Irion,"[""Alfred Irion""]",[],False
J000048,James,Darwin,,,Republican,house,NY,3.0,Darwin James,"[""Darwin James""]",[],False
J000131,Johnson,Frederick,,,Republican,house,NY,21.0,Frederick Johnson,"[""Frederick Johnson""]",[],False
J000230,Jones,James,,,Democrat,house,TX,3.0,James Jones,"[""James Jones""]",[],False
K000206,King,John,,,Democrat,house,LA,5.0,John King,"[""John King""]",[],False
K000263,Kleiner,John,,,Democrat,house,IN,1.0,John Kleiner,"[""John Kleiner""]",[],False
L000159,Le Fevre,Benjamin,,,Democrat,house,OH,5.0,Benjamin Le Fevre,"[""Benjamin Le Fevre""]",[],False
L000298,Libbey,Harry,,,Republican,house,VA,2.0,Harry Libbey,"[""Harry Libbey""]",[],False
L000329,Lindsley,James,,,Republican,house,NY,17.0,James Lindsley,"[""James Lindsley""]",[],False
L000351,Little,John,,,Republican,house,OH,8.0,John Little,"[""John Little""]",[],False
L000403,Logan,John,,,Republican,senate,IL,,John Logan,"[""John Logan""]",[],False
L000443,Lore,Charles,,,Democrat,house,DE,0.0,Charles Lore,"[""Charles Lore""]",[],False
L000453,Louttit,James,,,Republican,house,CA,2.0,James Louttit,"[""James Louttit""]",[],False
L000464,Lovering,Henry,,,Democrat,house,MA,6.0,Henry Lovering,"[""Henry Lovering""]",[],False
L000487,Lowry,Robert,,,Democrat,house,IN,12.0,Robert Lowry,"[""Robert Lowry""]",[],False
M000134,Markham,Henry,,,Republican,house,CA,6.0,Henry Markham,"[""Henry Markham""]",[],False
M000188,Martin,John,,,Democrat,house,AL,6.0,John Martin,"[""John Martin""]",[],False
M000280,Maybury,William,,,Democrat,house,MI,1.0,William Maybury,"[""William Maybury""]",[],False
M000711,Millard,Stephen,,,Republican,house,NY,26.0,Stephen Millard,"[""Stephen Millard""]",[],False
M000732,Miller,James,,,Democrat,house,TX,8.0,James Miller,"[""James Miller""]",[],False
M000807,Mitchell,Charles,,,Democrat,house,CT,2.0,Charles Mitchell,"[""Charles Mitchell""]",[],False
M001000,Morrison,William,,,Democrat,house,IL,18.0,William Morrison,"[""William Morrison""]",[],False
M001096,Murphy,Jeremiah,,,Democrat,house,IA,2.0,Jeremiah Murphy,"[""Jeremiah Murphy""]",[],False
N000020,Neece,William,,,Democrat,house,IL,11.0,William Neece,"[""William Neece""]",[],False
N000024,Negley,James,,,Republican,house,PA,22.0,James Negley,"[""James Negley""]",[],False
O000054,O’Hara,James,,,Republican,house,NC,2.0,James O’Hara,"[""James O\u2019Hara""]",[],False
P000151,Payne,Henry,,,Democrat,senate,OH,,Henry Payne,"[""Henry Payne""]",[],False
P000269,Pettibone,Augustus,,,Republican,house,TN,1.0,Augustus Pettibone,"[""Augustus Pettibone""]",[],False
P000365,Pirce,William,,,Republican,house,RI,2.0,William Pirce,"[""William Pirce""]",[],False
P000526,Price,Hugh,,,Republican,house,WI,8.0,Hugh Price,"[""Hugh Price""]",[],False
P000534,Price,William,,,Republican,house,WI,8.0,William Price,"[""William Price""]",[],False
P000568,Pulitzer,Joseph,,,Democrat,house,NY,9.0,Joseph Pulitzer,"[""Joseph Pulitzer""]",[],False
R000057,Rankin,Joseph,,,Democrat,house,WI,5.0,Joseph Rankin,"[""Joseph Rankin""]",[],False
R000058,Ranney,Ambrose,,,Republican,house,MA,3.0,Ambrose Ranney,"[""Ambrose Ranney""]",[],False
R000136,Reese,Seaborn,,,Democrat,house,GA,8.0,Seaborn Reese,"[""Seaborn Reese""]",[],False
R000148,Reid,James,,,Democrat,house,NC,5.0,James Reid,"[""James Reid""]",[],False
R000205,Rice,William,,,Republican,house,MA,10.0,William Rice,"[""William Rice""]",[],False
R000253,Riggs,James,,,Democrat,house,IL,12.0,James Riggs,"[""James Riggs""]",[],False
R000325,Robertson,Thomas,,,Democrat,house,KY,4.0,Thomas Robertson,"[""Thomas Robertson""]",[],False
S000010,Sadler,Thomas,,,Democrat,house,AL,5.0,Thomas Sadler,"[""Thomas Sadler""]",[],False
S000251,Sessions,Walter,,,Republican,house,NY,34.0,Walter Sessions,"[""Walter Sessions""]",[],False
S000266,Seymour,Edward,,,Democrat,house,CT,4.0,Edward Seymour,"[""Edward Seymour""]",[],False
S000445,Singleton,Otho,,,Democrat,house,MS,5.0,Otho Singleton,"[""Otho Singleton""]",[],False
S000502,Smalls,Robert,,,Republican,house,SC,7.0,Robert Smalls,"[""Robert Smalls""]",[],False
S000754,Spriggs,John,,,Democrat,house,NY,23.0,John Spriggs,"[""John Spriggs""]",[],False
S000768,St. Martin,Louis,,,Democrat,house,LA,1.0,Louis St. Martin,"[""Louis St. Martin""]",[],False
S000956,Stone,Eben,,,Republican,house,MA,7.0,Eben Stone,"[""Eben Stone""]",[],False
S000975,Storm,John,,,Democrat,house,PA,11.0,John Storm,"[""John Storm""]",[],False
S000988,Strait,Horace,,,Republican,house,MN,3.0,Horace Strait,"[""Horace Strait""]",[],False
S001120,Swinburne,John,,,Republican,house,NY,19.0,John Swinburne,"[""John Swinburne""]",[],False
S001128,Swope,John,,,Democrat,house,PA,19.0,John Swope,"[""John Swope""]",[],False
T000081,Taylor,Isaac,,,Republican,house,OH,18.0,Isaac Taylor,"[""Isaac Taylor""]",[],False
T000090,Taylor,John,,,Democrat,house,TN,8.0,John Taylor,"[""John Taylor""]",[],False
T000106,Taylor,Zachary,,,Republican,house,TN,10.0,Zachary Taylor,"[""Zachary Taylor""]",[],False
