bioguide,ticker,date,sense
C000174,DD,2021-02-05,Exchange
H000273,MRK,2021-06-02,Exchange
H000601,FL4_SG,2021-05-17,Exchange
M000934,VZ,2020-04-01,Exchange
M001198,DIS,2020-03-09,Purchase
M001198,DIS,2020-07-08,Purchase
M001198,ROKU,2020-07-08,Sale
R000608,DELL,2021-11-01,Exchange
