bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,date_confidence,ticker,asset_description,asset_type,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,ticker_source,provenance,occurrence_index
B001281,Joyce Beatty,house,Democrat,OH03,HSBA10; HSBA20; House Committee on Financial Services,True,2019-01-18,2019-02-21,plausible,ATIS,ATTIS INDS INC COM,Stock,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,9114410,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9114410.pdf,237ec184620a8552c0850ee9ab71423c568750340a69724dd58b21d037c274f9,llm,house-pdf-ocr,0
C001053,Tom Cole,house,Republican,OK04,House Committee on Appropriations,False,2019-04-26,2019-04-29,plausible,BDX,"Becton, Dickinson Common Stock",Stock,Purchase,"$1,001 - $15,000",8000.0,False,Joint Tenancy,9114564,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9114564.pdf,3e38321ce5dcf706c2bbc30936eaae5c5171a434f5d2b2ccedefd68a6e4961d2,llm,house-pdf-ocr,0
B001257,Gus M. Bilirakis,house,Republican,FL12,HSIF14; HSIF16; HSIF17; House Committee on Energy and Commerce; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,False,2019-09-20,2019-10-17,plausible,GLW,Corning Inc. (GLW),Stock,Purchase,"$1,001 - $15,000",8000.0,False,Dependent Child,9115481,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9115481.pdf,39579761e847401787536cd690915f29e014da8130b52c681c5e1ecdd8822b91,explicit,house-pdf-ocr,0
A000374,Ralph Lee Abraham,house,Republican,LA05,,False,2019-07-02,2019-08-01,plausible,,"Vantage Holdings, Acq",Stock,Purchase,"$250,001 - $500,000",375000.0,False,Joint Tenancy,9115214,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9115214.pdf,826efc412c6c29e917d01ad425fc1f237fbaa907c205d3f06706bf539f643f7b,none,house-pdf-ocr,0
B001281,Joyce Beatty,house,Democrat,OH03,HSBA10; HSBA20; House Committee on Financial Services,True,2019-05-10,2019-06-12,plausible,UBER,Uber Technologies Com Inc,Stock,Purchase,"$15,001 - $50,000",32500.0,False,Joint Tenancy,9115041,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9115041.pdf,cf40a61a7351f2e5f3c62c1ee053e873102108da559c96633a4f8697a7b91a8f,elec_dict,house-pdf-ocr,0
C001053,Tom Cole,house,Republican,OK04,House Committee on Appropriations,False,2019-04-15,2019-05-22,plausible,,American Century Income & Growth Fund,Mutual Fund,Sale,"$15,001 - $50,000",32500.0,False,SELF,9114799,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9114799.pdf,da0051dc9e0ca76e01e076448b144524ff1aac9d3b6b08b7bddac07a302c28a2,none,house-pdf-ocr,0
C001053,Tom Cole,house,Republican,OK04,House Committee on Appropriations,False,2019-04-15,2019-05-22,plausible,,BGI SDP Stock Fund,Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,SELF,9114799,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9114799.pdf,2cfdfbb994a4bd657034d1f1483e493224e0d91ff73cb820f8c5f25c82949f04,none,house-pdf-ocr,0
C001053,Tom Cole,house,Republican,OK04,House Committee on Appropriations,False,2019-04-15,2019-05-22,plausible,,Columbia Acorn Fund,Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,SELF,9114799,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9114799.pdf,0a4fe932a3af346290ae180486a5ca27ee07b8c2a90aaeb7f6dfbf3a2bc69c2c,none,house-pdf-ocr,0
C001053,Tom Cole,house,Republican,OK04,House Committee on Appropriations,False,2019-04-15,2019-05-22,plausible,,Dreyfus Premium Leader A Fund,Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,SELF,9114799,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9114799.pdf,97420e69141055b1811ce639547152875ce635af479145c8ede8ed33721065e6,none,house-pdf-ocr,0
C001053,Tom Cole,house,Republican,OK04,House Committee on Appropriations,False,2019-04-15,2019-05-22,plausible,,Europacific A Growth Fund,Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,SELF,9114799,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9114799.pdf,36fdb6f8a27f33d9eec2fbc2646e3a9931dc5da64f9fe2efa31f498c39babd2b,none,house-pdf-ocr,0
