doc_id,last,first,filing_type,state_district,filing_date_raw,disclosure_date,declarant_name,url_pdf
9115214,Abraham,Ralph Lee,P,LA05,8/1/2019,2019-08-01,Ralph Lee Abraham,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9115214.pdf
20011070,Amash,Justin,P,MI03,1/29/2019,2019-01-29,Justin Amash,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011070.pdf
20011679,Amash,Justin,P,MI03,5/14/2019,2019-05-14,Justin Amash,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011679.pdf
9114410,Beatty,Joyce,P,OH03,2/21/2019,2019-02-21,Joyce Beatty,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9114410.pdf
9115041,Beatty,Joyce,P,OH03,6/12/2019,2019-06-12,Joyce Beatty,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9115041.pdf
20012722,Beyer,Donald Sternoff,P,VA08,12/7/2019,2019-12-07,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012722.pdf
20012723,Beyer,Donald Sternoff,P,VA08,12/14/2019,2019-12-14,Donald Sternoff Beyer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012723.pdf
9115481,Bilirakis,Gus M.,P,FL12,10/17/2019,2019-10-17,Gus M. Bilirakis,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9115481.pdf
8216873,Bilirakis,Gus M.,P,FL12,1/9/2020,2020-01-09,Gus M. Bilirakis,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/8216873.pdf
20010974,Blum,Rodney Leland,P,IA01,1/8/2019,2019-01-08,Rodney Leland Blum,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20010974.pdf
20011017,Blumenauer,Earl,P,OR03,1/16/2019,2019-01-16,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011017.pdf
20011134,Blumenauer,Earl,P,OR03,2/11/2019,2019-02-11,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011134.pdf
20011241,Blumenauer,Earl,P,OR03,3/4/2019,2019-03-04,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011241.pdf
9114448,Blumenauer,Earl,P,OR03,3/7/2019,2019-03-07,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/9114448.pdf
20011312,Blumenauer,Earl,P,OR03,3/18/2019,2019-03-18,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011312.pdf
20011455,Blumenauer,Earl,P,OR03,4/11/2019,2019-04-11,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011455.pdf
20011632,Blumenauer,Earl,P,OR03,5/8/2019,2019-05-08,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011632.pdf
20011790,Blumenauer,Earl,P,OR03,6/4/2019,2019-06-04,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011790.pdf
20011791,Blumenauer,Earl,P,OR03,6/4/2019,2019-06-04,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011791.pdf
20011929,Blumenauer,Earl,P,OR03,7/3/2019,2019-07-03,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011929.pdf
20012114,Blumenauer,Earl,P,OR03,8/6/2019,2019-08-06,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012114.pdf
20012263,Blumenauer,Earl,P,OR03,9/4/2019,2019-09-04,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012263.pdf
20012474,Blumenauer,Earl,P,OR03,10/16/2019,2019-10-16,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012474.pdf
20012604,Blumenauer,Earl,P,OR03,11/13/2019,2019-11-13,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012604.pdf
20012670,Blumenauer,Earl,P,OR03,11/25/2019,2019-11-25,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012670.pdf
20012709,Blumenauer,Earl,P,OR03,12/6/2019,2019-12-06,Earl Blumenauer,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012709.pdf
