doc_id,nous,semaine1,delta
20025626,1,1,0
20025373,1,1,0
20024309,1,1,0
20026207,1,1,0
20025439,1,1,0
20024265,4,4,0
20025202,1,1,0
20025822,1,1,0
20025478,1,1,0
20024611,1,1,0
20026340,1,1,0
20025892,2,2,0
20025671,1,1,0
20025592,1,1,0
20024997,1,1,0
20026322,1,1,0
20026151,1,1,0
20025312,1,0,1
20025328,1,0,1
20025282,1,0,1
20025349,1,0,1
20025360,1,0,1
20025281,1,0,1
20025437,1,0,1
20025379,1,0,1
20025429,1,0,1
20025257,1,0,1
20025448,1,0,1
20025475,1,0,1
20025507,1,0,1
20025519,1,0,1
20025572,1,0,1
20025597,1,0,1
20025605,1,0,1
20025372,1,0,1
20025255,1,0,1
20025348,1,0,1
20025240,1,0,1
20024986,1,0,1
20025006,1,0,1
20025021,1,0,1
20025025,1,0,1
20025035,1,0,1
20025037,1,0,1
20025052,1,0,1
20025053,1,0,1
20025059,2,1,1
20025061,1,0,1
20025065,1,0,1
20025243,1,0,1
20025087,1,0,1
20025115,1,0,1
20025116,1,0,1
20025123,1,0,1
20025165,1,0,1
20025170,1,0,1
20025179,1,0,1
20025201,1,0,1
20025205,1,0,1
20025214,1,0,1
20025224,1,0,1
20025238,1,0,1
20025096,1,0,1
20025219,1,0,1
20025700,1,0,1
20025675,1,0,1
20026077,1,0,1
20026090,1,0,1
20026097,1,0,1
20026124,1,0,1
20026126,1,0,1
20026136,1,0,1
20026150,1,0,1
20026160,1,0,1
20026165,1,0,1
20026168,1,0,1
20026191,1,0,1
20026033,1,0,1
20026203,1,0,1
20026231,1,0,1
20026246,1,0,1
20026310,1,0,1
20026311,1,0,1
20026382,1,0,1
20026415,1,0,1
20026418,1,0,1
20026423,1,0,1
20026428,1,0,1
20026440,1,0,1
20026446,1,0,1
20026212,1,0,1
20025632,1,0,1
20026032,1,0,1
20025998,1,0,1
20025681,1,0,1
20024982,1,0,1
20025708,1,0,1
20025740,1,0,1
20025765,1,0,1
20025776,1,0,1
20025785,1,0,1
20025789,1,0,1
20025791,1,0,1
20025793,1,0,1
20025797,1,0,1
20026023,1,0,1
20025813,1,0,1
20025820,1,0,1
20025821,1,0,1
20025831,1,0,1
20025855,1,0,1
20025867,1,0,1
20025886,1,0,1
20025910,1,0,1
20025916,1,0,1
20025940,1,0,1
20025942,1,0,1
20025959,1,0,1
20025819,1,0,1
20024954,1,0,1
20026480,1,0,1
20024673,1,0,1
20024604,1,0,1
20024800,1,0,1
20024606,1,0,1
20024277,4,3,1
20024465,1,0,1
20024787,1,0,1
20024772,1,0,1
20024300,1,0,1
20024769,1,0,1
20024622,1,0,1
20024625,1,0,1
20024754,1,0,1
20024271,1,0,1
20024446,1,0,1
20024437,2,1,1
20024435,1,0,1
20024413,1,0,1
20024705,1,0,1
20024685,2,1,1
20024677,1,0,1
20024392,1,0,1
20024353,1,0,1
20024654,1,0,1
20024660,1,0,1
20024671,1,0,1
20024369,1,0,1
20024324,3,2,1
20024270,1,0,1
20024472,1,0,1
20024810,1,0,1
20024519,1,0,1
20024901,1,0,1
20024188,2,1,1
20024876,1,0,1
20024517,1,0,1
20024572,1,0,1
20024215,2,1,1
20024268,5,4,1
20024249,1,0,1
20024846,1,0,1
20024505,1,0,1
20024577,1,0,1
20024380,1,0,1
20024492,1,0,1
20024836,1,0,1
20024540,2,0,2
20025787,2,0,2
20025946,2,0,2
20025371,2,0,2
20025535,2,0,2
20025546,2,0,2
20025792,2,0,2
20024649,2,0,2
20024542,2,0,2
20025948,2,0,2
20025387,2,0,2
20025773,2,0,2
20025729,2,0,2
20025620,2,0,2
20025875,2,0,2
20025614,2,0,2
20025848,3,1,2
20025829,2,0,2
20025806,2,0,2
20024494,2,0,2
20025438,2,0,2
20025568,2,0,2
20025601,2,0,2
20024509,2,0,2
20025466,2,0,2
20025714,2,0,2
20024916,2,0,2
20024403,2,0,2
20000788,2,0,2
20024797,2,0,2
20024296,2,0,2
20024795,2,0,2
20026188,2,0,2
20024275,2,0,2
20025104,2,0,2
20025064,2,0,2
20024254,4,2,2
20024317,2,0,2
20025056,2,0,2
20024838,2,0,2
20024253,5,3,2
20024842,2,0,2
20025014,2,0,2
20026393,2,0,2
20026412,3,1,2
20024062,2,0,2
20024837,2,0,2
20024758,2,0,2
20025670,2,0,2
20026036,2,0,2
20025661,2,0,2
20026125,2,0,2
20024722,2,0,2
20025236,2,0,2
20025287,2,0,2
20026031,2,0,2
20024339,4,2,2
20024347,2,0,2
20025291,3,1,2
20025306,3,1,2
20026009,2,0,2
20024750,2,0,2
20026092,2,0,2
20026361,3,0,3
20026353,3,0,3
20024212,4,1,3
20024230,4,1,3
20023767,3,0,3
20025705,3,0,3
20026303,3,0,3
20024458,3,0,3
20026238,3,0,3
20026063,4,1,3
20024425,3,0,3
20026222,3,0,3
20024477,3,0,3
20024375,3,0,3
20026184,3,0,3
20024330,11,8,3
20026123,3,0,3
20026143,3,0,3
20026247,4,1,3
20026002,4,1,3
20024515,3,0,3
20025397,4,1,3
20025226,3,0,3
20025660,3,0,3
20025486,4,1,3
20024825,3,0,3
20024743,3,0,3
20025548,3,0,3
20025031,3,0,3
20025345,3,0,3
20024588,3,0,3
20025026,3,0,3
20024852,3,0,3
20025404,3,0,3
20024662,3,0,3
20025411,3,0,3
20024728,3,0,3
20024839,4,1,3
20025103,3,0,3
20024581,3,0,3
20025040,3,0,3
20025384,3,0,3
20025112,3,0,3
20025388,3,0,3
20025368,4,1,3
20024966,4,1,3
20025634,4,1,3
20025107,3,0,3
20024923,3,0,3
20024710,4,0,4
20025403,4,0,4
20024668,5,1,4
20024445,5,1,4
20026020,4,0,4
20025938,4,0,4
20026376,4,0,4
20026202,5,1,4
20025133,4,0,4
20025178,4,0,4
20025588,4,0,4
20025768,4,0,4
20025000,4,0,4
20025771,4,0,4
20025770,5,1,4
20024996,4,0,4
20024481,5,1,4
20026250,4,0,4
20026380,4,0,4
20026127,4,0,4
20025499,4,0,4
20024316,5,0,5
20025194,5,0,5
20024669,7,2,5
20025285,5,0,5
20024811,5,0,5
20024450,6,1,5
20026313,5,0,5
20025603,5,0,5
20024580,6,1,5
20026408,5,0,5
20024632,6,1,5
20025834,5,0,5
20026141,6,0,6
20025518,7,1,6
20025203,10,4,6
20025200,6,0,6
20024495,6,0,6
20025446,6,0,6
20025337,7,1,6
20025424,6,0,6
20025722,6,0,6
20025970,6,0,6
20024848,7,1,6
20021523,12,6,6
20026091,6,0,6
20026140,7,0,7
20025563,7,0,7
20024424,11,4,7
20025635,7,0,7
20025909,7,0,7
20026059,10,3,7
20024627,7,0,7
20026016,7,0,7
20025232,9,2,7
20026099,8,0,8
20023805,8,0,8
20025889,9,1,8
20025108,9,1,8
20026257,9,1,8
20025827,8,0,8
20025986,9,1,8
20025576,8,0,8
20026347,8,0,8
20025119,10,1,9
20026174,12,3,9
20026149,10,1,9
20025777,13,4,9
20024305,16,7,9
20026134,10,0,10
20025280,11,1,10
20026101,12,2,10
20025151,17,6,11
20024862,11,0,11
20026360,13,2,11
20024984,16,4,12
20025913,12,0,12
20024869,15,2,13
20024231,22,9,13
20026281,17,3,14
20024354,39,25,14
20026473,15,1,14
20024468,14,0,14
20025473,16,2,14
20024924,17,2,15
20026021,16,1,15
20025891,16,1,15
20024596,16,0,16
20024286,34,17,17
20025680,23,3,20
20026314,37,13,24
20025020,29,3,26
20024730,28,1,27
20025804,32,5,27
20024248,42,14,28
20024917,31,2,29
20025207,32,1,31
20024801,33,1,32
20024612,42,7,35
20024461,37,1,36
20026346,40,4,36
20024436,91,53,38
20025953,52,5,47
20026154,49,2,47
20024672,60,9,51
20025678,57,1,56
20025679,71,9,62
20025712,81,15,66
20025711,72,4,68
20025622,91,16,75
20025799,122,14,108
20025419,118,6,112
20025719,143,15,128
