bioguide,ticker,date,sense
A000372,912797KJ5,2024-04-02,Purchase
A000372,91282CFK2,2024-04-23,Purchase
B000740,912796CR8,2023-09-27,Purchase
B000740,912796ZN2,2023-06-22,Purchase
C001068,HAMILTO,2024-02-03,Purchase
D000032,AA,2022-04-05,Exchange
D000032,AA,2022-04-05,Sale
D000032,AA,2022-08-12,Exchange
D000032,AA,2022-08-12,Sale
D000032,ALVO,2021-02-02,Exchange
D000032,ALVO,2021-10-05,Exchange
D000032,ALVO,2021-10-05,Sale
D000032,AME,2021-05-05,Exchange
D000032,AME,2021-06-02,Exchange
D000032,AME,2021-06-02,Purchase
D000032,APD,2021-05-05,Exchange
D000032,APD,2021-06-02,Purchase
D000032,APPF,2024-03-27,Exchange
D000032,APPF,2024-03-27,Purchase
D000032,ARCH,2022-12-07,Exchange
D000032,ARCH,2022-12-07,Sale
D000032,ARCH,2023-07-05,Exchange
D000032,ARCH,2023-07-05,Purchase
D000032,BC,2021-06-02,Purchase
D000032,BC,2022-12-07,Purchase
D000032,BC,2022-12-07,Sale
D000032,BEAS,2021-05-05,Exchange
D000032,BMY,2024-02-22,Sale
D000032,CDNS,2021-05-05,Exchange
D000032,CHRW,2022-05-03,Exchange
D000032,CHRW,2022-12-07,Sale
D000032,CIEN,2021-02-02,Sale
D000032,CMA,2022-08-12,Purchase
D000032,CMA,2022-12-07,Sale
D000032,CNC,2021-08-03,Exchange
D000032,CNC,2022-08-12,Exchange
D000032,CNC,2022-08-12,Sale
D000032,CSL,2021-05-05,Purchase
D000032,CSL,2022-01-06,Sale
D000032,CSL,2022-10-07,Purchase
D000032,CSL,2022-10-07,Sale
D000032,CSL,2022-12-07,Exchange
D000032,CSL,2022-12-07,Sale
D000032,DECK,2024-03-27,Sale
D000032,DT,2023-10-19,Sale
D000032,DT,2024-02-22,Exchange
D000032,DT,2024-02-22,Sale
D000032,EFX,2024-05-09,Exchange
D000032,ELV,2022-08-12,Purchase
D000032,ELV,2022-08-12,Sale
D000032,ELV,2023-10-19,Exchange
D000032,ETAK,2021-02-02,Exchange
D000032,ETAK,2021-03-05,Exchange
D000032,ETAK,2021-05-05,Exchange
D000032,ETAK,2022-10-07,Sale
D000032,EW,2021-03-05,Sale
D000032,EW,2023-10-19,Sale
D000032,FB,2023-07-05,Exchange
D000032,FB,2023-07-05,Purchase
D000032,FDS,2022-03-01,Purchase
D000032,FTNT,2021-05-05,Purchase
D000032,FTNT,2023-02-24,Exchange
D000032,FTNT,2023-02-24,Purchase
D000032,GM_WSA,2024-02-22,Exchange
D000032,GOOG,2023-10-19,Exchange
D000032,GOOG,2023-10-19,Sale
D000032,GOOG,2024-02-22,Purchase
D000032,HON,2021-05-05,Exchange
D000032,HON,2021-08-03,Exchange
D000032,HON,2021-08-03,Purchase
D000032,HUM,2023-02-24,Sale
D000032,HUM,2024-02-22,Sale
D000032,HWM,2022-08-12,Purchase
D000032,HWM,2022-08-12,Sale
D000032,INTU,2021-05-05,Exchange
D000032,IR,2024-02-22,Exchange
D000032,ISRG,2021-05-05,Purchase
D000032,ISRG,2023-02-24,Purchase
D000032,IT,2023-02-24,Exchange
D000032,JPM,2023-10-19,Purchase
D000032,JPM,2023-10-19,Sale
D000032,LH,2022-01-06,Exchange
D000032,LH,2022-01-06,Sale
D000032,LH,2022-05-03,Purchase
D000032,LMT,2021-05-05,Exchange
D000032,MA,2021-05-05,Purchase
D000032,MLOG,2023-07-05,Purchase
D000032,MNST,2024-05-09,Exchange
D000032,MNST,2024-05-09,Sale
D000032,MOH,2021-05-05,Purchase
D000032,MPWR,2022-12-07,Exchange
D000032,MRK,2022-08-12,Sale
D000032,MSCI,2023-02-24,Purchase
D000032,NVDA,2023-10-19,Exchange
D000032,NVO,2022-10-07,Sale
D000032,PH,2021-05-05,Sale
D000032,REGN,2021-10-05,Exchange
D000032,RHI,2021-08-03,Exchange
D000032,RHI,2022-04-05,Purchase
D000032,RLI,2023-07-05,Purchase
D000032,RSG,2021-01-05,Purchase
D000032,RVTY,2021-05-05,Exchange
D000032,RVTY,2023-07-05,Exchange
D000032,RVTY,2023-07-05,Sale
