doc_id,extrait
20025111,"Filing ID #20025111 P T R Clerk of the House of Representatives • Legislative Resource Center • B81 Cannon Building • Washington, DC 20515 F I Name: Hon. Doris O. Matsui Status: Member State/District: CA07 T ID Owner Asset Transaction Date Notification Amount Cap. Type Date Gains > $200? SP U.S. Tre"
20025152,"Filing ID #20025152 P T R Clerk of the House of Representatives • Legislative Resource Center • B81 Cannon Building • Washington, DC 20515 F I Name: Hon. Doris O. Matsui Status: Member State/District: CA07 T ID Owner Asset Transaction Date Notification Amount Cap. Type Date Gains > $200? SP Intrinsi"
