bioguide,ticker,date,sense
A000372,912797KJ5,2024-12-03,Purchase
A000372,91282CJP7,2024-12-03,Purchase
A000372,91282CJS1,2024-12-03,Purchase
A000372,91282CLG4,2025-11-14,Purchase
B001325,ICAPITAL,2025-01-06,Purchase
B001325,ICAPITAL,2025-04-22,Purchase
B001327,IWM,2025-09-15,Purchase
B001327,QQQ,2025-09-15,Purchase
B001327,QQQ,2025-09-16,Purchase
B001327,SPY,2025-09-16,Purchase
B001327,SPY,2025-09-16,Sale
F000450,EFC$D,2024-12-30,Purchase
F000450,T$A,2024-12-06,Sale
F000472,"WMT, SBUX, BRKB AND AAPL",2024-08-07,Purchase
F000472,"WMT, SBUX, BRKB AND AAPL",2024-09-25,Purchase
G000583,IFNNY,2025-03-14,Sale
G000596,BX,2025-04-08,Purchase
G000596,FIG,2025-08-06,Purchase
G000596,PI,2025-04-04,Purchase
M001218,BLK,2025-11-05,Purchase
M001222,GLA,2025-01-17,Purchase
M001222,GLA,2025-01-27,Purchase
M001222,GLA,2025-05-08,Purchase
M001222,GLA,2025-06-16,Purchase
M001222,GLA,2025-07-15,Purchase
M001222,GLA,2025-08-04,Purchase
M001222,GLA,2025-09-23,Purchase
M001222,GLAS FUNDS,2025-03-10,Sale
M001222,"GLAS FUNDS, LP",2025-02-05,Purchase
M001222,"GLAS FUNDS, LP",2025-04-03,Purchase
M001222,"GLAS FUNDS, LP",2025-06-30,Purchase
M001222,"GLAS FUNDS, LP",2025-09-17,Purchase
M001222,"GLAS FUNDS, LP",2025-10-27,Purchase
M001236,SMCY,2025-08-07,Purchase
M001236,SMCY,2025-08-20,Purchase
M001236,SMCY,2025-08-21,Purchase
M001236,SMCY,2025-08-29,Purchase
M001236,TZA,2025-08-13,Purchase
M001236,TZA,2025-08-14,Purchase
M001236,TZA,2025-08-25,Purchase
M001236,TZA,2025-08-28,Purchase
R000610,BITCOIN,2024-12-23,Purchase
R000610,BITCOIN,2025-04-24,Sale
R000612,SYMBOL,2025-06-03,Sale
R000612,SYMBOL: AEPGX,2025-06-03,Sale
R000612,SYMBOL: AGTHX,2025-06-03,Sale
R000612,SYMBOL: AIVSX,2025-06-03,Sale
R000612,SYMBOL: CWGIX,2025-06-03,Sale
R000612,SYMBOL: OGVXX,2025-06-03,Purchase
R000612,SYMBOL: OGVXX,2025-06-23,Sale
S001214,37045XEF9,2025-07-10,Purchase
Y000067,"3_MONTH, MATURE",2025-01-27,Purchase
Y000067,"3_MONTH, MATURE",2025-05-05,Purchase
Y000067,"3_MONTH, MATURE",2025-08-18,Purchase
Y000067,"3_MONTH, MATURE",2025-12-23,Purchase
