bioguide,ticker,date,sense
D000624,WPX,2018-11-08,Purchase
E000296,MSFT,2018-08-17,Purchase
G000583,PCLN,2018-02-07,Purchase
J000294,NORTHWESTER,2018-06-15,Sale
K000389,1AMT_MI,2018-07-27,Purchase
K000389,1AMT_MI,2018-10-11,Purchase
K000389,A,2018-06-15,Sale
K000389,A,2018-10-25,Purchase
K000389,AA,2018-10-02,Purchase
K000389,AABA,2018-03-05,Sale
K000389,AAL,2018-10-17,Sale
K000389,ABBV,2018-10-25,Sale
K000389,ABBV,2018-11-05,Purchase
K000389,ABC,2018-07-24,Sale
K000389,ABMD,2018-07-18,Purchase
K000389,ABMD,2018-10-17,Sale
K000389,ABT,2018-05-08,Purchase
K000389,ABT,2018-11-05,Purchase
K000389,ACGL,2018-06-13,Purchase
K000389,ACM,2018-05-18,Purchase
K000389,ACN,2018-11-05,Purchase
K000389,ADI,2018-10-17,Sale
K000389,ADM,2018-03-06,Purchase
K000389,ADP,2018-11-05,Purchase
K000389,AEP,2018-01-02,Purchase
K000389,AEP,2018-06-15,Sale
K000389,AFG,2018-03-05,Purchase
K000389,AFG,2018-03-06,Purchase
K000389,AFG,2018-05-04,Purchase
K000389,AFG,2018-05-15,Sale
K000389,AFG,2018-06-15,Sale
K000389,AFG,2018-07-18,Purchase
K000389,AFG,2018-07-24,Purchase
K000389,AFG,2018-09-25,Purchase
K000389,AFG,2018-10-02,Sale
K000389,AFG,2018-11-05,Sale
K000389,AFG,2018-11-13,Purchase
K000389,AFL,2018-05-08,Purchase
K000389,AFL,2018-07-24,Sale
K000389,AGCO,2018-07-24,Purchase
K000389,AGN,2018-02-27,Sale
K000389,AGN,2018-05-04,Purchase
K000389,AGN,2018-05-08,Sale
K000389,AGN,2018-05-15,Sale
K000389,AGN,2018-06-15,Purchase
K000389,AGN,2018-07-18,Purchase
K000389,AGN,2018-07-24,Sale
K000389,AGN,2018-10-25,Purchase
K000389,AGN,2018-11-05,Sale
K000389,AKAM,2018-10-17,Purchase
K000389,ALGN,2018-04-03,Sale
K000389,ALXN,2018-01-22,Sale
K000389,ALXN,2018-05-04,Sale
K000389,AM,2018-09-14,Sale
K000389,AME,2018-11-05,Purchase
K000389,AMGN,2018-03-05,Purchase
K000389,AMGN,2018-10-17,Sale
K000389,AMP,2018-10-17,Sale
K000389,ANDV,2018-09-14,Purchase
K000389,AON,2018-10-17,Sale
K000389,AONE,2018-07-18,Purchase
K000389,AOS,2018-07-24,Sale
K000389,AOS,2018-11-05,Purchase
K000389,APA,2018-02-27,Purchase
K000389,APC,2018-03-05,Purchase
K000389,APD,2018-05-08,Purchase
K000389,APD,2018-10-17,Sale
K000389,APD,2018-11-05,Purchase
K000389,APTV,2018-10-17,Sale
K000389,ATRN,2017-12-05,Purchase
K000389,ATRN,2017-12-13,Purchase
K000389,ATRN,2018-03-13,Purchase
K000389,ATRN,2018-04-23,Purchase
K000389,ATRN,2018-06-15,Sale
K000389,ATRN,2018-06-19,Purchase
K000389,ATRN,2018-07-23,Purchase
K000389,ATRN,2018-09-17,Purchase
K000389,AUT,2018-02-27,Sale
K000389,AWK,2018-06-15,Sale
K000389,AXS,2018-03-05,Sale
K000389,AXTA,2017-12-14,Purchase
