doc_id,extrait
20009299,"Filing ID #20009299 P t r erioDic ranSaction ePort Clerk of the House of Representatives • legislative Resource Center • 135 Cannon Building • Washington, DC 20515 filer information name: Hon. Scott H. Peters Status: Member State/District: Ca52 tranSactionS iD owner asset transaction Date notificati"
