doc_id,nous,semaine1,delta
20010664,2,2,0
20010705,1,1,0
20009160,1,1,0
20008948,1,1,0
20010912,1,1,0
20010512,4,4,0
20009899,1,1,0
20009650,2,2,0
20008883,3,3,0
20009182,1,1,0
20009186,1,1,0
20008859,2,2,0
20008851,2,2,0
20009196,1,1,0
20009065,1,1,0
20009996,1,1,0
20010405,1,1,0
20008796,1,1,0
20009148,1,1,0
20009128,5,5,0
20010726,1,1,0
20009070,1,1,0
20010725,1,1,0
20009711,1,1,0
20010719,1,1,0
20009034,4,4,0
20009710,1,1,0
20009024,1,1,0
20010713,3,3,0
20009093,1,1,0
20009709,1,1,0
20009113,1,1,0
20009688,1,1,0
20010765,1,1,0
20009123,1,1,0
20008963,1,1,0
20009223,1,1,0
20009066,1,1,0
20009257,2,2,0
20008681,1,1,0
20010858,1,1,0
20008717,1,1,0
20010106,1,1,0
20009293,1,1,0
20008720,2,2,0
20010253,2,2,0
20010135,2,2,0
20009489,1,1,0
20009262,1,1,0
20010576,1,1,0
20008693,1,1,0
20010195,1,1,0
20009231,1,1,0
20008623,1,1,0
20010220,1,1,0
20010602,4,4,0
20008625,3,3,0
20010826,1,1,0
20008647,2,2,0
20010600,2,1,1
20009673,1,0,1
20009473,3,2,1
20010604,1,0,1
20010500,1,0,1
20010501,1,0,1
20009708,1,0,1
20009459,1,0,1
20009433,1,0,1
20010476,1,0,1
20009447,1,0,1
20010568,1,0,1
20009478,1,0,1
20010569,1,0,1
20009572,1,0,1
20009601,1,0,1
20009497,1,0,1
20009606,1,0,1
20009608,1,0,1
20010573,1,0,1
20009494,1,0,1
20010206,1,0,1
20009614,1,0,1
20010547,1,0,1
20009638,2,1,1
20010578,1,0,1
20010525,1,0,1
20009658,1,0,1
20009670,1,0,1
20010595,1,0,1
20009556,1,0,1
20009618,1,0,1
20009475,1,0,1
20010447,2,1,1
20009726,1,0,1
20009995,1,0,1
20009997,1,0,1
20010001,1,0,1
20010003,1,0,1
20010013,2,1,1
20010314,1,0,1
20010021,5,4,1
20010294,1,0,1
20010276,1,0,1
20010274,1,0,1
20010050,2,1,1
20010266,2,1,1
20010056,1,0,1
20010262,1,0,1
20010096,1,0,1
20010108,1,0,1
20010232,1,0,1
20010110,2,1,1
20010230,1,0,1
20010123,1,0,1
20010133,1,0,1
20010137,1,0,1
20010149,1,0,1
20010221,1,0,1
20010169,1,0,1
20010199,1,0,1
20010203,1,0,1
20010334,2,1,1
20009986,2,1,1
20010335,3,2,1
20010359,1,0,1
20010473,1,0,1
20010466,2,1,1
20009764,1,0,1
20009778,1,0,1
20010451,1,0,1
20009784,1,0,1
20009788,1,0,1
20009415,1,0,1
20009807,1,0,1
20009808,1,0,1
20009809,1,0,1
20010423,2,1,1
20010414,2,1,1
20009722,2,1,1
20009838,1,0,1
20009848,1,0,1
