doc_id,nous,semaine1,delta
20030925,1,1,0
20033488,1,1,0
20033570,1,1,0
20030608,1,1,0
20030577,1,1,0
20030285,1,1,0
20032205,2,2,0
20030952,1,1,0
20030454,1,1,0
20033428,1,1,0
20030820,1,1,0
20030646,2,2,0
20027935,1,1,0
20033691,1,1,0
20030894,1,1,0
20029068,1,0,1
20030839,1,0,1
20029062,2,1,1
20030869,1,0,1
20030810,1,0,1
20030800,1,0,1
20030756,1,0,1
20030886,1,0,1
20030889,1,0,1
20030893,1,0,1
20030822,1,0,1
20016861,1,0,1
20030746,1,0,1
20027937,1,0,1
20030998,1,0,1
20030989,1,0,1
20027950,1,0,1
20027951,1,0,1
20030371,1,0,1
20027962,1,0,1
20030976,1,0,1
20027999,1,0,1
20030944,1,0,1
20030933,1,0,1
20028016,1,0,1
20028025,1,0,1
20030929,1,0,1
20029028,1,0,1
20029035,1,0,1
20030735,1,0,1
20029131,1,0,1
20029100,2,1,1
20030579,1,0,1
20030542,1,0,1
20030509,1,0,1
20030480,1,0,1
20030458,1,0,1
20030311,1,0,1
20030267,1,0,1
20030448,1,0,1
20030445,1,0,1
20030336,1,0,1
20030441,1,0,1
20030439,1,0,1
20030416,1,0,1
20030401,1,0,1
20030331,1,0,1
20030591,1,0,1
20030262,1,0,1
20030594,1,0,1
20030730,1,0,1
20030692,1,0,1
20029130,1,0,1
20030673,1,0,1
20030622,1,0,1
20030181,1,0,1
20030185,1,0,1
20030187,1,0,1
20030188,1,0,1
20030207,2,1,1
20030215,1,0,1
20030233,1,0,1
20030234,1,0,1
20030235,2,1,1
20030236,1,0,1
20029097,1,0,1
20027932,1,0,1
20027961,1,0,1
20033403,1,0,1
20026650,1,0,1
20033476,2,1,1
20026666,1,0,1
20033474,2,1,1
20026706,1,0,1
20033427,1,0,1
20026647,2,1,1
20033425,1,0,1
20031011,1,0,1
20033402,1,0,1
20026736,1,0,1
20026754,1,0,1
20026770,1,0,1
20033346,1,0,1
20033416,1,0,1
20033337,1,0,1
20033490,2,1,1
20033492,1,0,1
20021220,1,0,1
20033684,1,0,1
20024927,1,0,1
20026489,1,0,1
20033651,1,0,1
20033649,1,0,1
20026602,1,0,1
20033628,1,0,1
20033589,1,0,1
20033581,1,0,1
20026551,2,1,1
20033572,1,0,1
20033565,1,0,1
