year,filing_type,filing_date_raw,filing_date,doc_id,last_name,first_name,declarant_name_raw,state_dst,pdf_url,source_xml_path
2022,P,9/23/2022,2022-09-23,20021740,Aderholt,Robert B.,Robert B. Aderholt,AL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021740.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,12/13/2022,2022-12-13,20022132,Aderholt,Robert B.,Robert B. Aderholt,AL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022132.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,2/13/2022,2022-02-13,20020448,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020448.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,3/9/2022,2022-03-09,20020585,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020585.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,9/10/2022,2022-09-10,20021681,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021681.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,4/10/2022,2022-04-10,20020708,Auchincloss,Jake,Jake Auchincloss,MA04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020708.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,2/8/2022,2022-02-08,20020367,Axne,Cindy,Cindy Axne,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020367.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,3/7/2022,2022-03-07,20020474,Axne,Cindy,Cindy Axne,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020474.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,6/3/2022,2022-06-03,20021134,Axne,Cindy,Cindy Axne,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021134.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,7/2/2022,2022-07-02,20021236,Axne,Cindy,Cindy Axne,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021236.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,8/15/2022,2022-08-15,20021555,Axne,Cindy,Cindy Axne,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021555.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,9/16/2022,2022-09-16,20021705,Axne,Cindy,Cindy Axne,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021705.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,11/15/2022,2022-11-15,20021951,Axne,Cindy,Cindy Axne,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021951.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,12/7/2022,2022-12-07,20022042,Axne,Cindy,Cindy Axne,IA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022042.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,12/7/2022,2022-12-07,20022097,Bentz,Cliff,Cliff Bentz,OR02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022097.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,1/1/2022,2022-01-01,20020047,Beyer,Donald Sternoff,Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020047.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,2/1/2022,2022-02-01,20020251,Beyer,Donald Sternoff,Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020251.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,3/3/2022,2022-03-03,20020354,Beyer,Donald Sternoff,Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020354.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,4/1/2022,2022-04-01,20020618,Beyer,Donald Sternoff,Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020618.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,5/1/2022,2022-05-01,20020868,Beyer,Donald Sternoff,Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020868.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,6/1/2022,2022-06-01,20021091,Beyer,Donald Sternoff,Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021091.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,7/3/2022,2022-07-03,20021193,Beyer,Donald Sternoff,Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021193.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,7/29/2022,2022-07-29,20021447,Beyer,Donald Sternoff,Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021447.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,12/1/2022,2022-12-01,20022048,Beyer,Donald Sternoff,Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022048.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,12/1/2022,2022-12-01,20022070,Bishop,Dan Daniel,Dan Daniel Bishop,NC09,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022070.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,1/6/2022,2022-01-06,20020168,Blumenauer,Earl,Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020168.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,2/7/2022,2022-02-07,20020399,Blumenauer,Earl,Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020399.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,3/7/2022,2022-03-07,20020574,Blumenauer,Earl,Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020574.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,3/22/2022,2022-03-22,20020670,Blumenauer,Earl,Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020670.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,4/1/2022,2022-04-01,20020675,Blumenauer,Earl,Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020675.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,4/13/2022,2022-04-13,20020783,Blumenauer,Earl,Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020783.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,5/5/2022,2022-05-05,20020943,Blumenauer,Earl,Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020943.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,6/5/2022,2022-06-05,20021152,Blumenauer,Earl,Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021152.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
2022,P,6/7/2022,2022-06-07,20021169,Blumenauer,Earl,Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021169.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2022FD.xml
