year,filing_type,filing_date_raw,filing_date,doc_id,last_name,first_name,declarant_name_raw,state_dst,pdf_url,source_xml_path
2024,P,1/11/2024,2024-01-11,20024277,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024277.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,2/16/2024,2024-02-16,20024458,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024458.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,5/14/2024,2024-05-14,20025031,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025031.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,6/21/2024,2024-06-21,20025287,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025287.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,7/10/2024,2024-07-10,20025411,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025411.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,8/8/2024,2024-08-08,20025601,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025601.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,9/20/2024,2024-09-20,20025875,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025875.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,10/18/2024,2024-10-18,20026031,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026031.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,11/14/2024,2024-11-14,20026191,Allen,Richard W.,Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026191.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,8/21/2024,2024-08-21,20025708,Auchincloss,Jake,Jake Auchincloss,MA04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025708.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,11/21/2024,2024-11-21,20026246,Auchincloss,Jake,Jake Auchincloss,MA04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20026246.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,8/12/2024,2024-08-12,20025626,Banks,James E Hon,James E Hon Banks,IN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025626.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,3/27/2024,2024-03-27,20024750,Barragan,Nanette,Nanette Barragan,CA44,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024750.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,4/25/2024,2024-04-25,20024923,Barragan,Nanette,Nanette Barragan,CA44,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024923.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,2/13/2024,2024-02-13,20024492,Bentz,Cliff,Cliff Bentz,OR02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024492.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,3/31/2024,2024-03-31,20024769,Beyer,Donald Sternoff,Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20024769.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
2024,P,6/6/2024,2024-06-06,20025133,Beyer,Donald Sternoff,Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025133.pdf,/Users/lemairealice/Downloads/Jupiter/congress_trading_signal/data/raw/house/index/2024FD.xml
