bioguide,ticker,date,sense
B000589,NYSE: COV,2015-01-27,Exchange
B001260,CTFS PARTN,2015-06-19,Sale
C000754,HOSPIC,2014-12-22,Sale
C001103,DUE 04/01/27,2015-08-25,Purchase
C001103,DUE 07/01/27,2015-08-14,Purchase
C001103,DUE 12/01/27,2015-09-10,Purchase
D000617,B0T4J94,2015-04-15,Sale
D000617,B1WSP14,2015-11-17,Purchase
D000617,BN7Q3G8,2015-03-26,Sale
M001157,AAON,2015-10-27,Sale
M001157,AAON,2015-10-30,Sale
M001157,AAPL,2014-12-24,Sale
M001157,AAPL,2015-03-04,Sale
M001157,AAPL,2015-03-12,Sale
M001157,AAPL,2015-06-01,Sale
M001157,AAPL,2015-06-24,Sale
M001157,AAPL,2015-08-10,Sale
M001157,AAPL,2015-08-11,Sale
M001157,ABB,2015-02-01,Sale
M001157,ABC,2015-04-14,Purchase
M001157,ABC,2015-04-22,Sale
M001157,ABC,2015-05-04,Purchase
M001157,ABT,2015-02-06,Purchase
M001157,ABT,2015-04-06,Sale
M001157,ABT,2015-05-04,Sale
M001157,ABT,2015-06-24,Sale
M001157,ABT,2015-10-01,Sale
M001157,ACAS,2015-08-01,Purchase
M001157,ACAS,2015-10-22,Purchase
M001157,ACAS,2015-11-05,Purchase
M001157,ACAS,2015-11-10,Purchase
M001157,ACAS,2015-11-20,Purchase
M001157,ACAS,2015-12-07,Purchase
M001157,ACC,2014-12-12,Purchase
M001157,ACC,2014-12-15,Purchase
M001157,ACC,2014-12-16,Purchase
M001157,ACC,2014-12-17,Purchase
M001157,ACC,2015-04-01,Sale
M001157,ACC,2015-05-01,Sale
M001157,ACM,2015-02-01,Sale
M001157,ACM,2015-03-18,Purchase
M001157,ACN,2015-04-14,Purchase
M001157,ACN,2015-05-04,Purchase
M001157,ACN,2015-07-01,Sale
M001157,ACN,2015-10-06,Sale
M001157,ACN,2015-10-16,Sale
M001157,ACTV1,2015-01-13,Purchase
M001157,ACTV1,2015-02-06,Purchase
M001157,ACTV1,2015-03-02,Purchase
M001157,ACTV1,2015-03-02,Sale
M001157,ACTV1,2015-04-16,Purchase
M001157,ACTV1,2015-05-04,Purchase
M001157,ADBE,2015-07-29,Purchase
M001157,ADBE,2015-07-29,Sale
M001157,ADBE,2015-07-30,Purchase
M001157,ADBE,2015-07-30,Sale
M001157,ADBE,2015-07-31,Purchase
M001157,ADBE,2015-07-31,Sale
M001157,ADBE,2015-08-11,Purchase
M001157,ADBE,2015-08-27,Purchase
M001157,ADBE,2015-11-06,Purchase
M001157,ADBE,2015-12-07,Purchase
M001157,ADUS,2014-12-17,Purchase
M001157,ADUS,2015-02-01,Purchase
M001157,ADUS,2015-02-01,Sale
M001157,AEL,2015-05-01,Sale
M001157,AEL,2015-06-01,Sale
M001157,AEL,2015-11-16,Sale
M001157,AFL,2015-10-06,Sale
M001157,AGN,2015-07-30,Purchase
M001157,AGN,2015-07-30,Sale
M001157,AGN,2015-11-04,Purchase
M001157,AGN,2015-12-07,Purchase
M001157,AGN1,2014-12-31,Sale
M001157,AGN1,2015-01-02,Sale
M001157,AGN1,2015-01-12,Sale
M001157,AIDA1,2015-10-06,Sale
M001157,AIG,2015-08-01,Sale
M001157,AIZ,2015-04-01,Purchase
M001157,AIZ,2015-04-01,Sale
M001157,AIZ,2015-05-01,Purchase
M001157,AIZ,2015-06-01,Purchase
M001157,AIZ,2015-06-01,Sale
M001157,AKAM,2015-10-28,Purchase
M001157,AKAM,2015-11-02,Purchase
M001157,AKAM,2015-12-07,Purchase
M001157,ALXN,2015-01-12,Sale
M001157,ALXN,2015-04-28,Purchase
M001157,ALXN,2015-05-04,Purchase
M001157,ALXN,2015-07-30,Sale
M001157,ALXN,2015-08-26,Purchase
M001157,ALXN,2015-08-27,Purchase
M001157,AMG,2014-12-05,Purchase
M001157,AMG,2014-12-08,Purchase
M001157,AMG,2014-12-16,Purchase
M001157,AMG,2014-12-22,Purchase
M001157,AMG,2015-03-11,Sale
M001157,AMGN,2015-01-12,Sale
M001157,AMGN,2015-04-06,Sale
M001157,AMZN,2014-12-17,Purchase
M001157,AMZN,2015-02-06,Purchase
M001157,AMZN,2015-11-04,Sale
M001157,ANSS,2014-12-24,Sale
M001157,APC,2014-12-17,Purchase
M001157,APC,2014-12-19,Purchase
M001157,APC,2014-12-31,Purchase
M001157,APC,2015-02-06,Purchase
M001157,APC,2015-06-01,Purchase
M001157,APC,2015-07-01,Purchase
M001157,APCX,2014-12-05,Purchase
M001157,APCX,2015-03-25,Sale
M001157,APCX,2015-04-06,Sale
M001157,APCX,2015-04-07,Sale
M001157,APCX,2015-05-04,Sale
M001157,APH,2014-12-24,Sale
M001157,APWC,2015-02-01,Sale
M001157,APXI,2015-02-01,Sale
M001157,AR,2015-05-01,Purchase
M001157,AR,2015-10-29,Purchase
M001157,AR,2015-11-03,Purchase
M001157,AROC,2015-11-09,Purchase
M001157,AROC,2015-11-10,Purchase
M001157,AROC,2015-12-07,Purchase
M001157,ASAM1,2015-10-22,Sale
M001157,ASCMA,2015-02-01,Sale
M001157,ASCMA,2015-04-01,Sale
M001157,ASCMA,2015-04-07,Sale
M001157,ASCMA,2015-11-17,Sale
M001157,ASW,2015-10-06,Sale
M001157,ASW,2015-10-15,Sale
M001157,ATER,2015-07-01,Sale
M001157,AUMA,2015-07-16,Purchase
M001157,AUMA,2015-07-16,Sale
M001157,AUMA,2015-11-06,Sale
M001157,AVG,2015-11-20,Sale
M001157,AVP,2014-12-02,Sale
M001157,AVP,2014-12-08,Sale
M001157,AVP,2015-04-01,Sale
M001157,AXP,2015-04-14,Purchase
M001157,AXP,2015-10-06,Sale
M001157,AXTA,2015-02-01,Sale
M001157,AZTA,2015-07-06,Sale
M001157,BABA,2015-05-04,Purchase
M001157,BABA,2015-08-19,Purchase
M001157,BABA,2015-10-30,Purchase
M001157,BAC,2015-08-01,Purchase
M001157,BAC,2015-08-01,Sale
M001157,BAC,2015-11-05,Sale
M001157,BAX,2015-07-01,Sale
M001157,BCS,2015-02-01,Sale
M001157,BETE,2015-01-12,Sale
M001157,BHI,2014-12-08,Sale
M001157,BHI,2015-06-01,Purchase
M001157,BIDU,2014-12-16,Purchase
M001157,BIDU,2014-12-31,Purchase
M001157,BIIB,2014-12-05,Purchase
M001157,BIIB,2015-01-12,Sale
M001157,BIIB,2015-04-29,Purchase
M001157,BIIB,2015-05-04,Purchase
M001157,BIIB,2015-07-08,Sale
M001157,BIIB,2015-07-28,Sale
M001157,BIIB,2015-07-29,Sale
M001157,BK,2015-04-14,Purchase
M001157,BLK,2014-12-05,Sale
M001157,BLK,2014-12-23,Sale
