bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,ticker,asset_description,asset_type,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,occurrence_index
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,VFH,Vanguard Financials ETF - dNQ,,Sale,"$1,001 - $15,000",8000.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,c08f7186be15e7bb03b98ef0deba3b8d00951a85148c3fa165417d67075afed8,0
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,BCE,"BCE, Inc.",,Sale,"$1,001 - $15,000",8000.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,06a00f7966be701f3df4c1fc6c6b9672f40c48e13cbab9516ccc01b55bfb1137,0
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,DIA,CommENTS: Sold for tax purposes only. JT SPdR dow Jones Industrial average ETF,,Purchase,"$15,001 - $50,000",32500.5,False,SELF,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,da304bb52ef4f7a34ddc04c45b038e246dd4932beb64295e2cfba59bdac8a2ac,0
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,RDIV,CommENTS: Sold for tax purposes only. JT RevenueShares Ultra dividend Fund,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,4eff17eefda33bd223905152ba8440a7af52d8d2a3045ff2278851a49c89bf80,0
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,TDIV,CommENTS: Sold for tax purposes only. JT First Trust Exchange-Traded Fund VI dividend Index Fund,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,7728381fae06e1b8638a62e0a9e1057af169b0288264870e0c36e0e144927533,0
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,VFH,Vanguard Financials ETF - dNQ,,Sale,"$1,001 - $15,000",8000.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,c08f7186be15e7bb03b98ef0deba3b8d00951a85148c3fa165417d67075afed8,1
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,SPY,SPdR S&P 500,,Purchase,"$15,001 - $50,000",32500.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,9a477a2bdf205fc9e4a57c11b747ce96d9776a1275cd476a1723410928f8d7fe,0
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,,SPdR dow Jones Industrial average,,Purchase,"$15,001 - $50,000",32500.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,98c653dff07a7af3e383701f1f074a2602fb3f4759b9dd46fff83ed1273545f5,0
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,,RevenueShares Ultra dividend Fund,,Sale,"$1,001 - $15,000",8000.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,33bb328bdff9cee61ca0a0320c0a502d9dfdb691e08288b9760345e577bbce3e,0
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,RWL,RevenueShares Large Cap,,Sale,"$1,001 - $15,000",8000.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,62a5d1a7a875a0f1551e79b837563d4f30cf4daeb130a1491a3f0f54cf9f7cf3,0
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,QQQ,"PowerShares QQQ Trust, Series 1",,Purchase,"$1,001 - $15,000",8000.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,e584bd4c5f3b0f2993e820d05533c3b7d79c403367b4cf701764f4875c5f04ee,0
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,QQQ,"PowerShares QQQ Trust, Series 1",,Purchase,"$15,001 - $50,000",32500.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,9f1db4ce9c876eee7867e34f1a8ca172b9ba215a356f1cb761d975f04b466282,0
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,PKW,PowerShares Buyback achievers,,Sale,"$15,001 - $50,000",32500.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,9b3b9eed7cd8423281cfbeae2b8b44e3601beb686d327f4950d853d745c675b9,0
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,,First Trust Exchange-Traded Fund VI,,Sale,"$1,001 - $15,000",8000.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,dcfeae255cc4d2c9f062715c7c3e21f1116524c33fbeda8daac673b3407ca004,0
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,COP,ConocoPhillips,,Sale,"$1,001 - $15,000",8000.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,8ec6d62d0443971779dce082c5fc8abab2e45758d255d737cfb4027fa21e5849,0
L000579,Alan S. Lowenthal,house,Democrat,CA47,,False,2015-12-17,2015-12-23,TK,Teekay Corporation,,Sale,"$1,001 - $15,000",8000.5,False,SP,20004303,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004303.pdf,045d4c407d0fc2924b58e2c5e63e65b111b1f18ba756076659980d8317127a84,0
G000563,Bob Gibbs,house,Republican,OH07,,False,2015-12-10,2015-12-22,MA,Mastercard Incorporated,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20004285,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004285.pdf,63185261eceb06adad39b6b9eb7d4f241d17d5f679bc155f43decebe5f0269ab,0
G000563,Bob Gibbs,house,Republican,OH07,,False,2015-11-23,2015-12-21,BUD,anheuser-Busch Inbev Sa Sponsored aDR,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20004283,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004283.pdf,456d4e1281e24f9b97ed2ca05edccc14b0cd8c4aa5922eee77e016cd7e6017c8,0
G000563,Bob Gibbs,house,Republican,OH07,,False,2015-12-08,2015-12-21,PCLN,The Priceline Group Inc.,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20004283,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004283.pdf,ecf244283eab6c09f98641640807dafb15dd47b45c4a25b21b5b9ccc6dd0cf3e,0
G000563,Bob Gibbs,house,Republican,OH07,,False,2015-11-23,2015-12-21,,anheuser-Busch Inbev Sa Sponsored,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20004283,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004283.pdf,d409239e7db59ef83a0af9d9c6a3269c348a5eed03714439725f2c9efd599e6c,0
G000563,Bob Gibbs,house,Republican,OH07,,False,2015-12-08,2015-12-21,AMZN,"amazon.com, Inc.",,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20004283,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004283.pdf,db056c4d20a9849ddd7cc1e064e441518a2f6911bcdf46ab1f048f3a4726991c,0
C001068,Steve Cohen,house,Democrat,TN09,HLIG02; HLIG11; HSJU01; HSJU08; HSJU10; House Committee on the Judiciary; House Permanent Select Committee on Intelligence,True,2015-12-03,2015-12-18,PFE,"Pfizer, Inc.",,Sale,"$50,001 - $100,000",75000.5,False,SELF,20004278,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004278.pdf,552d201222edc9985f1f7f5d34ba77268c87d0706e9e164088b723686b708724,0
N000182,Randy Neugebauer,house,Republican,TX19,,False,2015-12-16,2015-12-18,,Breitburn Energy Partners LP,,Purchase,"$1,001 - $15,000",8000.5,False,SELF,20004277,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004277.pdf,98b8b2a2d4cb190c6fe15d3ac31dab8c822041009c066bb8687fb985f33a1d9c,0
W000413,Ed Whitfield,house,Republican,KY01,,False,2015-11-09,2015-12-16,,Wells Fargo Advantage Short Term,,Sale,"$50,001 - $100,000",75000.5,False,SP,20004222,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004222.pdf,939abeb54f4c691db54788a6fc41914997f5af9aa1ac7d82f29b949d19f92be3,0
W000413,Ed Whitfield,house,Republican,KY01,,False,2015-11-24,2015-12-16,MSG,The Madison Square garden,,Purchase,"$1,001 - $15,000",8000.5,False,SP,20004222,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004222.pdf,86efd5df1e1a76640600bda6eacae344c58d2ea3f6093a309c8723dcdb375cbd,1
