bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,ticker,asset_description,asset_type,sector_gics,etf_proxy,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,occurrence_index,provenance,date_confidence,ticker_source,sector_source,years_in_office
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,VFH,Vanguard Financials ETF - dNQ,,Financials,XLF,Sale,"$1,001 - $15,000",8000.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,c08f7186be15e7bb03b98ef0deba3b8d00951a85148c3fa165417d67075afed8,0,house-pdf-electronic,,,llm,4
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,BCE,"BCE, Inc.",,Communication Services,XLC,Sale,"$1,001 - $15,000",8000.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,06a00f7966be701f3df4c1fc6c6b9672f40c48e13cbab9516ccc01b55bfb1137,0,house-pdf-electronic,,,yfinance,4
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,DIA,CommENTS: Sold for tax purposes only. JT SPdR dow Jones Industrial average ETF,,Financials,XLF,Purchase,"$15,001 - $50,000",32500.5,False,SELF,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,da304bb52ef4f7a34ddc04c45b038e246dd4932beb64295e2cfba59bdac8a2ac,0,house-pdf-electronic,,,llm,4
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,RDIV,CommENTS: Sold for tax purposes only. JT RevenueShares Ultra dividend Fund,,,,Sale,"$1,001 - $15,000",8000.5,False,SELF,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,4eff17eefda33bd223905152ba8440a7af52d8d2a3045ff2278851a49c89bf80,0,house-pdf-electronic,,,none,4
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,TDIV,CommENTS: Sold for tax purposes only. JT First Trust Exchange-Traded Fund VI dividend Index Fund,,Information Technology,XLK,Sale,"$1,001 - $15,000",8000.5,False,SELF,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,7728381fae06e1b8638a62e0a9e1057af169b0288264870e0c36e0e144927533,0,house-pdf-electronic,,,llm,4
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,VFH,Vanguard Financials ETF - dNQ,,Financials,XLF,Sale,"$1,001 - $15,000",8000.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,c08f7186be15e7bb03b98ef0deba3b8d00951a85148c3fa165417d67075afed8,1,house-pdf-electronic,,,llm,4
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,SPY,SPdR S&P 500,,,,Purchase,"$15,001 - $50,000",32500.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,9a477a2bdf205fc9e4a57c11b747ce96d9776a1275cd476a1723410928f8d7fe,0,house-pdf-electronic,,,manual,4
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,,SPdR dow Jones Industrial average,,,,Purchase,"$15,001 - $50,000",32500.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,98c653dff07a7af3e383701f1f074a2602fb3f4759b9dd46fff83ed1273545f5,0,house-pdf-electronic,,,none,4
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,,RevenueShares Ultra dividend Fund,,,,Sale,"$1,001 - $15,000",8000.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,33bb328bdff9cee61ca0a0320c0a502d9dfdb691e08288b9760345e577bbce3e,0,house-pdf-electronic,,,none,4
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,RWL,RevenueShares Large Cap,,Health Care,XLV,Sale,"$1,001 - $15,000",8000.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,62a5d1a7a875a0f1551e79b837563d4f30cf4daeb130a1491a3f0f54cf9f7cf3,0,house-pdf-electronic,,,llm,4
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,QQQ,"PowerShares QQQ Trust, Series 1",,,,Purchase,"$1,001 - $15,000",8000.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,e584bd4c5f3b0f2993e820d05533c3b7d79c403367b4cf701764f4875c5f04ee,0,house-pdf-electronic,,,manual,4
B001269,Lou Barletta,house,Republican,PA11,,False,2015-12-28,2015-12-28,QQQ,"PowerShares QQQ Trust, Series 1",,,,Purchase,"$15,001 - $50,000",32500.5,False,JT,20004311,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20004311.pdf,9f1db4ce9c876eee7867e34f1a8ca172b9ba215a356f1cb761d975f04b466282,0,house-pdf-electronic,,,manual,4
