bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,date_confidence,ticker,asset_description,asset_type,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,ticker_source,provenance,occurrence_index
B001257,Gus M. Bilirakis,house,Republican,FL12,HSIF14; HSIF16; HSIF17; House Committee on Energy and Commerce; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,False,2015-08-13,2015-08-27,plausible,WFC,Wells Fargo Company,Stock,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,9107544,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/9107544.pdf,291ee72308513e7efb8193503771b50802d20b672b2830dc73722c3e01b953a6,llm,house-pdf-ocr,0
B001257,Gus M. Bilirakis,house,Republican,FL12,HSIF14; HSIF16; HSIF17; House Committee on Energy and Commerce; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,False,2015-08-13,2015-08-27,plausible,STI,"Suntrust Banks, Inc.",Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,9107544,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/9107544.pdf,afbe81ea5816a905fa2182c9b8023b9bac4f1e236d35371595d4c305126dcc20,elec_dict,house-pdf-ocr,0
B001282,"Garland ""Andy"" Barr",house,Republican,KY06,HSBA10; HSBA20; HSFA05; House Committee on Financial Services; House Committee on Foreign Affairs; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,True,2015-10-30,2015-11-18,plausible,CYN,City National Corporation (CYN),Stock,Sale,"$1,001 - $15,000",8000.0,False,SELF,9107923,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/9107923.pdf,e3f640a4008b7dde8a0d709619e18a1b4f7fb11d8ae99b3906966eb29bd1bee5,explicit,house-pdf-ocr,0
B001257,Gus M. Bilirakis,house,Republican,FL12,HSIF14; HSIF16; HSIF17; House Committee on Energy and Commerce; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,False,2015-06-26,2015-07-08,plausible,WFC,Wells Fargo Company,Stock,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,9107245,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/9107245.pdf,f6a05c977e9ae0ccf3029afc4f6efd4c4e3f86043e7c150e497fabf57992fb97,llm,house-pdf-ocr,0
B001257,Gus M. Bilirakis,house,Republican,FL12,HSIF14; HSIF16; HSIF17; House Committee on Energy and Commerce; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,False,2015-06-26,2015-07-08,plausible,STI,Suntrust Banks Inc,Mutual Fund,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,9107245,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/9107245.pdf,8a9da9ea7003ae67d50aa9c64c70c1a80733607bb20904dcb2b9a26c173f5bd0,elec_dict,house-pdf-ocr,0
B001282,"Garland ""Andy"" Barr",house,Republican,KY06,HSBA10; HSBA20; HSFA05; House Committee on Financial Services; House Committee on Foreign Affairs; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,True,2015-06-30,2015-07-15,plausible,JNJ,Johnson & Johnson,,Sale,"$1,001 - $15,000",8000.0,False,SELF,9107279,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/9107279.pdf,9a8cf37332809ae589371fdbfc102803c7156494364c70e09f5f060ce5090199,elec_dict,house-pdf-ocr,0
B001282,"Garland ""Andy"" Barr",house,Republican,KY06,HSBA10; HSBA20; HSFA05; House Committee on Financial Services; House Committee on Foreign Affairs; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,True,2015-06-30,2015-07-15,plausible,MCD,McDonald's Corporation,Stock,Sale,"$1,001 - $15,000",8000.0,False,SELF,9107279,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/9107279.pdf,cfc7b1a85becd390e53d210061bae4541edfa73a2928975dac55e1dc47011036,elec_dict,house-pdf-ocr,0
B001257,Gus M. Bilirakis,house,Republican,FL12,HSIF14; HSIF16; HSIF17; House Committee on Energy and Commerce; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,False,2015-11-30,2015-12-10,plausible,PRU,Prudential Financial Inc.,Stock,Sale,"$1,001 - $15,000",8000.0,False,Joint Tenancy,9108029,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/9108029.pdf,26cc321ed97facf51b241e8288f248be49e1b6a5389e893e3905f4fd4cd5b89a,elec_dict,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2015-03-17,2015-04-07,plausible,BEAV,B/E Aerospace Inc.,Stock,Sale,"$15,001 - $50,000",32500.0,False,Spouse,9106250,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/9106250.pdf,12b9ec8ba0f01a84a0427349cd77dc6538429ba6d16fb67f85074555985e008d,elec_dict,house-pdf-ocr,0
B001273,Diane Black,house,Republican,TN06,,False,2015-03-17,2015-04-07,plausible,RYAAY,Ryan Air Hldg,,Purchase,"$1,001 - $15,000",8000.0,False,Spouse,9106250,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/9106250.pdf,e5fa327a29de169f3b1de3e987ef888fc45b3ed950599afd55d16f0dd37a7e2e,llm,house-pdf-ocr,0
