BioGuideID,Name,ticker,traded,Transaction
W000413,Ed Whitfield,COF,2015-11-09,Purchase
T000475,David A. Trott,AM,2015-11-06,Purchase
F000462,Lois Frankel,ALB,2015-11-06,Sale
T000475,David A. Trott,AM,2015-11-05,Purchase
L000579,Alan S. Lowenthal,BIDU,2015-11-05,Purchase
H001051,Richard L. Hanna,ARCO,2015-11-04,Sale
T000475,David A. Trott,AM,2015-11-04,Purchase
F000462,Lois Frankel,CVS,2015-11-04,Sale
T000475,David A. Trott,AM,2015-11-03,Purchase
H001051,Richard L. Hanna,AUY,2015-11-02,Sale
T000475,David A. Trott,AM,2015-11-02,Purchase
T000475,David A. Trott,AM,2015-10-29,Purchase
T000475,David A. Trott,NGL,2015-10-29,Sale
T000475,David A. Trott,AM,2015-10-28,Purchase
T000475,David A. Trott,NGL,2015-10-28,Sale
F000462,Lois Frankel,SLB,2015-10-28,Purchase
F000461,Bill Flores,BLDP,2015-10-27,Exchange
T000475,David A. Trott,AM,2015-10-27,Purchase
T000475,David A. Trott,NGL,2015-10-27,Sale
T000475,David A. Trott,NGL,2015-10-26,Sale
C001062,K. Michael Conaway,BXLT,2015-10-26,Sale
T000475,David A. Trott,NGL,2015-10-23,Sale
S000583,Lamar Smith,ARMH,2015-10-22,Sale
T000475,David A. Trott,NGL,2015-10-22,Sale
M001193,Thomas Macarthur,MITL,2015-10-22,Purchase
M001193,Thomas Macarthur,CMCSK,2015-10-22,Sale
F000461,Bill Flores,WMB,2015-10-21,Sale
F000462,Lois Frankel,TYC,2015-10-21,Sale
F000462,Lois Frankel,DHR,2015-10-21,Purchase
F000461,Bill Flores,COP,2015-10-21,Sale
T000475,David A. Trott,NGL,2015-10-21,Sale
M001180,David B. Mckinley,EXPD,2015-10-20,Purchase
T000475,David A. Trott,NGL,2015-10-20,Sale
M001180,David B. Mckinley,EXPD,2015-10-20,Purchase
T000475,David A. Trott,CPPL,2015-10-19,Sale
T000475,David A. Trott,NGL,2015-10-19,Sale
T000475,David A. Trott,CPPL,2015-10-16,Sale
C001062,K. Michael Conaway,ESRX,2015-10-16,Purchase
T000475,David A. Trott,NGL,2015-10-16,Sale
T000475,David A. Trott,NGL,2015-10-15,Sale
G000551,Raúl M. Grijalva,CGO,2015-10-15,Sale
G000551,Raúl M. Grijalva,BAX,2015-10-15,Sale
F000462,Lois Frankel,XOM,2015-10-14,Sale
F000462,Lois Frankel,OXY,2015-10-14,Purchase
F000462,Lois Frankel,RAI,2015-10-14,Sale
T000475,David A. Trott,NGL,2015-10-14,Sale
H001051,Richard L. Hanna,MJN,2015-10-14,Purchase
T000475,David A. Trott,NGL,2015-10-13,Sale
T000475,David A. Trott,NGL,2015-10-12,Sale
T000475,David A. Trott,TLLP,2015-10-12,Purchase
T000475,David A. Trott,NGL,2015-10-09,Sale
C001062,K. Michael Conaway,DLTR,2015-10-08,Sale
T000475,David A. Trott,NGL,2015-10-08,Sale
T000475,David A. Trott,TLLP,2015-10-08,Purchase
S000583,Lamar Smith,MJN,2015-10-08,Sale
M001193,Thomas Macarthur,HIX,2015-10-07,Purchase
M001193,Thomas Macarthur,HIX,2015-10-07,Purchase
T000475,David A. Trott,NGL,2015-10-07,Sale
T000475,David A. Trott,AM,2015-10-07,Purchase
T000475,David A. Trott,TLLP,2015-10-07,Purchase
M001193,Thomas Macarthur,LQD,2015-10-07,Purchase
F000462,Lois Frankel,PNC,2015-10-07,Purchase
M001193,Thomas Macarthur,LQD,2015-10-07,Purchase
F000462,Lois Frankel,RAI,2015-10-07,Sale
M001193,Thomas Macarthur,LQD,2015-10-07,Purchase
T000475,David A. Trott,AM,2015-10-06,Purchase
T000475,David A. Trott,NGL,2015-10-06,Sale
T000475,David A. Trott,TLLP,2015-10-06,Purchase
M001193,Thomas Macarthur,HMHC,2015-10-05,Purchase
T000475,David A. Trott,TLLP,2015-10-05,Purchase
T000475,David A. Trott,NGL,2015-10-05,Sale
C001062,K. Michael Conaway,TOT,2015-10-05,Sale
T000475,David A. Trott,AM,2015-10-05,Purchase
S000583,Lamar Smith,GOOG,2015-10-02,Exchange
T000475,David A. Trott,NGL,2015-10-02,Sale
C001062,K. Michael Conaway,BXLT,2015-10-02,Sale
S000583,Lamar Smith,GOOG,2015-10-02,Exchange
M001193,Thomas Macarthur,CMLP,2015-10-01,Exchange
H001051,Richard L. Hanna,XLE,2015-10-01,Sale
T000475,David A. Trott,NGL,2015-10-01,Sale
M001193,Thomas Macarthur,VEA,2015-10-01,Purchase
T000475,David A. Trott,NGL,2015-09-30,Sale
T000475,David A. Trott,ETE,2015-09-30,Sale
M000404,Jim Mcdermott,FTBXL,2015-09-30,Purchase
M001193,Thomas Macarthur,VOE,2015-09-29,Purchase
T000475,David A. Trott,ETE,2015-09-29,Sale
M001193,Thomas Macarthur,VOT,2015-09-29,Purchase
M001193,Thomas Macarthur,DISCA,2015-09-29,Purchase
T000475,David A. Trott,CPPL,2015-09-29,Sale
T000475,David A. Trott,SXL,2015-09-29,Sale
C001062,K. Michael Conaway,TOT,2015-09-28,Sale
T000475,David A. Trott,SXL,2015-09-28,Sale
T000475,David A. Trott,ETE,2015-09-28,Sale
T000475,David A. Trott,SXL,2015-09-25,Sale
T000475,David A. Trott,VLP,2015-09-25,Purchase
T000475,David A. Trott,ETE,2015-09-25,Sale
T000475,David A. Trott,VLP,2015-09-24,Purchase
F000462,Lois Frankel,PNC,2015-09-24,Purchase
M001193,Thomas Macarthur,WMGI,2015-09-24,Purchase
T000475,David A. Trott,ETE,2015-09-24,Sale
M001193,Thomas Macarthur,UNH,2015-09-24,Sale
T000475,David A. Trott,SXL,2015-09-24,Sale
F000462,Lois Frankel,RAI,2015-09-24,Sale
M001193,Thomas Macarthur,UNH,2015-09-24,Sale
Y000062,John A. Yarmuth,AFAM,2015-09-23,Sale
T000475,David A. Trott,ETE,2015-09-23,Sale
T000475,David A. Trott,VLP,2015-09-23,Purchase
T000475,David A. Trott,SXL,2015-09-23,Sale
F000462,Lois Frankel,CXW,2015-09-22,Purchase
T000475,David A. Trott,ETE,2015-09-22,Sale
T000475,David A. Trott,SXL,2015-09-22,Sale
T000475,David A. Trott,NGLS,2015-09-22,Sale
Y000062,John A. Yarmuth,AFAM,2015-09-22,Sale
S001148,Michael K. Simpson,FXH,2015-09-21,Purchase
Y000062,John A. Yarmuth,AFAM,2015-09-21,Sale
S001148,Michael K. Simpson,FBT,2015-09-21,Purchase
S001148,Michael K. Simpson,RDVY,2015-09-21,Purchase
S001148,Michael K. Simpson,FDN,2015-09-21,Purchase
S001148,Michael K. Simpson,FXG,2015-09-21,Purchase
T000475,David A. Trott,SXL,2015-09-21,Sale
S001148,Michael K. Simpson,FXD,2015-09-21,Purchase
T000475,David A. Trott,NGLS,2015-09-21,Sale
S001148,Michael K. Simpson,FTA,2015-09-21,Purchase
T000475,David A. Trott,ETE,2015-09-21,Sale
M001180,David B. Mckinley,ESRX,2015-09-18,Purchase
T000475,David A. Trott,NGLS,2015-09-18,Sale
T000475,David A. Trott,SXL,2015-09-18,Sale
Y000062,John A. Yarmuth,AFAM,2015-09-18,Sale
M001180,David B. Mckinley,UNH,2015-09-18,Purchase
T000475,David A. Trott,ETE,2015-09-18,Sale
M001180,David B. Mckinley,UNH,2015-09-18,Purchase
M001193,Thomas Macarthur,CVC,2015-09-17,Sale
T000475,David A. Trott,SXL,2015-09-17,Sale
Y000062,John A. Yarmuth,AFAM,2015-09-17,Sale
T000475,David A. Trott,ETE,2015-09-17,Sale
T000475,David A. Trott,NGLS,2015-09-17,Sale
M001193,Thomas Macarthur,CVC,2015-09-17,Sale
M001193,Thomas Macarthur,CVC,2015-09-17,Sale
T000475,David A. Trott,NGLS,2015-09-16,Sale
T000475,David A. Trott,ETE,2015-09-16,Sale
T000475,David A. Trott,SXL,2015-09-16,Sale
S000583,Lamar Smith,ARMH,2015-09-16,Sale
F000462,Lois Frankel,RAI,2015-09-16,Sale
W000804,Robert J. Wittman,MMC,2015-09-15,Purchase
G000551,Raúl M. Grijalva,AXP,2015-09-15,Sale
W000804,Robert J. Wittman,UNH,2015-09-15,Purchase
W000804,Robert J. Wittman,ACN,2015-09-15,Purchase
G000551,Raúl M. Grijalva,JDD,2015-09-15,Sale
C001062,K. Michael Conaway,SLH,2015-09-15,Sale
W000804,Robert J. Wittman,FIS,2015-09-15,Purchase
S000583,Lamar Smith,SLH,2015-09-14,Sale
L000579,Alan S. Lowenthal,TEVA,2015-09-11,Sale
D000399,Lloyd Doggett,IBM,2015-09-11,Purchase
C001103,Earl Leroy Carter,DUE 12/01/27,2015-09-10,Purchase
F000462,Lois Frankel,TE,2015-09-09,Sale
F000462,Lois Frankel,XOM,2015-09-09,Sale
M001193,Thomas Macarthur,MMC,2015-09-08,Purchase
M001193,Thomas Macarthur,MMC,2015-09-08,Purchase
M001193,Thomas Macarthur,MMC,2015-09-08,Purchase
T000475,David A. Trott,VLP,2015-09-04,Purchase
F000462,Lois Frankel,ESL,2015-09-04,Purchase
F000462,Lois Frankel,FIS,2015-09-03,Sale
G000551,Raúl M. Grijalva,PYPL,2015-09-03,Sale
P000608,Scott H. Peters,ESRX,2015-09-02,Sale
P000608,Scott H. Peters,FIS,2015-09-02,Sale
P000608,Scott H. Peters,COF,2015-09-02,Sale
P000608,Scott H. Peters,COF,2015-09-02,Sale
P000608,Scott H. Peters,ADS,2015-09-02,Sale
P000608,Scott H. Peters,MRK,2015-09-02,Sale
P000608,Scott H. Peters,UNH,2015-09-02,Sale
P000608,Scott H. Peters,GOOG,2015-09-02,Sale
P000608,Scott H. Peters,UNH,2015-09-02,Sale
P000608,Scott H. Peters,GOOG,2015-09-02,Sale
P000608,Scott H. Peters,ADS,2015-09-02,Sale
M001193,Thomas Macarthur,UNH,2015-09-02,Sale
P000608,Scott H. Peters,FIS,2015-09-02,Sale
P000608,Scott H. Peters,MRK,2015-09-02,Sale
P000608,Scott H. Peters,ESRX,2015-09-02,Sale
S000583,Lamar Smith,TDG,2015-09-01,Sale
P000608,Scott H. Peters,UNH,2015-08-27,Sale
M001193,Thomas Macarthur,PHG,2015-08-26,Sale
T000475,David A. Trott,VLP,2015-08-26,Purchase
M001193,Thomas Macarthur,FDML,2015-08-26,Sale
L000579,Alan S. Lowenthal,UNH,2015-08-25,Purchase
H000636,Rubén Hinojosa,GOOG,2015-08-25,Purchase
C001103,Earl Leroy Carter,DUE 04/01/27,2015-08-25,Purchase
H000636,Rubén Hinojosa,GOOG,2015-08-25,Purchase
H000636,Rubén Hinojosa,GOOG,2015-08-25,Purchase
H000636,Rubén Hinojosa,GOOG,2015-08-25,Purchase
C001062,K. Michael Conaway,MCK,2015-08-25,Sale
F000450,Virginia Foxx,PEP,2015-08-24,Sale
F000450,Virginia Foxx,HW,2015-08-24,Sale
F000450,Virginia Foxx,FTR,2015-08-24,Purchase
M001193,Thomas Macarthur,FDML,2015-08-24,Sale
H000636,Rubén Hinojosa,RSCO,2015-08-21,Sale
H000636,Rubén Hinojosa,SPHQ,2015-08-21,Sale
B001286,Cheri Bustos,UA,2015-08-21,Sale
F000450,Virginia Foxx,F,2015-08-21,Sale
H000636,Rubén Hinojosa,ASHR,2015-08-21,Sale
H000636,Rubén Hinojosa,SPHQ,2015-08-21,Sale
H000636,Rubén Hinojosa,REX,2015-08-21,Sale
F000450,Virginia Foxx,ABT,2015-08-21,Sale
M001193,Thomas Macarthur,FDML,2015-08-21,Sale
H000636,Rubén Hinojosa,USMV,2015-08-21,Sale
H000636,Rubén Hinojosa,REX,2015-08-21,Sale
H000636,Rubén Hinojosa,USMV,2015-08-21,Sale
H000636,Rubén Hinojosa,BIDU,2015-08-21,Sale
F000450,Virginia Foxx,MOS,2015-08-21,Sale
H000636,Rubén Hinojosa,VXF,2015-08-21,Sale
B001286,Cheri Bustos,NSC,2015-08-20,Sale
F000450,Virginia Foxx,ODFL,2015-08-20,Sale
G000551,Raúl M. Grijalva,DOOR,2015-08-19,Purchase
G000551,Raúl M. Grijalva,UTX,2015-08-19,Sale
F000462,Lois Frankel,ACN,2015-08-19,Sale
S000583,Lamar Smith,SLH,2015-08-18,Sale
T000475,David A. Trott,VLP,2015-08-17,Purchase
R000589,E. Scott Rigell,FAN,2015-08-14,Sale
C001103,Earl Leroy Carter,DUE 07/01/27,2015-08-14,Purchase
L000579,Alan S. Lowenthal,HOT,2015-08-13,Sale
T000475,David A. Trott,VLP,2015-08-13,Purchase
T000475,David A. Trott,VLP,2015-08-12,Purchase
F000462,Lois Frankel,COH,2015-08-12,Sale
F000462,Lois Frankel,MDT,2015-08-12,Sale
T000475,David A. Trott,PSXP,2015-08-07,Purchase
T000475,David A. Trott,VLP,2015-08-07,Purchase
F000462,Lois Frankel,CPGX,2015-08-07,Sale
C001062,K. Michael Conaway,NOC,2015-08-07,Sale
F000450,Virginia Foxx,AA,2015-08-07,Sale
T000475,David A. Trott,PSXP,2015-08-05,Purchase
P000608,Scott H. Peters,ESRX,2015-08-05,Sale
S000583,Lamar Smith,MJN,2015-08-05,Sale
T000475,David A. Trott,AM,2015-08-05,Purchase
P000608,Scott H. Peters,ESRX,2015-08-05,Sale
C001062,K. Michael Conaway,AAPL,2015-08-05,Sale
T000475,David A. Trott,VLP,2015-08-05,Purchase
T000475,David A. Trott,VLP,2015-08-04,Purchase
T000475,David A. Trott,CPPL,2015-08-04,Purchase
T000475,David A. Trott,PSXP,2015-08-04,Purchase
W000413,Ed Whitfield,LH,2015-08-04,Purchase
T000475,David A. Trott,AM,2015-08-04,Purchase
T000475,David A. Trott,EQGP,2015-08-04,Purchase
S000583,Lamar Smith,TW,2015-08-04,Purchase
T000475,David A. Trott,PSXP,2015-08-03,Purchase
T000475,David A. Trott,EQGP,2015-08-03,Purchase
F000450,Virginia Foxx,RYH,2015-08-03,Purchase
T000475,David A. Trott,AM,2015-08-03,Purchase
T000475,David A. Trott,CPPL,2015-08-03,Purchase
Y000062,John A. Yarmuth,AIG,2015-07-31,Purchase
Y000062,John A. Yarmuth,MMM,2015-07-31,Sale
C001062,K. Michael Conaway,NOC,2015-07-31,Sale
C001062,K. Michael Conaway,NOC,2015-07-31,Sale
C001062,K. Michael Conaway,BAX,2015-07-31,Sale
C001062,K. Michael Conaway,BAX,2015-07-31,Sale
T000475,David A. Trott,CPPL,2015-07-31,Purchase
T000475,David A. Trott,EQGP,2015-07-31,Purchase
T000475,David A. Trott,AM,2015-07-31,Purchase
T000475,David A. Trott,PSXP,2015-07-31,Purchase
Y000062,John A. Yarmuth,USB$N,2015-07-31,Purchase
T000475,David A. Trott,CPPL,2015-07-30,Purchase
C001062,K. Michael Conaway,RDS.A,2015-07-30,Purchase
C001062,K. Michael Conaway,NOC,2015-07-30,Sale
Y000062,John A. Yarmuth,BRK.A,2015-07-30,Sale
C001062,K. Michael Conaway,JPM,2015-07-30,Sale
C001062,K. Michael Conaway,RDS.A,2015-07-30,Purchase
Y000062,John A. Yarmuth,MYL,2015-07-30,Sale
T000475,David A. Trott,EQGP,2015-07-30,Purchase
C001062,K. Michael Conaway,JPM,2015-07-30,Sale
C001062,K. Michael Conaway,NOC,2015-07-30,Sale
G000551,Raúl M. Grijalva,DLPH,2015-07-29,Sale
T000475,David A. Trott,EQGP,2015-07-29,Purchase
T000475,David A. Trott,PSXP,2015-07-29,Purchase
C001062,K. Michael Conaway,EOG,2015-07-29,Sale
G000551,Raúl M. Grijalva,GPC,2015-07-29,Sale
T000475,David A. Trott,AM,2015-07-29,Purchase
C001062,K. Michael Conaway,EOG,2015-07-29,Sale
T000475,David A. Trott,CPPL,2015-07-29,Purchase
F000462,Lois Frankel,UPS,2015-07-29,Sale
Y000062,John A. Yarmuth,ORCL,2015-07-29,Sale
F000461,Bill Flores,ENLC,2015-07-29,Purchase
T000475,David A. Trott,VLP,2015-07-29,Purchase
T000475,David A. Trott,VLP,2015-07-28,Purchase
T000475,David A. Trott,EQGP,2015-07-28,Purchase
T000475,David A. Trott,CPPL,2015-07-28,Purchase
C001062,K. Michael Conaway,TYC,2015-07-28,Sale
C001062,K. Michael Conaway,TYC,2015-07-28,Sale
L000579,Alan S. Lowenthal,HOT,2015-07-28,Sale
F000450,Virginia Foxx,CBRL,2015-07-28,Sale
H000636,Rubén Hinojosa,GOOG,2015-07-27,Sale
F000450,Virginia Foxx,GLW,2015-07-27,Sale
D000617,Suzan K. Delbene,WTS,2015-07-27,Purchase
T000475,David A. Trott,PSXP,2015-07-27,Purchase
T000475,David A. Trott,CPPL,2015-07-27,Purchase
H000636,Rubén Hinojosa,BUNT,2015-07-27,Sale
L000579,Alan S. Lowenthal,TEVA,2015-07-27,Sale
T000475,David A. Trott,AM,2015-07-27,Purchase
T000475,David A. Trott,EQGP,2015-07-27,Purchase
T000475,David A. Trott,AM,2015-07-24,Purchase
T000475,David A. Trott,ETE,2015-07-24,Sale
F000450,Virginia Foxx,CTB,2015-07-24,Sale
T000475,David A. Trott,TLLP,2015-07-24,Purchase
T000475,David A. Trott,EQGP,2015-07-24,Purchase
T000475,David A. Trott,PSXP,2015-07-24,Purchase
F000450,Virginia Foxx,CW,2015-07-24,Sale
F000450,Virginia Foxx,CI,2015-07-24,Sale
T000475,David A. Trott,WPZ,2015-07-24,Sale
F000450,Virginia Foxx,OMN,2015-07-24,Sale
T000475,David A. Trott,CPPL,2015-07-24,Purchase
T000475,David A. Trott,EQGP,2015-07-23,Purchase
T000475,David A. Trott,WPZ,2015-07-23,Sale
T000475,David A. Trott,ETE,2015-07-23,Sale
T000475,David A. Trott,EQM,2015-07-23,Purchase
T000475,David A. Trott,CPPL,2015-07-23,Purchase
T000475,David A. Trott,AM,2015-07-23,Purchase
T000475,David A. Trott,PSXP,2015-07-23,Purchase
T000475,David A. Trott,VLP,2015-07-23,Purchase
F000462,Lois Frankel,BW,2015-07-22,Sale
T000475,David A. Trott,ETE,2015-07-22,Sale
T000475,David A. Trott,PSXP,2015-07-22,Purchase
F000450,Virginia Foxx,SVU,2015-07-22,Sale
T000475,David A. Trott,CPPL,2015-07-22,Purchase
F000450,Virginia Foxx,ONEQ,2015-07-22,Purchase
T000475,David A. Trott,AM,2015-07-22,Purchase
T000475,David A. Trott,EQM,2015-07-22,Purchase
T000475,David A. Trott,WPZ,2015-07-22,Sale
M001193,Thomas Macarthur,TEL,2015-07-22,Purchase
T000475,David A. Trott,EQGP,2015-07-22,Purchase
T000475,David A. Trott,TLLP,2015-07-22,Purchase
W000413,Ed Whitfield,DEA,2015-07-21,Purchase
F000450,Virginia Foxx,VOT,2015-07-21,Purchase
W000413,Ed Whitfield,LBTYA,2015-07-21,Sale
T000475,David A. Trott,GEL,2015-07-17,Purchase
F000462,Lois Frankel,TE,2015-07-17,Sale
H001051,Richard L. Hanna,UNH,2015-07-16,Purchase
H001051,Richard L. Hanna,SNI,2015-07-16,Sale
L000579,Alan S. Lowenthal,UNH,2015-07-16,Purchase
M001193,Thomas Macarthur,OXY,2015-07-15,Purchase
P000608,Scott H. Peters,TLSRP,2015-07-15,Sale
G000551,Raúl M. Grijalva,HQL,2015-07-14,Sale
L000579,Alan S. Lowenthal,WSH,2015-07-14,Sale
G000551,Raúl M. Grijalva,MCHP,2015-07-14,Purchase
P000608,Scott H. Peters,MRK,2015-07-10,Purchase
P000608,Scott H. Peters,GOOG,2015-07-10,Purchase
S000583,Lamar Smith,ARMH,2015-07-10,Purchase
F000462,Lois Frankel,CB,2015-07-10,Sale
P000608,Scott H. Peters,GOOG,2015-07-10,Purchase
P000608,Scott H. Peters,MRK,2015-07-10,Purchase
P000608,Scott H. Peters,ESRX,2015-07-10,Purchase
P000608,Scott H. Peters,FIS,2015-07-10,Purchase
P000608,Scott H. Peters,COF,2015-07-10,Purchase
P000608,Scott H. Peters,ADS,2015-07-10,Purchase
P000608,Scott H. Peters,FIS,2015-07-10,Purchase
P000608,Scott H. Peters,ESRX,2015-07-10,Purchase
P000608,Scott H. Peters,UNH,2015-07-10,Purchase
P000608,Scott H. Peters,COF,2015-07-10,Purchase
G000551,Raúl M. Grijalva,HD,2015-07-10,Sale
P000608,Scott H. Peters,ADS,2015-07-10,Purchase
F000462,Lois Frankel,UPL,2015-07-09,Sale
F000462,Lois Frankel,DEO,2015-07-09,Sale
F000462,Lois Frankel,CTRX,2015-07-09,Sale
D000617,Suzan K. Delbene,CAFD,2015-07-09,Purchase
M001193,Thomas Macarthur,VEA,2015-07-02,Purchase
C001062,K. Michael Conaway,CE,2015-07-02,Purchase
M001193,Thomas Macarthur,VEA,2015-07-02,Purchase
M001193,Thomas Macarthur,IEMG,2015-07-01,Purchase
B000574,Earl Blumenauer,NWN,2015-07-01,Sale
M001193,Thomas Macarthur,IEMG,2015-07-01,Purchase
F000462,Lois Frankel,ADM,2015-06-30,Purchase
F000462,Lois Frankel,TWX,2015-06-30,Sale
B000589,John A. Boehner,UNH,2015-06-30,Sale
F000462,Lois Frankel,DEO,2015-06-30,Sale
F000462,Lois Frankel,DISCK,2015-06-30,Purchase
C001062,K. Michael Conaway,DOW,2015-06-29,Sale
F000462,Lois Frankel,ESL,2015-06-29,Purchase
C001062,K. Michael Conaway,DOW,2015-06-29,Sale
C001062,K. Michael Conaway,COF,2015-06-29,Purchase
P000608,Scott H. Peters,ADS,2015-06-26,Purchase
C001062,K. Michael Conaway,ACN,2015-06-26,Sale
P000608,Scott H. Peters,GOOG,2015-06-26,Purchase
C001062,K. Michael Conaway,KMI,2015-06-26,Sale
P000608,Scott H. Peters,UNH,2015-06-26,Purchase
P000608,Scott H. Peters,ESRX,2015-06-26,Purchase
P000608,Scott H. Peters,FIS,2015-06-26,Purchase
P000608,Scott H. Peters,COF,2015-06-26,Purchase
C001062,K. Michael Conaway,KMI,2015-06-26,Sale
C001062,K. Michael Conaway,ACN,2015-06-26,Sale
C001062,K. Michael Conaway,COF,2015-06-26,Purchase
P000608,Scott H. Peters,MRK,2015-06-26,Purchase
P000608,Scott H. Peters,ESRX,2015-06-23,Purchase
M001193,Thomas Macarthur,FXC,2015-06-23,Sale
P000608,Scott H. Peters,UNH,2015-06-23,Purchase
M001193,Thomas Macarthur,FXC,2015-06-23,Sale
P000608,Scott H. Peters,ADS,2015-06-23,Purchase
P000608,Scott H. Peters,COF,2015-06-23,Purchase
P000608,Scott H. Peters,MRK,2015-06-23,Purchase
M001193,Thomas Macarthur,CMCSK,2015-06-23,Sale
M001193,Thomas Macarthur,FXB,2015-06-23,Sale
P000608,Scott H. Peters,GOOG,2015-06-23,Purchase
M001193,Thomas Macarthur,HIX,2015-06-23,Purchase
M001193,Thomas Macarthur,CMCSK,2015-06-23,Sale
P000608,Scott H. Peters,FIS,2015-06-23,Purchase
M001193,Thomas Macarthur,FXB,2015-06-23,Sale
M001193,Thomas Macarthur,HIX,2015-06-23,Purchase
M001193,Thomas Macarthur,HIX,2015-06-23,Purchase
M001193,Thomas Macarthur,FXB,2015-06-23,Sale
M001193,Thomas Macarthur,FXC,2015-06-23,Sale
W000413,Ed Whitfield,DEA,2015-06-22,Purchase
B001260,Vern Buchanan,CTFS PARTN,2015-06-19,Sale
H001051,Richard L. Hanna,SNI,2015-06-19,Sale
F000462,Lois Frankel,PAY,2015-06-18,Sale
M001193,Thomas Macarthur,FDML,2015-06-17,Sale
M001193,Thomas Macarthur,RHP,2015-06-17,Sale
H001051,Richard L. Hanna,AUY,2015-06-12,Purchase
C001062,K. Michael Conaway,NSC,2015-06-12,Sale
D000399,Lloyd Doggett,IBM,2015-06-10,Purchase
L000579,Alan S. Lowenthal,TOO,2015-06-10,Sale
C001062,K. Michael Conaway,COF,2015-06-10,Purchase
M001193,Thomas Macarthur,FXB,2015-06-09,Purchase
C001062,K. Michael Conaway,BAX,2015-06-09,Sale
M001193,Thomas Macarthur,FXC,2015-06-09,Purchase
C001062,K. Michael Conaway,GE,2015-06-08,Sale
C001062,K. Michael Conaway,CE,2015-06-08,Purchase
C001062,K. Michael Conaway,DOW,2015-06-08,Sale
C001062,K. Michael Conaway,CELG,2015-06-08,Sale
L000579,Alan S. Lowenthal,IBM,2015-06-04,Sale
M001193,Thomas Macarthur,VOE,2015-06-02,Purchase
M001193,Thomas Macarthur,VEA,2015-06-02,Purchase
S000583,Lamar Smith,SHPG,2015-06-02,Purchase
M001193,Thomas Macarthur,VOT,2015-06-02,Purchase
G000551,Raúl M. Grijalva,GD,2015-06-02,Sale
M001193,Thomas Macarthur,VOT,2015-06-01,Purchase
M001193,Thomas Macarthur,VOE,2015-06-01,Purchase
M001193,Thomas Macarthur,VEA,2015-06-01,Purchase
S000583,Lamar Smith,PRGO,2015-06-01,Sale
M001193,Thomas Macarthur,IEMG,2015-06-01,Purchase
F000461,Bill Flores,OKE,2015-05-29,Sale
F000461,Bill Flores,JNJ,2015-05-29,Purchase
C001062,K. Michael Conaway,AMT,2015-05-29,Sale
F000461,Bill Flores,LLY,2015-05-29,Purchase
R000589,E. Scott Rigell,MRK,2015-05-28,Purchase
G000551,Raúl M. Grijalva,CGO,2015-05-28,Purchase
G000551,Raúl M. Grijalva,GILD,2015-05-28,Sale
C001062,K. Michael Conaway,ANTM,2015-05-28,Sale
G000551,Raúl M. Grijalva,SYK,2015-05-28,Sale
M001193,Thomas Macarthur,VOD,2015-05-27,Sale
M001193,Thomas Macarthur,UTHR,2015-05-27,Sale
M001193,Thomas Macarthur,SMFG,2015-05-27,Sale
M001193,Thomas Macarthur,TSM,2015-05-27,Sale
M001193,Thomas Macarthur,WPPGY,2015-05-27,Sale
M001193,Thomas Macarthur,BBVA,2015-05-27,Sale
M001193,Thomas Macarthur,CSTM,2015-05-27,Sale
M001193,Thomas Macarthur,MITEY,2015-05-27,Sale
M001193,Thomas Macarthur,ATI,2015-05-27,Sale
M001193,Thomas Macarthur,PNC,2015-05-27,Sale
