doc_id,last,first,filing_type,state_district,filing_date_raw,disclosure_date,declarant_name,url_pdf
20002776,Ashford,Brad,P,NE02,3/24/2015,2015-03-24,Brad Ashford,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20002776.pdf
20002949,Ashford,Brad,P,NE02,4/30/2015,2015-04-30,Brad Ashford,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20002949.pdf
20002963,Ashford,Brad,P,NE02,4/30/2015,2015-04-30,Brad Ashford,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20002963.pdf
20002964,Ashford,Brad,P,NE02,4/30/2015,2015-04-30,Brad Ashford,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20002964.pdf
20003185,Ashford,Brad,P,NE02,5/29/2015,2015-05-29,Brad Ashford,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20003185.pdf
20003367,Ashford,Brad,P,NE02,7/8/2015,2015-07-08,Brad Ashford,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20003367.pdf
20003528,Ashford,Brad,P,NE02,8/3/2015,2015-08-03,Brad Ashford,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20003528.pdf
20003534,Ashford,Brad,P,NE02,8/4/2015,2015-08-04,Brad Ashford,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20003534.pdf
20003708,Ashford,Brad,P,NE02,9/2/2015,2015-09-02,Brad Ashford,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20003708.pdf
20003994,Ashford,Brad,P,NE02,10/27/2015,2015-10-27,Brad Ashford,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/20003994.pdf
9106294,Babin,Brian,P,TX36,4/16/2015,2015-04-16,Brian Babin,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2015/9106294.pdf
