bioguide,ticker,date,sense
B000574,NWN,2015-07-01,Sale
B000589,NYSE: COV,2015-01-27,Exchange
B000589,UNH,2014-12-26,Sale
B000589,UNH,2015-06-30,Sale
B001260,CTFS PARTN,2015-06-19,Sale
B001269,DIA,2015-12-28,Purchase
B001269,RDIV,2015-12-28,Sale
B001269,TDIV,2015-12-28,Sale
B001274,DRAD,2015-01-05,Sale
C000266,REGN,2015-05-26,Purchase
C000754,HOSPIC,2014-12-22,Sale
C001062,AA,2015-02-09,Sale
C001062,AAPL,2015-02-09,Sale
C001062,AAPL,2015-08-05,Sale
C001062,AAPL,2015-11-13,Sale
C001062,ABT,2015-02-09,Sale
C001062,ACN,2015-02-09,Purchase
C001062,ACN,2015-06-26,Sale
C001062,ADM,2015-05-12,Purchase
C001062,ADS,2014-12-03,Sale
C001062,ADS,2015-02-09,Sale
C001062,AMT,2015-05-29,Sale
C001062,AMZN,2015-02-09,Sale
C001062,ANTM,2015-05-28,Sale
C001062,APA,2014-12-08,Sale
C001062,ASML,2015-02-09,Sale
C001062,ASML,2015-02-10,Sale
C001062,BABA,2015-02-09,Sale
C001062,BAX,2015-06-09,Sale
C001062,BAX,2015-07-31,Sale
C001062,BMY,2015-02-09,Sale
C001062,BXLT,2015-10-02,Sale
C001062,BXLT,2015-10-26,Sale
C001062,CE,2015-06-08,Purchase
C001062,CE,2015-07-02,Purchase
C001062,CELG,2015-06-08,Sale
C001062,CIT,2015-02-09,Sale
C001062,CIT,2015-02-10,Sale
C001062,CMA,2015-02-09,Sale
C001062,CMI,2015-04-09,Sale
C001062,COF,2015-06-10,Purchase
C001062,COF,2015-06-26,Purchase
C001062,COF,2015-06-29,Purchase
C001062,COST,2015-02-09,Sale
C001062,CTSH,2015-02-09,Purchase
C001062,CVS,2014-11-07,Sale
C001062,CVS,2015-11-19,Sale
C001062,D,2015-02-09,Sale
C001062,DG,2015-05-20,Sale
C001062,DHR,2015-02-09,Sale
C001062,DLPH,2015-02-09,Purchase
C001062,DLTR,2015-10-08,Sale
C001062,DOW,2015-06-08,Sale
C001062,DOW,2015-06-29,Sale
C001062,EOG,2015-07-29,Sale
C001062,ESRX,2015-10-16,Purchase
C001062,FCX,2015-01-14,Purchase
C001062,FCX,2015-04-06,Sale
C001062,FCX,2015-04-16,Sale
C001062,FOXA,2015-02-09,Sale
C001062,GD,2015-02-09,Sale
C001062,GE,2015-06-08,Sale
C001062,GG,2015-02-09,Sale
C001062,GM,2015-02-09,Sale
C001062,GOOG,2015-02-09,Purchase
C001062,GSK,2015-04-27,Sale
C001062,HAL,2014-12-03,Sale
C001062,HCA,2015-02-09,Sale
C001062,HOT,2014-12-08,Purchase
C001062,HOT,2015-02-09,Sale
C001062,IBM,2015-11-13,Purchase
C001062,IDXX,2015-02-09,Sale
C001062,IDXX,2015-02-10,Sale
C001062,IPG,2015-02-10,Purchase
C001062,JNJ,2015-02-09,Sale
C001062,JPM,2015-07-30,Sale
C001062,KMI,2015-06-26,Sale
C001062,LH,2014-11-03,Sale
C001062,LMT,2014-11-07,Sale
C001062,LVLT,2015-02-09,Sale
C001062,LYB,2014-12-09,Sale
C001062,MCK,2015-08-25,Sale
C001062,MDLZ,2015-02-09,Purchase
C001062,MMC,2015-02-09,Purchase
C001062,MSFT,2015-02-11,Sale
C001062,NBL,2015-02-09,Sale
C001062,NEE,2015-02-09,Sale
C001062,NOC,2015-07-30,Sale
C001062,NOC,2015-07-31,Sale
C001062,NOC,2015-08-07,Sale
C001062,NSC,2015-06-12,Sale
C001062,PCP,2015-02-09,Sale
C001062,PFE,2015-02-09,Sale
C001062,PG,2015-02-09,Sale
C001062,PRGO,2014-11-11,Sale
C001062,PRGO,2015-02-09,Purchase
C001062,PRGO,2015-04-08,Sale
C001062,PX,2015-05-12,Sale
C001062,RDS_A,2015-02-18,Purchase
C001062,RDS_A,2015-07-30,Purchase
C001062,RDS_A,2015-11-13,Purchase
C001062,REGN,2015-02-09,Purchase
C001062,RL,2015-02-09,Sale
C001062,RRC,2015-02-09,Sale
C001062,SBUX,2015-02-09,Sale
C001062,SHW,2015-02-09,Sale
C001062,SLH,2015-09-15,Sale
C001062,SNDK,2015-02-09,Sale
C001062,SPLK,2015-02-09,Sale
C001062,SPLK,2015-02-10,Sale
C001062,SSL,2015-02-23,Purchase
C001062,SSYS,2014-12-10,Sale
C001062,TEVA,2015-02-09,Sale
C001062,TGT,2015-02-09,Sale
C001062,TOT,2015-09-28,Sale
C001062,TOT,2015-10-05,Sale
